,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L12,L14,W12,W14,Check,L11,L13,W11,W13,L10,W10,L9,W9,L15,W15
1505,400095,3357222,Kar12,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400095.0,,15.0,18.0,"REPLICATE>BLOCK>PLOT:400095,REPLICATE>BLOCK:23,REPLICATE:2",watered,3910.1203113942,NA,"69,1249593066","70,6080789845",NA,260,290,155,"-1,48311967790",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,3211water_regimewatered,3338803,Kar12,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,302.0889540848,68.3261426448,71.0762597113,263.7011130962,3789.8865226728,298.6839471797,155.8957019349,,,2012,16.5357675796,16.1142658402,13.0876057026,330.905,244.063,731.516,-23.819462482,-23.766960729,29.7180306687,30.1686610867,25.9840495968,,,,,,,,,,,,,,,,
1507,3211water_regimerainfed,3338557,Kar12,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,316.4874413643,70.0837366786,72.0240384729,244.7956662823,3874.8130190199,293.6026126463,153.4944479375,,,2012,16.5357675796,16.1332591129,12.9446222463,330.905,227.879,727.01,-23.5925595238,-23.6325221531,29.7180306687,29.8762111866,25.8848699601,,,,,,,,,,,,,,,,
1508,401914,3358478,Kar12,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401914.0,,3.0,43.0,"REPLICATE>BLOCK>PLOT:401914,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,4042.2885572139,221.3364705882,"69,1249593066","72,0947386844",8.9470588235,245,310,140,"-2,96977937780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,401369,3357878,Kar12,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401369.0,,10.0,25.0,"REPLICATE>BLOCK>PLOT:401369,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,4239.1789379741,198.3211764706,"72,0947386844","75,0125186806",8.4071895425,255,310,140,"-2,91777999620",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,401474,3357995,Kar12,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401474.0,,7.0,15.0,"REPLICATE>BLOCK>PLOT:401474,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,4198.9664082687,204.2752941176,"72,0947386844","75,0125186806",8.5774509804,250,315,145,"-2,91777999620",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,400278,3357432,Kar12,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400278.0,,9.0,3.0,"REPLICATE>BLOCK>PLOT:400278,REPLICATE>BLOCK:33,REPLICATE:1",watered,3584.229390681,203.6517647059,"72,0947386844","73,6032268316",7.2993464052,255,305,160,"-1,50848814720",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,400119,3357249,Kar12,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400119.0,,14.0,7.0,"REPLICATE>BLOCK>PLOT:400119,REPLICATE>BLOCK:17,REPLICATE:2",watered,NA,NA,"72,0947386844","73,6032268316",8.9934640523,250,300,140,"-1,50848814720",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,3212water_regimewatered,3338804,Kar12,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,248.7359307997,72.1705851381,73.2570478022,256.1456176671,3815.9430473086,306.9470680598,155.7290540975,,,2012,16.6738124514,15.9165582751,13.048695723,307.636,196.253,709.88,-24.3382898352,-23.6186500094,30.1269332808,29.4669514979,26.0331064465,,,,,,,,,,,,,,,,
1514,3212water_regimerainfed,3338558,Kar12,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,258.7911723081,71.1011811046,74.0332681753,249.9437242267,4183.6942696606,310.918656965,143.0116591373,,,2012,16.6738124514,15.8153688739,12.9503600892,307.636,236.949,693.459,-25.2146494709,-23.0542377711,30.1269332808,29.49902354,25.8311885124,,,,,,,,,,,,,,,,
1515,401863,3358421,Kar12,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401863.0,,6.0,51.0,"REPLICATE>BLOCK>PLOT:401863,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,3226.9893656032,263.0752941176,"65,5409150764","66,5017492524",8.4894117647,240,290,150,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,401676,3358219,Kar12,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401676.0,,1.0,29.0,"REPLICATE>BLOCK>PLOT:401676,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,4097.2222222222,272.9411764706,"63,8763017097","64,6808710156",11.1830065359,240,295,145,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,401434,3357950,Kar12,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401434.0,,8.0,18.0,"REPLICATE>BLOCK>PLOT:401434,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,3807.5458636206,273.0388235294,"63,8763017097","64,6808710156",10.3960784314,245,305,140,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,400408,3357581,Kar12,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400408.0,,4.0,16.0,"REPLICATE>BLOCK>PLOT:400408,REPLICATE>BLOCK:15,REPLICATE:1",watered,3831.1585606959,241.9905882353,"62,8595758722","64,6808710156",9.2710431373,255,305,145,"-1,82129514340",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,400201,3357343,Kar12,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400201.0,,11.0,24.0,"REPLICATE>BLOCK>PLOT:400201,REPLICATE>BLOCK:8,REPLICATE:2",watered,4197.9278313684,273.68,"61,4081018268","62,8595758722",11.4888888889,240,280,130,"-1,45147404540",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,3213water_regimewatered,3338805,Kar12,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,294.6480455319,62.0266539417,64.0812641137,251.8706397881,4017.6740115191,294.9883054227,143.1775356163,,,2012,16.2809085648,15.7571431624,13.491405991,202.146,253.188,831.385,-24.5104348643,-24.8000085378,29.4390593473,29.2186852429,26.6271038402,,,,,,,,,,,,,,,,
1521,3213water_regimerainfed,3338559,Kar12,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,314.6765552553,64.2565284511,65.7007604649,239.3315829384,3717.2956789942,294.6199439373,141.5972229764,,,2012,16.2809085648,15.9347798354,13.3959745405,202.146,256.741,806.787,-24.5386198164,-24.7936379968,29.4390593473,29.4534762305,26.5064154879,,,,,,,,,,,,,,,,
1522,401308,3357811,Kar12,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401308.0,,12.0,36.0,"REPLICATE>BLOCK>PLOT:401308,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,5133.3333333333,203.2352941176,"65,5409150764","66,5017492524",10.432745098,255,300,150,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,401837,3358392,Kar12,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401837.0,,7.0,48.0,"REPLICATE>BLOCK>PLOT:401837,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,3428.3353985956,227.8588235294,"69,1249593066","70,6080789845",7.8117647059,240,290,145,"-1,48311967790",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,401275,3357775,Kar12,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401275.0,,12.0,3.0,"REPLICATE>BLOCK>PLOT:401275,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,5417.6516942474,228.2541176471,"69,1249593066","72,0947386844",12.3660130719,250,295,145,"-2,96977937780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,400482,3357665,Kar12,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400482.0,,1.0,23.0,"REPLICATE>BLOCK>PLOT:400482,REPLICATE>BLOCK:4,REPLICATE:1",watered,2926.2086513995,226.8611764706,"65,5409150764","67,7009590372",6.6384313725,260,310,165,"-2,16004396080",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,400063,3357185,Kar12,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400063.0,,16.0,7.0,"REPLICATE>BLOCK>PLOT:400063,REPLICATE>BLOCK:25,REPLICATE:2",watered,3224.4008714597,213.9,"70,6080789845","73,6032268316",6.8969934641,235,280,145,"-2,99514784710",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,3214water_regimewatered,3338806,Kar12,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,256.8434967392,67.9669708846,70.613860266,244.8635695501,3105.7882148746,292.0569551946,149.1913009484,,,2012,16.7770316162,15.9012591298,13.2055714983,280.961,244.063,730.121,-24.9241605617,-23.9707744537,30.4441389919,29.6108665354,26.1900301764,,,,,,,,,,,,,,,,
1528,3214water_regimerainfed,3338560,Kar12,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,264.6925938174,67.099793022,68.6639159523,249.9525390382,4671.2665745469,295.6272735927,145.9613315359,,,2012,16.7770316162,15.758266835,13.2117032633,280.961,230.135,770.018,-23.2181878307,-24.3595325812,30.4441389919,29.3796532325,26.1594297769,,,,,,,,,,,,,,,,
1529,401239,3357735,Kar12,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401239.0,,13.0,34.0,"REPLICATE>BLOCK>PLOT:401239,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,4406.779661017,256.1294117647,"62,8595758722","63,8763017097",11.2870588235,225,290,135,"-1,01672583750",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,400327,3357488,Kar12,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400327.0,,7.0,10.0,"REPLICATE>BLOCK>PLOT:400327,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,3537.037037037,275.2941176471,"58,7292946948","60,4198781532",9.737254902,255,305,150,"-1,69058345840",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,401822,3358376,Kar12,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401822.0,,8.0,46.0,"REPLICATE>BLOCK>PLOT:401822,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,4359.5679012346,255.8117647059,"60,4198781532","62,8595758722",11.1522875817,235,285,135,"-2,43969771900",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,401271,3357770,Kar12,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401271.0,,13.0,2.0,"REPLICATE>BLOCK>PLOT:401271,REPLICATE>BLOCK:25,REPLICATE:1",rainfed,4079.540795408,232.7411764706,"65,5409150764","66,5017492524",9.4947712418,240,295,130,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,400021,3357137,Kar12,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400021.0,,18.0,21.0,"REPLICATE>BLOCK>PLOT:400021,REPLICATE>BLOCK:35,REPLICATE:2",watered,3936.8505195843,246.9294117647,"61,4081018268","62,8595758722",9.7212418301,245,295,145,"-1,45147404540",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,3215water_regimewatered,3338807,Kar12,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,295.6952581737,60.9975281055,62.5387127674,242.7905915907,3556.5420680525,295.373961356,142.0540078615,,,2012,15.9872106481,15.935775641,13.5591657794,184.537,258.322,846.886,-25.2690887104,-24.9380085378,28.8074475612,29.5154355514,26.8216836419,,,,,,,,,,,,,,,,
1535,3215water_regimerainfed,3338561,Kar12,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,281.7842592202,62.2817552729,64.1011533513,235.1589450271,4257.9551852072,291.7799509351,136.1334995835,,,2012,15.9872106481,15.8824341564,13.491405991,184.537,253.188,831.385,-25.0980113508,-24.8000085378,28.8074475612,29.4637130866,26.6271038402,,,,,,,,,,,,,,,,
1536,400361,3357527,Kar12,127610,https://doi.org/10.15454/VFUIV5,NK807_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400361.0,,6.0,25.0,"REPLICATE>BLOCK>PLOT:400361,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,3572.8307813114,248.7070588235,"61,4081018268","62,8595758722",8.8858823529,255,310,160,"-1,45147404540",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,400112,3357241,Kar12,127610,https://doi.org/10.15454/VFUIV5,NK807_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400112.0,,15.0,1.0,"REPLICATE>BLOCK>PLOT:400112,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,4210.5263157895,235.0411764706,"65,5409150764","66,5017492524",9.8964705882,260,305,155,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,401749,3358299,Kar12,127610,https://doi.org/10.15454/VFUIV5,NK807_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401749.0,,12.0,45.0,"REPLICATE>BLOCK>PLOT:401749,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,3571.4285714286,253.8776470588,"61,4081018268","60,4198781532",9.0670588235,245,295,150,"0,98822367360",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,401592,3358126,Kar12,127610,https://doi.org/10.15454/VFUIV5,NK807_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401592.0,,4.0,32.0,"REPLICATE>BLOCK>PLOT:401592,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,3677.0583533174,236.1364705882,"61,4081018268","62,8595758722",8.682875817,245,290,140,"-1,45147404540",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,401203,3357694,Kar12,127610,https://doi.org/10.15454/VFUIV5,NK807_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401203.0,,14.0,3.0,"REPLICATE>BLOCK>PLOT:401203,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,3550.9736540664,242.0435294118,"62,8595758722","63,8763017097",8.5949019608,250,295,145,"-1,01672583750",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,3216water_regimewatered,3338808,Kar12,127610,https://doi.org/10.15454/VFUIV5,NK807_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,281.3780059465,63.4577953087,65.4223677524,257.5692722349,3866.1187624687,307.9075080854,161.8780942565,,,2012,16.5925699705,15.8653894949,13.3959745405,231.129,266.026,806.787,-22.5477094017,-24.7936379968,30.1356630268,29.3598862092,26.5064154879,,,,,,,,,,,,,,,,
1542,3216water_regimerainfed,3338562,Kar12,127610,https://doi.org/10.15454/VFUIV5,NK807_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,289.0379531368,61.2790463038,62.4959083795,248.4307372384,3589.8053649993,294.4417053505,146.6621542934,,,2012,16.5925699705,15.7211238472,13.3919611024,231.129,258.322,849.772,-22.5117959335,-24.5474109134,30.1356630268,29.1443558399,26.4508717667,,,,,,,,,,,,,,,,
1543,401740,3358290,Kar12,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401740.0,,13.0,37.0,"REPLICATE>BLOCK>PLOT:401740,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,4185.9567901235,243.9529411765,"65,5409150764","67,7009590372",10.2117647059,265,310,150,"-2,16004396080",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,401602,3358137,Kar12,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401602.0,,3.0,31.0,"REPLICATE>BLOCK>PLOT:401602,REPLICATE>BLOCK:6,REPLICATE:2",rainfed,5291.0052910053,214.6447058824,"65,5409150764","66,5017492524",11.3568627451,260,305,160,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,401552,3358081,Kar12,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401552.0,,5.0,9.0,"REPLICATE>BLOCK>PLOT:401552,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,5092.3317683881,239.2282352941,"67,7009590372","69,1249593066",12.1822954248,265,315,175,"-1,42400026940",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,400465,3357646,Kar12,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400465.0,,2.0,17.0,"REPLICATE>BLOCK>PLOT:400465,REPLICATE>BLOCK:7,REPLICATE:1",watered,4772.3952326028,245.82,"63,8763017097","64,6808710156",11.7315019608,270,330,165,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,400158,3357294,Kar12,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400158.0,,13.0,11.0,"REPLICATE>BLOCK>PLOT:400158,REPLICATE>BLOCK:14,REPLICATE:2",watered,4571.9489981785,259.7882352941,"70,6080789845","72,0947386844",11.8773856209,245,310,165,"-1,48665969990",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,3217water_regimewatered,3338809,Kar12,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,298.7466339009,66.5560285672,68.1689985261,255.1060810594,4385.77968944,317.0825317294,164.7728369727,,,2012,16.7306116162,15.8120561616,13.3281158086,260.837,230.135,768.623,-23.5008888889,-24.5659149782,30.2569669889,29.5231633015,26.3621245096,,,,,,,,,,,,,,,,
1549,3217water_regimerainfed,3338563,Kar12,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,274.2842842449,66.4725367162,68.1371171967,261.9613430068,4838.8544518607,309.2644881956,160.7627662794,,,2012,16.7306116162,15.8120561616,13.3281158086,260.837,255.79,768.623,-23.5008888889,-24.5659149782,30.2569669889,29.5231633015,26.3621245096,,,,,,,,,,,,,,,,
1550,401710,3358258,Kar12,127612,https://doi.org/10.15454/PAY7DB,NS701_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401710.0,,14.0,42.0,"REPLICATE>BLOCK>PLOT:401710,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,4200.5420054201,279.7647058824,"65,5409150764","64,6808710156",11.7516339869,270,310,150,"0,86004406080",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,401663,3358205,Kar12,127612,https://doi.org/10.15454/PAY7DB,NS701_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401663.0,,2.0,31.0,"REPLICATE>BLOCK>PLOT:401663,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,4928.0177187154,257.0894117647,"65,5409150764","64,6808710156",12.6694117647,260,310,155,"0,86004406080",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,401491,3358014,Kar12,127612,https://doi.org/10.15454/PAY7DB,NS701_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401491.0,,6.0,3.0,"REPLICATE>BLOCK>PLOT:401491,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,NA,NA,"65,5409150764","66,5017492524",NA,275,310,155,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,400253,3357402,Kar12,127612,https://doi.org/10.15454/PAY7DB,NS701_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400253.0,,9.0,28.0,"REPLICATE>BLOCK>PLOT:400253,REPLICATE>BLOCK:36,REPLICATE:1",watered,3538.9482008699,251.9082352941,"66,5017492524","67,7009590372",8.9149019608,240,290,150,"-1,19920978480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,400075,3357199,Kar12,127612,https://doi.org/10.15454/PAY7DB,NS701_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400075.0,,16.0,19.0,"REPLICATE>BLOCK>PLOT:400075,REPLICATE>BLOCK:27,REPLICATE:2",watered,3907.4074074074,248.8235294118,"69,1249593066","70,6080789845",9.7225490196,275,325,170,"-1,48311967790",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,3218water_regimewatered,3338810,Kar12,127612,https://doi.org/10.15454/PAY7DB,NS701_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,290.5294046126,67.5379058422,69.4044463872,258.4889605773,4036.6082384464,309.740031694,158.5943715892,,,2012,16.685350913,15.8811835017,13.2715634491,298.297,251.79,746.968,-23.7303406085,-24.3232987572,30.3862296592,29.5578331671,26.2656077454,,,,,,,,,,,,,,,,
1556,3218water_regimerainfed,3338564,Kar12,127612,https://doi.org/10.15454/PAY7DB,NS701_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,315.5895074585,65.7080949787,65.3650173589,269.393307748,4402.7912694789,310.8242457995,152.6736381307,,,2012,16.685350913,15.8155853776,13.3959745405,298.297,217.626,806.787,-21.9882464097,-24.7936379968,30.3862296592,29.1795904678,26.5064154879,,,,,,,,,,,,,,,,
1557,401883,3358443,Kar12,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401883.0,,5.0,38.0,"REPLICATE>BLOCK>PLOT:401883,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,4223.8868081565,229.3058823529,"63,8763017097","64,6808710156",9.685620915,250,305,140,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,401396,3357908,Kar12,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401396.0,,9.0,21.0,"REPLICATE>BLOCK>PLOT:401396,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,4861.1111111111,215.9435294118,"63,8763017097","65,5409150764",10.497254902,265,320,160,"-1,66461336670",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,401417,3357931,Kar12,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401417.0,,8.0,1.0,"REPLICATE>BLOCK>PLOT:401417,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,4402.9506685108,203.8576470588,"63,8763017097","66,5017492524",8.975751634,260,310,140,"-2,62544754270",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,400455,3357634,Kar12,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400455.0,,2.0,7.0,"REPLICATE>BLOCK>PLOT:400455,REPLICATE>BLOCK:5,REPLICATE:1",watered,5452.6748971193,227.7529411765,"62,8595758722","64,6808710156",12.418627451,275,315,180,"-1,82129514340",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,400214,3357358,Kar12,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400214.0,,11.0,11.0,"REPLICATE>BLOCK>PLOT:400214,REPLICATE>BLOCK:6,REPLICATE:2",watered,4387.1252204586,218.2023529412,"63,8763017097","64,6808710156",9.5728104575,260,330,150,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,3219water_regimewatered,3338811,Kar12,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,255.77277116,63.698407637,65.4958715616,266.9107622147,4762.2664794,322.1837835561,164.0450399428,,,2012,16.5925699705,15.8653894949,13.3959745405,231.129,266.026,806.787,-22.5477094017,-24.7936379968,30.1356630268,29.3598862092,26.5064154879,,,,,,,,,,,,,,,,
1563,3219water_regimerainfed,3338565,Kar12,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,252.7452650764,63.7651801663,65.2171841066,258.9379558029,4492.4505577393,311.1966203345,146.980662537,,,2012,16.5925699705,15.8653894949,13.3959745405,231.129,266.026,806.787,-22.5477094017,-24.7936379968,30.1356630268,29.3598862092,26.5064154879,,,,,,,,,,,,,,,,
1564,401467,3357987,Kar12,127614,https://doi.org/10.15454/GWATR4,P465P_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401467.0,,7.0,22.0,"REPLICATE>BLOCK>PLOT:401467,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,4523.8095238095,222.3529411765,"64,6808710156","66,5017492524",10.0588235294,240,300,140,"-1,82087823680",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
