,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill
406,401910,3359287,Kar13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401910.0,,14.0,47.0,"REPLICATE>BLOCK>PLOT:401910,REPLICATE>BLOCK:28,REPLICATE:3",rainfed,4225.2252252252,293.7364705882,"67,2869986061","67,2869986061",12.411027451,280,320,135,"0,00000000000",2013,,,,,,,,,,,
407,400260,3359632,Kar13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400260.0,,10.0,21.0,"REPLICATE>BLOCK>PLOT:400260,REPLICATE>BLOCK:19,REPLICATE:2",watered,3350.5866114562,262.3352941176,"70,3107674332","71,9479437137",8.7897712418,250,295,145,"-1,63717628050",2013,,,,,,,,,,,
408,401612,3358970,Kar13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401612.0,,8.0,21.0,"REPLICATE>BLOCK>PLOT:401612,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,4496.5493443754,252.3722352941,"71,9479437137","75,0251852667",11.3480420915,230,295,95,"-3,07724155300",2013,,,,,,,,,,,
409,401318,3358656,Kar13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401318.0,,3.0,10.0,"REPLICATE>BLOCK>PLOT:401318,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,4506.719108489,271.7982352941,"67,2869986061","67,2869986061",12.2491830065,275,330,125,"0,00000000000",2013,,,,,,,,,,,
410,3056water_regimewatered,3339149,Kar13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,320.28509212,67.9413281961,69.2727138431,248.3855477375,3308.9899059493,290.7738073325,132.8052859375,,,2013,16.1215525794,19.9242361111,13.569456932,384.306,196.508,850.951,-101.6414558532,-31.2200619966,28.8698241811,34.0390619635,24.1835253241
411,3056water_regimerainfed,3338903,Kar13,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,343.7148059991,68.7072437025,68.9404284261,269.9672002502,4410.9569554303,,122.508027506,,,2013,16.1215525794,19.9242361111,13.569456932,384.306,175.758,850.951,-70.7744002525,-41.5892559663,28.8698241811,34.0390619635,24.1835253241
412,400485,3359875,Kar13,127456,https://doi.org/10.15454/6FDQYP,F712_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400485.0,,18.0,20.0,"REPLICATE>BLOCK>PLOT:400485,REPLICATE>BLOCK:27,REPLICATE:2",watered,3425.5765199161,227.1205882353,"67,2869986061","67,2869986061",7.7801895425,285,315,160,"0,00000000000",2013,,,,,,,,,,,
413,400234,3359589,Kar13,127456,https://doi.org/10.15454/6FDQYP,F712_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400234.0,,9.0,10.0,"REPLICATE>BLOCK>PLOT:400234,REPLICATE>BLOCK:18,REPLICATE:1",watered,3439.3553859203,222.5458823529,"67,2869986061","70,3107674332",7.6541437908,220,255,130,"-3,02376882710",2013,,,,,,,,,,,
414,401242,3358573,Kar13,127456,https://doi.org/10.15454/6FDQYP,F712_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401242.0,,1.0,42.0,"REPLICATE>BLOCK>PLOT:401242,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,4300.9094503756,233.0977647059,"70,3107674332","67,2869986061",10.0253237908,285,335,160,"3,02376882710",2013,,,,,,,,,,,
415,401603,3358960,Kar13,127456,https://doi.org/10.15454/6FDQYP,F712_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401603.0,,8.0,30.0,"REPLICATE>BLOCK>PLOT:401603,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,5129.6984717059,213.2378823529,"67,2869986061","77,5944548711",10.9384603922,235,295,110,"-10,30745626500",2013,,,,,,,,,,,
416,401848,3359224,Kar13,127456,https://doi.org/10.15454/6FDQYP,F712_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401848.0,,12.0,1.0,"REPLICATE>BLOCK>PLOT:401848,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,4297.8395061728,236.1261176471,"67,2869986061","67,2869986061",10.1483215686,295,340,155,"0,00000000000",2013,,,,,,,,,,,
417,3057water_regimewatered,3339150,Kar13,127456,https://doi.org/10.15454/6FDQYP,F712_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,266.9706237754,68.2700655062,68.8212745061,255.6551060575,3411.0445432816,291.5346063742,148.6818827975,,,2013,15.9649434156,19.9492810458,13.569456932,365.652,196.508,850.951,-99.960585901,-31.2200619966,28.7562746966,33.9153324517,24.1835253241
418,3057water_regimerainfed,3338904,Kar13,127456,https://doi.org/10.15454/6FDQYP,F712_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,282.197734033,65.6552933671,67.8175133808,277.771541605,4555.8529053313,,148.2454781123,,,2013,15.9649434156,19.9334027778,13.6556111709,365.652,213.278,868.014,-66.1982638889,-42.3291102538,28.7562746966,33.9767815316,24.2971437897
419,400474,3359851,Kar13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400474.0,,17.0,26.0,"REPLICATE>BLOCK>PLOT:400474,REPLICATE>BLOCK:35,REPLICATE:2",watered,3367.6975945017,259.2296470588,"65,7692587506","64,2677005306",8.7300705882,275,330,150,"1,50155822000",2013,,,,,,,,,,,
420,400019,3359351,Kar13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400019.0,,1.0,19.0,"REPLICATE>BLOCK>PLOT:400019,REPLICATE>BLOCK:19,REPLICATE:1",watered,2256.5864833906,260.0170588235,"64,2677005306","64,2677005306",5.8675098039,255,300,130,"0,00000000000",2013,,,,,,,,,,,
421,401349,3358691,Kar13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401349.0,,3.0,41.0,"REPLICATE>BLOCK>PLOT:401349,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,3900.9287925697,281.694,"67,2869986061","64,2677005306",10.9886823529,285,335,140,"3,01929807550",2013,,,,,,,,,,,
422,401387,3358731,Kar13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401387.0,,4.0,30.0,"REPLICATE>BLOCK>PLOT:401387,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,3779.9422799423,269.0470588235,"64,2677005306","64,2677005306",10.1698235294,275,320,145,"0,00000000000",2013,,,,,,,,,,,
423,401940,3359318,Kar13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401940.0,,14.0,17.0,"REPLICATE>BLOCK>PLOT:401940,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,4111.8233618234,268.0263529412,"65,7692587506","64,2677005306",11.0207701961,275,315,145,"1,50155822000",2013,,,,,,,,,,,
424,3058water_regimewatered,3339151,Kar13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,287.5674260057,65.7698861652,65.045481748,260.1251971334,2826.5751465383,309.7255542738,145.7537254155,,,2013,15.725090812,19.7629861111,13.868641474,321.036,140.62,907.691,-100.1022197421,-34.6949410387,28.545282607,33.5265156577,24.7254754288
425,3058water_regimerainfed,3338905,Kar13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,312.1263599321,66.7199828755,65.7211343412,270.6474065115,4103.0703902336,,141.1388275092,,,2013,15.725090812,19.7450326797,13.7951002068,321.036,166.435,881.876,-59.9711035696,-43.4294392011,28.545282607,33.7170348581,24.567056131
426,400354,3359717,Kar13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400354.0,,13.0,18.0,"REPLICATE>BLOCK>PLOT:400354,REPLICATE>BLOCK:22,REPLICATE:2",watered,4399.3316624896,217.0247058824,"70,3107674332","71,9479437137",9.5476366013,250,295,125,"-1,63717628050",2013,,,,,,,,,,,
427,400033,3359388,Kar13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400033.0,,2.0,24.0,"REPLICATE>BLOCK>PLOT:400033,REPLICATE>BLOCK:29,REPLICATE:1",watered,3424.885559717,221.2330588235,"67,2869986061","65,7692587506",7.576979085,255,295,140,"1,51773985550",2013,,,,,,,,,,,
428,401253,3358585,Kar13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401253.0,,1.0,53.0,"REPLICATE>BLOCK>PLOT:401253,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,4363.7697103044,240.7958823529,"70,3107674332","70,3107674332",10.5077777778,240,285,135,"0,00000000000",2013,,,,,,,,,,,
429,401927,3359303,Kar13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401927.0,,14.0,30.0,"REPLICATE>BLOCK>PLOT:401927,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,4425.8016405667,239.7322352941,"64,2677005306","64,2677005306",10.6100732026,280,320,140,"0,00000000000",2013,,,,,,,,,,,
430,401727,3359094,Kar13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401727.0,,10.0,14.0,"REPLICATE>BLOCK>PLOT:401727,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,4546.1393596987,238.9847058824,"65,7692587506","64,2677005306",10.8645777778,285,325,135,"1,50155822000",2013,,,,,,,,,,,
431,3059water_regimewatered,3339152,Kar13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,266.0482459616,68.037641939,68.3402193136,242.1890974338,4043.916924543,286.0681714747,130.5628869504,,,2013,16.1215525794,19.9242361111,13.569456932,384.306,196.508,850.951,-101.6414558532,-31.2200619966,28.8698241811,34.0390619635,24.1835253241
432,3059water_regimerainfed,3338906,Kar13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,298.456263559,67.1234439741,66.7274630004,260.4122982792,4478.5347764566,,131.8923220025,,,2013,16.1215525794,19.9056296296,13.6556111709,384.306,191.93,868.014,-68.9714814815,-42.3291102538,28.8698241811,34.1128562829,24.2971437897
433,400483,3359877,Kar13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400483.0,,18.0,22.0,"REPLICATE>BLOCK>PLOT:400483,REPLICATE>BLOCK:36,REPLICATE:2",watered,3215.4520111509,251.9534117647,"65,7692587506","64,2677005306",8.1014410458,245,295,135,"1,50155822000",2013,,,,,,,,,,,
434,400177,3359526,Kar13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400177.0,,7.0,9.0,"REPLICATE>BLOCK>PLOT:400177,REPLICATE>BLOCK:16,REPLICATE:1",watered,2533.1816458096,256.9437647059,"67,2869986061","67,2869986061",6.5088522876,195,245,125,"0,00000000000",2013,,,,,,,,,,,
435,401799,3359170,Kar13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401799.0,,12.0,50.0,"REPLICATE>BLOCK>PLOT:401799,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,3142.2505307856,271.6654117647,"67,2869986061","64,2677005306",8.5364078431,250,305,135,"3,01929807550",2013,,,,,,,,,,,
436,401435,3358778,Kar13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401435.0,,5.0,19.0,"REPLICATE>BLOCK>PLOT:401435,REPLICATE>BLOCK:9,REPLICATE:2",rainfed,3012.7504553734,258.8552941176,"70,3107674332","67,2869986061",7.7986640523,240,290,130,"3,02376882710",2013,,,,,,,,,,,
437,401729,3359096,Kar13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401729.0,,10.0,12.0,"REPLICATE>BLOCK>PLOT:401729,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,3288.8888888889,264.6,"64,2677005306","64,2677005306",8.7024,255,300,130,"0,00000000000",2013,,,,,,,,,,,
438,3060water_regimewatered,3339153,Kar13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,287.502945596,66.8698304517,65.4373668387,227.0408775896,3018.740694693,274.9056295053,129.5397289812,,,2013,16.1646611111,19.3452777778,13.7732157885,249.711,166.435,887.19,-96.9742757937,-33.4179140117,28.8719190863,33.4945873781,24.5000944134
439,3060water_regimerainfed,3338907,Kar13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,309.1851964799,67.0477080254,64.9491183908,238.660605091,3095.9456708728,,131.6810884715,,,2013,16.1646611111,19.3393567251,13.868641474,249.711,140.62,907.691,-52.2776540711,-44.0394464843,28.8719190863,33.3224423946,24.7254754288
440,400363,3359725,Kar13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400363.0,,13.0,27.0,"REPLICATE>BLOCK>PLOT:400363,REPLICATE>BLOCK:31,REPLICATE:2",watered,2355.6998556999,260.4592941176,"67,2869986061","71,9479437137",6.1356392157,275,320,145,"-4,66094510760",2013,,,,,,,,,,,
441,400174,3359555,Kar13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400174.0,,8.0,6.0,"REPLICATE>BLOCK>PLOT:400174,REPLICATE>BLOCK:7,REPLICATE:1",watered,3186.2745098039,225.856,"68,6907212253","76,1820172518",7.1963921569,180,215,95,"-7,49129602650",2013,,,,,,,,,,,
442,401896,3359273,Kar13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401896.0,,13.0,48.0,"REPLICATE>BLOCK>PLOT:401896,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,3838.0097268986,243.2954117647,"70,3107674332","71,9479437137",9.3377015686,280,320,150,"-1,63717628050",2013,,,,,,,,,,,
443,401221,3358549,Kar13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401221.0,,1.0,21.0,"REPLICATE>BLOCK>PLOT:401221,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,3290.7348242812,259.2744705882,"70,3107674332","71,9479437137",8.5320352941,255,305,140,"-1,63717628050",2013,,,,,,,,,,,
444,401525,3358875,Kar13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401525.0,,7.0,1.0,"REPLICATE>BLOCK>PLOT:401525,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,3866.1058534876,258.1871764706,"71,9479437137","71,9479437137",9.9817895425,270,320,160,"0,00000000000",2013,,,,,,,,,,,
445,3061water_regimewatered,3339154,Kar13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,290.9477909808,67.1212259428,72.2099261978,243.402204082,2773.7301463977,291.9199424072,134.6660399897,,,2013,15.9742113095,20.005380117,13.3826254376,367.668,250.344,809.6,-99.6349101921,-29.3708618651,28.9193044534,33.9566636459,23.9098914464
446,3061water_regimerainfed,3338908,Kar13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,309.4855621727,70.0640419905,71.7931140839,269.1282953931,3642.1814792795,,145.5491133601,,,2013,15.9742113095,20.005380117,13.3928136095,367.668,217.109,803.281,-71.689553429,-39.9189463885,28.9193044534,33.9566636459,23.9309188526
447,400495,3359865,Kar13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400495.0,,18.0,10.0,"REPLICATE>BLOCK>PLOT:400495,REPLICATE>BLOCK:18,REPLICATE:2",watered,2930.4029304029,234.6194117647,"67,2869986061","67,2869986061",6.8752941176,245,290,130,"0,00000000000",2013,,,,,,,,,,,
448,400118,3359494,Kar13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400118.0,,6.0,6.0,"REPLICATE>BLOCK>PLOT:400118,REPLICATE>BLOCK:5,REPLICATE:1",watered,1961.2794612795,223.9962352941,"64,2677005306","64,2677005306",4.3931921569,210,245,125,"0,00000000000",2013,,,,,,,,,,,
449,401704,3359068,Kar13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401704.0,,10.0,37.0,"REPLICATE>BLOCK>PLOT:401704,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,3612.1067303863,234.7210588235,"64,2677005306","62,7347000143",8.4783751634,270,320,140,"1,53300051630",2013,,,,,,,,,,,
450,401381,3358724,Kar13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401381.0,,4.0,36.0,"REPLICATE>BLOCK>PLOT:401381,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,2516.1030595813,231.2230588235,"67,2869986061","65,7692587506",5.8178104575,250,295,130,"1,51773985550",2013,,,,,,,,,,,
451,401308,3358645,Kar13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401308.0,,2.0,1.0,"REPLICATE>BLOCK>PLOT:401308,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,3553.8909696213,221.3901176471,"64,2677005306","64,2677005306",7.8679633987,255,305,130,"0,00000000000",2013,,,,,,,,,,,
452,3062water_regimewatered,3339155,Kar13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,267.0653166248,66.6380047312,67.6245957351,232.9366550203,2421.8569032721,281.2959959393,133.2303315292,,,2013,15.7997170782,19.9776470588,13.6556111709,347.579,191.93,868.014,-100.0463702148,-32.1253089066,28.7445691495,33.9568036568,24.2971437897
453,3062water_regimerainfed,3338909,Kar13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,269.14566184,66.0807791205,65.7204909814,247.7152282369,3388.9093646256,,125.5853332532,,,2013,15.7997170782,19.8703472222,13.7732157885,347.579,166.435,887.19,-62.1880475427,-42.9952906401,28.7445691495,33.7039733334,24.5000944134
454,3063water_regimewatered,3339156,Kar13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,253.8249507259,66.0804204396,68.3402193136,233.1131282566,3220.8229664086,278.8152460961,133.255088984,,,2013,16.2797890947,19.6401169591,13.6689890957,300.406,191.93,861.695,-99.1730680869,-32.531135056,29.1390110859,33.83886917,24.3224365922
455,3063water_regimerainfed,3338910,Kar13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,278.6911623646,64.2605580372,69.3050854339,257.007357244,3829.0749964489,,128.7033909215,,,2013,16.2797890947,19.6682777778,13.5818645059,300.406,257.027,844.632,-61.6725971251,-41.5892559663,29.1390110859,33.7935330701,24.2076404511
456,400419,3359788,Kar13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400419.0,,15.0,27.0,"REPLICATE>BLOCK>PLOT:400419,REPLICATE>BLOCK:33,REPLICATE:2",watered,2475.4161827333,242.0254117647,"65,7692587506","67,2869986061",5.9911362092,225,270,125,"-1,51773985550",2013,,,,,,,,,,,
457,400007,3359368,Kar13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400007.0,,2.0,7.0,"REPLICATE>BLOCK>PLOT:400007,REPLICATE>BLOCK:1,REPLICATE:1",watered,2053.5386872021,255.5181176471,"67,2869986061","65,7692587506",5.2471633987,240,285,135,"1,51773985550",2013,,,,,,,,,,,
458,401689,3359053,Kar13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401689.0,,10.0,52.0,"REPLICATE>BLOCK>PLOT:401689,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,3606.7297581493,256.1732941176,"65,7692587506","67,2869986061",9.2394784314,230,280,105,"-1,51773985550",2013,,,,,,,,,,,
459,401234,3358563,Kar13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401234.0,,1.0,34.0,"REPLICATE>BLOCK>PLOT:401234,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,2587.7669200145,254.7016470588,"67,2869986061","67,2869986061",6.5910849673,260,300,150,"0,00000000000",2013,,,,,,,,,,,
460,401515,3358864,Kar13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401515.0,,6.0,10.0,"REPLICATE>BLOCK>PLOT:401515,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,3640.6619385343,218.5002352941,"79,1138317579","77,5944548711",7.954854902,185,235,105,"1,51937688680",2013,,,,,,,,,,,
461,3064water_regimewatered,3339157,Kar13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,296.0364897448,66.779192212,67.5926806104,237.0555664035,2411.2334920401,274.7191534173,134.6443223208,,,2013,15.725090812,19.8533333333,13.6556111709,321.036,191.93,868.014,-99.7382385362,-32.1253089066,28.545282607,33.9550934122,24.2971437897
462,3064water_regimerainfed,3338911,Kar13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,302.3754347573,68.1151795144,68.1679138005,243.7578331193,3315.8085736664,,126.9812042335,,,2013,15.725090812,19.871754386,13.5818645059,321.036,196.508,844.632,-63.7343127633,-41.5892559663,28.545282607,33.9012541364,24.2076404511
463,400287,3359678,Kar13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400287.0,,12.0,7.0,"REPLICATE>BLOCK>PLOT:400287,REPLICATE>BLOCK:2,REPLICATE:2",watered,2951.4963880289,262.998,"68,6907212253","67,2869986061",7.7623764706,260,300,150,"1,40372261920",2013,,,,,,,,,,,
464,400132,3359479,Kar13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400132.0,,5.0,20.0,"REPLICATE>BLOCK>PLOT:400132,REPLICATE>BLOCK:23,REPLICATE:1",watered,3206.0606060606,266.4070588235,"65,7692587506","65,7692587506",8.5411717647,260,310,140,"0,00000000000",2013,,,,,,,,,,,
465,401596,3358953,Kar13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401596.0,,8.0,37.0,"REPLICATE>BLOCK>PLOT:401596,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,3670.5715299965,240.3103529412,"68,6907212253","75,0251852667",8.8207633987,210,265,115,"-6,33446404140",2013,,,,,,,,,,,
466,401875,3359250,Kar13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401875.0,,13.0,27.0,"REPLICATE>BLOCK>PLOT:401875,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,3180.636777128,269.1741176471,"67,2869986061","67,2869986061",8.5614509804,265,305,145,"0,00000000000",2013,,,,,,,,,,,
467,401301,3358639,Kar13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401301.0,,2.0,8.0,"REPLICATE>BLOCK>PLOT:401301,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,3604.3360433604,262.5929411765,"67,2869986061","67,2869986061",9.4647320261,270,315,145,"0,00000000000",2013,,,,,,,,,,,
468,3065water_regimewatered,3339158,Kar13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,331.0813050365,66.6794749633,66.466597208,243.7042730099,3183.3559389231,287.6886193823,137.1177003988,,,2013,15.725090812,19.7450326797,13.758673136,321.036,166.435,893.509,-99.8315009337,-33.0056751582,28.545282607,33.7170348581,24.4728482133
469,3065water_regimerainfed,3338912,Kar13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,329.3013496231,67.3665821268,68.9671891161,255.8875493172,3423.8426854212,,137.9313931656,,,2013,15.725090812,19.871754386,13.569456932,321.036,196.508,850.951,-63.7343127633,-41.5892559663,28.545282607,33.9012541364,24.1835253241
470,400397,3359795,Kar13,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400397.0,,16.0,5.0,"REPLICATE>BLOCK>PLOT:400397,REPLICATE>BLOCK:6,REPLICATE:2",watered,3484.5049130763,237.9324705882,"65,7692587506","65,7692587506",8.2907686275,270,325,150,"0,00000000000",2013,,,,,,,,,,,
471,400089,3359452,Kar13,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400089.0,,4.0,24.0,"REPLICATE>BLOCK>PLOT:400089,REPLICATE>BLOCK:31,REPLICATE:1",watered,3277.2166105499,235.2589411765,"70,3107674332","71,9479437137",7.709945098,255,310,120,"-1,63717628050",2013,,,,,,,,,,,
