observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date
sw-380BLOCK6PLOT33,3030547,WS2,Wheat_Spring_MTA,26369,https://doi.org/10.15454/U4E5HZ,LAMMAS,VIRTUAL_TRIAL,,,,,16,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-475BLOCK6PLOT5,3030524,WS2,Wheat_Spring_MTA,26368,https://doi.org/10.15454/QXPGVX,ARDITO,VIRTUAL_TRIAL,,,,,15,1,,2015,91,2015-06-10T02:00:00Z,89,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-323BLOCK6PLOT57,3030450,WS2,Wheat_Spring_MTA,21961,https://doi.org/10.15454/VFW8Q0,ARTOIS-DESPREZ,VIRTUAL_TRIAL,,,,,11,7,,2015,,,,,2,2015-04-24T02:00:00Z
sw-328BLOCK1PLOT41,3030248,WS2,Wheat_Spring_MTA,22047,https://doi.org/10.15454/NIC2A2,BARBU DU FINISTERE,VIRTUAL_TRIAL,,,,,1,5,,2015,,,,,3,2015-04-24T02:00:00Z
sw-340BLOCK7PLOT61,3030769,WS2,Wheat_Spring_MTA,22327,https://doi.org/10.15454/XCF4JM,CEREALOR,VIRTUAL_TRIAL,,,,,27,6,,2015,,,,,3,2015-04-24T02:00:00Z
sw-351BLOCK6PLOT66,3030630,WS2,Wheat_Spring_MTA,22692,https://doi.org/10.15454/MC9CU9,DRAGON,VIRTUAL_TRIAL,,,,,20,7,,2015,,,,,2,2015-04-24T02:00:00Z
sw-296BLOCK8PLOT33,3030733,WS2,Wheat_Spring_MTA,23085,https://doi.org/10.15454/MWP7AU,HIVERNAL,VIRTUAL_TRIAL,,,,,25,10,,2015,,,,,3,2015-04-24T02:00:00Z
sw-296BLOCK9PLOT58,3030762,WS2,Wheat_Spring_MTA,23085,https://doi.org/10.15454/MWP7AU,HIVERNAL,VIRTUAL_TRIAL,,,,,26,19,,2015,,,,,2,2015-04-24T02:00:00Z
sw-392BLOCK1PLOT20,3030425,WS2,Wheat_Spring_MTA,23558,https://doi.org/10.15454/BV9UCZ,MICHE,VIRTUAL_TRIAL,,,,,10,2,,2015,101,2015-06-20T02:00:00Z,86,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-412BLOCK6PLOT62,3030550,WS2,Wheat_Spring_MTA,23999,https://doi.org/10.15454/E2TIAR,PROMESSA,VIRTUAL_TRIAL,,,,,16,7,,2015,92,2015-06-11T02:00:00Z,66,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-465BLOCK4PLOT49,3030522,WS2,Wheat_Spring_MTA,26255,https://doi.org/10.15454/3CACGD,DALNEVOSTOCHNAYA 10,VIRTUAL_TRIAL,,,,,14,19,,2015,83,2015-06-02T02:00:00Z,93,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-466BLOCK5PLOT63,3030577,WS2,Wheat_Spring_MTA,26286,https://doi.org/10.15454/YELICQ,STEPNYACHKA,VIRTUAL_TRIAL,,,,,17,14,,2015,,,,,2,2015-04-24T02:00:00Z
sw-082BLOCK2PLOT38,3030314,WS2,Wheat_Spring_MTA,27144,https://doi.org/10.15454/HCYHJ7,CRVENA ZVESDA,VIRTUAL_TRIAL,,,,,4,11,,2015,88,2015-06-07T02:00:00Z,53,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-317BLOCK4PLOT11,3030578,WS2,Wheat_Spring_MTA,21853,https://doi.org/10.15454/JZ1PYA,ADULAR,VIRTUAL_TRIAL,,,,,17,15,,2015,,,,,2,2015-04-24T02:00:00Z
sw-317BLOCK9PLOT54,3030682,WS2,Wheat_Spring_MTA,21853,https://doi.org/10.15454/JZ1PYA,ADULAR,VIRTUAL_TRIAL,,,,,22,19,,2015,,,,,2,2015-04-24T02:00:00Z
sw-285BLOCK1PLOT6,3030344,WS2,Wheat_Spring_MTA,21923,https://doi.org/10.15454/CQDVTN,ARAWA,VIRTUAL_TRIAL,,,,,6,1,,2015,90,2015-06-09T02:00:00Z,67,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-320BLOCK3PLOT66,3030423,WS2,Wheat_Spring_MTA,21914,https://doi.org/10.15454/ZNKTMX,APEX,VIRTUAL_TRIAL,,,,,9,20,,2015,,,,,3,2015-04-24T02:00:00Z
sw-320BLOCK9PLOT66,3030723,WS2,Wheat_Spring_MTA,21914,https://doi.org/10.15454/ZNKTMX,APEX,VIRTUAL_TRIAL,,,,,24,20,,2015,,,,,3,2015-04-24T02:00:00Z
sw-336BLOCK7PLOT16,3030705,WS2,Wheat_Spring_MTA,22216,https://doi.org/10.15454/AIFGHA,BT2281,VIRTUAL_TRIAL,,,,,24,2,,2015,80,2015-05-30T02:00:00Z,53,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-336BLOCK9PLOT19,3030778,WS2,Wheat_Spring_MTA,22216,https://doi.org/10.15454/AIFGHA,BT2281,VIRTUAL_TRIAL,,,,,27,15,,2015,80,2015-05-30T02:00:00Z,57,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-291BLOCK5PLOT11,3030452,WS2,Wheat_Spring_MTA,22416,https://doi.org/10.15454/HOLGPS,CH73052,VIRTUAL_TRIAL,,,,,11,9,,2015,,,,,2,2015-04-24T02:00:00Z
sw-478BLOCK5PLOT44,3030515,WS2,Wheat_Spring_MTA,22433,https://doi.org/10.15454/G8Z8KG,CHANATE,VIRTUAL_TRIAL,,,,,14,12,,2015,79,2015-05-29T02:00:00Z,59,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-135BLOCK2PLOT29,3030333,WS2,Wheat_Spring_MTA,22488,https://doi.org/10.15454/ZTJ57P,COLORBEN-4,VIRTUAL_TRIAL,,,,,5,10,,2015,85,2015-06-04T02:00:00Z,62,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-292BLOCK4PLOT16,3030479,WS2,Wheat_Spring_MTA,22557,https://doi.org/10.15454/CRDX6C,DAERAAD,VIRTUAL_TRIAL,,,,,12,16,,2015,80,2015-05-30T02:00:00Z,96,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-343BLOCK6PLOT29,3030467,WS2,Wheat_Spring_MTA,22523,https://doi.org/10.15454/QRKTSJ,COTIPORA,VIRTUAL_TRIAL,,,,,12,4,,2015,85,2015-06-04T02:00:00Z,97,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-352BLOCK8PLOT46,3030794,WS2,Wheat_Spring_MTA,22694,https://doi.org/10.15454/23R9WU,DRAVA,VIRTUAL_TRIAL,,,,,28,11,,2015,,,,,3,2015-04-24T02:00:00Z
sw-294BLOCK1PLOT23,3030286,WS2,Wheat_Spring_MTA,22742,https://doi.org/10.15454/PYWJ4M,EMU'S',VIRTUAL_TRIAL,,,,,3,3,,2015,86,2015-06-05T02:00:00Z,65,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-353BLOCK4PLOT17,3030499,WS2,Wheat_Spring_MTA,22718,https://doi.org/10.15454/WCQUKD,EBRO,VIRTUAL_TRIAL,,,,,13,16,,2015,90,2015-06-09T02:00:00Z,100,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-354BLOCK7PLOT65,3030810,WS2,Wheat_Spring_MTA,22766,https://doi.org/10.15454/PZIKBQ,ESTANZUELA-DORADO,VIRTUAL_TRIAL,,,,,29,7,,2015,83,2015-06-02T02:00:00Z,83,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-091BLOCK2PLOT31,3030373,WS2,Wheat_Spring_MTA,22884,https://doi.org/10.15454/1XTX2J,FULCASTER,VIRTUAL_TRIAL,,,,,7,10,,2015,,,,,3,2015-04-24T02:00:00Z
sw-295BLOCK3PLOT12,3030318,WS2,Wheat_Spring_MTA,22974,https://doi.org/10.15454/4PTGLO,GLENLEA,VIRTUAL_TRIAL,,,,,4,15,,2015,87,2015-06-06T02:00:00Z,86,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-361BLOCK7PLOT54,3030828,WS2,Wheat_Spring_MTA,22917,https://doi.org/10.15454/IA7YLR,GAMENYA,VIRTUAL_TRIAL,,,,,30,5,,2015,79,2015-05-29T02:00:00Z,83,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-482BLOCK3PLOT61,3030323,WS2,Wheat_Spring_MTA,22947,https://doi.org/10.15454/JQK0L3,GHURKA,VIRTUAL_TRIAL,,,,,4,20,,2015,91,2015-06-10T02:00:00Z,69,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-367BLOCK2PLOT7,3030291,WS2,Wheat_Spring_MTA,23022,https://doi.org/10.15454/J55HZ7,H742A,VIRTUAL_TRIAL,,,,,3,8,,2015,85,2015-06-04T02:00:00Z,47,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-368BLOCK7PLOT40,3030747,WS2,Wheat_Spring_MTA,23026,https://doi.org/10.15454/FSWMWQ,H93-70,VIRTUAL_TRIAL,,,,,26,4,,2015,87,2015-06-06T02:00:00Z,94,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-310BLOCK6PLOT31,3030507,WS2,Wheat_Spring_MTA,21593,https://doi.org/10.15454/UQD6B8,CH01193,VIRTUAL_TRIAL,,,,,14,4,,2015,,,,,2,2015-04-24T02:00:00Z
sw-371BLOCK5PLOT39,3030614,WS2,Wheat_Spring_MTA,23139,https://doi.org/10.15454/NBGXZY,IAS 1,VIRTUAL_TRIAL,,,,,19,11,,2015,84,2015-06-03T02:00:00Z,98,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-371BLOCK9PLOT68,3030763,WS2,Wheat_Spring_MTA,23139,https://doi.org/10.15454/NBGXZY,IAS 1,VIRTUAL_TRIAL,,,,,26,20,,2015,84,2015-06-03T02:00:00Z,95,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-373BLOCK5PLOT57,3030576,WS2,Wheat_Spring_MTA,23187,https://doi.org/10.15454/OCURBG,JASZAJI TF,VIRTUAL_TRIAL,,,,,17,13,,2015,,,,,2,2015-04-24T02:00:00Z
sw-379BLOCK1PLOT30,3030426,WS2,Wheat_Spring_MTA,23315,https://doi.org/10.15454/HTHZMP,KRAKA,VIRTUAL_TRIAL,,,,,10,3,,2015,,,,,2,2015-04-24T02:00:00Z
sw-379BLOCK9PLOT4,3030677,WS2,Wheat_Spring_MTA,23315,https://doi.org/10.15454/HTHZMP,KRAKA,VIRTUAL_TRIAL,,,,,22,14,,2015,,,,,2,2015-04-24T02:00:00Z
sw-381BLOCK8PLOT11,3030691,WS2,Wheat_Spring_MTA,23368,https://doi.org/10.15454/EDVXBW,LESCZYNSKA WEZESNA,VIRTUAL_TRIAL,,,,,23,8,,2015,,,,,2,2015-04-24T02:00:00Z
sw-103BLOCK8PLOT15,3030771,WS2,Wheat_Spring_MTA,23442,https://doi.org/10.15454/XWSKUL,MADO,VIRTUAL_TRIAL,,,,,27,8,,2015,,,,,2,2015-04-24T02:00:00Z
sw-103BLOCK9PLOT72,3030843,WS2,Wheat_Spring_MTA,23442,https://doi.org/10.15454/XWSKUL,MADO,VIRTUAL_TRIAL,,,,,30,20,,2015,,,,,3,2015-04-24T02:00:00Z
sw-384BLOCK3PLOT48,3030441,WS2,Wheat_Spring_MTA,23435,https://doi.org/10.15454/JK4FXK,M708//G25/N163,VIRTUAL_TRIAL,,,,,10,18,,2015,106,2015-06-25T02:00:00Z,87,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-298BLOCK3PLOT53,3030342,WS2,Wheat_Spring_MTA,23571,https://doi.org/10.15454/Q46AA2,MINTURK,VIRTUAL_TRIAL,,,,,5,19,,2015,99,2015-06-18T02:00:00Z,93,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-080BLOCK5PLOT25,3030533,WS2,Wheat_Spring_MTA,23570,https://doi.org/10.15454/UTK7TD,MINHARDI,VIRTUAL_TRIAL,,,,,15,10,,2015,,,,,3,2015-04-24T02:00:00Z
sw-388BLOCK6PLOT26,3030586,WS2,Wheat_Spring_MTA,23517,https://doi.org/10.15454/NNI98M,MATRADERECSKEI TF,VIRTUAL_TRIAL,,,,,18,3,,2015,,,,,3,2015-04-24T02:00:00Z
sw-389BLOCK2PLOT48,3030315,WS2,Wheat_Spring_MTA,23529,https://doi.org/10.15454/CHIBTO,MEDRA/AURORA//HOHENTURM/DINA,VIRTUAL_TRIAL,,,,,4,12,,2015,,,,,2,2015-04-24T02:00:00Z
sw-074BLOCK4PLOT20,3030559,WS2,Wheat_Spring_MTA,23728,https://doi.org/10.15454/29REVB,NORIN 16,VIRTUAL_TRIAL,,,,,16,16,,2015,80,2015-05-30T02:00:00Z,59,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-396BLOCK8PLOT1,3030650,WS2,Wheat_Spring_MTA,23679,https://doi.org/10.15454/QD6CFC,N67M2,VIRTUAL_TRIAL,,,,,21,7,,2015,89,2015-06-08T02:00:00Z,38,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-404BLOCK7PLOT45,3030648,WS2,Wheat_Spring_MTA,23801,https://doi.org/10.15454/SS6CMI,OGOSTA,VIRTUAL_TRIAL,,,,,21,5,,2015,93,2015-06-12T02:00:00Z,63,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-405BLOCK4PLOT51,3030562,WS2,Wheat_Spring_MTA,23816,https://doi.org/10.15454/RWMPOR,OPAL,VIRTUAL_TRIAL,,,,,16,19,,2015,89,2015-06-08T02:00:00Z,80,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-407BLOCK8PLOT40,3030674,WS2,Wheat_Spring_MTA,23839,https://doi.org/10.15454/OWSJUU,ULYANOVSKAYA,VIRTUAL_TRIAL,,,,,22,11,,2015,,,,,3,2015-04-24T02:00:00Z
sw-408BLOCK1PLOT64,3030310,WS2,Wheat_Spring_MTA,23842,https://doi.org/10.15454/SZBGLJ,P. DE BROLLON,VIRTUAL_TRIAL,,,,,4,7,,2015,93,2015-06-12T02:00:00Z,87,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-409BLOCK2PLOT12,3030391,WS2,Wheat_Spring_MTA,23847,https://doi.org/10.15454/OKJJBJ,P4523-80,VIRTUAL_TRIAL,,,,,8,8,,2015,,,,,3,2015-04-24T02:00:00Z
sw-410BLOCK4PLOT43,3030621,WS2,Wheat_Spring_MTA,23879,https://doi.org/10.15454/2LO7HO,PATO,VIRTUAL_TRIAL,,,,,19,18,,2015,79,2015-05-29T02:00:00Z,72,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-410BLOCK9PLOT30,3030799,WS2,Wheat_Spring_MTA,23879,https://doi.org/10.15454/2LO7HO,PATO,VIRTUAL_TRIAL,,,,,28,16,,2015,79,2015-05-29T02:00:00Z,75,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-301BLOCK8PLOT34,3030753,WS2,Wheat_Spring_MTA,23929,https://doi.org/10.15454/JSZ6HD,PITIC 62,VIRTUAL_TRIAL,,,,,26,10,,2015,84,2015-06-03T02:00:00Z,65,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-411BLOCK7PLOT41,3030767,WS2,Wheat_Spring_MTA,23960,https://doi.org/10.15454/N0YNKY,PRECOCE A BARBE BLANCHE,VIRTUAL_TRIAL,,,,,27,4,,2015,84,2015-06-03T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-418BLOCK5PLOT45,3030535,WS2,Wheat_Spring_MTA,24326,https://doi.org/10.15454/UEHBY5,SOANDRES LARACHA,VIRTUAL_TRIAL,,,,,15,12,,2015,94,2015-06-13T02:00:00Z,91,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-418BLOCK9PLOT7,3030737,WS2,Wheat_Spring_MTA,24326,https://doi.org/10.15454/UEHBY5,SOANDRES LARACHA,VIRTUAL_TRIAL,,,,,25,14,,2015,87,2015-06-06T02:00:00Z,99,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-434BLOCK3PLOT18,3030438,WS2,Wheat_Spring_MTA,25099,https://doi.org/10.15454/YZY2EQ,CARIBO,VIRTUAL_TRIAL,,,,,10,15,,2015,,,,,3,2015-04-24T02:00:00Z
sw-438BLOCK6PLOT24,3030546,WS2,Wheat_Spring_MTA,25481,https://doi.org/10.15454/VCUAPF,PRINCE-LEOPOLD,VIRTUAL_TRIAL,,,,,16,3,,2015,,,,,3,2015-04-24T02:00:00Z
sw-364BLOCK3PLOT2,3030317,WS2,Wheat_Spring_MTA,22994,https://doi.org/10.15454/XKSOBW,GRANAROLO,VIRTUAL_TRIAL,,,,,4,14,,2015,84,2015-06-03T02:00:00Z,50,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-226BLOCK6PLOT58,3030470,WS2,Wheat_Spring_MTA,48259,https://doi.org/10.15454/0SKJFO,IG 126331,VIRTUAL_TRIAL,,,,,12,7,,2015,94,2015-06-13T02:00:00Z,78,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-303BLOCK6PLOT60,3030510,WS2,Wheat_Spring_MTA,24985,https://doi.org/10.15454/56VCQT,CORONATION,VIRTUAL_TRIAL,,,,,14,7,,2015,89,2015-06-08T02:00:00Z,99,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-428BLOCK6PLOT18,3030605,WS2,Wheat_Spring_MTA,24989,https://doi.org/10.15454/RBS2MT,KITCHENER,VIRTUAL_TRIAL,,,,,19,2,,2015,89,2015-06-08T02:00:00Z,94,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-312BLOCK4PLOT53,3030602,WS2,Wheat_Spring_MTA,21765,https://doi.org/10.15454/RNBVT7,6-1-3,VIRTUAL_TRIAL,,,,,18,19,,2015,84,2015-06-03T02:00:00Z,85,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-316BLOCK4PLOT4,3030517,WS2,Wheat_Spring_MTA,21851,https://doi.org/10.15454/FAVKBG,ADMONTER,VIRTUAL_TRIAL,,,,,14,14,,2015,92,2015-06-11T02:00:00Z,101,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-133BLOCK2PLOT8,3030311,WS2,Wheat_Spring_MTA,21907,https://doi.org/10.15454/HA5VBN,ANNA MIGLIORI,VIRTUAL_TRIAL,,,,,4,8,,2015,,,,,2,2015-04-24T02:00:00Z
sw-324BLOCK4PLOT42,3030601,WS2,Wheat_Spring_MTA,21990,https://doi.org/10.15454/BKHIDR,AUSTRO BANKUT,VIRTUAL_TRIAL,,,,,18,18,,2015,,,,,2,2015-04-24T02:00:00Z
sw-326BLOCK2PLOT44,3030434,WS2,Wheat_Spring_MTA,22022,https://doi.org/10.15454/HUCEGN,BAIONETTE-I,VIRTUAL_TRIAL,,,,,10,11,,2015,101,2015-06-20T02:00:00Z,105,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-089BLOCK5PLOT37,3030574,WS2,Wheat_Spring_MTA,22037,https://doi.org/10.15454/TCSXWR,BANKUTI 1201,VIRTUAL_TRIAL,,,,,17,11,,2015,,,,,3,2015-04-24T02:00:00Z
sw-327BLOCK2PLOT18,3030312,WS2,Wheat_Spring_MTA,22029,https://doi.org/10.15454/SUKFFR,BALKAN,VIRTUAL_TRIAL,,,,,4,9,,2015,101,2015-06-20T02:00:00Z,67,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-333BLOCK6PLOT34,3030567,WS2,Wheat_Spring_MTA,22123,https://doi.org/10.15454/GDSW10,BLANC PRECOCE,VIRTUAL_TRIAL,,,,,17,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-189BLOCK5PLOT29,3030613,WS2,Wheat_Spring_MTA,22235,https://doi.org/10.15454/WADGVN,BULGARIA 301,VIRTUAL_TRIAL,,,,,19,10,,2015,,,,,3,2015-04-24T02:00:00Z
sw-288BLOCK6PLOT9,3030604,WS2,Wheat_Spring_MTA,22215,https://doi.org/10.15454/8LUH9M,BT2277,VIRTUAL_TRIAL,,,,,19,1,,2015,82,2015-06-01T02:00:00Z,74,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-289BLOCK4PLOT14,3030638,WS2,Wheat_Spring_MTA,22231,https://doi.org/10.15454/3KYLVY,BUCKBUCK'S',VIRTUAL_TRIAL,,,,,20,15,,2015,84,2015-06-03T02:00:00Z,65,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-383BLOCK8PLOT50,3030675,WS2,Wheat_Spring_MTA,23434,https://doi.org/10.15454/DF8XVT,M45/66,VIRTUAL_TRIAL,,,,,22,12,,2015,85,2015-06-04T02:00:00Z,76,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-052BLOCK4PLOT2,3030477,WS2,Wheat_Spring_MTA,24116,https://doi.org/10.15454/PTBXFI,RIALTO,VIRTUAL_TRIAL,,,,,12,14,,2015,,,,,3,2015-04-24T02:00:00Z
sw-052BLOCK9PLOT18,3030758,WS2,Wheat_Spring_MTA,24116,https://doi.org/10.15454/PTBXFI,RIALTO,VIRTUAL_TRIAL,,,,,26,15,,2015,,,,,2,2015-04-24T02:00:00Z
sw-096BLOCK6PLOT65,3030610,WS2,Wheat_Spring_MTA,48174,https://doi.org/10.15454/56F3VY,NJEMERTSCH TRIUMPH BEGRANNTER ROTER VERBESSERTER,VIRTUAL_TRIAL,,,,,19,7,,2015,,,,,3,2015-04-24T02:00:00Z
sw-075BLOCK5PLOT28,3030593,WS2,Wheat_Spring_MTA,26500,https://doi.org/10.15454/069SJN,SUWON 86,VIRTUAL_TRIAL,,,,,18,10,,2015,,,,,2,2015-04-24T02:00:00Z
sw-061BLOCK1PLOT13,3030285,WS2,Wheat_Spring_MTA,48109,https://doi.org/10.15454/2GWGLB,PAUILLAC,VIRTUAL_TRIAL,,,,,3,2,,2015,,,,,3,2015-04-24T02:00:00Z
sw-246BLOCK7PLOT49,3030728,WS2,Wheat_Spring_MTA,48311,https://doi.org/10.15454/MTM4YH,IG 46803,VIRTUAL_TRIAL,,,,,25,5,,2015,,,,,1,2015-04-24T02:00:00Z
sw-164BLOCK7PLOT24,3030646,WS2,Wheat_Spring_MTA,26122,https://doi.org/10.15454/SZ4TNI,ROSARIO,VIRTUAL_TRIAL,,,,,21,3,,2015,,,,,1,2015-04-24T02:00:00Z
sw-369BLOCK4PLOT25,3030460,WS2,Wheat_Spring_MTA,23115,https://doi.org/10.15454/1RXCK7,HYBRIDE 56 VILMORIN,VIRTUAL_TRIAL,,,,,11,17,,2015,84,2015-06-03T02:00:00Z,96,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-495BLOCK9PLOT65,3030703,WS2,Wheat_Spring_MTA,48271,https://doi.org/10.15454/HFW5CZ,DOLATKHANI (WHITE),VIRTUAL_TRIAL,,,,,23,20,,2015,87,2015-06-06T02:00:00Z,97,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-495BLOCK8PLOT53,3030735,WS2,Wheat_Spring_MTA,48271,https://doi.org/10.15454/HFW5CZ,DOLATKHANI (WHITE),VIRTUAL_TRIAL,,,,,25,12,,2015,87,2015-06-06T02:00:00Z,104,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-047BLOCK1PLOT33,3030287,WS2,Wheat_Spring_MTA,27304,https://doi.org/10.15454/LCH7HL,RIMBAUD,VIRTUAL_TRIAL,,,,,3,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-107BLOCK4PLOT12,3030598,WS2,Wheat_Spring_MTA,48179,https://doi.org/10.15454/1O0QTW,LANDWEIZEN AUS NEUHAUSEN,VIRTUAL_TRIAL,,,,,18,15,,2015,,,,,2,2015-04-24T02:00:00Z
sw-106BLOCK6PLOT64,3030590,WS2,Wheat_Spring_MTA,48178,https://doi.org/10.15454/0NOYWH,DRAEGERS DICKKOPF,VIRTUAL_TRIAL,,,,,18,7,,2015,,,,,2,2015-04-24T02:00:00Z
sw-090BLOCK1PLOT27,3030366,WS2,Wheat_Spring_MTA,48170,https://doi.org/10.15454/VDKSTT,ODVOS 116,VIRTUAL_TRIAL,,,,,7,3,,2015,98,2015-06-17T02:00:00Z,115,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-500BLOCK8PLOT41,3030694,WS2,Wheat_Spring_MTA,48276,https://doi.org/10.15454/HFDCBZ,WC325,VIRTUAL_TRIAL,,,,,23,11,,2015,,,,,2,2015-04-24T02:00:00Z
sw-264BLOCK2PLOT27,3030293,WS2,Wheat_Spring_MTA,48328,https://doi.org/10.15454/8ZFEST,TRI 5860,VIRTUAL_TRIAL,,,,,3,10,,2015,93,2015-06-12T02:00:00Z,97,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-264BLOCK9PLOT5,3030697,WS2,Wheat_Spring_MTA,48328,https://doi.org/10.15454/8ZFEST,TRI 5860,VIRTUAL_TRIAL,,,,,23,14,,2015,88,2015-06-07T02:00:00Z,94,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-009BLOCK8PLOT65,3030776,WS2,Wheat_Spring_MTA,48125,https://doi.org/10.15454/OGEQVA,KWS DACANTO,VIRTUAL_TRIAL,,,,,27,13,,2015,,,,,2,2015-04-24T02:00:00Z
sw-355BLOCK4PLOT23,3030619,WS2,Wheat_Spring_MTA,22809,https://doi.org/10.15454/NKDB3F,FERRUGINEUM,VIRTUAL_TRIAL,,,,,19,16,,2015,,,,,3,2015-04-24T02:00:00Z
sw-355BLOCK9PLOT44,3030681,WS2,Wheat_Spring_MTA,22809,https://doi.org/10.15454/NKDB3F,FERRUGINEUM,VIRTUAL_TRIAL,,,,,22,18,,2015,,,,,2,2015-04-24T02:00:00Z
sw-359BLOCK3PLOT26,3030399,WS2,Wheat_Spring_MTA,22896,https://doi.org/10.15454/5SS7JV,G66257,VIRTUAL_TRIAL,,,,,8,16,,2015,110,2015-06-29T02:00:00Z,81,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-359BLOCK9PLOT2,3030836,WS2,Wheat_Spring_MTA,22896,https://doi.org/10.15454/5SS7JV,G66257,VIRTUAL_TRIAL,,,,,30,13,,2015,80,2015-05-30T02:00:00Z,93,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-360BLOCK8PLOT64,3030756,WS2,Wheat_Spring_MTA,22901,https://doi.org/10.15454/9WV2AB,G72300,VIRTUAL_TRIAL,,,,,26,13,,2015,80,2015-05-30T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-370BLOCK2PLOT63,3030416,WS2,Wheat_Spring_MTA,23138,https://doi.org/10.15454/YRO99K,IAR W83-2,VIRTUAL_TRIAL,,,,,9,13,,2015,85,2015-06-04T02:00:00Z,91,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-370BLOCK9PLOT9,3030777,WS2,Wheat_Spring_MTA,23138,https://doi.org/10.15454/YRO99K,IAR W83-2,VIRTUAL_TRIAL,,,,,27,14,,2015,85,2015-06-04T02:00:00Z,78,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
