observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3184water_regimewatered,3335451,Cam13,Syngenta Campagnola 2013,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,247.4817169627,,339.1189000784,,2142.3517262341,,72.8089627363,,74.122202167,,-37.3112244898,,-18.6541666667,,155.591,,905.238,,181.035,,35.9967867809,,25.501725822,,36.542777238,,22.3268999074,,14.7352385325,,21.4114081597,,281.2292943138,,116.5443183641,
3029water_regimerainfed,3335059,Cam13,Syngenta Campagnola 2013,127428,https://doi.org/10.15454/4W8MAU,B104_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,190.0851922632,,306.2967429363,,1290.0023346382,,71.8313333947,,80.7597437758,,-16.2348484848,,-65.8301282051,,142.516,,805.623,,304.432,,36.0733457977,,25.1838643933,,35.8101974366,,22.4577879383,,14.6478358522,,20.6524725816,,226.3494846033,,91.8958682992,
3189water_regimewatered,3335455,Cam13,Syngenta Campagnola 2013,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,257.6576986989,,330.4948441149,,1967.524865686,,71.3150529993,,72.8654997185,,-37.1916666667,,-17.2142857143,,126.082,,928.684,,181.371,,35.9319094177,,25.7499401231,,36.5316192488,,22.4241687552,,14.8728321654,,21.5130581787,,288.905280291,,123.7384877732,
3079water_regimewatered,3335351,Cam13,Syngenta Campagnola 2013,127475,https://doi.org/10.15454/T3WOSC,B98_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,260.0926473951,,319.483701107,,1611.0909637893,,72.6645414313,,75.8330315075,,-37.3819444444,,-18.9810606061,,142.516,,896.826,,213.229,,36.0733457977,,25.61959216,,36.0191527306,,22.4577879383,,14.7873802649,,21.1923899912,,297.3601313557,,126.6593080227,
3193water_regimerainfed,3335213,Cam13,Syngenta Campagnola 2013,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,201.1925524699,,306.2269735914,,1898.3947151829,,73.2275933567,,80.1139381749,,-15.8740740741,,-68.6631944444,,157.217,,828.223,,258.05,,36.0305152617,,25.3161405486,,35.8147223682,,22.4484120549,,14.7015056344,,20.6474133038,,239.885018941,,99.4565768761,
3080water_regimewatered,3335352,Cam13,Syngenta Campagnola 2013,127476,https://doi.org/10.15454/KOKHG9,ML606_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,240.8973929082,,340.5553486875,,1834.8877573849,,70.5962831827,,73.0635254797,,-37.1916666667,,-17.2142857143,,124.743,,928.684,,204.618,,35.9894873869,,25.7499401231,,36.5316192488,,22.4431305115,,14.8728321654,,21.5130581787,,277.6426501263,,125.7313868337,
3030water_regimerainfed,3335060,Cam13,Syngenta Campagnola 2013,127429,https://doi.org/10.15454/LFK19C,B89_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,200.8286966101,,307.2395268876,,1311.6835448586,,71.6889441808,,79.7019478824,,-15.8740740741,,-63.2666666667,,71.834,,828.223,,281.832,,35.3859842509,,25.3161405486,,35.9524421306,,22.4539561883,,14.7015056344,,20.9350477602,,238.1307659779,,100.0897269248,
3195water_regimerainfed,3335215,Cam13,Syngenta Campagnola 2013,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,196.2687996365,,293.3258969362,,1306.5966719617,,73.1385048045,,79.9258539915,,-15.8740740741,,-67.0524691358,,109.781,,828.223,,258.05,,35.8551979912,,25.1877153656,,35.9135401555,,22.3993853377,,14.6367820387,,20.8666696835,,235.8221758907,,90.6041328811,
3008water_regimewatered,3335284,Cam13,Syngenta Campagnola 2013,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,219.6811405249,,351.9796519291,,1910.8876149541,,71.2407495383,,74.5454626673,,-37.3112244898,,-18.9912280702,,173.723,,905.238,,204.817,,36.0664117232,,25.501725822,,36.4789421653,,22.2707649755,,14.7352385325,,21.2875420173,,250.2287578568,,114.5820783702,
3081water_regimerainfed,3335107,Cam13,Syngenta Campagnola 2013,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,190.7138616879,,306.9731899633,,1307.654083191,,70.9115878137,,77.8179428199,,-15.5724637681,,-70.5433333333,,124.743,,850.915,,282.387,,35.9894873869,,25.3062577163,,35.8788204634,,22.4431305115,,14.6702454353,,20.9206070815,,224.9792779554,,89.5526848475,
3199water_regimerainfed,3335219,Cam13,Syngenta Campagnola 2013,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,196.4330168435,,325.9841485294,,1706.6232467407,,72.8935318571,,79.7530448521,,-15.8740740741,,-68.481884058,,175.571,,828.223,,258.05,,36.0847296229,,25.3161405486,,35.7303344876,,22.3987981553,,14.7015056344,,20.5118719316,,237.2794252102,,93.6725911573,
3008water_regimerainfed,3335038,Cam13,Syngenta Campagnola 2013,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,187.6869161655,,306.8590473528,,1698.5120176802,,70.2926641643,,78.8602767152,,-15.5724637681,,-71.5037878788,,173.723,,850.915,,282.387,,36.0664117232,,25.3062577163,,35.7461516226,,22.2707649755,,14.6702454353,,20.6481100127,,223.9224785295,,93.7306610722,
3082water_regimewatered,3335354,Cam13,Syngenta Campagnola 2013,127478,https://doi.org/10.15454/SZLUZC,PHG47_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,232.7480901491,,360.3689830023,,1579.3372320804,,71.2266247782,,74.2534547499,,-37.3112244898,,-17.8560606061,,124.743,,905.238,,204.817,,35.9894873869,,25.6278817972,,36.5297762286,,22.4431305115,,14.7981389703,,21.5100025039,,267.136610796,,113.6616428301,
3082water_regimerainfed,3335108,Cam13,Syngenta Campagnola 2013,127478,https://doi.org/10.15454/SZLUZC,PHG47_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,203.2016129601,,300.0817970568,,1380.7955036215,,71.7344291969,,77.6844436731,,-15.5724637681,,-70.5433333333,,124.743,,850.915,,259.14,,35.9894873869,,25.4345666306,,35.8788204634,,22.4431305115,,14.734601264,,20.9206070815,,236.3939581383,,93.4009706354,
3204water_regimewatered,3335470,Cam13,Syngenta Campagnola 2013,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,258.2211913766,,319.6111226875,,1963.151889636,,71.9202439739,,74.5065521963,,-37.3112244898,,-18.6541666667,,155.591,,905.238,,204.817,,35.9967867809,,25.501725822,,36.542777238,,22.3268999074,,14.7352385325,,21.4114081597,,293.8183386069,,130.1147818908,
3031water_regimerainfed,3335061,Cam13,Syngenta Campagnola 2013,127430,https://doi.org/10.15454/TX6MDP,NC290_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,202.901968378,,333.3737525984,,1178.4268683475,,71.3597750876,,81.2054050899,,-16.2348484848,,-65.0471014493,,193.981,,805.623,,304.432,,36.1953305019,,25.1838643933,,35.6281724938,,22.367496997,,14.6478358522,,20.2923368079,,241.3613971527,,94.452280017,
3083water_regimewatered,3335355,Cam13,Syngenta Campagnola 2013,127479,https://doi.org/10.15454/ZUQPG3,PHB09_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,241.0104599822,,340.1496535092,,1853.4770916396,,73.6592530722,,76.0873042873,,-37.3819444444,,-18.5543478261,,124.743,,896.826,,189.447,,35.9894873869,,25.4920967946,,36.0871372724,,22.4431305115,,14.7238873074,,21.2588783229,,275.2801549987,,123.8994471653,
3083water_regimerainfed,3335109,Cam13,Syngenta Campagnola 2013,127479,https://doi.org/10.15454/ZUQPG3,PHB09_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,195.4641779313,,320.3557102022,,1829.6282929477,,72.2315196231,,78.8147868567,,-15.5724637681,,-70.5433333333,,124.743,,850.915,,259.14,,35.9894873869,,25.4345666306,,35.8788204634,,22.4431305115,,14.734601264,,20.9206070815,,232.8535884576,,97.7233283094,
3211water_regimewatered,3335477,Cam13,Syngenta Campagnola 2013,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,260.1106158868,,321.1426581475,,1540.4179327219,,73.7745641534,,75.192038499,,-37.3819444444,,-20.0175438596,,193.981,,896.826,,189.447,,36.1953305019,,25.61959216,,35.8317996883,,22.367496997,,14.7873802649,,20.8416862771,,300.1036859351,,135.3864997064,
3211water_regimerainfed,3335231,Cam13,Syngenta Campagnola 2013,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,193.0303933925,,306.5393482289,,1142.1523256511,,73.7228011214,,84.289493119,,-17,,-59.8566666667,,193.981,,763.014,,323.259,,36.1953305019,,24.9488496367,,35.5540756571,,22.367496997,,14.577216672,,20.0695828752,,235.9974367966,,104.6624737432,
3032water_regimewatered,3335308,Cam13,Syngenta Campagnola 2013,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,246.0710669391,,329.2304044751,,1822.8238183249,,70.9961632353,,72.6652511424,,-37.1916666667,,-17.9868421053,,155.591,,928.684,,204.618,,35.9967867809,,25.6238296773,,36.545498524,,22.3268999074,,14.8098006969,,21.4095963085,,282.8001802345,,125.167850739,
3215water_regimerainfed,3335235,Cam13,Syngenta Campagnola 2013,127609,https://doi.org/10.15454/68UAOE,NK764_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,170.787489825,,293.135595519,,1103.0914306903,,72.9309457302,,80.166538693,,-15.8740740741,,-63.2666666667,,72.758,,828.223,,258.05,,35.3252582465,,25.3161405486,,35.9524421306,,22.4739849093,,14.7015056344,,20.9350477602,,208.7182802568,,84.1890119683,
3216water_regimewatered,3335482,Cam13,Syngenta Campagnola 2013,127610,https://doi.org/10.15454/VFUIV5,NK807_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,243.4873882252,,331.7334213847,,2005.9721415385,,69.6902294742,,71.307591479,,-36.9950980392,,-15.553030303,,96.283,,951.914,,181.388,,35.8423494969,,25.8695241078,,36.5471746805,,22.3979183385,,14.9279395858,,21.692559834,,273.3107779378,,123.1294947384,
3009water_regimewatered,3335285,Cam13,Syngenta Campagnola 2013,127408,https://doi.org/10.15454/MN1MDA,B84_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,227.4344228875,,327.2453205622,,2238.0183313501,,71.0975236934,,73.4277525028,,-37.3112244898,,-18.6541666667,,157.217,,905.238,,228.064,,36.0305152617,,25.4139288684,,36.542777238,,22.4484120549,,14.6904025488,,21.4114081597,,264.503751301,,117.2989989414,
3218water_regimewatered,3335484,Cam13,Syngenta Campagnola 2013,127612,https://doi.org/10.15454/PAY7DB,NS701_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,240.402540551,,328.0898070649,,2331.4131728056,,72.2192354581,,74.6409035776,,-37.3112244898,,-18.2698412698,,142.516,,905.238,,204.817,,36.0733457977,,25.501725822,,36.4796323732,,22.4577879383,,14.7352385325,,21.4523063554,,274.98388839,,116.1892807367,
3009water_regimerainfed,3335039,Cam13,Syngenta Campagnola 2013,127408,https://doi.org/10.15454/MN1MDA,B84_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,196.3895636744,,306.769643465,,1823.6137692172,,72.2650337288,,78.3174906213,,-15.5724637681,,-71.5615942029,,157.217,,850.915,,259.14,,36.0305152617,,25.4345666306,,35.8335208398,,22.4484120549,,14.734601264,,20.7836210933,,233.7553668316,,96.5002008901,
3221water_regimerainfed,3335241,Cam13,Syngenta Campagnola 2013,127615,https://doi.org/10.15454/9E4IDY,A554_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,191.2680782855,,300.7743383318,,1422.7577828606,,70.4168580991,,76.7995004301,,-15.4397163121,,-70.5705128205,,97.042,,873.79,,259.512,,35.5005447411,,25.5363010218,,36.0066586461,,22.3050181134,,14.7665018165,,21.1858354943,,230.2644522563,,94.8093350197,
3002water_regimewatered,3335278,Cam13,Syngenta Campagnola 2013,127401,https://doi.org/10.15454/AQWE02,PH207_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,236.5516205521,,348.1370304612,,1346.9155330759,,71.1783036368,,72.9096185644,,-37.1916666667,,-16.6818181818,,109.781,,928.684,,181.371,,35.8551979912,,25.6238296773,,36.5671236055,,22.3993853377,,14.8098006969,,21.5747496374,,273.7728595084,,130.0146515934,
3033water_regimerainfed,3335063,Cam13,Syngenta Campagnola 2013,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,194.4152921043,,319.9617289422,,1324.7328738939,,71.0626021975,,76.645476978,,-15.4397163121,,-73.09375,,124.743,,873.79,,259.512,,35.9894873869,,25.5363010218,,35.9494494712,,22.4431305115,,14.7665018165,,21.0640470107,,233.3838893466,,81.7144045712,
3223water_regimerainfed,3335243,Cam13,Syngenta Campagnola 2013,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,206.2687984254,,353.5969826569,,1670.6780696987,,72.854733578,,78.4734312877,,-15.5724637681,,-71.5615942029,,155.591,,850.915,,235.358,,35.9967867809,,25.4345666306,,35.8335208398,,22.3268999074,,14.734601264,,20.7836210933,,243.5923276349,,98.4134288499,
3225water_regimerainfed,3335245,Cam13,Syngenta Campagnola 2013,127619,https://doi.org/10.15454/3PWKJE,PHG71_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,188.4620375816,,295.3199591832,,1526.660911502,,70.0413397277,,77.1704051168,,-15.4397163121,,-70.5705128205,,96.283,,873.79,,259.512,,35.8423494969,,25.6402575044,,36.0066586461,,22.3979183385,,14.7861077202,,21.1858354943,,222.6435573543,,89.5926708813,
3226water_regimerainfed,3335246,Cam13,Syngenta Campagnola 2013,127620,https://doi.org/10.15454/30LETM,PHG80_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,190.2368564144,,306.8075514288,,1556.220261425,,72.4478804537,,79.244684085,,-15.8740740741,,-68.481884058,,173.723,,828.223,,281.832,,36.0664117232,,25.1877153656,,35.7303344876,,22.2707649755,,14.6367820387,,20.5118719316,,222.6711705388,,93.0911438154,
3227water_regimerainfed,3335247,Cam13,Syngenta Campagnola 2013,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,193.5837557729,,332.3572971554,,1426.3475292698,,73.0371891291,,80.0537907595,,-15.8740740741,,-68.6631944444,,155.591,,828.223,,258.05,,35.9967867809,,25.1877153656,,35.8147223682,,22.3268999074,,14.6367820387,,20.6474133038,,223.3653342742,,96.1324086419,
3228water_regimerainfed,3335248,Cam13,Syngenta Campagnola 2013,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,187.7534803933,,299.7723735899,,1410.3803286886,,71.6308364212,,78.2368927056,,-15.5724637681,,-69.5544871795,,109.781,,850.915,,259.14,,35.8551979912,,25.4345666306,,35.9339702569,,22.3993853377,,14.734601264,,20.9955941272,,228.8083501309,,79.7023853279,
3256water_regimerainfed,3335276,Cam13,Syngenta Campagnola 2013,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,193.137319511,,306.4239297507,,1525.6001689924,,72.0329250164,,77.7399240093,,-15.5724637681,,-68.3024691358,,96.283,,850.915,,259.14,,35.8423494969,,25.4345666306,,35.9391425583,,22.3979183385,,14.734601264,,21.0485100604,,231.757280172,,89.9449552156,
3232water_regimewatered,3335498,Cam13,Syngenta Campagnola 2013,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,238.3040012835,,312.7339443477,,2029.863713024,,70.4375878388,,71.9156044048,,-37.1916666667,,-17.6166666667,,142.516,,928.684,,204.618,,36.0733457977,,25.8527803518,,36.4790603517,,22.4577879383,,14.8929779855,,21.4526300065,,275.2234350362,,122.6424351455,
3010water_regimewatered,3335286,Cam13,Syngenta Campagnola 2013,127409,https://doi.org/10.15454/WBSYN7,F894_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,259.6690407187,,341.9071517588,,1868.9719521223,,72.7592835057,,74.4032519065,,-37.3112244898,,-18.9912280702,,173.723,,905.238,,181.035,,36.0664117232,,25.501725822,,36.4789421653,,22.2707649755,,14.7352385325,,21.2875420173,,294.6377230537,,127.2251217879,
3089water_regimewatered,3335361,Cam13,Syngenta Campagnola 2013,127485,https://doi.org/10.15454/ITYYBD,Pa91_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,263.2358853082,,349.0220310316,,2220.1976040374,,72.7636163503,,75.9491713985,,-37.3819444444,,-19.380952381,,155.591,,896.826,,189.447,,35.9967867809,,25.4920967946,,36.057363095,,22.3268999074,,14.7238873074,,21.1410623588,,308.7185630768,,127.9474416071,
3237water_regimewatered,3335503,Cam13,Syngenta Campagnola 2013,127631,https://doi.org/10.15454/NAG17Z,UH_6102_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,243.9227817019,,320.6188659922,,1690.7397303052,,68.74298523,,70.2391814975,,-36.9950980392,,-15.553030303,,96.283,,951.914,,205.922,,35.8423494969,,25.8695241078,,36.5471746805,,22.3979183385,,14.9279395858,,21.692559834,,282.0568968196,,121.0914061072,
3010water_regimerainfed,3335040,Cam13,Syngenta Campagnola 2013,127409,https://doi.org/10.15454/WBSYN7,F894_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,199.578215044,,312.2146226468,,1732.8015471088,,73.2245193851,,80.5098713538,,-16.2348484848,,-65.6284722222,,173.723,,805.623,,280.65,,36.0664117232,,25.0554850553,,35.7538647772,,22.2707649755,,14.5829806635,,20.4553813328,,237.8622413803,,94.6101145413,
3239water_regimerainfed,3335259,Cam13,Syngenta Campagnola 2013,127633,https://doi.org/10.15454/HAMEQC,UH_P024_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,205.2490898382,,314.1162674668,,1421.419800933,,71.9611736613,,78.7601355105,,-15.5724637681,,-68.3024691358,,96.283,,850.915,,259.14,,35.8423494969,,25.4345666306,,35.9391425583,,22.3979183385,,14.734601264,,21.0485100604,,246.077859355,,95.3186125522,
3239water_regimewatered,3335505,Cam13,Syngenta Campagnola 2013,127633,https://doi.org/10.15454/HAMEQC,UH_P024_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,258.4399805133,,331.3092392963,,1979.4844075649,,71.0358073662,,72.6172951341,,-37.1916666667,,-16.0579710145,,96.283,,928.684,,204.618,,35.8423494969,,25.7499401231,,36.5456670311,,22.3979183385,,14.8728321654,,21.6116876673,,291.0337489601,,121.270628653,
3090water_regimerainfed,3335116,Cam13,Syngenta Campagnola 2013,127486,https://doi.org/10.15454/7XVPGB,EA3076_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,197.441007596,,313.5997309287,,1210.983698369,,72.4846481962,,79.7058623891,,-15.8740740741,,-68.6631944444,,155.591,,828.223,,281.832,,35.9967867809,,25.1877153656,,35.8147223682,,22.3268999074,,14.6367820387,,20.6474133038,,234.0955616897,,101.4837968727,
3035water_regimewatered,3335311,Cam13,Syngenta Campagnola 2013,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,241.2363880357,,338.9945870984,,2009.7282735723,,70.6755980029,,73.5963067866,,-37.3112244898,,-17.3188405797,,109.781,,905.238,,228.064,,35.8551979912,,25.501725822,,36.5638170489,,22.3993853377,,14.7352385325,,21.5691445807,,284.0558166473,,112.9644692015,
3244water_regimerainfed,3335264,Cam13,Syngenta Campagnola 2013,127638,https://doi.org/10.15454/VELLIH,UH_P104_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,191.8488862273,,300.0898015664,,1104.4532718241,,70.3485932295,,77.0724597124,,-15.4397163121,,-70.5705128205,,97.042,,873.79,,259.512,,35.5005447411,,25.5363010218,,36.0066586461,,22.3050181134,,14.7665018165,,21.1858354943,,230.0749019241,,91.63209646,
