observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3201water_regimewatered,3338237,Gra13,Biogemma Graneros 2013,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,263.3747556547,,363.1766361073,,3396.254434369,,70.5347011664,,,,,,,,,,,,,,,,,,,,,,,,,,317.2076518569,,134.539100813,
3199water_regimerainfed,3337989,Gra13,Biogemma Graneros 2013,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,203.488726971,,345.8239476325,,2976.7482954395,,71.8985672076,,76.3869451569,,-42.0163690476,,-214.4807692308,,415.177,,1226.365,,469.181,,38.1282594888,,32.9994272501,,37.2423868007,,15.8637878788,,13.0691693723,,15.358548951,,239.6397956458,,103.5196196126,
3197water_regimewatered,3338233,Gra13,Biogemma Graneros 2013,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,223.9002096283,,346.2110847619,,4206.0061421623,,70.7543600801,,,,,,,,,,,,,,,,,,,,,,,,,,373.8132272489,,160.4091595224,
3196water_regimerainfed,3337986,Gra13,Biogemma Graneros 2013,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,180.3914907834,,345.0024892068,,3156.4866890125,,76.1955880839,,81.1620791448,,-39.2833333333,,-198.1720430108,,383.517,,1128.165,,466.624,,38.0752179962,,32.6659906798,,37.0513128143,,15.9918949495,,12.9355703259,,15.0691120886,,215.1500912287,,93.5871308865,
3190water_regimewatered,3338226,Gra13,Biogemma Graneros 2013,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,276.237621122,,302.3869450193,,3895.6685673793,,67.7271868006,,,,,,,,,,,,,,,,,,,,,,,,,,317.596316172,,137.5843641066,
3190water_regimerainfed,3337980,Gra13,Biogemma Graneros 2013,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,168.4188691662,,290.6735094664,,2958.1508155235,,67.4705690086,,71.8636887228,,-48.8764367816,,-226.1071428571,,441.247,,1318.965,,440.351,,38.0960581726,,33.5146659696,,37.4158696341,,15.7570571096,,13.2949986938,,15.5847619048,,206.4163601468,,87.9740062776,
3150water_regimerainfed,3337943,Gra13,Biogemma Graneros 2013,127544,https://doi.org/10.15454/VSJSVC,F922_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,202.6548165944,,266.8056642286,,2922.9952351907,,67.5647559995,,71.7360533553,,-48.8523391813,,-227.9866666667,,327.287,,1303.077,,440.351,,38.0739312419,,33.5952721031,,37.6025573893,,16.0950757576,,13.3636975013,,15.2852666667,,237.6128052564,,95.0631120208,
3084water_regimewatered,3338126,Gra13,Biogemma Graneros 2013,127480,https://doi.org/10.15454/ELUEOX,F98902_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,272.4112946235,,296.4048038644,,3725.1475109918,,67.9820680295,,,,,,,,,,,,,,,,,,,,,,,,,,317.1730101488,,139.6380503774,
3008water_regimewatered,3338054,Gra13,Biogemma Graneros 2013,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,276.1929666334,,301.2325666535,,2248.0559904424,,68.1862359891,,,,,,,,,,,,,,,,,,,,,,,,,,328.6129537804,,147.5178247519,
3256water_regimewatered,3338292,Gra13,Biogemma Graneros 2013,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,288.0788739303,,305.2223484592,,4199.3207449331,,68.4538686771,,,,,,,,,,,,,,,,,,,,,,,,,,329.2708856667,,134.0449288228,
3085water_regimerainfed,3337881,Gra13,Biogemma Graneros 2013,127481,https://doi.org/10.15454/QKMCCR,B37_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,171.6364650061,,345.9929438189,,2001.583539071,,72.6408474402,,76.9942764869,,-42.0163690476,,-216.1845238095,,353.279,,1226.365,,449.199,,38.0265053696,,32.9994272501,,37.3928812378,,16.0623905724,,13.0691693723,,15.2244065657,,207.8080524423,,87.9432712069,
3010water_regimerainfed,3337810,Gra13,Biogemma Graneros 2013,127409,https://doi.org/10.15454/WBSYN7,F894_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,206.379271755,,327.1987273213,,2400.5258182531,,71.998202737,,76.4346504029,,-41.5740740741,,-214.4807692308,,411.004,,1203.816,,469.181,,38.1183419318,,33.311496221,,37.2423868007,,15.8719393939,,13.1843083614,,15.358548951,,244.0785536701,,98.6863974136,
3034water_regimerainfed,3337834,Gra13,Biogemma Graneros 2013,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,188.3966049146,,277.2772930591,,2049.1270789992,,73.1874177219,,76.77259878,,-41.4103773585,,-217.325,,299.344,,1187.928,,449.199,,37.9996570513,,33.3943524447,,37.4958667554,,16.0915019763,,13.2561034877,,15.2488737374,,229.6917128176,,101.1397455293,
3147water_regimewatered,3338186,Gra13,Biogemma Graneros 2013,127541,https://doi.org/10.15454/LBNZ4P,F874_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,260.4861134719,,310.9668004768,,2980.2705804305,,62.8032778665,,,,,,,,,,,,,,,,,,,,,,,,,,318.827840643,,140.7205505017,
3086water_regimerainfed,3337882,Gra13,Biogemma Graneros 2013,127482,https://doi.org/10.15454/BWEN08,F353_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,178.9169243595,,296.730978001,,2464.5391046548,,67.7010027713,,71.7563141212,,-48.8523391813,,-227.3045977011,,230.742,,1303.077,,440.351,,38.3495412611,,33.5952721031,,37.5763528803,,16.2789256198,,13.3636975013,,15.2818599791,,219.1661817172,,75.4576461708,
3167water_regimewatered,3338204,Gra13,Biogemma Graneros 2013,127561,https://doi.org/10.15454/GILEFF,I261_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,280.2525346446,,278.4618555855,,3039.9253940681,,70.9680058723,,,,,,,,,,,,,,,,,,,,,,,,,,334.4869238374,,152.9172866681,
3064water_regimerainfed,3337863,Gra13,Biogemma Graneros 2013,127463,https://doi.org/10.15454/OJB9O0,N6_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,180.0247809118,,249.5412663415,,2201.9217086181,,69.595779509,,74.2860500662,,-44.2090643275,,-224.266025641,,353.279,,1270.587,,441.119,,38.0265053696,,33.2128947333,,37.5850902516,,16.0623905724,,13.1665018607,,15.3541511267,,216.8039292122,,83.2349683181,
3087water_regimewatered,3338129,Gra13,Biogemma Graneros 2013,127483,https://doi.org/10.15454/OTWCEI,EC136_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,271.4687831134,,317.1525548211,,3115.8377279674,,64.2690958478,,,,,,,,,,,,,,,,,,,,,,,,,,336.2894095783,,120.1925665771,
3064water_regimewatered,3338109,Gra13,Biogemma Graneros 2013,127463,https://doi.org/10.15454/OJB9O0,N6_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,285.1224118019,,292.8284449685,,3638.571486468,,68.6295272275,,,,,,,,,,,,,,,,,,,,,,,,,,345.4273639789,,146.397931244,
3035water_regimewatered,3338081,Gra13,Biogemma Graneros 2013,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,285.2519171981,,334.3948207363,,2789.1030284304,,67.3212474222,,,,,,,,,,,,,,,,,,,,,,,,,,351.5941793626,,125.120888382,
3025water_regimerainfed,3337825,Gra13,Biogemma Graneros 2013,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,190.9374989048,,256.4916636844,,2155.5319701655,,72.0836713775,,75.4498607497,,-41.1470588235,,-217.325,,299.344,,1158.726,,469.181,,37.9996570513,,33.632056544,,37.4958667554,,16.0915019763,,13.4565879382,,15.2488737374,,228.6964780997,,114.4384619075,
3088water_regimewatered,3338130,Gra13,Biogemma Graneros 2013,127484,https://doi.org/10.15454/9GOSKA,W95115_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,262.8716567027,,319.1960707548,,3196.8842229357,,66.5106308303,,,,,,,,,,,,,,,,,,,,,,,,,,321.0056246672,,143.4300282411,
3144water_regimewatered,3338183,Gra13,Biogemma Graneros 2013,127538,https://doi.org/10.15454/7L8N8B,F7057_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,258.405234002,,287.8624503375,,3839.2530497519,,66.9244603078,,,,,,,,,,,,,,,,,,,,,,,,,,313.5777547588,,122.1120274194,
3088water_regimerainfed,3337884,Gra13,Biogemma Graneros 2013,127484,https://doi.org/10.15454/9GOSKA,W95115_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,179.4100490789,,288.7762546418,,2266.3352114465,,68.0728264026,,71.9706582583,,-48.8586309524,,-228.0737179487,,302.323,,1288.803,,410.443,,38.0538344768,,33.7160891294,,37.6863912445,,16.0841477273,,13.4598498377,,15.3195745921,,223.8332839374,,85.3564030739,
3011water_regimerainfed,3337811,Gra13,Biogemma Graneros 2013,127410,https://doi.org/10.15454/ZJPT9Q,F912_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,179.1446406656,,300.4547875417,,2673.4278901631,,66.3409187573,,70.6856424127,,-52.1307471264,,-227.4382716049,,254.335,,1332.916,,440.734,,38.2689626735,,33.6852054589,,37.5706145572,,16.2928853755,,13.4251854754,,15.1719977553,,218.4870171359,,80.7286841949,
3036water_regimewatered,3338082,Gra13,Biogemma Graneros 2013,127435,https://doi.org/10.15454/OVKBUY,F7081_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,279.1272641709,,308.4683966618,,3733.5754849012,,68.6493104532,,,,,,,,,,,,,,,,,,,,,,,,,,338.8672376012,,134.2792654921,
3036water_regimerainfed,3337836,Gra13,Biogemma Graneros 2013,127435,https://doi.org/10.15454/OVKBUY,F7081_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,189.5148742739,,306.1193496768,,2395.5775065756,,69.7124036992,,73.3133722036,,-45.974137931,,-227.7179487179,,330.266,,1299.619,,412.087,,38.1229706028,,33.2861698051,,37.6093303088,,16.0878727273,,13.2165308255,,15.3132808858,,232.1034582105,,101.3431854514,
3003water_regimewatered,3338049,Gra13,Biogemma Graneros 2013,127402,https://doi.org/10.15454/5GN11W,Oh43_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,280.0825123051,,302.8698178995,,3217.7445257273,,67.8672951176,,,,,,,,,,,,,,,,,,,,,,,,,,339.1499373135,,126.6370793336,
3090water_regimerainfed,3337886,Gra13,Biogemma Graneros 2013,127486,https://doi.org/10.15454/7XVPGB,EA3076_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,178.0381637604,,283.2862366026,,2522.8385230852,,70.5274636126,,74.2685671316,,-44.2090643275,,-224.266025641,,353.279,,1270.587,,441.119,,38.0265053696,,33.2128947333,,37.5850902516,,16.0623905724,,13.1665018607,,15.3541511267,,232.0379779439,,96.3678409814,
3141water_regimewatered,3338180,Gra13,Biogemma Graneros 2013,127535,https://doi.org/10.15454/UUGPLJ,F618_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,280.4646935754,,319.0259768477,,3451.6607904802,,67.9576372093,,,,,,,,,,,,,,,,,,,,,,,,,,326.7222414788,,127.3409436849,
3140water_regimewatered,3338179,Gra13,Biogemma Graneros 2013,127534,https://doi.org/10.15454/AIXVTG,F608_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,278.7362708122,,279.4141617907,,3120.6011100453,,68.7422935444,,,,,,,,,,,,,,,,,,,,,,,,,,338.0444314097,,117.2805700686,
3141water_regimerainfed,3337934,Gra13,Biogemma Graneros 2013,127535,https://doi.org/10.15454/UUGPLJ,F618_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,189.3458597864,,311.4985358299,,2599.3770515662,,70.7028135846,,74.0971060436,,-44.0580357143,,-224.9138888889,,254.335,,1260.162,,441.119,,38.2689626735,,33.3680200723,,37.6153167325,,16.2928853755,,13.1969304654,,15.2885252525,,231.6213413579,,86.4692807464,
3091water_regimerainfed,3337887,Gra13,Biogemma Graneros 2013,127487,https://doi.org/10.15454/D6A8VZ,PHK76_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,167.3377213315,,293.6176637864,,2771.1274977512,,67.2600448575,,71.631539653,,-48.8764367816,,-228.0737179487,,302.323,,1318.965,,440.351,,38.0538344768,,33.5146659696,,37.6863912445,,16.0841477273,,13.2949986938,,15.3195745921,,210.0794559038,,77.1962740066,
3139water_regimerainfed,3337932,Gra13,Biogemma Graneros 2013,127533,https://doi.org/10.15454/PQQBMH,F05404_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,172.5678141501,,322.6219451435,,2426.7312567923,,67.7604421201,,72.1508335899,,-48.8764367816,,-227.9866666667,,327.287,,1318.965,,440.351,,38.0739312419,,33.5146659696,,37.6025573893,,16.0950757576,,13.2949986938,,15.2852666667,,218.7584869259,,77.7675545536,
3138water_regimewatered,3338177,Gra13,Biogemma Graneros 2013,127532,https://doi.org/10.15454/LT9EBP,F05101_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,266.5628367492,,332.5632767844,,3551.6887072774,,67.65400568,,,,,,,,,,,,,,,,,,,,,,,,,,315.3458113855,,129.4063922665,
3037water_regimerainfed,3337837,Gra13,Biogemma Graneros 2013,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,209.8921305413,,283.1011415607,,2931.2723436767,,67.5966978021,,72.3222584406,,-48.8586309524,,-226.6666666667,,415.177,,1288.803,,440.351,,38.1282594888,,33.7160891294,,37.4214648414,,15.8637878788,,13.4598498377,,15.4620454545,,250.9072194321,,104.532349682,
3092water_regimerainfed,3337888,Gra13,Biogemma Graneros 2013,127488,https://doi.org/10.15454/BZLOYX,EP10_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,156.042075333,,292.5006468941,,1565.9865860663,,71.6815063249,,75.3311622776,,-42.1683006536,,-221.3645833333,,230.742,,1169.855,,440.558,,38.3495412611,,33.6773212591,,37.5062260298,,16.2789256198,,13.5370781343,,15.2547253788,,196.5786132919,,76.9039242264,
3136water_regimerainfed,3337929,Gra13,Biogemma Graneros 2013,127530,https://doi.org/10.15454/2BEETM,F04701_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,186.6919099034,,343.5059959309,,2230.6702341513,,71.6314212689,,75.1889139111,,-42.6,,-220.5617283951,,356.888,,1232.439,,440.558,,38.0746976074,,33.3339204875,,37.4983645843,,16.0514949495,,13.2024118457,,15.2630882903,,213.8148129195,,97.7552362185,
3012water_regimewatered,3338058,Gra13,Biogemma Graneros 2013,127411,https://doi.org/10.15454/KIHXDG,B105_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,237.922933406,,330.6855333315,,2816.5125362389,,68.4786740089,,,,,,,,,,,,,,,,,,,,,,,,,,299.6641872575,,109.6761961142,
3135water_regimerainfed,3337928,Gra13,Biogemma Graneros 2013,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,207.9836384305,,334.3577412444,,2654.7926361755,,66.5879256911,,69.4565460003,,-55.2138888889,,-226.6060606061,,356.888,,1378.713,,380.603,,38.0746976074,,33.6593404802,,37.5573200807,,16.0514949495,,13.4102487374,,15.1645959596,,233.0846075305,,81.1304895635,
3038water_regimewatered,3338084,Gra13,Biogemma Graneros 2013,127437,https://doi.org/10.15454/GYTVRS,Os426_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,294.017200131,,315.3345676603,,2976.0114907735,,71.2258055076,,,,,,,,,,,,,,,,,,,,,,,,,,341.7178426199,,150.0054577747,
