observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2806429,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"75,81",
1,2806475,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,49451,https://doi.org/10.15454/HTYOGZ,DI05004,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"74,45",
2,2806454,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,48531,https://doi.org/10.15454/5QJOWB,EM04181,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"76,97",
1,2806453,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,48531,https://doi.org/10.15454/5QJOWB,EM04181,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"73,12",
1,2806481,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"72,34",
2,2806482,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"68,78",
1,2806463,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,26829,https://doi.org/10.15454/NMOYD6,RE03019,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"72,19",
2,2806464,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,26829,https://doi.org/10.15454/NMOYD6,RE03019,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"67,28",
1,2806415,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,26830,https://doi.org/10.15454/6V5ULG,RE04009,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"77,16",
2,2806416,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,26830,https://doi.org/10.15454/6V5ULG,RE04009,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"78,89",
1,2806437,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,48943,gnpis_pui:holding-921_taxon-4898_accession-48943,EM04115,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"62,5",
2,2806438,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,48943,gnpis_pui:holding-921_taxon-4898_accession-48943,EM04115,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"77,63",
2,2806458,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"83,77",
1,2806457,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"81,99",
2,2806474,BTH_Dijon_2005_SetB1,BTH_Dijon_2005_SetB1,48604,gnpis_pui:holding-921_taxon-4898_accession-48604,DI05005,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"60,98",
