observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2817134,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48796,gnpis_pui:holding-921_taxon-4898_accession-48796,RE05067,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"75,21",
2,2817193,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49274,https://doi.org/10.15454/WL2TYG,DI06024,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"67,05",
1,2817192,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49274,https://doi.org/10.15454/WL2TYG,DI06024,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"80,07",
2,2817173,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"75,6",
1,2817172,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"72,27",
2,2817163,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"80,96",
2,2817179,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49393,https://doi.org/10.15454/RBB8O2,CF04214,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"71,4",
1,2817178,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49393,https://doi.org/10.15454/RBB8O2,CF04214,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"72,68",
2,2817191,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"74,31",
1,2817190,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"74,56",
1,2817186,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"77,81",
2,2817187,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,71,
2,2817185,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"73,24",
1,2817184,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"73,47",
2,2817175,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49334,https://doi.org/10.15454/YSUZEH,DI06019,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"78,09",
1,2817174,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49334,https://doi.org/10.15454/YSUZEH,DI06019,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"75,66",
1,2817128,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48730,https://doi.org/10.15454/5F0PDE,RE05006,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"66,51",
2,2817129,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48730,https://doi.org/10.15454/5F0PDE,RE05006,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,NA,
2,2817171,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,26983,https://doi.org/10.15454/Z7JXFB,CF04046,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"77,34",
1,2817170,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,26983,https://doi.org/10.15454/Z7JXFB,CF04046,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"78,11",
2,2817145,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48619,gnpis_pui:holding-921_taxon-4898_accession-48619,RE05042,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"67,48",
1,2817144,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48619,gnpis_pui:holding-921_taxon-4898_accession-48619,RE05042,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"71,45",
1,2817152,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49266,gnpis_pui:holding-921_taxon-4898_accession-49266,AO06801,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"65,85",
2,2817153,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49266,gnpis_pui:holding-921_taxon-4898_accession-49266,AO06801,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"78,07",
2,2817189,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"74,62",
1,2817188,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"78,68",
1,2817198,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48840,gnpis_pui:holding-921_taxon-4898_accession-48840,DI06021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"72,4",
2,2817199,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48840,gnpis_pui:holding-921_taxon-4898_accession-48840,DI06021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"76,94",
1,2817154,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48655,gnpis_pui:holding-921_taxon-4898_accession-48655,EM05347,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"73,37",
2,2817155,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48655,gnpis_pui:holding-921_taxon-4898_accession-48655,EM05347,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"79,91",
2,2817183,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48989,gnpis_pui:holding-921_taxon-4898_accession-48989,RE05075,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"77,48",
1,2817182,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48989,gnpis_pui:holding-921_taxon-4898_accession-48989,RE05075,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"75,27",
2,2817149,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49001,gnpis_pui:holding-921_taxon-4898_accession-49001,CF05146,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"64,99",
1,2817148,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,49001,gnpis_pui:holding-921_taxon-4898_accession-49001,CF05146,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"71,77",
1,2817146,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48455,gnpis_pui:holding-921_taxon-4898_accession-48455,CF05001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"69,93",
2,2817147,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,48455,gnpis_pui:holding-921_taxon-4898_accession-48455,CF05001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"75,11",
1,2817164,BTH_Colmar_2006_SetB3,BTH_Colmar_2006_SetB3,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"68,35",
