observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2794637,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,34",,"110,93",
2,2794600,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26800,https://doi.org/10.15454/VY4RPB,DI02008,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"10,43",,"122,77",
2,2794544,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25902,https://doi.org/10.15454/KRPWXN,TAMARO,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2004,,,"81,31",
1,2794575,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"10,77",,"125,51",
2,2794576,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"10,51",,"123,63",
1,2794573,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2004,,,"114,92",
2,2794572,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"9,97",,"104,34",
1,2794571,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,45",,"106,63",
2,2794574,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2004,,,"109,12",
2,2794612,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"9,57",,"120,48",
1,2794609,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2004,,,"103,49",
2,2794608,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"9,85",,"80,96",
1,2794607,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,67",,"101,59",
2,2794610,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2004,,,"97,94",
1,2794611,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"10,16",,"120,42",
1,2794563,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"9,66",,"118,63",
2,2794562,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2004,,,"108,68",
1,2794559,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,74",,"104,97",
2,2794564,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"10,39",,"116,16",
1,2794561,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2004,,,"106,93",
2,2794560,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"9,94",,"82,55",
2,2794588,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"10,96",,"121,98",
2,2794586,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2004,,,"108,37",
2,2794584,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"10,48",,"110,45",
1,2794583,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,01",,"111,82",
1,2794587,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"11,02",,"122,84",
1,2794585,BTH_Rennes_2004_SetA1,BTH_Rennes_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2004,,,"119,24",
