observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2883891,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49588,https://doi.org/10.15454/8XOG9B,RE12073,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"82,76",
2,2883894,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"93,34",
1,2883855,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"100,93",
2,2883856,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"100,44",
2,2883878,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"95,83",
1,2883877,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"84,75",
2,2883904,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,60834,https://doi.org/10.15454/KQGENR,AO13015,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"92,47",
1,2883903,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,60834,https://doi.org/10.15454/KQGENR,AO13015,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"91,97",
2,2883852,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"97,57",
1,2883851,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"91,97",
2,2883864,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49097,https://doi.org/10.15454/ANZWH3,RE12001,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"98,69",
1,2883863,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49097,https://doi.org/10.15454/ANZWH3,RE12001,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"99,44",
2,2883900,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48352,https://doi.org/10.15454/YWSWUD,RE12040,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"91,35",
1,2883899,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48352,https://doi.org/10.15454/YWSWUD,RE12040,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"93,22",
2,2883906,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49556,https://doi.org/10.15454/GYCEHY,RE12042,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"85,38",
1,2883905,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49556,https://doi.org/10.15454/GYCEHY,RE12042,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"84,26",
2,2883896,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49040,https://doi.org/10.15454/B2JKAS,RE12050,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"80,52",
1,2883895,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49040,https://doi.org/10.15454/B2JKAS,RE12050,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"85,75",
1,2883897,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48435,https://doi.org/10.15454/0FR6IX,RE12051,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,87,
2,2883898,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48435,https://doi.org/10.15454/0FR6IX,RE12051,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"82,02",
1,2883893,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"101,06",
2,2883892,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49588,https://doi.org/10.15454/8XOG9B,RE12073,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"75,55",
2,2883846,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49484,https://doi.org/10.15454/GT4HPR,RE12100,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"80,65",
1,2883845,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49484,https://doi.org/10.15454/GT4HPR,RE12100,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"89,61",
2,2883888,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"87,37",
1,2883887,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"91,23",
1,2883909,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"104,42",
2,2883910,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"99,44",
1,2883889,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"101,43",
2,2883890,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"99,07",
1,2883921,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"95,71",
2,2883922,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"87,87",
1,2883859,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48357,https://doi.org/10.15454/2XAWEY,CF12108,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"81,39",
2,2883860,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48357,https://doi.org/10.15454/2XAWEY,CF12108,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"81,77",
1,2883847,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48739,https://doi.org/10.15454/CEPFO5,EM12096,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"78,78",
2,2883848,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48739,https://doi.org/10.15454/CEPFO5,EM12096,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"101,93",
2,2883850,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49562,https://doi.org/10.15454/EJSRJK,EM12205,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"77,79",
1,2883849,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49562,https://doi.org/10.15454/EJSRJK,EM12205,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"91,1",
2,2883886,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"89,48",
1,2883885,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"86,75",
1,2883881,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49090,https://doi.org/10.15454/1VGYYS,EM12234,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"97,57",
2,2883882,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49090,https://doi.org/10.15454/1VGYYS,EM12234,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"93,59",
1,2883919,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48377,https://doi.org/10.15454/KP9UFC,EM12340,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"95,08",
2,2883920,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48377,https://doi.org/10.15454/KP9UFC,EM12340,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"85,38",
1,2883911,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48644,https://doi.org/10.15454/BZ52A8,EM12359,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"88,61",
2,2883912,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48644,https://doi.org/10.15454/BZ52A8,EM12359,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"76,17",
2,2883866,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48869,https://doi.org/10.15454/TN9KFO,RE12002,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"97,33",
1,2883865,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48869,https://doi.org/10.15454/TN9KFO,RE12002,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"90,36",
2,2883868,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49575,https://doi.org/10.15454/DGI5VN,RE12020,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"85,5",
1,2883867,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49575,https://doi.org/10.15454/DGI5VN,RE12020,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"82,02",
2,2883884,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49319,https://doi.org/10.15454/QHF1AL,EM12044,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"90,73",
1,2883883,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,49319,https://doi.org/10.15454/QHF1AL,EM12044,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"99,19",
1,2883917,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"87,12",
2,2883918,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"79,4",
2,2883862,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"89,86",
1,2883861,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"97,57",
2,2883924,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"92,97",
1,2883923,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"96,33",
1,2883915,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48635,https://doi.org/10.15454/EYGP9K,CF12053,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"94,59",
2,2883916,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48635,https://doi.org/10.15454/EYGP9K,CF12053,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"92,1",
1,2883875,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48978,https://doi.org/10.15454/5ZAP8G,CF12181,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"95,58",
2,2883876,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48978,https://doi.org/10.15454/5ZAP8G,CF12181,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"92,97",
2,2883880,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,48698,https://doi.org/10.15454/CBPECM,CF12200,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"86,25",
