observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
CF08046,2840449,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61180,https://doi.org/10.15454/VI9G7X,CF08046,VIRTUAL_TRIAL,,,,,,,,2009,2,
CF08057,2840424,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61224,https://doi.org/10.15454/DSRGNF,CF08057,VIRTUAL_TRIAL,,,,,,,,2009,"1,5",
DI09001,2840441,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61445,https://doi.org/10.15454/KZBXKW,DI09001,VIRTUAL_TRIAL,,,,,,,,2009,"1,5",
DI09002,2840426,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61464,https://doi.org/10.15454/CQE46W,DI09002,VIRTUAL_TRIAL,,,,,,,,2009,"1,5",
DI09003,2840425,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61481,https://doi.org/10.15454/RV2BAB,DI09003,VIRTUAL_TRIAL,,,,,,,,2009,1,
RE08009,2840446,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,62099,https://doi.org/10.15454/OQXFMF,RE08009,VIRTUAL_TRIAL,,,,,,,,2009,"7,5",
RE08003,2840444,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,62068,https://doi.org/10.15454/JFPOJQ,RE08003,VIRTUAL_TRIAL,,,,,,,,2009,8,
RE08016,2840451,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,62115,https://doi.org/10.15454/Z6L9UC,RE08016,VIRTUAL_TRIAL,,,,,,,,2009,"3,5",
RE08024,2840417,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,62156,https://doi.org/10.15454/JZPGYG,RE08024,VIRTUAL_TRIAL,,,,,,,,2009,"7,5",
RE08023,2840440,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,62142,https://doi.org/10.15454/DQ0CM1,RE08023,VIRTUAL_TRIAL,,,,,,,,2009,"7,5",
RE08018,2840418,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,62130,https://doi.org/10.15454/8V9KEO,RE08018,VIRTUAL_TRIAL,,,,,,,,2009,3,
EM08080,2840422,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61868,https://doi.org/10.15454/J7YM4E,EM08080,VIRTUAL_TRIAL,,,,,,,,2009,1,
EM08026,2840419,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61851,https://doi.org/10.15454/LDLPMS,EM08026,VIRTUAL_TRIAL,,,,,,,,2009,"1,5",
DI09008,2840439,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61571,https://doi.org/10.15454/UJ9SJR,DI09008,VIRTUAL_TRIAL,,,,,,,,2009,"7,5",
DI09007,2840428,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61541,https://doi.org/10.15454/EEIIP8,DI09007,VIRTUAL_TRIAL,,,,,,,,2009,2,
CF08031,2840427,BTH_Chaux_des_Prés_2009_SetB1,BTH_Chaux_des_Prés_2009_SetB1,61166,https://doi.org/10.15454/6UH9IO,CF08031,VIRTUAL_TRIAL,,,,,,,,2009,"1,5",
