observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
Gallixeitkfi,2853027,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"24,5",,121,,,,91,,,,"47,1",,,,"63,1",,,,"201,2",,39,,"0,32",,127,,7,,341,,"10,6",,"74,7",,,,1620,,,
Caphornitkt,2852984,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
Caphornitkfi,2852983,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10005itkt,2852986,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49146,https://doi.org/10.15454/H6MB7G,AO10005,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
AO10005itkfi,2852985,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49146,https://doi.org/10.15454/H6MB7G,AO10005,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10008itkt,2852990,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49349,https://doi.org/10.15454/7PE32Q,AO10008,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
AO10008itkfi,2852989,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49349,https://doi.org/10.15454/7PE32Q,AO10008,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10011itkfi,2852919,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49125,https://doi.org/10.15454/CTNPK9,AO10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10011itkt,2852920,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49125,https://doi.org/10.15454/CTNPK9,AO10011,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
AO10013itkfi,2852923,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10013itkt,2852924,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM08024itkt,2852960,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM08024itkfi,2852959,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF09027itkt,2853016,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48507,https://doi.org/10.15454/YFD4LO,CF09027,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09027itkfi,2853015,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48507,https://doi.org/10.15454/YFD4LO,CF09027,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"17,7",,63,,,,100,,,,63,,,,"98,5",,,,"261,5",,103,,"1,63",,219,,81,,465,,"11,6",,"79,7",,,,1700,,,
EM09080itkt,2853018,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49303,https://doi.org/10.15454/WSDK5P,EM09080,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM09080itkfi,2853017,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49303,https://doi.org/10.15454/WSDK5P,EM09080,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"20,9",,88,,,,100,,,,"54,4",,,,90,,,,"244,4",,71,,"0,81",,177,,73,,379,,"10,9",,"78,4",,,,1600,,,
EM09189itkt,2853038,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM09189itkfi,2853037,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"22,5",,102,,,,100,,,,"54,4",,,,"88,5",,,,"242,9",,49,,"0,48",,130,,34,,333,,"11,2",,"77,3",,,,1600,,,
EM09320itkt,2852930,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM09320itkfi,2852929,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"18,6",,70,,,,100,,,,"49,9",,,,"85,5",,,,"235,4",,89,,"1,27",,217,,46,,378,,"10,6",,77,,,,1600,,,
Hadm01601-07itkfi,2852957,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60770,https://doi.org/10.15454/PT31GV,Hadm01601-07,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Hadm01601-07itkt,2852958,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60770,https://doi.org/10.15454/PT31GV,Hadm01601-07,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
HadmF11671itkt,2853006,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60821,https://doi.org/10.15454/WZ4MOV,HadmF11671,VIRTUAL_TRIAL,,,,,,,,treated,2010,"15,3",,47,,88,,,,"75,7",,,,97,,,,"260,7",,,,106,,"2,26",,196,,79,,425,,"11,6",,,,1590,,,,"35,5",
HadmF11671itkfi,2853005,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60821,https://doi.org/10.15454/WZ4MOV,HadmF11671,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
HadmF11326itkt,2852968,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60787,https://doi.org/10.15454/LLIFSS,HadmF11326,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
HadmF11326itkfi,2852967,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60787,https://doi.org/10.15454/LLIFSS,HadmF11326,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Strub061859-1itkfi,2852951,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,61007,https://doi.org/10.15454/UDW3YM,Strub061859-1,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Strub061859-1itkt,2852952,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,61007,https://doi.org/10.15454/UDW3YM,Strub061859-1,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF07143itkt,2853012,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF07143itkfi,2853011,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
EM08223itkt,2852956,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27314,https://doi.org/10.15454/NY4WWG,EM08223,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM08223itkfi,2852955,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27314,https://doi.org/10.15454/NY4WWG,EM08223,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF08049itkfi,2853039,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF08049itkt,2853040,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF08084itkt,2853034,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF08084itkfi,2853033,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
EM07117itkt,2853042,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM07117itkfi,2853041,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF09169itkt,2852918,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09169itkfi,2852917,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"22,7",,104,,,,100,,,,"55,6",,,,"89,6",,,,"245,3",,79,,"0,76",,262,,72,,463,,"11,7",,80,,,,1680,,,
DI10011itkt,2852926,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
DI10011itkfi,2852925,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"20,4",,84,,,,100,,,,"65,2",,,,"88,5",,,,"253,8",,93,,"1,11",,263,,58,,335,,"11,1",,"75,9",,,,1700,,,
AO10006itkfi,2852943,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10006itkt,2852944,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM09318itkt,2852972,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM09318itkfi,2852971,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"27,4",,151,,,,100,,,,36,,,,"79,2",,,,"215,3",,36,,"0,24",,126,,16,,386,,11,,"77,8",,,,1610,,,
Soissonsitkt,2853032,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
Soissonsitkfi,2853031,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
DI09018itkfi,2852947,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
DI09018itkt,2852948,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM08221itkfi,2853001,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
EM08221itkt,2853002,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
AO10003itkt,2852978,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48956,https://doi.org/10.15454/IJIMQX,AO10003,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
AO10003itkfi,2852977,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48956,https://doi.org/10.15454/IJIMQX,AO10003,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10015itkt,2852916,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48383,https://doi.org/10.15454/IDYNPA,AO10015,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
AO10015itkfi,2852915,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48383,https://doi.org/10.15454/IDYNPA,AO10015,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10026itkt,2853008,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49315,https://doi.org/10.15454/WVJ13N,AO10026,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
AO10026itkfi,2853007,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49315,https://doi.org/10.15454/WVJ13N,AO10026,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10028itkfi,2852993,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48794,https://doi.org/10.15454/1IPVTN,AO10028,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO10028itkt,2852994,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48794,https://doi.org/10.15454/1IPVTN,AO10028,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM09221itkt,2853020,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM09221itkfi,2853019,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"24,1",,117,,,,100,,,,"51,3",,,,"98,5",,,,"249,8",,44,,"0,38",,143,,8,,361,,"11,1",,"75,9",,,,1610,,,
EM09222itkfi,2853025,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"23,9",,115,,,,100,,,,"37,2",,,,"85,5",,,,"222,8",,66,,"0,57",,270,,36,,394,,"12,1",,77,,,,1650,,,
EM09222itkt,2853026,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
