observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2857738,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2011,,,"94,25",
2,2857737,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2011,"8,16",,"98,43",
1,2857736,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2011,"9,87",,"97,88",
2,2857729,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,REPLICATION,2,,,,,,REPLICATION:2,treated,2011,"9,53",,"95,75",
1,2857728,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,REPLICATION,1,,,,,,REPLICATION:1,treated,2011,"8,96",,"111,22",
2,2857777,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,48700,https://doi.org/10.15454/C60S9I,CF09227,REPLICATION,2,,,,,,REPLICATION:2,treated,2011,"9,49",,"106,09",
2,2857727,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2011,,,"74,94",
1,2857726,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2011,,,"69,38",
1,2857774,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,48700,https://doi.org/10.15454/C60S9I,CF09227,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2011,,,"92,4",
1,2857646,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,49594,https://doi.org/10.15454/UY7D21,EM09015,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2011,"9,7",,"79,68",
2,2857725,BTH_Rennes_2011_SetA2,BTH_Rennes_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2011,"8,93",,"78,61",
