observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE99102itkt,2770608,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,26002,https://doi.org/10.15454/4NCDUP,RE99102,VIRTUAL_TRIAL,,,,,,,,treated,2001,"93,3",,"86,3",
CF00160itkt,2770607,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,49150,gnpis_pui:holding-921_taxon-4898_accession-49150,CF00160,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,4",,"83,6",
CF00013itkt,2770624,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,48641,gnpis_pui:holding-921_taxon-4898_accession-48641,CF00013,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,4",,"83,6",
Chargeritkt,2770620,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,8",,"83,9",
RE00108itkt,2770641,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,1",,87,
Rytmicitkt,2770611,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,treated,2001,"71,5",,"66,1",
CF01002itkt,2770629,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,49326,gnpis_pui:holding-921_taxon-4898_accession-49326,CF01002,VIRTUAL_TRIAL,,,,,,,,treated,2001,98,,"90,6",
CF00150itkt,2770633,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,49429,gnpis_pui:holding-921_taxon-4898_accession-49429,CF00150,VIRTUAL_TRIAL,,,,,,,,treated,2001,"101,4",,"93,7",
RE00119itkt,2770637,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,48886,gnpis_pui:holding-921_taxon-4898_accession-48886,RE00119,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,4",,"83,6",
EM00040itkt,2770603,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,49182,gnpis_pui:holding-921_taxon-4898_accession-49182,EM00040,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,5",,"83,7",
Soissonsitkt,2770638,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,3",,"90,9",
LM00005itkt,2770605,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,49304,gnpis_pui:holding-921_taxon-4898_accession-49304,LM00005,VIRTUAL_TRIAL,,,,,,,,treated,2001,"101,3",,"93,7",
CF99351itkt,2770612,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,25899,https://doi.org/10.15454/QG5OJU,CF99351,VIRTUAL_TRIAL,,,,,,,,treated,2001,80,,74,
RE00116itkt,2770639,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,48651,gnpis_pui:holding-921_taxon-4898_accession-48651,RE00116,VIRTUAL_TRIAL,,,,,,,,treated,2001,85,,"78,6",
CF00064itkt,2770606,BTH_Clermont-Ferrand_2001_SetB1,BTH_Clermont-Ferrand_2001_SetB1,25898,https://doi.org/10.15454/CH5SFE,CF00064,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,6",,"87,5",
