observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE99102itkt,2771456,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,26002,https://doi.org/10.15454/4NCDUP,RE99102,VIRTUAL_TRIAL,,,,,,,,treated,2001,"95,6",,"124,8",
CF00150itkfi,2771505,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49429,gnpis_pui:holding-921_taxon-4898_accession-49429,CF00150,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"109,5",
RE99102itkfi,2771455,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,26002,https://doi.org/10.15454/4NCDUP,RE99102,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"119,6",
CF01001itkfi,2771491,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,48835,gnpis_pui:holding-921_taxon-4898_accession-48835,CF01001,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"112,9",
CF00010itkfi,2771485,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,48350,https://doi.org/10.15454/YIXHGN,CF00010,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,110,
RE00108itkfi,2771521,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"119,4",
CF99077itkt,2771460,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,treated,2001,"85,6",,"111,7",
CF00020itkt,2771442,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49725,https://doi.org/10.15454/PNW0L6,CF00020,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,8",,"121,1",
Rytmicitkt,2771462,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,treated,2001,"95,9",,"125,2",
RE00108itkt,2771522,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,treated,2001,"102,4",,"133,7",
RE00119itkt,2771514,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,48886,gnpis_pui:holding-921_taxon-4898_accession-48886,RE00119,VIRTUAL_TRIAL,,,,,,,,treated,2001,86,,"112,3",
CF01002itkt,2771498,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49326,gnpis_pui:holding-921_taxon-4898_accession-49326,CF01002,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,6",,"119,5",
RE00119itkfi,2771513,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,48886,gnpis_pui:holding-921_taxon-4898_accession-48886,RE00119,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"106,8",
Chargeritkt,2771480,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,1",,"122,8",
Chargeritkfi,2771479,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"112,3",
Rytmicitkfi,2771461,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"118,8",
CF01002itkfi,2771497,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49326,gnpis_pui:holding-921_taxon-4898_accession-49326,CF01002,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"112,9",
CF00160itkt,2771454,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49150,gnpis_pui:holding-921_taxon-4898_accession-49150,CF00160,VIRTUAL_TRIAL,,,,,,,,treated,2001,"86,2",,"112,5",
EM00040itkfi,2771445,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49182,gnpis_pui:holding-921_taxon-4898_accession-49182,EM00040,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"115,3",
CF00010itkt,2771486,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,48350,https://doi.org/10.15454/YIXHGN,CF00010,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,6",,"120,8",
RE00116itkfi,2771517,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,48651,gnpis_pui:holding-921_taxon-4898_accession-48651,RE00116,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"105,8",
EM00040itkt,2771446,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49182,gnpis_pui:holding-921_taxon-4898_accession-49182,EM00040,VIRTUAL_TRIAL,,,,,,,,treated,2001,"97,9",,"127,8",
CF99351itkfi,2771463,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,25899,https://doi.org/10.15454/QG5OJU,CF99351,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"98,2",
CF99351itkt,2771464,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,25899,https://doi.org/10.15454/QG5OJU,CF99351,VIRTUAL_TRIAL,,,,,,,,treated,2001,"80,3",,"104,9",
Soissonsitkfi,2771515,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"103,6",
LM00005itkfi,2771449,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49304,gnpis_pui:holding-921_taxon-4898_accession-49304,LM00005,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"112,4",
LM00005itkt,2771450,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49304,gnpis_pui:holding-921_taxon-4898_accession-49304,LM00005,VIRTUAL_TRIAL,,,,,,,,treated,2001,"96,1",,"125,4",
CF00160itkfi,2771453,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,49150,gnpis_pui:holding-921_taxon-4898_accession-49150,CF00160,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"111,7",
Farandoleitkfi,2771473,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"123,5",
