observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2822271,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26902,https://doi.org/10.15454/JZRTIK,RE05038,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,48",,"79,91",
1,2822326,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,42",,"80,19",
2,2822331,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,2",,"91,71",
2,2822329,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"74,29",
1,2822320,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,49",,"72,84",
1,2822322,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"70,6",
1,2822324,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,01",,"85,87",
2,2822323,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"66,91",
2,2822325,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,71",,"88,57",
2,2822321,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,49",,"70,03",
2,2822239,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"49,23",
1,2822238,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"55,84",
2,2822237,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,03",,"54,21",
1,2822240,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,49",,"88,88",
2,2822241,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,03",,"80,16",
1,2822236,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,24",,"49,66",
2,2822253,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,35",,"91,78",
1,2822250,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"71,26",
1,2822248,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,29",,"73,33",
1,2822252,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,86",,"93,66",
2,2822251,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"60,86",
2,2822249,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,19",,"68,12",
1,2822336,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,7",,"93,61",
1,2822332,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,66",,"65,2",
2,2822337,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,32",,"89,47",
2,2822335,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"66,54",
2,2822333,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,25",,"61,67",
1,2822334,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"59,31",
1,2822310,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"49,64",
2,2822313,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,34",,"82,57",
2,2822309,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"14,14",,"49,5",
1,2822312,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,35",,"84,38",
2,2822311,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"53,69",
1,2822308,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,82",,"53,31",
2,2822187,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,4",,"93,42",
1,2822184,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"43,37",
1,2822182,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,72",,"50,32",
1,2822186,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,44",,"93,34",
2,2822185,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"43,09",
2,2822183,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,29",,"44,53",
1,2822292,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"67,75",
2,2822291,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,13,,"57,97",
1,2822294,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,93",,"90,43",
2,2822293,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"54,43",
1,2822290,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,52",,"64,24",
2,2822295,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,49473,https://doi.org/10.15454/MHX4J5,CF05138,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,17",,"99,62",
1,2822138,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,23",,"100,82",
2,2822139,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,93",,"91,82",
2,2822137,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"51,46",
1,2822136,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"67,87",
2,2822135,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,79",,"76,92",
1,2822134,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,37",,"76,66",
1,2822268,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26902,https://doi.org/10.15454/JZRTIK,RE05038,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"60,11",
1,2822266,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26902,https://doi.org/10.15454/JZRTIK,RE05038,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,63",,"71,09",
1,2822330,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,38",,"95,75",
