observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2828606,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,01",,"51,96",,"3,5",,"2,5",
2,2828607,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,64",,"52,18",,7,,4,
2,2828609,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,89",,"77,53",,,,"7,5",
1,2828598,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,23",,"77,14",,2,,1,
2,2828601,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,92",,"94,91",,,,"1,5",
1,2828600,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,79",,"87,85",,,,1,
2,2828599,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,63",,"74,96",,"2,5",,1,
2,2828637,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"13,78",,"76,43",,,,8,
2,2828635,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,3",,"66,24",,"4,5",,4,
1,2828634,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,47",,"66,91",,3,,1,
1,2828636,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,9",,"74,42",,,,7,
2,2828595,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,36",,"72,22",,4,,1,
2,2828597,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,98",,"92,04",,,,"2,5",
1,2828596,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,01",,"95,91",,,,1,
1,2828594,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,92",,"70,78",,3,,1,
2,2828585,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,74",,"71,15",,,,7,
1,2828582,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,85",,"52,36",,3,,1,
1,2828584,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,5",,"68,7",,,,7,
2,2828583,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,02",,"71,4",,"4,8",,"2,5",
2,2828513,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,04",,"86,47",,,,"5,5",
2,2828511,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,03",,"58,54",,4,,1,
1,2828512,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,96",,"82,77",,,,3,
1,2828510,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,27",,"61,29",,3,,1,
1,2828492,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,35",,"99,09",,,,1,
2,2828491,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,01",,"64,88",,"4,5",,1,
1,2828490,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,29",,"71,43",,"2,5",,1,
2,2828493,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,05",,"90,41",,,,4,
2,2828517,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,81",,"90,44",,,,6,
1,2828514,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"11,62",,"78,76",,2,,1,
1,2828516,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,17",,"96,84",,,,"1,5",
2,2828515,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"10,73",,"80,25",,3,,1,
1,2828558,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,87",,"64,46",,"2,5",,"3,5",
2,2828561,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,96",,"82,07",,,,7,
2,2828559,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,76",,"67,98",,3,,4,
1,2828560,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"14,09",,"69,33",,,,7,
2,2828613,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,75",,"77,91",,,,8,
1,2828610,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,88",,"56,34",,"3,5",,1,
2,2828611,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,21",,"56,29",,6,,"5,5",
1,2828612,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"14,29",,"85,47",,,,2,
2,2828507,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,24",,"67,62",,"5,5",,1,
1,2828506,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,01",,"62,61",,"3,5",,1,
1,2828508,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,06",,"79,8",,,,1,
2,2828509,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,59",,"96,15",,,,"4,5",
1,2828498,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,26",,"59,93",,3,,"1,5",
2,2828501,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,47",,"78,71",,,,9,
1,2828500,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,58",,"79,27",,,,"4,5",
2,2828499,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,32",,"62,71",,"3,5",,"4,5",
1,2828604,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,67",,"83,04",,,,4,
2,2828605,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,92",,"80,62",,,,"8,5",
2,2828603,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,74",,"62,85",,3,,4,
1,2828602,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"14,19",,"66,11",,"2,5",,"2,5",
2,2828565,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"13,17",,"62,33",,,,"7,5",
1,2828564,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,44",,"75,88",,,,"7,5",
2,2828563,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,42",,"59,03",,"4,5",,"6,5",
1,2828562,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"14,27",,"56,47",,3,,4,
2,2828479,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,76",,"80,62",,2,,2,
1,2828478,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,32",,"75,75",,2,,1,
2,2828481,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,43",,"81,47",,,,5,
1,2828480,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"15,42",,NA,,,,"4,5",
1,2828496,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,95",,"100,65",,,,1,
2,2828497,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,81",,"94,13",,,,3,
2,2828495,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"10,65",,"77,75",,"2,5",,1,
1,2828494,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"10,77",,"86,47",,2,,1,
2,2828541,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,94",,"82,42",,,,"3,5",
1,2828540,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,52",,"78,62",,,,1,
2,2828539,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,92",,"46,9",,8,,1,
1,2828538,BTH_Lusignan_2008_SetA1,BTH_Lusignan_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"14,35",,"47,94",,4,,1,
