observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2786632,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,49268,gnpis_pui:holding-921_taxon-4898_accession-49268,CF01184,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"14,04",,"40,3",
2,2786612,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26800,https://doi.org/10.15454/VY4RPB,DI02008,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"13,37",,"52,9",
1,2786611,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26800,https://doi.org/10.15454/VY4RPB,DI02008,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"13,23",,"55,8",
1,2786613,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26800,https://doi.org/10.15454/VY4RPB,DI02008,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,NA,,"53,8",
2,2786614,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26800,https://doi.org/10.15454/VY4RPB,DI02008,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"16,39",,"34,5",
1,2786567,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26409,https://doi.org/10.15454/LLKGUD,EM01271,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"12,42",,"51,9",
1,2786569,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26409,https://doi.org/10.15454/LLKGUD,EM01271,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"13,86",,"52,8",
2,2786568,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26409,https://doi.org/10.15454/LLKGUD,EM01271,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"11,59",,"62,5",
2,2786570,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,26409,https://doi.org/10.15454/LLKGUD,EM01271,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"14,35",,"32,8",
2,2786610,BTH_Clermont-Ferrand_2003_SetA2,BTH_Clermont-Ferrand_2003_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"12,58",,"41,5",
