observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
CF10205,2861583,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62082,https://doi.org/10.15454/BFPKUV,CF10205,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,5,,6,,4,
CF10227,2861581,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62098,https://doi.org/10.15454/3BD6BA,CF10227,VIRTUAL_TRIAL,,,,,,,,2011,3,,1,,5,,6,,4,
RE10117,2861588,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62100,https://doi.org/10.15454/KA7SVE,RE10117,VIRTUAL_TRIAL,,,,,,,,2011,"6,5",,7,,5,,3,,1,
CF10249,2861612,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62114,https://doi.org/10.15454/ZIJCMQ,CF10249,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,5,,4,,4,
RE10089,2861617,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62022,https://doi.org/10.15454/85UUP2,RE10089,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,6,,3,,4,,1,
AO11018,2861578,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61496,https://doi.org/10.15454/SWFJCY,AO11018,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,6,,5,,6,,2,
AO11021,2861598,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61540,https://doi.org/10.15454/YZ8LJO,AO11021,VIRTUAL_TRIAL,,,,,,,,2011,3,,6,,5,,9,,1,
CF10270,2861589,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62129,https://doi.org/10.15454/OHTVUX,CF10270,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,6,,2,,NA,,9,
CF10318,2861596,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61372,https://doi.org/10.15454/QXLWBI,CF10318,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,2,,3,,2,
AO11015,2861586,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61444,https://doi.org/10.15454/0D4TXY,AO11015,VIRTUAL_TRIAL,,,,,,,,2011,"6,5",,1,,2,,NA,,9,
RE10122,2861610,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62116,https://doi.org/10.15454/BDVTEI,RE10122,VIRTUAL_TRIAL,,,,,,,,2011,4,,1,,5,,6,,1,
DI11015,2861595,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61006,https://doi.org/10.15454/SV7FHG,DI11015,VIRTUAL_TRIAL,,,,,,,,2011,6,,1,,2,,NA,,8,
DI11020,2861592,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61094,https://doi.org/10.15454/S1L2P9,DI11020,VIRTUAL_TRIAL,,,,,,,,2011,6,,1,,2,,2,,5,
DI11016,2861614,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61022,https://doi.org/10.15454/59UTTT,DI11016,VIRTUAL_TRIAL,,,,,,,,2011,"4,5",,1,,5,,3,,3,
Folklor,2861585,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,1,,3,,3,,1,
RE09013,2861584,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,49189,https://doi.org/10.15454/FINGUM,RE09013,VIRTUAL_TRIAL,,,,,,,,2011,"4,5",,6,,2,,4,,1,
RE10095,2861590,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,49072,https://doi.org/10.15454/OZM4O0,RE10095,VIRTUAL_TRIAL,,,,,,,,2011,3,,6,,2,,6,,1,
Premio,2861580,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,5,,3,,1,
Apache,2861594,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2011,2,,6,,5,,5,,1,
DI11019,2861615,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61080,https://doi.org/10.15454/9DKTE7,DI11019,VIRTUAL_TRIAL,,,,,,,,2011,"5,5",,1,,5,,NA,,8,
Attlass,2861607,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,3,,6,,1,
Gotik,2861606,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,2011,"4,5",,4,,2,,4,,2,
EM09227,2861601,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,48498,https://doi.org/10.15454/GGN6HS,EM09227,VIRTUAL_TRIAL,,,,,,,,2011,2,,6,,5,,6,,1,
EM10365,2861600,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,60733,https://doi.org/10.15454/MMJB9N,EM10365,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,6,,5,,6,,1,
CF10272,2861591,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,60872,https://doi.org/10.15454/BXDSWF,CF10272,VIRTUAL_TRIAL,,,,,,,,2011,2,,1,,5,,4,,1,
RE10126,2861609,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,60914,https://doi.org/10.15454/BQJZTG,RE10126,VIRTUAL_TRIAL,,,,,,,,2011,"6,5",,4,,5,,4,,1,
DI11017,2861613,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61038,https://doi.org/10.15454/42WK1N,DI11017,VIRTUAL_TRIAL,,,,,,,,2011,5,,4,,5,,NA,,8,
RE10099,2861597,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,49222,https://doi.org/10.15454/YP9ZYW,RE10099,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,5,,5,,2,,1,
Altigo,2861603,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,5,,5,,6,
Bermude,2861582,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2011,6,,4,,2,,6,,4,
