observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
CF10286,2861587,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61040,https://doi.org/10.15454/ZPOAFD,CF10286,VIRTUAL_TRIAL,,,,,,,,2011,3,,4,,5,,3,,2,
DI11018,2861616,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61066,https://doi.org/10.15454/Y3MMR4,DI11018,VIRTUAL_TRIAL,,,,,,,,2011,"6,5",,1,,5,,NA,,9,
DI11021,2861593,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61108,https://doi.org/10.15454/2G0RQP,DI11021,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,1,,5,,NA,,9,
CF10299,2861605,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61198,https://doi.org/10.15454/BXUMII,CF10299,VIRTUAL_TRIAL,,,,,,,,2011,3,,1,,2,,2,,3,
EM09232,2861608,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61369,https://doi.org/10.15454/KFBZGP,EM09232,VIRTUAL_TRIAL,,,,,,,,2011,3,,1,,2,,8,,1,
AO11016,2861604,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61463,https://doi.org/10.15454/K63AY1,AO11016,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,2,,NA,,9,
AO11020,2861599,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61525,https://doi.org/10.15454/ZEJBVE,AO11020,VIRTUAL_TRIAL,,,,,,,,2011,"5,5",,1,,5,,NA,,9,
AO11019,2861579,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61511,https://doi.org/10.15454/AMZBK5,AO11019,VIRTUAL_TRIAL,,,,,,,,2011,2,,6,,5,,6,,3,
EM10358,2861602,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,61586,https://doi.org/10.15454/N3NOLQ,EM10358,VIRTUAL_TRIAL,,,,,,,,2011,2,,1,,2,,6,,1,
RE10086,2861611,BTH_Rennes_2011_SetB3_PIETIN-VERSE,BTH_Rennes_2011_SetB3_PIETIN-VERSE,62007,https://doi.org/10.15454/HLXQ85,RE10086,VIRTUAL_TRIAL,,,,,,,,2011,"1,5",,6,,2,,4,,1,
