observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
CF08139itkfi,2844046,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27801,https://doi.org/10.15454/1DEONX,CF08139,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"39,5",,,,"92,5",,,,232,,,,,,,,70,,341,,"11,2",,78,,,,1500,,,
CF08139itkt,2844047,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27801,https://doi.org/10.15454/1DEONX,CF08139,VIRTUAL_TRIAL,,,,,,,,treated,2009,"19,4",,76,,100,,,,56,,,,82,,,,238,,,,116,,"1,52",,312,,81,,NA,,"11,5",,"79,4",,1595,,,,NA,
AO09007itkt,2844021,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27776,https://doi.org/10.15454/4JXOGF,AO09007,VIRTUAL_TRIAL,,,,,,,,treated,2009,"17,8",,64,,100,,,,74,,,,72,,,,246,,,,103,,"1,61",,214,,74,,361,,"13,2",,NA,,1043,,,,45,
AO09007itkfi,2844020,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27776,https://doi.org/10.15454/4JXOGF,AO09007,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
DI09015itkt,2844025,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27811,https://doi.org/10.15454/N3NIWD,DI09015,VIRTUAL_TRIAL,,,,,,,,treated,2009,19,,73,,85,,,,47,,,,75,,,,207,,,,106,,"1,45",,257,,64,,NA,,11,,"78,5",,1253,,,,NA,
DI09015itkfi,2844024,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27811,https://doi.org/10.15454/N3NIWD,DI09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,38,,,,"85,5",,,,"223,5",,,,,,,,61,,414,,"11,9",,"78,1",,,,1450,,,
DI09017itkt,2844105,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27812,https://doi.org/10.15454/BEWTVM,DI09017,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,3",,92,,91,,,,54,,,,82,,,,227,,,,100,,"1,08",,305,,81,,NA,,"11,7",,"79,2",,1558,,,,NA,
DI09017itkfi,2844104,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27812,https://doi.org/10.15454/BEWTVM,DI09017,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"62,4",,,,97,,,,"259,4",,,,,,,,54,,419,,"11,2",,"79,2",,,,1680,,,
DI09004itkt,2844059,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27808,https://doi.org/10.15454/GGTVHF,DI09004,VIRTUAL_TRIAL,,,,,,,,treated,2009,"28,3",,163,,94,,,,74,,,,80,,,,248,,,,50,,"0,3",,181,,38,,NA,,"10,7",,"78,1",,1698,,,,NA,
DI09004itkfi,2844058,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27808,https://doi.org/10.15454/GGTVHF,DI09004,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,79,,,,"88,5",,,,"267,5",,,,,,,,27,,298,,11,,"78,3",,,,1700,,,
AO09014itkt,2844069,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27781,https://doi.org/10.15454/NMD5FO,AO09014,VIRTUAL_TRIAL,,,,,,,,treated,2009,"23,5",,112,,91,,,,25,,,,90,,,,206,,,,46,,"0,41",,170,,42,,NA,,"11,2",,"80,6",,1418,,,,NA,
AO09014itkfi,2844068,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27781,https://doi.org/10.15454/NMD5FO,AO09014,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,35,,,,"95,5",,,,"230,5",,,,,,,,25,,363,,"11,4",,"78,3",,,,1450,,,
CF07002itkfi,2844098,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
CF07002itkt,2844099,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,8",,96,,100,,,,70,,,,89,,,,259,,,,92,,"0,96",,283,,50,,410,,"13,2",,NA,,1533,,,,50,
CF05162itkt,2844043,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,4",,93,,100,,,,41,,,,65,,,,206,,,,94,,"1,02",,258,,66,,385,,"12,6",,NA,,1270,,,,66,
CF05162itkfi,2844042,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
AO09015itkt,2844067,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27897,https://doi.org/10.15454/QWJPTN,AO09015,VIRTUAL_TRIAL,,,,,,,,treated,2009,"27,5",,153,,97,,,,62,,,,88,,,,247,,,,58,,"0,38",,226,,78,,NA,,"11,4",,"79,6",,1710,,,,NA,
AO09015itkfi,2844066,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27897,https://doi.org/10.15454/QWJPTN,AO09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,41,,,,"89,6",,,,"230,6",,,,,,,,85,,479,,"11,7",,"79,1",,,,1600,,,
DI09006itkfi,2844006,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,38,,,,"78,5",,,,"216,5",,,,,,,,15,,357,,11,,"75,9",,,,1550,,,
DI09006itkt,2844007,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,treated,2009,"29,1",,172,,88,,,,47,,,,69,,,,204,,,,33,,"0,19",,116,,20,,NA,,"11,2",,78,,1508,,,,NA,
CF07018itkt,2844053,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,treated,2009,"16,4",,55,,100,,,,67,,,,78,,,,245,,,,125,,"2,31",,264,,63,,378,,"12,1",,NA,,1475,,,,53,
CF07018itkfi,2844052,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07019itkfi,2844022,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07019itkt,2844023,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2009,"19,3",,76,,100,,,,71,,,,78,,,,249,,,,78,,"1,04",,227,,52,,333,,"11,7",,NA,,1488,,,,37,
RE07093itkt,2844081,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27307,https://doi.org/10.15454/CSESMY,RE07093,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,9",,106,,100,,,,71,,,,86,,,,257,,,,56,,"0,53",,220,,26,,295,,14,,NA,,1688,,,,37,
RE07093itkfi,2844080,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27307,https://doi.org/10.15454/CSESMY,RE07093,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE08030itkt,2844063,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27308,https://doi.org/10.15454/4AWT90,RE08030,VIRTUAL_TRIAL,,,,,,,,treated,2009,"26,1",,138,,100,,,,86,,,,93,,,,279,,,,58,,"0,42",,217,,97,,NA,,12,,"82,2",,1780,,,,NA,
RE08030itkfi,2844062,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27308,https://doi.org/10.15454/4AWT90,RE08030,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,97,,,,"56,6",,,,"87,8",,,,"241,3",,,,,,,,90,,339,,"11,8",,"82,4",,,,1560,,,
Hendrixitkt,2844005,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2009,"24,3",,120,,100,,,,56,,,,97,,,,253,,,,89,,"0,75",,331,,66,,356,,"12,4",,NA,,1650,,,,57,
Hendrixitkfi,2844004,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Folkloritkt,2844011,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2009,"19,5",,77,,100,,,,72,,,,82,,,,254,,,,94,,"1,22",,254,,76,,381,,"12,1",,NA,,1638,,,,44,
Folkloritkfi,2844010,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07040itkfi,2844088,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07040itkt,2844089,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,7",,105,,100,,,,51,,,,87,,,,238,,,,54,,"0,52",,200,,23,,381,,"12,5",,NA,,1455,,,,28,
EM08019itkfi,2844074,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"49,5",,,,"80,8",,,,"230,2",,,,,,,,70,,353,,"10,8",,"75,5",,,,1550,,,
EM08019itkt,2844075,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,treated,2009,"24,5",,122,,94,,,,62,,,,77,,,,233,,,,43,,"0,35",,121,,70,,NA,,"10,7",,"76,9",,1598,,,,NA,
Apacheitkfi,2844048,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"74,5",,,,97,,,,"271,5",,,,,,,,42,,452,,"11,5",,"76,7",,,,1750,,,
Apacheitkt,2844049,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2009,"26,9",,147,,100,,,,72,,,,84,,,,256,,,,60,,"0,41",,249,,54,,360,,12,,NA,,1478,,,,39,
CF07022itkt,2844097,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,4",,102,,100,,,,76,,,,76,,,,252,,,,83,,"0,82",,275,,57,,356,,"11,9",,NA,,1650,,,,44,
CF07022itkfi,2844096,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Skerzzoitkfi,2844086,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Skerzzoitkt,2844087,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2009,21,,89,,100,,,,73,,,,73,,,,246,,,,84,,"0,94",,244,,60,,369,,"13,5",,NA,,1463,,,,61,
Toisondoritkt,2844009,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2009,"15,9",,51,,100,,,,74,,,,75,,,,249,,,,81,,"1,59",,179,,60,,351,,12,,NA,,1468,,,,60,
Toisondoritkfi,2844008,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"51,9",,,,94,,,,"245,9",,,,,,,,71,,356,,"10,8",,"78,7",,,,1480,,,
Flamenkoitkfi,2844064,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Flamenkoitkt,2844065,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2009,"19,4",,76,,100,,,,72,,,,85,,,,257,,,,82,,"1,08",,219,,76,,407,,"12,8",,NA,,1413,,,,48,
Lyrikitkfi,2844106,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Lyrikitkt,2844107,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,1",,90,,100,,,,65,,,,79,,,,244,,,,89,,"0,99",,258,,57,,394,,"11,4",,NA,,1515,,,,42,
Musikitkfi,2844026,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Musikitkt,2844027,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,3",,101,,100,,,,72,,,,90,,,,261,,,,66,,"0,66",,215,,57,,405,,"12,4",,NA,,1545,,,,46,
Karillonitkfi,2844090,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Karillonitkt,2844091,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2009,"15,9",,51,,100,,,,78,,,,91,,,,269,,,,81,,"1,59",,179,,60,,351,,12,,NA,,1465,,,,39,
Ghaytaitkt,2844085,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2009,"20,4",,84,,100,,,,81,,,,89,,,,270,,,,115,,"1,37",,331,,70,,387,,"12,8",,NA,,1720,,,,51,
Ghaytaitkfi,2844084,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
Grapeliitkt,2844031,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,9",,72,,100,,,,63,,,,74,,,,237,,,,75,,"1,04",,196,,22,,374,,12,,NA,,1430,,,,27,
Grapeliitkfi,2844030,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
CF08027itkt,2844113,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2009,"24,9",,126,,91,,,,81,,,,85,,,,257,,,,57,,"0,45",,224,,66,,NA,,"10,9",,"78,8",,1638,,,,NA,
CF08027itkfi,2844112,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"62,2",,,,94,,,,"256,2",,,,,,,,60,,360,,"10,6",,"79,6",,,,1600,,,
Caphornitkt,2844061,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,5",,94,,100,,,,80,,,,78,,,,258,,,,104,,"1,12",,359,,63,,292,,"12,9",,NA,,1825,,,,65,
Caphornitkfi,2844060,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,60,,,,"85,5",,,,"245,5",,,,,,,,62,,423,,"12,2",,"77,5",,,,1750,,,
EM08024itkt,2844045,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,treated,2009,"24,1",,117,,94,,,,79,,,,91,,,,264,,,,75,,"0,64",,260,,93,,NA,,"11,6",,"79,8",,1613,,,,NA,
EM08024itkfi,2844044,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"63,8",,,,"95,5",,,,"259,2",,,,,,,,96,,398,,"11,5",,"80,1",,,,1650,,,
EM08277itkt,2844071,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27824,https://doi.org/10.15454/OUS6AU,EM08277,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,3",,92,,97,,,,74,,,,94,,,,265,,,,86,,"0,93",,243,,68,,NA,,"11,8",,"80,2",,1605,,,,NA,
EM08277itkfi,2844070,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,27824,https://doi.org/10.15454/OUS6AU,EM08277,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,,,,,,,100,,,,"55,4",,,,"92,5",,,,"247,8",,,,,,,,69,,408,,"12,4",,"80,8",,,,1520,,,
