observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI08019-2,2862522,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
RE09055,2862549,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,VIRTUAL_TRIAL,,,,,,,,2012,5,
Koreli,2862528,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",
CF09117,2862547,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,2012,5,
CF09227,2862551,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
EM08231,2862541,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Folklor,2862521,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,2012,3,
RE09055-2,2862519,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",
RE09063,2862534,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,VIRTUAL_TRIAL,,,,,,,,2012,4,
RE09079,2862513,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,49050,https://doi.org/10.15454/6F6EN3,RE09079,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Premio,2862514,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2012,4,
EM09003,2862520,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,49087,https://doi.org/10.15454/53EBXZ,EM09003,VIRTUAL_TRIAL,,,,,,,,2012,"2,5",
DI10001,2862539,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Apache,2862530,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",
Lyrik,2862550,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Ghayta,2862544,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Grapeli,2862525,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,2012,5,
CF08027,2862552,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,2012,5,
Granamax,2862532,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,2012,4,
AO11011,2862533,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,2012,5,
Gotik,2862540,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,2012,"3,5",
Gallixe,2862546,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,2012,3,
AO10013,2862526,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,2012,1,
AO11012,2862516,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,2012,5,
AO11013,2862517,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,2012,5,
AO11014,2862538,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,2012,3,
DI10001-2,2862545,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
EM09320,2862518,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,2012,NA,
EM07117,2862524,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
CF09169,2862527,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,2012,5,
DI10011,2862515,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,2012,4,
EM09318,2862531,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",
Soissons,2862548,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2012,5,
Altigo,2862535,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2012,5,
Bermude,2862523,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
AO11001,2862536,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,2012,5,
AO11002,2862537,BTH_Chaux_des_Prés_2012_SetA1,BTH_Chaux_des_Prés_2012_SetA1,48844,https://doi.org/10.15454/IYISPL,AO11002,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
