observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2800266,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,49712,gnpis_pui:holding-921_taxon-4898_accession-49712,CF03073,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"77,74",
2,2800252,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,49506,gnpis_pui:holding-921_taxon-4898_accession-49506,LM03019,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"79,17",
1,2800251,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,49506,gnpis_pui:holding-921_taxon-4898_accession-49506,LM03019,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"87,2",
2,2800282,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48482,gnpis_pui:holding-921_taxon-4898_accession-48482,RE03022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"84,74",
1,2800281,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48482,gnpis_pui:holding-921_taxon-4898_accession-48482,RE03022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"77,34",
1,2800321,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"90,14",
2,2800322,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"80,71",
2,2800246,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48992,https://doi.org/10.15454/113VGV,RE01076,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"76,26",
1,2800245,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48992,https://doi.org/10.15454/113VGV,RE01076,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"82,57",
1,2800255,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48788,gnpis_pui:holding-921_taxon-4898_accession-48788,CF03118,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"92,56",
2,2800256,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48788,gnpis_pui:holding-921_taxon-4898_accession-48788,CF03118,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"91,8",
2,2800314,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48399,gnpis_pui:holding-921_taxon-4898_accession-48399,RE03073,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"77,48",
1,2800313,BTH_Colmar_2004_SetB3,BTH_Colmar_2004_SetB3,48399,gnpis_pui:holding-921_taxon-4898_accession-48399,RE03073,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"85,27",
