observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
AO13025,2877140,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61004,https://doi.org/10.15454/0TKQE8,AO13025,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
AO13026,2877142,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61020,https://doi.org/10.15454/NT4S5Q,AO13026,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
RE12053,2877157,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61448,https://doi.org/10.15454/BEMSDR,RE12053,VIRTUAL_TRIAL,,,,,,,,2013,6,
RE12057,2877161,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61483,https://doi.org/10.15454/9QIAHU,RE12057,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
RE12062,2877134,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61498,https://doi.org/10.15454/PGNWR0,RE12062,VIRTUAL_TRIAL,,,,,,,,2013,4,
RE12056,2877160,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61466,https://doi.org/10.15454/BR3V9R,RE12056,VIRTUAL_TRIAL,,,,,,,,2013,"5,5",
RE12064,2877135,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61513,https://doi.org/10.15454/PJQ3Q5,RE12064,VIRTUAL_TRIAL,,,,,,,,2013,7,
CF12176,2877155,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61510,https://doi.org/10.15454/KWBER9,CF12176,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
CF12265,2877138,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61601,https://doi.org/10.15454/RDBYFX,CF12265,VIRTUAL_TRIAL,,,,,,,,2013,1,
CF12271,2877163,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61616,https://doi.org/10.15454/L4H0GP,CF12271,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
EM12147,2877156,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61939,https://doi.org/10.15454/UMYYUP,EM12147,VIRTUAL_TRIAL,,,,,,,,2013,"8,5",
CF12232,2877170,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,61583,https://doi.org/10.15454/Y57CZL,CF12232,VIRTUAL_TRIAL,,,,,,,,2013,4,
AO13018,2877166,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,60885,https://doi.org/10.15454/CK80DP,AO13018,VIRTUAL_TRIAL,,,,,,,,2013,"1,5",
RE12042,2877137,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,49556,https://doi.org/10.15454/GYCEHY,RE12042,VIRTUAL_TRIAL,,,,,,,,2013,3,
RE12050,2877154,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,49040,https://doi.org/10.15454/B2JKAS,RE12050,VIRTUAL_TRIAL,,,,,,,,2013,8,
RE12051,2877159,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,48435,https://doi.org/10.15454/0FR6IX,RE12051,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
Apache,2877153,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
Lyrik,2877171,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
Pakito,2877150,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
EM12205,2877136,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,49562,https://doi.org/10.15454/EJSRJK,EM12205,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
EM12231,2877152,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,2013,"5,5",
EM12234,2877151,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
AO13017,2877165,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,60866,https://doi.org/10.15454/85C3HD,AO13017,VIRTUAL_TRIAL,,,,,,,,2013,4,
AO13016,2877164,BTH_Chaux_des_Prés_2013_SetB2,BTH_Chaux_des_Prés_2013_SetB2,60850,https://doi.org/10.15454/R4ROYJ,AO13016,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
