observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Orvantisitkt,2816255,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,32",,"104,1",,"84,2",
RE05047itkfi,2816202,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,82",,"132,4",,"79,3",
DI06009itkt,2816265,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48923,gnpis_pui:holding-921_taxon-4898_accession-48923,DI06009,VIRTUAL_TRIAL,,,,,,,,treated,2006,"15,16",,95,,"76,9",
DI06008itkfi,2816262,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49044,gnpis_pui:holding-921_taxon-4898_accession-49044,DI06008,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,05",,"117,1",,"70,1",
DI06009itkfi,2816264,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48923,gnpis_pui:holding-921_taxon-4898_accession-48923,DI06009,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,84",,"112,3",,"67,2",
RE05038itkt,2816241,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26902,https://doi.org/10.15454/JZRTIK,RE05038,VIRTUAL_TRIAL,,,,,,,,treated,2006,"11,78",,"99,9",,"80,8",
RE05038itkfi,2816240,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26902,https://doi.org/10.15454/JZRTIK,RE05038,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"10,16",,"119,7",,"71,7",
CF05084itkt,2816201,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48438,gnpis_pui:holding-921_taxon-4898_accession-48438,CF05084,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,83",,"101,6",,"82,2",
CF05084itkfi,2816200,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48438,gnpis_pui:holding-921_taxon-4898_accession-48438,CF05084,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,34",,"98,1",,"58,7",
DI06013itkfi,2816216,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49342,gnpis_pui:holding-921_taxon-4898_accession-49342,DI06013,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,78",,"105,2",,63,
CF05159itkt,2816261,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48381,gnpis_pui:holding-921_taxon-4898_accession-48381,CF05159,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,68",,"91,1",,"73,8",
CF05169itkfi,2816206,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48736,https://doi.org/10.15454/X75WAV,CF05169,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,12,,"127,4",,"76,3",
RE05031itkfi,2816230,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49144,gnpis_pui:holding-921_taxon-4898_accession-49144,RE05031,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,42",,"134,6",,"80,6",
RE05037itkt,2816239,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26901,https://doi.org/10.15454/WC63BJ,RE05037,VIRTUAL_TRIAL,,,,,,,,treated,2006,"11,1",,117,,"94,7",
DI06013itkt,2816217,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49342,gnpis_pui:holding-921_taxon-4898_accession-49342,DI06013,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,06",,"93,1",,"75,4",
CF04060itkfi,2816228,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49634,gnpis_pui:holding-921_taxon-4898_accession-49634,CF04060,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"14,07",,"92,4",,"55,3",
CF05169itkt,2816207,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48736,https://doi.org/10.15454/X75WAV,CF05169,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,19",,"110,9",,"89,7",
Orvantisitkfi,2816254,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,61",,"94,6",,"56,6",
CF05089itkt,2816197,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49702,gnpis_pui:holding-921_taxon-4898_accession-49702,CF05089,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,7",,113,,"91,5",
CF05235itkt,2816205,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48770,https://doi.org/10.15454/EKVXQT,CF05235,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,26",,"111,3",,"90,1",
CF04060itkt,2816229,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49634,gnpis_pui:holding-921_taxon-4898_accession-49634,CF04060,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,42",,"94,4",,"76,4",
DI06010itkfi,2816214,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48551,gnpis_pui:holding-921_taxon-4898_accession-48551,DI06010,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,84",,"101,4",,"60,7",
RE05031itkt,2816231,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49144,gnpis_pui:holding-921_taxon-4898_accession-49144,RE05031,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,67",,110,,89,
DI06010itkt,2816215,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48551,gnpis_pui:holding-921_taxon-4898_accession-48551,DI06010,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,26",,"90,9",,"73,6",
RE05037itkfi,2816238,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26901,https://doi.org/10.15454/WC63BJ,RE05037,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"10,11",,"132,6",,"79,4",
CF05235itkfi,2816204,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48770,https://doi.org/10.15454/EKVXQT,CF05235,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,14",,"127,5",,"76,3",
EM05274itkt,2816251,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48852,gnpis_pui:holding-921_taxon-4898_accession-48852,EM05274,VIRTUAL_TRIAL,,,,,,,,treated,2006,"15,16",,"86,4",,"69,9",
DI06012itkfi,2816218,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49037,gnpis_pui:holding-921_taxon-4898_accession-49037,DI06012,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,31",,"110,1",,"65,9",
RE05011itkt,2816245,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26899,https://doi.org/10.15454/3NYQAY,RE05011,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,12",,"109,8",,"88,8",
CF05161itkfi,2816210,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,24",,"131,7",,"78,9",
DI06012itkt,2816219,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49037,gnpis_pui:holding-921_taxon-4898_accession-49037,DI06012,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,23",,"93,5",,"75,7",
CF05089itkfi,2816196,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49702,gnpis_pui:holding-921_taxon-4898_accession-49702,CF05089,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,6",,"128,2",,"76,8",
RE05011itkfi,2816244,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26899,https://doi.org/10.15454/3NYQAY,RE05011,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,94",,"123,5",,"73,9",
DI06014itkt,2816223,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49534,https://doi.org/10.15454/1WVZPY,DI06014,VIRTUAL_TRIAL,,,,,,,,treated,2006,13,,"99,6",,"80,6",
CF05161itkt,2816211,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,43",,"117,4",,95,
DI06014itkfi,2816222,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49534,https://doi.org/10.15454/1WVZPY,DI06014,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,89",,"126,5",,"75,8",
DI06015itkfi,2816220,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49503,gnpis_pui:holding-921_taxon-4898_accession-49503,DI06015,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,3",,120,,"71,9",
DI06015itkt,2816221,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49503,gnpis_pui:holding-921_taxon-4898_accession-49503,DI06015,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,86",,"103,6",,"83,8",
EM05274itkfi,2816250,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48852,gnpis_pui:holding-921_taxon-4898_accession-48852,EM05274,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,12",,"98,5",,59,
AO05003itkt,2816259,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49730,gnpis_pui:holding-921_taxon-4898_accession-49730,AO05003,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,11",,"99,5",,"80,5",
AO05003itkfi,2816258,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49730,gnpis_pui:holding-921_taxon-4898_accession-49730,AO05003,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"10,98",,"101,7",,"60,9",
RE05016itkt,2816247,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26900,https://doi.org/10.15454/YMFJQC,RE05016,VIRTUAL_TRIAL,,,,,,,,treated,2006,"11,9",,106,,"85,8",
RE05039itkfi,2816224,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,05",,"143,2",,"85,8",
CF05159itkfi,2816260,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48381,gnpis_pui:holding-921_taxon-4898_accession-48381,CF05159,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,83",,"103,4",,"61,9",
Chargeritkt,2816243,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,42",,"84,8",,"68,6",
CF05031itkfi,2816256,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49286,gnpis_pui:holding-921_taxon-4898_accession-49286,CF05031,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,05",,"95,8",,"57,4",
Chargeritkfi,2816242,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,43",,"90,8",,"54,4",
RE05016itkfi,2816246,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26900,https://doi.org/10.15454/YMFJQC,RE05016,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,43",,"124,8",,"74,7",
CF05031itkt,2816257,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49286,gnpis_pui:holding-921_taxon-4898_accession-49286,CF05031,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,17",,"98,7",,"79,9",
Caphornitkt,2816233,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,83",,"111,8",,"90,5",
Farandoleitkt,2816235,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,9",,"110,2",,"89,2",
DI06016itkfi,2816266,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49166,gnpis_pui:holding-921_taxon-4898_accession-49166,DI06016,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,71",,"108,9",,"65,2",
DI06011itkfi,2816212,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48760,gnpis_pui:holding-921_taxon-4898_accession-48760,DI06011,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,05",,"103,7",,"62,1",
DI06016itkt,2816267,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49166,gnpis_pui:holding-921_taxon-4898_accession-49166,DI06016,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,5",,"106,6",,"86,3",
Caphornitkfi,2816232,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,62",,"110,6",,"66,2",
RE05050itkt,2816237,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26904,https://doi.org/10.15454/8AMC4Z,RE05050,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,4",,"114,6",,"92,7",
RE05079itkt,2816249,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48975,https://doi.org/10.15454/JTGRMP,RE05079,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,48",,"114,8",,"92,9",
RE05065itkt,2816199,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49606,gnpis_pui:holding-921_taxon-4898_accession-49606,RE05065,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,19",,"102,4",,"82,8",
RE05065itkfi,2816198,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49606,gnpis_pui:holding-921_taxon-4898_accession-49606,RE05065,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,26",,"118,3",,"70,9",
RE05079itkfi,2816248,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48975,https://doi.org/10.15454/JTGRMP,RE05079,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,96",,131,,"78,5",
RE05039itkt,2816225,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,95",,"113,4",,"91,8",
Farandoleitkfi,2816234,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,13",,"118,9",,"71,2",
RE05008itkfi,2816192,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,49422,https://doi.org/10.15454/9VMAGV,RE05008,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,17",,"124,6",,"74,6",
RE05050itkfi,2816236,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26904,https://doi.org/10.15454/8AMC4Z,RE05050,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,72",,"120,9",,"72,4",
RE05005itkfi,2816194,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,7",,126,,"75,5",
DI06011itkt,2816213,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48760,gnpis_pui:holding-921_taxon-4898_accession-48760,DI06011,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,08",,"96,3",,"77,9",
EM05256itkt,2816191,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48632,gnpis_pui:holding-921_taxon-4898_accession-48632,EM05256,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,36",,"91,3",,"73,9",
EM05256itkfi,2816190,BTH_Estrées-Mons_2006_SetB2,BTH_Estrées-Mons_2006_SetB2,48632,gnpis_pui:holding-921_taxon-4898_accession-48632,EM05256,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,55",,"101,5",,"60,8",
