observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
Koreli,2777828,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2002,3,
RE01004,2777829,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
RE00108,2777834,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,2002,"8,5",
RE00149,2777830,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
RE00144,2777850,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,VIRTUAL_TRIAL,,,,,,,,2002,3,
RE00143,2777839,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,49057,gnpis_pui:holding-921_taxon-4898_accession-49057,RE00143,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
DI01022,2777833,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,2002,"2,5",
RE00165,2777824,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,49290,gnpis_pui:holding-921_taxon-4898_accession-49290,RE00165,VIRTUAL_TRIAL,,,,,,,,2002,8,
EM00264,2777845,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,2002,"2,5",
DI01007,2777819,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,2002,"2,5",
Apache,2777832,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2002,NA,
RE00163,2777827,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
Skerzzo,2777847,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,2002,"6,5",
CF99077,2777820,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,2002,3,
Charger,2777838,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2002,NA,
CF99351,2777831,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,25899,https://doi.org/10.15454/QG5OJU,CF99351,VIRTUAL_TRIAL,,,,,,,,2002,8,
CF00064,2777821,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,25898,https://doi.org/10.15454/CH5SFE,CF00064,VIRTUAL_TRIAL,,,,,,,,2002,6,
CF00116,2777836,BTH_Chaux_des_Prés_2002_SetA2,BTH_Chaux_des_Prés_2002_SetA2,26105,https://doi.org/10.15454/XCQCZQ,CF00116,VIRTUAL_TRIAL,,,,,,,,2002,"2,5",
