observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Ressoritknt,2776841,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,49154,https://doi.org/10.15454/X4XFZS,Ressor,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"109,2",,"74,8",
DI00024itkt,2776806,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,26107,https://doi.org/10.15454/IJHBYL,DI00024,VIRTUAL_TRIAL,,,,,,,,treated,2002,"96,5",,"99,6",
Ressoritkt,2776842,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,49154,https://doi.org/10.15454/X4XFZS,Ressor,VIRTUAL_TRIAL,,,,,,,,treated,2002,99,,"102,2",
Isengrainitkt,2776850,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2002,"109,2",,"112,7",
EM00015itkt,2776848,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,48653,gnpis_pui:holding-921_taxon-4898_accession-48653,EM00015,VIRTUAL_TRIAL,,,,,,,,treated,2002,"99,6",,"102,7",
Isengrainitknt,2776849,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"100,8",,"69,1",
CF99005itkt,2776844,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,75767,https://doi.org/10.15454/BZFZDO,CF99005,VIRTUAL_TRIAL,,,,,,,,treated,2002,"95,5",,"98,6",
Voltigeitknt,2776825,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,26052,https://doi.org/10.15454/FS69PT,VOLTIGE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"113,9",,"78,1",
DI00024itknt,2776805,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,26107,https://doi.org/10.15454/IJHBYL,DI00024,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"126,9",,87,
CF99005itknt,2776843,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,75767,https://doi.org/10.15454/BZFZDO,CF99005,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"101,5",,"69,6",
RE99113itknt,2776821,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,26003,https://doi.org/10.15454/6DEZEC,RE99113,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"102,5",,"70,2",
AO-STRU97/1395itkt,2776814,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,49127,gnpis_pui:holding-921_taxon-4898_accession-49127,AO-STRU97/1395,VIRTUAL_TRIAL,,,,,,,,treated,2002,"105,7",,109,
Voltigeitkt,2776826,BTH_Lusignan_2002_SetA1,BTH_Lusignan_2002_SetA1,26052,https://doi.org/10.15454/FS69PT,VOLTIGE,VIRTUAL_TRIAL,,,,,,,,treated,2002,"94,4",,"97,4",
