observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2847969,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2010,"10,31",,"57,92",
2,2847962,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2010,"9,53",,"70,9",
2,2848038,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,49349,https://doi.org/10.15454/7PE32Q,AO10008,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2010,"9,17",,"60,05",
2,2848040,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,49349,https://doi.org/10.15454/7PE32Q,AO10008,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"9,51",,"76,5",
1,2848039,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,49349,https://doi.org/10.15454/7PE32Q,AO10008,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"9,43",,"79,15",
1,2848037,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,49349,https://doi.org/10.15454/7PE32Q,AO10008,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2010,"10,03",,"66,2",
1,2848007,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27822,https://doi.org/10.15454/KNNDVP,EM08024,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"9,97",,"78,58",
1,2848005,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27822,https://doi.org/10.15454/KNNDVP,EM08024,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2010,"9,75",,"68,1",
2,2848008,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27822,https://doi.org/10.15454/KNNDVP,EM08024,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"10,14",,"81,43",
2,2848006,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27822,https://doi.org/10.15454/KNNDVP,EM08024,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2010,"9,63",,"69,02",
2,2848096,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27824,https://doi.org/10.15454/OUS6AU,EM08277,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"10,4",,"71,8",
1,2848095,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27824,https://doi.org/10.15454/OUS6AU,EM08277,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"10,93",,"72,98",
2,2848094,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27824,https://doi.org/10.15454/OUS6AU,EM08277,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2010,"9,88",,"59,26",
1,2848093,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,27824,https://doi.org/10.15454/OUS6AU,EM08277,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2010,"10,21",,"61,18",
2,2848048,BTH_Lusignan_2010_SetA2,BTH_Lusignan_2010_SetA2,49645,https://doi.org/10.15454/GXTRDY,CF08021,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"10,43",,"75,95",
