observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
AO13004itkt,2876034,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61621,https://doi.org/10.15454/BJPX1S,AO13004,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,158,,"81,2",,99,,"72,3",
AO13011itkt,2876057,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,60766,https://doi.org/10.15454/IIFLIA,AO13011,VIRTUAL_TRIAL,,,,,,,,treated,2013,79,,153,,"81,9",,90,,"65,8",
RE12018itkt,2876056,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,49597,https://doi.org/10.15454/0WGKSR,RE12018,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,154,,"80,8",,"75,1",,"54,8",
Pakitoitkt,2876051,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,76,,154,,"67,4",,"107,5",,"78,5",
DI13001itkt,2876063,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61775,https://doi.org/10.15454/32FK98,DI13001,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,156,,"81,5",,"91,8",,"67,1",
AO13015itkt,2876069,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,154,,"81,6",,"92,2",,"67,3",
RE12001itkt,2876043,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,49097,https://doi.org/10.15454/ANZWH3,RE12001,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,154,,"81,6",,"86,3",,63,
AO13005itkt,2876041,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61780,https://doi.org/10.15454/IQQH9F,AO13005,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,157,,81,,"82,7",,"60,4",
CF12108itkt,2876039,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,48357,https://doi.org/10.15454/2XAWEY,CF12108,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,152,,"79,7",,"74,1",,"54,1",
Altigoitkt,2876055,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,86,,148,,"79,8",,102,,"74,5",
RE12040itkt,2876035,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,48352,https://doi.org/10.15454/YWSWUD,RE12040,VIRTUAL_TRIAL,,,,,,,,treated,2013,83,,154,,"82,5",,"93,9",,"68,6",
AO13006itkt,2876040,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61943,https://doi.org/10.15454/95ZYU4,AO13006,VIRTUAL_TRIAL,,,,,,,,treated,2013,75,,154,,"81,2",,"96,5",,"70,5",
RE12030itkt,2876062,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,158,,"82,2",,"61,3",,"44,8",
