observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
AO13002itkt,2876038,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,VIRTUAL_TRIAL,,,,,,,,treated,2013,83,,154,,"82,2",,"92,2",,"67,3",
RE12020itkt,2876046,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,154,,"80,9",,"78,5",,"57,3",
AO13014itkt,2876059,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,60818,https://doi.org/10.15454/CYMV5L,AO13014,VIRTUAL_TRIAL,,,,,,,,treated,2013,87,,158,,"81,2",,"84,6",,"61,8",
RE12005itkt,2876045,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61290,https://doi.org/10.15454/Q9AAOE,RE12005,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,156,,84,,"94,7",,"69,2",
Apacheitkt,2876054,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,78,,152,,"81,7",,"103,4",,"75,5",
AO13003itkt,2876037,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61449,https://doi.org/10.15454/ACXILT,AO13003,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,155,,81,,"110,6",,"80,8",
RE12039itkt,2876060,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61354,https://doi.org/10.15454/D4PG9N,RE12039,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,153,,"81,2",,"81,5",,"59,5",
CF12048itkt,2876050,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61386,https://doi.org/10.15454/SZ7V8T,CF12048,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,154,,"85,1",,"98,3",,"71,8",
CF12053itkt,2876066,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,48635,https://doi.org/10.15454/EYGP9K,CF12053,VIRTUAL_TRIAL,,,,,,,,treated,2013,86,,158,,"81,5",,"95,8",,70,
EM12096itkt,2876032,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,151,,"82,3",,"87,1",,"63,6",
DI13002itkt,2876049,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61791,https://doi.org/10.15454/GW5VMO,DI13002,VIRTUAL_TRIAL,,,,,,,,treated,2013,86,,156,,"81,8",,"92,4",,"67,5",
EM12044itkt,2876052,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,49319,https://doi.org/10.15454/QHF1AL,EM12044,VIRTUAL_TRIAL,,,,,,,,treated,2013,79,,154,,"82,1",,"94,5",,69,
CF12042itkt,2876047,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61367,https://doi.org/10.15454/TFKRVB,CF12042,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,156,,"82,7",,"92,9",,"67,8",
AO13008itkt,2876065,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,60717,https://doi.org/10.15454/QBK7AX,AO13008,VIRTUAL_TRIAL,,,,,,,,treated,2013,75,,154,,"81,6",,"88,4",,"64,6",
CF12062itkt,2876048,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61428,https://doi.org/10.15454/F7YNUM,CF12062,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,156,,"81,1",,"99,3",,"72,5",
EM12015itkt,2876068,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61864,https://doi.org/10.15454/ASTFXF,EM12015,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,149,,"81,8",,"84,2",,"61,5",
Attlassitkt,2876064,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,154,,"81,4",,94,,"68,7",
EM12040itkt,2876053,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,150,,"80,9",,"80,6",,"58,9",
CF12130itkt,2876061,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61462,https://doi.org/10.15454/9YFN5V,CF12130,VIRTUAL_TRIAL,,,,,,,,treated,2013,93,,154,,"82,6",,"98,3",,"71,8",
CF12149itkt,2876033,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61479,https://doi.org/10.15454/LE3Y6P,CF12149,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,154,,"80,3",,"60,5",,"44,2",
RE12002itkt,2876044,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,156,,"81,1",,"101,7",,"74,3",
Bermudeitkt,2876042,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,156,,"81,6",,"87,1",,"63,6",
Rubiskoitkt,2876067,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,treated,2013,78,,154,,"80,4",,"100,1",,"73,1",
CF12164itkt,2876036,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,61495,https://doi.org/10.15454/79MDPU,CF12164,VIRTUAL_TRIAL,,,,,,,,treated,2013,76,,155,,"81,7",,"70,5",,"51,5",
AO13013itkt,2876058,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,60800,https://doi.org/10.15454/Z0VQYE,AO13013,VIRTUAL_TRIAL,,,,,,,,treated,2013,79,,156,,"79,5",,"102,3",,"74,7",
