observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2821417,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,27042,https://doi.org/10.15454/1NUEUQ,RE05041,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,50,,"9,63",,"71,9",,"81,48",
2,2821421,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,27042,https://doi.org/10.15454/1NUEUQ,RE05041,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"50,76",,"11,4",,"72,9",,"103,74",
2,2821559,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"53,38",,"11,32",,"70,7",,"103,38",
2,2821557,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26980,https://doi.org/10.15454/RUE1SF,CF05173,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,62,,"79,51",
1,2821418,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,27042,https://doi.org/10.15454/1NUEUQ,RE05041,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"72,6",,"89,28",
1,2821478,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"68,7",,"72,35",
2,2821477,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"40,98",,"9,49",,"69,8",,"74,74",
2,2821549,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"44,57",,"10,02",,"73,1",,"81,89",
2,2821481,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,48,,"11,39",,"73,6",,"115,63",
1,2821548,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"47,54",,"10,25",,"74,3",,"72,45",
1,2821550,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"72,7",,"83,8",
1,2821480,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"46,87",,"11,6",,"73,3",,"108,62",
2,2821479,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"69,7",,"75,82",
1,2821476,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"40,54",,"8,98",,"70,7",,"75,92",
1,2821580,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"72,3",,"93,71",
1,2821496,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"67,5",,"72,07",
2,2821495,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"38,75",,"10,48",,"70,5",,"68,13",
2,2821459,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"47,16",,"9,6",,"72,7",,"75,7",
2,2821497,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"69,7",,"73,26",
1,2821494,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"37,12",,"10,98",,"70,2",,"71,84",
2,2821553,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"48,46",,"11,28",,"74,5",,"107,9",
2,2821499,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"46,22",,"11,32",,"72,1",,"97,44",
1,2821498,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"48,62",,"11,51",,"69,6",,"101,65",
1,2821406,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,48450,https://doi.org/10.15454/XWZ3V6,EM05312,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"69,8",,"79,68",
2,2821405,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,48450,https://doi.org/10.15454/XWZ3V6,EM05312,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"51,9",,"9,43",,"70,4",,"81,99",
1,2821460,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"65,8",,"81,52",
1,2821408,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,48450,https://doi.org/10.15454/XWZ3V6,EM05312,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"55,14",,"10,85",,"70,5",,"107,27",
1,2821552,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"49,83",,"11,15",,"73,7",,"102,03",
2,2821551,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"73,2",,"79,06",
2,2821409,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,48450,https://doi.org/10.15454/XWZ3V6,EM05312,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"57,47",,"10,98",,"71,1",,"104,51",
2,2821407,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,48450,https://doi.org/10.15454/XWZ3V6,EM05312,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"70,6",,"80,94",
1,2821404,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,48450,https://doi.org/10.15454/XWZ3V6,EM05312,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"50,84",,"9,16",,"71,2",,"75,63",
2,2821443,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49523,https://doi.org/10.15454/MMQSM6,CF05140,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"70,9",,"83,58",
1,2821514,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26973,https://doi.org/10.15454/GWNEQR,CF05091,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"65,4",,"70,74",
1,2821444,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49523,https://doi.org/10.15454/MMQSM6,CF05140,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"49,26",,"11,18",,"70,1",,"95,78",
1,2821440,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49523,https://doi.org/10.15454/MMQSM6,CF05140,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"46,8",,"9,85",,"70,1",,"73,47",
2,2821441,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49523,https://doi.org/10.15454/MMQSM6,CF05140,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"47,92",,"10,17",,"71,2",,"72,93",
2,2821513,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26973,https://doi.org/10.15454/GWNEQR,CF05091,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"41,55",,"10,09",,"70,2",,"71,05",
2,2821463,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"51,1",,"10,46",,"74,5",,"102,9",
2,2821445,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49523,https://doi.org/10.15454/MMQSM6,CF05140,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"51,1",,"11,21",,"70,7",,"101,98",
1,2821442,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49523,https://doi.org/10.15454/MMQSM6,CF05140,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"68,2",,"80,72",
2,2821517,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26973,https://doi.org/10.15454/GWNEQR,CF05091,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"44,97",,"11,21",,71,,"99,31",
2,2821469,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26974,https://doi.org/10.15454/BQTYVO,CF05161,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"56,81",,"10,59",,"68,1",,"99,98",
1,2821466,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26974,https://doi.org/10.15454/BQTYVO,CF05161,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"67,5",,"71,96",
1,2821464,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26974,https://doi.org/10.15454/BQTYVO,CF05161,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"47,31",,"9,57",,"70,2",,"69,75",
1,2821462,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"46,94",,"11,39",,"71,7",,"108,69",
2,2821467,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26974,https://doi.org/10.15454/BQTYVO,CF05161,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,68,,"68,9",
2,2821465,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26974,https://doi.org/10.15454/BQTYVO,CF05161,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"47,86",,"10,06",,"68,4",,"70,88",
2,2821461,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"74,7",,"81,15",
1,2821468,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26974,https://doi.org/10.15454/BQTYVO,CF05161,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"58,02",,"10,8",,"64,2",,"95,86",
2,2821577,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"39,78",,"9,79",,"70,6",,"101,85",
2,2821575,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"69,8",,"90,75",
1,2821574,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"68,2",,"88,22",
1,2821516,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26973,https://doi.org/10.15454/GWNEQR,CF05091,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"46,94",,"11,65",,"71,1",,"97,76",
2,2821515,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26973,https://doi.org/10.15454/GWNEQR,CF05091,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"69,6",,"77,59",
1,2821512,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26973,https://doi.org/10.15454/GWNEQR,CF05091,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"41,84",,"10,68",,69,,"68,35",
1,2821576,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"42,37",,"10,24",,"70,7",,"106,88",
2,2821573,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"37,73",,"8,61",,"70,7",,"84,05",
1,2821572,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26988,https://doi.org/10.15454/FV0GUM,EM05230,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"39,21",,"9,06",,"71,4",,"80,54",
1,2821490,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"70,5",,"62,31",
2,2821489,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"46,29",,"7,91",,"69,4",,"76,65",
1,2821488,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"42,13",,"8,74",,68,,"73,82",
1,2821524,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26970,https://doi.org/10.15454/ASLJXK,EM05055,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"44,7",,"8,89",,"68,2",,"78,34",
2,2821393,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"47,46",,"9,67",,"64,8",,"88,14",
1,2821492,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"53,76",,"10,18",,"68,5",,"105,93",
2,2821397,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"48,78",,"10,01",,"67,8",,"107,73",
2,2821493,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"52,9",,"10,72",,68,,"107,74",
2,2821491,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26987,https://doi.org/10.15454/KGPOGY,EM05178,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"66,3",,"72,72",
1,2821394,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"65,3",,"97,09",
1,2821526,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26970,https://doi.org/10.15454/ASLJXK,EM05055,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"66,8",,"71,63",
2,2821505,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"49,75",,"11,57",,"70,7",,"103,95",
1,2821396,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"47,54",,"12,14",,"61,8",,"105,24",
2,2821503,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"67,8",,"83,93",
2,2821501,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"47,16",,"9,22",,64,,"81,52",
1,2821504,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"49,09",,"11,1",,"70,5",,"96,95",
1,2821502,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"72,4",,"79,46",
1,2821500,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"43,22",,"9,77",,"68,6",,"72,44",
1,2821588,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"51,72",,"11,32",,"70,5",,"103,55",
1,2821392,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"47,54",,"9,63",,"67,1",,"87,52",
2,2821525,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26970,https://doi.org/10.15454/ASLJXK,EM05055,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"45,87",,"9,66",,"70,6",,"70,51",
2,2821395,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"65,2",,"94,62",
2,2821585,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"46,29",,"9,34",,70,,"73,86",
2,2821589,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"50,33",,"10,87",,70,,"107,7",
2,2821587,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"68,7",,"80,14",
1,2821586,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"67,7",,"79,91",
1,2821584,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49291,https://doi.org/10.15454/RCJVYZ,DI06004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"44,18",,"9,64",,"68,4",,"76,61",
2,2821579,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"42,07",,"9,58",,"70,6",,"85,11",
1,2821564,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"53,09",,"11,6",,"69,2",,"108,49",
2,2821563,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,,,"66,5",,"77,05",
2,2821561,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"43,47",,"10,05",,"71,5",,"73,57",
1,2821560,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"46,43",,"9,62",,"71,6",,"70,57",
2,2821457,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"46,08",,"11,17",,"72,8",,"114,55",
2,2821565,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"52,35",,"11,06",,"69,3",,"108,82",
1,2821562,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49098,https://doi.org/10.15454/YQH6B1,CF05070,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"69,1",,"73,41",
1,2821454,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"66,9",,"76,74",
1,2821438,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"46,15",,"11,45",,"69,9",,"99,98",
1,2821436,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,,,"62,9",,"46,09",
1,2821452,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"42,25",,"9,76",,"70,1",,"77,43",
2,2821583,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"38,91",,"12,92",,"66,5",,"102,43",
2,2821439,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"42,85",,"12,49",,"70,9",,"110,55",
2,2821435,BTH_Le_Moulon_2007_SetA2,BTH_Le_Moulon_2007_SetA2,49341,https://doi.org/10.15454/RKQK2G,CF05086,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"35,37",,"9,73",,"66,5",,"59,17",
