observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2880324,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,62036,https://doi.org/10.15454/BSSAED,CF10185,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,5",,"93,64",
2,2880182,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49577,https://doi.org/10.15454/DGTMEC,RE11075,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,10,,"77,79",
1,2880181,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49577,https://doi.org/10.15454/DGTMEC,RE11075,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"10,6",,"91,07",
2,2880184,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49577,https://doi.org/10.15454/DGTMEC,RE11075,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"9,8",,"98,94",
1,2880183,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49577,https://doi.org/10.15454/DGTMEC,RE11075,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,7",,"91,47",
1,2880269,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"10,6",,"80,61",
1,2880271,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,10,,"87,61",
2,2880270,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,6",,"74,02",
2,2880272,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"9,9",,"90,8",
2,2880264,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48537,https://doi.org/10.15454/OVF7NV,RE11113,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,1",,"99,93",
1,2880261,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48537,https://doi.org/10.15454/OVF7NV,RE11113,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"9,8",,"98,01",
1,2880263,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48537,https://doi.org/10.15454/OVF7NV,RE11113,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,6",,"106,62",
2,2880262,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48537,https://doi.org/10.15454/OVF7NV,RE11113,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"9,6",,"92,93",
1,2880275,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48613,https://doi.org/10.15454/12BULQ,RE11116,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,3",,"95,36",
2,2880274,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48613,https://doi.org/10.15454/12BULQ,RE11116,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"9,5",,"73,25",
1,2880273,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48613,https://doi.org/10.15454/12BULQ,RE11116,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"9,4",,"84,02",
2,2880276,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48613,https://doi.org/10.15454/12BULQ,RE11116,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"9,5",,"93,76",
1,2880201,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49214,https://doi.org/10.15454/8SM83Z,AO13027,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"10,2",,"77,36",
1,2880203,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49214,https://doi.org/10.15454/8SM83Z,AO13027,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"10,2",,"89,01",
2,2880204,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49214,https://doi.org/10.15454/8SM83Z,AO13027,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"9,8",,"92,49",
2,2880202,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49214,https://doi.org/10.15454/8SM83Z,AO13027,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,5",,"81,77",
1,2880287,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,5",,"100,7",
1,2880285,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"9,1",,"78,74",
2,2880288,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,7",,"103,35",
2,2880286,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"9,5",,"82,01",
1,2880257,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"10,4",,"70,04",
1,2880259,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"10,1",,"76,74",
2,2880258,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,9",,"66,85",
2,2880260,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,9",,"80,02",
2,2880212,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"13,3",,"68,84",
1,2880211,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"13,5",,"65,68",
2,2880210,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"11,5",,"56,72",
1,2880209,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"10,9",,"60,1",
2,2880308,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,8",,"93,57",
2,2880306,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,3",,"75,7",
1,2880305,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"10,1",,"80,91",
1,2880307,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"10,4",,"96,35",
1,2880185,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60961,https://doi.org/10.15454/0ZFI4A,AO12021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"9,9",,"79,48",
2,2880188,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60961,https://doi.org/10.15454/0ZFI4A,AO12021,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"9,9",,"104,69",
2,2880186,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60961,https://doi.org/10.15454/0ZFI4A,AO12021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,7",,"83,44",
1,2880187,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,60961,https://doi.org/10.15454/0ZFI4A,AO12021,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"10,8",,"108,14",
1,2880279,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,5",,"103,99",
2,2880278,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"9,4",,"83,6",
2,2880280,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,2",,"99,05",
1,2880277,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"9,3",,"83,76",
1,2880245,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"11,3",,"92,44",
1,2880247,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,8",,"96,43",
2,2880246,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,7",,"85,18",
2,2880248,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,11,,"97,05",
2,2880304,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,5",,"105,66",
2,2880302,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,2",,"74,89",
1,2880303,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,8",,"107,46",
1,2880301,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"9,9",,"87,16",
1,2880223,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49069,https://doi.org/10.15454/EHYGRO,DI12004,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,7",,"93,3",
2,2880224,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49069,https://doi.org/10.15454/EHYGRO,DI12004,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"9,7",,"98,26",
2,2880222,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49069,https://doi.org/10.15454/EHYGRO,DI12004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,10,,"84,13",
1,2880221,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,49069,https://doi.org/10.15454/EHYGRO,DI12004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"11,3",,"90,48",
1,2880199,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"9,4",,"101,64",
2,2880198,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2014,"10,1",,"82,58",
2,2880200,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"10,8",,"100,31",
1,2880197,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2014,"9,3",,"77,38",
