observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI00016itknt,2765871,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"198,4",,"80,9",
EM00013itknt,2765849,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48376,gnpis_pui:holding-921_taxon-4898_accession-48376,EM00013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,102,,"41,6",
DI00016itkt,2765872,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,VIRTUAL_TRIAL,,,,,,,,treated,2000,"120,7",,98,
EM00009itknt,2765815,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,49567,gnpis_pui:holding-921_taxon-4898_accession-49567,EM00009,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"118,5",,"48,3",
CF99105itknt,2765869,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"193,4",,"78,8",
DI00013itkt,2765842,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,49391,gnpis_pui:holding-921_taxon-4898_accession-49391,DI00013,VIRTUAL_TRIAL,,,,,,,,treated,2000,"105,4",,"85,6",
CF99105itkt,2765870,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,treated,2000,"128,8",,"104,6",
CF99106itknt,2765875,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,49192,gnpis_pui:holding-921_taxon-4898_accession-49192,CF99106,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"99,9",,"40,8",
RE00006itkt,2765836,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48591,gnpis_pui:holding-921_taxon-4898_accession-48591,RE00006,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,8",,"72,9",
RE00006itknt,2765835,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48591,gnpis_pui:holding-921_taxon-4898_accession-48591,RE00006,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"114,2",,"46,6",
CF99175itknt,2765811,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48961,gnpis_pui:holding-921_taxon-4898_accession-48961,CF99175,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"116,7",,"47,6",
CF00191itkt,2765880,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,treated,2000,"113,7",,"92,4",
EM00011itkt,2765854,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48448,gnpis_pui:holding-921_taxon-4898_accession-48448,EM00011,VIRTUAL_TRIAL,,,,,,,,treated,2000,"108,3",,88,
CF00191itknt,2765879,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"100,9",,"41,2",
LM00002itkt,2765824,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48625,gnpis_pui:holding-921_taxon-4898_accession-48625,LM00002,VIRTUAL_TRIAL,,,,,,,,treated,2000,"113,7",,"92,3",
LM00002itknt,2765823,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48625,gnpis_pui:holding-921_taxon-4898_accession-48625,LM00002,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"74,4",,"30,4",
DI00013itknt,2765841,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,49391,gnpis_pui:holding-921_taxon-4898_accession-49391,DI00013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"105,6",,43,
CF99175itkt,2765812,BTH_Orgeval_2000_SetB2,BTH_Orgeval_2000_SetB2,48961,gnpis_pui:holding-921_taxon-4898_accession-48961,CF99175,VIRTUAL_TRIAL,,,,,,,,treated,2000,"95,7",,"77,7",
