observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Rumbaitkt,2766704,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,59728,https://doi.org/10.15454/AYEEVH,RUMBA,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,2",,92,
CF00193itkt,2766713,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,25895,https://doi.org/10.15454/WTZMDS,CF00193,VIRTUAL_TRIAL,,,,,,,,treated,2000,73,,"74,5",
RE00015itkt,2766718,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49501,gnpis_pui:holding-921_taxon-4898_accession-49501,RE00015,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,1",,"90,9",
RE99159itkt,2766700,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,48432,gnpis_pui:holding-921_taxon-4898_accession-48432,RE99159,VIRTUAL_TRIAL,,,,,,,,treated,2000,88,,"89,8",
DI00026itkt,2766689,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49579,gnpis_pui:holding-921_taxon-4898_accession-49579,DI00026,VIRTUAL_TRIAL,,,,,,,,treated,2000,"88,6",,"90,4",
RE00013itkt,2766699,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,48662,gnpis_pui:holding-921_taxon-4898_accession-48662,RE00013,VIRTUAL_TRIAL,,,,,,,,treated,2000,100,,"102,1",
DI00027itkt,2766690,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,48819,gnpis_pui:holding-921_taxon-4898_accession-48819,DI00027,VIRTUAL_TRIAL,,,,,,,,treated,2000,"87,1",,"88,9",
DI00020itkt,2766687,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49114,gnpis_pui:holding-921_taxon-4898_accession-49114,DI00020,VIRTUAL_TRIAL,,,,,,,,treated,2000,"92,3",,"94,2",
CF99276itkt,2766701,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49124,gnpis_pui:holding-921_taxon-4898_accession-49124,CF99276,VIRTUAL_TRIAL,,,,,,,,treated,2000,"103,8",,"105,9",
CF99306itkt,2766720,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49563,gnpis_pui:holding-921_taxon-4898_accession-49563,CF99306,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,7",,"95,6",
DI00021itkt,2766688,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49622,gnpis_pui:holding-921_taxon-4898_accession-49622,DI00021,VIRTUAL_TRIAL,,,,,,,,treated,2000,"88,4",,"90,2",
CF99183itkt,2766716,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,48558,gnpis_pui:holding-921_taxon-4898_accession-48558,CF99183,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,5",,"86,2",
CF00192itkt,2766712,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,48567,gnpis_pui:holding-921_taxon-4898_accession-48567,CF00192,VIRTUAL_TRIAL,,,,,,,,treated,2000,94,,"95,9",
CF99228itkt,2766714,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49255,gnpis_pui:holding-921_taxon-4898_accession-49255,CF99228,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,4",,"86,1",
RE00012itkt,2766717,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,48445,gnpis_pui:holding-921_taxon-4898_accession-48445,RE00012,VIRTUAL_TRIAL,,,,,,,,treated,2000,"88,9",,"90,7",
EM00016itkt,2766707,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49491,gnpis_pui:holding-921_taxon-4898_accession-49491,EM00016,VIRTUAL_TRIAL,,,,,,,,treated,2000,"98,8",,"100,8",
DI00023itkt,2766686,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,48610,gnpis_pui:holding-921_taxon-4898_accession-48610,DI00023,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,5",,"92,4",
CF99191itkt,2766702,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49412,gnpis_pui:holding-921_taxon-4898_accession-49412,CF99191,VIRTUAL_TRIAL,,,,,,,,treated,2000,"85,5",,"87,3",
Virtuoseitkt,2766697,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,49089,https://doi.org/10.15454/TOLYT8,VIRTUOSE,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,8",,"95,7",
Chargeritkt,2766703,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2000,"94,5",,"96,4",
Tremieitkt,2766684,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2000,"108,2",,"110,4",
EM00018itkt,2766705,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,26109,https://doi.org/10.15454/S5ERQF,EM00018,VIRTUAL_TRIAL,,,,,,,,treated,2000,88,,"89,8",
EM00020itkt,2766683,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,26863,https://doi.org/10.15454/CM80JS,EM00020,VIRTUAL_TRIAL,,,,,,,,treated,2000,"85,9",,"87,7",
DI00024itkt,2766691,BTH_Lusignan_2000_SetB3,BTH_Lusignan_2000_SetB3,26107,https://doi.org/10.15454/IJHBYL,DI00024,VIRTUAL_TRIAL,,,,,,,,treated,2000,"98,3",,"100,3",
