observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI03003,2795211,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26426,https://doi.org/10.15454/PIXJ6I,DI03003,VIRTUAL_TRIAL,,,,,,,,2004,5,
EM02224,2795225,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26806,https://doi.org/10.15454/MJW2ZX,EM02224,VIRTUAL_TRIAL,,,,,,,,2004,4,
EM02054,2795204,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26805,https://doi.org/10.15454/A80GXX,EM02054,VIRTUAL_TRIAL,,,,,,,,2004,5,
Apache,2795207,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2004,NA,
CF01185,2795220,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26425,https://doi.org/10.15454/LCAXP3,CF01185,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
EM02024,2795222,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26410,https://doi.org/10.15454/XJYZVF,EM02024,VIRTUAL_TRIAL,,,,,,,,2004,5,
EM02096,2795200,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,2004,6,
Charger,2795210,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Caphorn,2795208,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2004,NA,
CF02170,2795206,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
CF02252,2795214,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,2004,6,
CF02266,2795198,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
CF02283,2795227,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26424,https://doi.org/10.15454/EQGEJX,CF02283,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
DI03011,2795196,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
DI03008,2795201,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
EM02209,2795219,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,2004,4,
EM02231,2795202,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
EM02065,2795212,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,2004,"3,5",
EM02233,2795203,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26416,https://doi.org/10.15454/HJAB4N,EM02233,VIRTUAL_TRIAL,,,,,,,,2004,"3,5",
CF02093,2795216,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,2004,4,
EM02026,2795226,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26411,https://doi.org/10.15454/CYWIQW,EM02026,VIRTUAL_TRIAL,,,,,,,,2004,5,
DI03012,2795195,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,26429,https://doi.org/10.15454/FOQIZY,DI03012,VIRTUAL_TRIAL,,,,,,,,2004,"3,5",
