observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2841553,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,27899,https://doi.org/10.15454/A4HIHD,AO09017,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"104,9",
2,2841570,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,27811,https://doi.org/10.15454/N3NIWD,DI09015,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,94,
1,2841569,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,27811,https://doi.org/10.15454/N3NIWD,DI09015,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"107,75",
1,2841545,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,27308,https://doi.org/10.15454/4AWT90,RE08030,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"89,99",
2,2841546,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,27308,https://doi.org/10.15454/4AWT90,RE08030,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"87,85",
2,2841528,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"97,37",
1,2841527,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"107,46",
1,2841557,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,27901,https://doi.org/10.15454/S65MX6,AO09019,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"92,87",
2,2841558,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,27901,https://doi.org/10.15454/S65MX6,AO09019,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"84,58",
1,2841519,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,48447,gnpis_pui:holding-921_taxon-4898_accession-48447,AO09020,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"98,64",
2,2841520,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,48447,gnpis_pui:holding-921_taxon-4898_accession-48447,AO09020,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,87,
2,2841544,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"95,63",
1,2841543,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"101,43",
2,2841548,BTH_Clermont-Ferrand_2009_SetB2,BTH_Clermont-Ferrand_2009_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"89,66",
