doc_id,section_name,entity_id,entity_type,start_offset,end_offset,surface_form,reference,label
7936661,abstracttext,FE2C9AF8B62BE6E06A08967F98A6665837451584,taxon,87,94,chicken,"http://purl.obolibrary.org/obo/NCBITaxon_9031",Gallus gallus
7936661,abstracttext,D8907AC3CE578DF7A294FB8918AE19CC7E57BB71,taxon,1570,1575,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7938001,articletitle,62B7D27874618B1C481146C4ED31594ED2AD8C0E,taxon,18,23,human,"http://purl.obolibrary.org/obo/NCBITaxon_9606",Homo sapiens
7938001,abstracttext,C7A5A009BD2C8DD6A81C12D9F862DCA7598991F3,taxon,72,77,human,"http://purl.obolibrary.org/obo/NCBITaxon_9606",Homo sapiens
7938001,abstracttext,C3A0404D88618A41F2F1E124B2BB636B70160C78,taxon,109,114,HIV-1,"http://purl.obolibrary.org/obo/NCBITaxon_11676",Human immunodeficiency virus 1
7938001,abstracttext,098578FF8F6110E72295AD4AA4BA203472644F55,taxon,179,184,HIV-1,"http://purl.obolibrary.org/obo/NCBITaxon_11676",Human immunodeficiency virus 1
7938001,abstracttext,568785DE380230F95C4E11822E5A9754573B73A4,taxon,1282,1288,bovine,"http://purl.obolibrary.org/obo/NCBITaxon_9913",Bos taurus
7938001,abstracttext,016F19EF8D512706C3C7B4FEE23551DC963D3EE8,taxon,1300,1305,human,"http://purl.obolibrary.org/obo/NCBITaxon_9606",Homo sapiens
7938001,abstracttext,05B6CAC733F86D7AED85B695DB4621BDFE019657,taxon,1359,1380,Staphylococcus aureus,"http://purl.obolibrary.org/obo/NCBITaxon_1280",Staphylococcus aureus
7938001,abstracttext,4B8523468CD0B4994D038F09D6801421A89FBF76,taxon,1385,1411,Staphylococcus epidermidis,"http://purl.obolibrary.org/obo/NCBITaxon_1282",Staphylococcus epidermidis
7938001,abstracttext,9C9D079C6CB9CD2243A774F03208F6D6B659DE98,taxon,1415,1442,Staphylococcus haemolyticus,"http://purl.obolibrary.org/obo/NCBITaxon_1283",Staphylococcus haemolyticus
7938001,abstracttext,3449A3A6C867C6A393EE0A5B9B9A0010694D615F,taxon,1446,1468,Staphylococcus hominis,"http://purl.obolibrary.org/obo/NCBITaxon_1290",Staphylococcus hominis
7938001,abstracttext,EF21FE9C465F3E006E8B684D2A307A8DFBFA1368,taxon,1472,1494,Staphylococcus capitis,"http://purl.obolibrary.org/obo/NCBITaxon_29388",Staphylococcus capitis
7938001,abstracttext,52F0030A64B090EF326E0173F314019B974628A5,taxon,1498,1520,Staphylococcus warneri,"http://purl.obolibrary.org/obo/NCBITaxon_1292",Staphylococcus warneri
7938001,abstracttext,415594A8F70611787C98FB8692C41DDDB82398DE,taxon,1524,1552,Staphylococcus saprophyticus,"http://purl.obolibrary.org/obo/NCBITaxon_29385",Staphylococcus saprophyticus
7938001,abstracttext,0BD9490114B3530DB58F1FBE246808E14F11E0A4,taxon,1750,1753,HIV,"http://purl.obolibrary.org/obo/NCBITaxon_11676",Human immunodeficiency virus 1
7938001,abstracttext,9779046BE4D9735B5CB3A8299C399CB4134D4157,taxon,1916,1921,HIV-1,"http://purl.obolibrary.org/obo/NCBITaxon_11676",Human immunodeficiency virus 1
7938001,abstracttext,36CFB5D26A575D59A925647E7F3663894A80CF45,taxon,1959,1962,HIV,"http://purl.obolibrary.org/obo/NCBITaxon_11676",Human immunodeficiency virus 1
7972496,articletitle,2878F4351A258778F575852753676F41CAE9E13D,taxon,134,138,rice,"http://purl.obolibrary.org/obo/NCBITaxon_4530",Oryza sativa
7972496,abstracttext,F2ED08537C9C66D93E6D0E3EEC36649222F4CC87,taxon,84,99,Oryza sativa L.,"http://purl.obolibrary.org/obo/NCBITaxon_4530",Oryza sativa
7972496,abstracttext,1F45AF72367EFD2805D7CC7E52459F8BF3BC815F,taxon,591,597,plants,"http://purl.obolibrary.org/obo/NCBITaxon_3193",Embryophyta
7972496,abstracttext,8472BA684F6F2F8AE51B04C2F23716B81E79333B,taxon,716,722,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
7972496,abstracttext,FCCA697A32FE4E5D1F38498F9CB2979F8FCB4033,taxon,727,732,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7972496,abstracttext,704748CC3D09D9A9F04C0EA8D4FB5B23C5CF4E41,taxon,1538,1542,rice,"http://purl.obolibrary.org/obo/NCBITaxon_4530",Oryza sativa
7964624,articletitle,C3B73A1398A27DF8E194D88395341F9211735B7C,taxon,32,38,peanut,"http://purl.obolibrary.org/obo/NCBITaxon_3818",Arachis hypogaea
7964624,articletitle,409AF0DA6A11F846A780A3A619AAE230CAFC8FE4,taxon,116,123,viruses,"http://purl.obolibrary.org/obo/NCBITaxon_10239",Viruses
7964624,abstracttext,B6D70EFAB5760E0AD8358A456F36A7B304A1494A,taxon,69,75,peanut,"http://purl.obolibrary.org/obo/NCBITaxon_3818",Arachis hypogaea
7964624,abstracttext,B0C390DA2359EDACFEC77B649A8000E53B95D8DC,taxon,89,92,PCV,"http://purl.obolibrary.org/obo/NCBITaxon_28355",Peanut clump virus
7964624,abstracttext,D1B0321C6F595518817E0C8F711AA9D13EB6D0F1,taxon,504,511,viruses,"http://purl.obolibrary.org/obo/NCBITaxon_10239",Viruses
7964624,abstracttext,D9B10BF2947049A5F573B090CDF9AA2CB45BECD7,taxon,879,882,PCV,"http://purl.obolibrary.org/obo/NCBITaxon_28355",Peanut clump virus
7964624,abstracttext,DEA5D9FC09448E60A6526D5B327EA900CEFA80FD,taxon,1017,1022,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7964624,abstracttext,E9D80EE83FB4C50AD00E09407EDCDB5D0889F7AF,taxon,1174,1180,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
7964624,abstracttext,0CF707972C4F3C092FF6C8A4A03EADC2BD47B3C0,taxon,1202,1206,BSMV,"http://purl.obolibrary.org/obo/NCBITaxon_12327",Barley stripe mosaic virus
7964624,abstracttext,AA727F42917ABF4127795FFE8E41B1BBC8CCBDF8,taxon,1273,1277,beet,"http://purl.obolibrary.org/obo/NCBITaxon_161934",Beta vulgaris
7964624,abstracttext,4D4CF4C59E2ED799B9730420A27A74A3C5AA23D8,taxon,1530,1533,PCV,"http://purl.obolibrary.org/obo/NCBITaxon_28355",Peanut clump virus
7964624,abstracttext,18F5474DC91D16F570B1B0C5E117D30EECFE3410,taxon,1851,1855,BSMV,"http://purl.obolibrary.org/obo/NCBITaxon_12327",Barley stripe mosaic virus
7832779,abstracttext,226729DCD132FA8376AD61166F3EE0ADC746F8E6,taxon,1009,1015,lentil,"http://purl.obolibrary.org/obo/NCBITaxon_3864",Lens culinaris
7832779,abstracttext,479F423EBE217F15BE61AAC973E3E623461D29D7,taxon,1048,1053,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7881181,abstracttext,692457AF12CB1CD6A77B0E8622A9F35CADD7C9F6,taxon,374,379,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7881181,abstracttext,5DA4E50F13D38BC657EEB881C1C09592F0412898,gene,542,545,VM4,"http://ns.inria.fr/d2kab/gene/286138CCD7C0D2714275B58F66A35C07AEA8F719",VM4
7881181,abstracttext,BF8D55DE6D47944EE9FD3419B44D288EAD2F0F48,gene,567,569,D2,"http://ns.inria.fr/d2kab/gene/7CCEA7F24DC4060EC3572B23A0E724CE6EE94679",D2
7881181,abstracttext,884302260459C3C49CA2582CB30696721F0D5450,gene,665,668,VM4,"http://ns.inria.fr/d2kab/gene/286138CCD7C0D2714275B58F66A35C07AEA8F719",VM4
7881181,abstracttext,5E150EC2835239F21C236BF60532E791E7F674C1,gene,716,718,D2,"http://ns.inria.fr/d2kab/gene/7CCEA7F24DC4060EC3572B23A0E724CE6EE94679",D2
7881181,abstracttext,139552FEE2509E16B53DE06C555CB7C1CFE70390,gene,1291,1294,VM4,"http://ns.inria.fr/d2kab/gene/286138CCD7C0D2714275B58F66A35C07AEA8F719",VM4
7881181,abstracttext,9CAE1E9B434740C8F012A442C4E6396E7838493A,taxon,1320,1324,mice,"http://purl.obolibrary.org/obo/NCBITaxon_10088",Mus
7744618,articletitle,6F7248B2F358466CA8F4F21EE258FB288A9BB8B9,gene,4,7,DQ2,"http://ns.inria.fr/d2kab/gene/2D9ECEE422144E5D3C101D3EA65140F6B363DB1F",DQ2
7744618,abstracttext,2E0BEFD880951783CBD0312BA8B5AE64EAA7A206,taxon,62,67,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7744618,abstracttext,0C4FCCC986141631F5A1B2DFD88676CC1408534E,gene,153,156,DQ2,"http://ns.inria.fr/d2kab/gene/2D9ECEE422144E5D3C101D3EA65140F6B363DB1F",DQ2
7744618,abstracttext,A18C6F0AF08BB161C6F413EF22D4CCBA0364E787,gene,540,543,DQ2,"http://ns.inria.fr/d2kab/gene/2D9ECEE422144E5D3C101D3EA65140F6B363DB1F",DQ2
7744618,abstracttext,5FFB8BF0A50C48989349FA3D3D6F3B610CA65BAA,gene,892,895,DQ2,"http://ns.inria.fr/d2kab/gene/2D9ECEE422144E5D3C101D3EA65140F6B363DB1F",DQ2
7704046,articletitle,3712FE9420989263A545F6D799EE5858613D273B,taxon,128,134,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
7704046,abstracttext,FEDFE2DBBAE6362DE554CA1D908E787F5DC7B96C,taxon,363,369,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
7704046,abstracttext,1C794EE3321AD59F2147E0408720AC6E980F0741,taxon,689,696,plasmid,"http://purl.obolibrary.org/obo/NCBITaxon_45202",unidentified plasmid
7704046,abstracttext,7B45EF45F7584340BCC7030199CF6AB4F367C997,taxon,1143,1148,maize,"http://purl.obolibrary.org/obo/NCBITaxon_4577",Zea mays
7704046,abstracttext,F6FD10CA8A81ED3360EA904BBE3C00750855D048,gene,1149,1153,Adh1,"http://ns.inria.fr/d2kab/gene/AA4E926A83063023B7DB8B74B5F5B38EC0069EF6",Adh1
7704046,abstracttext,A9415AF426D7FB0DDFB34E47C9C9551375F9F40E,taxon,1159,1164,maize,"http://purl.obolibrary.org/obo/NCBITaxon_4577",Zea mays
7704046,abstracttext,B18679B2033DF39465A11F0F44DF231B7670E926,taxon,1280,1287,plasmid,"http://purl.obolibrary.org/obo/NCBITaxon_45202",unidentified plasmid
7704046,abstracttext,CA69C1FAB5637B7577B83E076999A2316380763C,taxon,1508,1513,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7704046,abstracttext,76E6CE7708B5F13999C2270D84DE23F8537F9821,taxon,1820,1826,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
7724671,articletitle,7C2E4101644310970141782DCAD2EBA361C79364,taxon,78,103,Chlamydomonas reinhardtii,"http://purl.obolibrary.org/obo/NCBITaxon_3055",Chlamydomonas reinhardtii
7724671,abstracttext,99637FA944892E1D779AFF48EB7D6B394966197C,taxon,154,179,Chlamydomonas reinhardtii,"http://purl.obolibrary.org/obo/NCBITaxon_3055",Chlamydomonas reinhardtii
7724671,abstracttext,858866AC2B5208513858FBFFCC641F90E984ED3E,taxon,757,770,Chlamydomonas,"http://purl.obolibrary.org/obo/NCBITaxon_3052",Chlamydomonas
7724671,abstracttext,616628F541E70B9F1B34E1F51482F403DD3935A3,taxon,809,822,Chlamydomonas,"http://purl.obolibrary.org/obo/NCBITaxon_3052",Chlamydomonas
7724671,abstracttext,388E46B27AC1EC23F62F910033E9369039BE8432,taxon,1133,1147,C. reinhardtii,"http://purl.obolibrary.org/obo/NCBITaxon_3055",Chlamydomonas reinhardtii
7724671,abstracttext,679FFA665E01B65392133FF02F9C8A0182D8EFDB,taxon,1193,1207,C. reinhardtii,"http://purl.obolibrary.org/obo/NCBITaxon_3055",Chlamydomonas reinhardtii
7724671,abstracttext,EEF1D36C49D07EBE7C3073AD66EC9AF9BC560F37,taxon,1260,1265,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7724671,abstracttext,15E7E7FB8BD12F9AB8786640B2587F8275A36EFE,taxon,1288,1295,spinach,"http://purl.obolibrary.org/obo/NCBITaxon_3562",Spinacia oleracea
7724671,abstracttext,761FFADCB5CF9800081EA74F10B68EA227F5EB29,taxon,1396,1410,C. reinhardtii,"http://purl.obolibrary.org/obo/NCBITaxon_3055",Chlamydomonas reinhardtii
8025823,articletitle,9CC4FC9547891A42D2735E2DEFAE1DCEFBCD30F5,taxon,109,121,sweet potato,"http://purl.obolibrary.org/obo/NCBITaxon_4120",Ipomoea batatas
8025823,abstracttext,67BFD7B5D87FD024FA799BA3BFE932A2B8F9F1C8,taxon,35,47,sweet potato,"http://purl.obolibrary.org/obo/NCBITaxon_4120",Ipomoea batatas
8025823,abstracttext,8D2366A9E49CA96C1137DEDEFFE8D41DE3F119B4,taxon,1511,1516,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7829517,articletitle,273AC7909817D27DB4348A136AE0699E74712F6A,taxon,108,113,human,"http://purl.obolibrary.org/obo/NCBITaxon_9606",Homo sapiens
7829517,articletitle,8AFABE466E35C0458BB9693010EE2E0CF88E1458,taxon,131,137,bovine,"http://purl.obolibrary.org/obo/NCBITaxon_9913",Bos taurus
7829517,abstracttext,22B63E803DB2A1F590B298000E844EF7708D3F1E,taxon,265,269,test,"http://purl.obolibrary.org/obo/NCBITaxon_1176726",test for taxonomy notification
7829517,abstracttext,BAD4AB1E33C587FAE4095C32FD642399C0E44843,taxon,1203,1208,human,"http://purl.obolibrary.org/obo/NCBITaxon_9606",Homo sapiens
7829517,abstracttext,599D260DC6F260033768611A7A206FABB0E02815,taxon,1226,1232,bovine,"http://purl.obolibrary.org/obo/NCBITaxon_9913",Bos taurus
7829517,abstracttext,227058F9BF4499646D1422DDED2FC1FA26192E04,taxon,1329,1334,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
7829517,abstracttext,530D5F046407A7CD714B6FC409293343564EADCB,taxon,1627,1633,bovine,"http://purl.obolibrary.org/obo/NCBITaxon_9913",Bos taurus
7829517,abstracttext,037E38511AEDC15709CD59DBB4E031F7537E503B,gene,1818,1821,BP1,"http://ns.inria.fr/d2kab/gene/67EB57B22BB2E9FB9A8691F9F86D5048EE6300E5",BP1
6929521,articletitle,FBEAE2AB16BE4B2E6A4459501BAC48FFFF529902,taxon,60,84,Dictyostelium discoideum,"http://purl.obolibrary.org/obo/NCBITaxon_44689",Dictyostelium discoideum
6929521,abstracttext,9DAA44D9B24EFCAD39E09A92A2594151FAC1810C,taxon,36,60,Dictyostelium discoideum,"http://purl.obolibrary.org/obo/NCBITaxon_44689",Dictyostelium discoideum
6929521,abstracttext,55A4C2170E26301AE916716A3B41906C5E531327,taxon,1120,1125,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
6602802,abstracttext,FC18F02CBBC948CC37CED1F3A8D2E7B963CAECF8,taxon,215,223,bullfrog,"http://purl.obolibrary.org/obo/NCBITaxon_8400",Rana catesbeiana
6602802,abstracttext,AECD40F2E0A2CB58B341B0C25EE24EC06422C005,taxon,764,769,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
6309826,articletitle,4DB188A77E1F6465E1FF1F9B3BEC814B1123EAC3,taxon,62,67,human,"http://purl.obolibrary.org/obo/NCBITaxon_9606",Homo sapiens
6309826,abstracttext,1918AA016FEA4AD88B55243C3CA3F22BBCF1CCB1,taxon,35,40,human,"http://purl.obolibrary.org/obo/NCBITaxon_9606",Homo sapiens
6309826,abstracttext,99CB771B96710C5FEBCCFC8DE74DB2596FE27408,taxon,91,96,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
6309826,abstracttext,A6D0C5F0F938CFFC172CD3D438F0D63853272EB4,taxon,515,533,Rous sarcoma virus,"http://purl.obolibrary.org/obo/NCBITaxon_11886",Rous sarcoma virus
6309826,abstracttext,703CC9278966B9A721A97BC9A225B26B79BF608A,taxon,601,608,rabbits,"http://purl.obolibrary.org/obo/NCBITaxon_9986",Oryctolagus cuniculus
6309826,abstracttext,5F53181270D0634B1BFC0761442008045DAC818F,taxon,639,657,Rous sarcoma virus,"http://purl.obolibrary.org/obo/NCBITaxon_11886",Rous sarcoma virus
