observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,ASI_D20deg(MIPO:0000026),ASI_D20deg(MIPO:0000026).date,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,ear_height(MIPO:0000007),ear_height(MIPO:0000007).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
400920,3349797,Cra12,KWS Caracal 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,400920,,8,17,"REPLICATE>BLOCK>PLOT:400920,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,"3,48579597920",,"69,7269833316",,2096.7291025999,,5.906421828,,281.6969450496,,"73,2127793108",,85,,190,,240,
402216,3348901,Cra12,KWS Caracal 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,402216,,18,29,"REPLICATE>BLOCK>PLOT:402216,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2012,"-3,09206732120",,"76,304846632",,308.5911784068,,0.7274909964,,235.7458823529,,"73,2127793108",,50,,120,,160,
400638,3350102,Cra12,KWS Caracal 2012,127545,https://doi.org/10.15454/V1LWRV,FP1_H,REPLICATE>BLOCK>PLOT,,,400638,,20,11,"REPLICATE>BLOCK>PLOT:400638,REPLICATE>BLOCK:20,REPLICATE:1",watered,2012,"-7,03701247720",,"73,2127793108",,1687.5981161695,,4.2516253663,,251.9335217056,,"66,1757668336",,100,,180,,220,
402707,3349432,Cra12,KWS Caracal 2012,127545,https://doi.org/10.15454/V1LWRV,FP1_H,REPLICATE>BLOCK>PLOT,,,402707,,5,31,"REPLICATE>BLOCK>PLOT:402707,REPLICATE>BLOCK:5,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,"-7,03701247720",,"73,2127793108",,1658.1632653061,,3.7829531813,,228.1411764706,,"66,1757668336",,60,,140,,170,
402619,3349337,Cra12,KWS Caracal 2012,127545,https://doi.org/10.15454/V1LWRV,FP1_H,REPLICATE>BLOCK>PLOT,,,402619,,7,15,"REPLICATE>BLOCK>PLOT:402619,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,"-5,04291969460",,"74,7699030262",,1159.5547309833,,2.8685064935,,247.38,,"69,7269833316",,65,,140,,175,
402315,3349008,Cra12,KWS Caracal 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,402315,,16,2,"REPLICATE>BLOCK>PLOT:402315,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,2012,"-7,99211388860",,"79,3444082809",,675.2701080432,,1.7238710869,,255.2861538462,,"71,3522943923",,45,,105,,150,
402632,3349351,Cra12,KWS Caracal 2012,127474,https://doi.org/10.15454/GF4RQE,EP55_H,REPLICATE>BLOCK>PLOT,,,402632,,7,28,"REPLICATE>BLOCK>PLOT:402632,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,"-9,55786792560",,"80,9101623179",,525.2100840336,,1.3579831933,,258.56,,"71,3522943923",,60,,110,,150,
401059,3349645,Cra12,KWS Caracal 2012,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,REPLICATE>BLOCK>PLOT,,,401059,,2,22,"REPLICATE>BLOCK>PLOT:401059,REPLICATE>BLOCK:2,REPLICATE:2",watered,2012,"1,62531106070",,"69,7269833316",,2077.2594752187,,5.6111007366,,270.1203582668,,"71,3522943923",,80,,175,,225,
402161,3348842,Cra12,KWS Caracal 2012,127401,https://doi.org/10.15454/AQWE02,PH207_H,REPLICATE>BLOCK>PLOT,,,402161,,20,12,"REPLICATE>BLOCK>PLOT:402161,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,2012,"-6,81893186870",,"71,3522943923",,255.1020408163,,0.5746236956,,225.2524886878,,"64,5333625236",,45,,105,,140,
400695,3350041,Cra12,KWS Caracal 2012,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,REPLICATE>BLOCK>PLOT,,,400695,,18,2,"REPLICATE>BLOCK>PLOT:400695,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,2012,"-3,41760863390",,"74,7699030262",,951.5711046323,,2.3235627002,,244.1817210378,,"71,3522943923",,80,,135,,175,
