id,name,class,decimal,upper,lower
0000421,index,NumericalScale,0.0,0.0,1000.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0001591,mmol H2O/m2/s,NumericalScale,2.0,0.0,100.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0000410,%,NumericalScale,1.0,0.0,100.0
0001592,g/MJ,NumericalScale,2.0,0.0,10.0
0001592,g/MJ,NumericalScale,2.0,0.0,10.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0000421,index,NumericalScale,0.0,0.0,1000.0
0000805,g/m2,NumericalScale,0.0,0.0,100.0
0000411,cm,NumericalScale,1.0,5.0,90.0
0000428,mm,NumericalScale,1.0,2.0,40.0
0001593,g,NumericalScale,1.0,0.0,0.0
0000606,0-8 Rust infection type,OrdinalScale,1.0,0.0,0.0
0001594,1-5 LRoll scale,OrdinalScale,0.0,0.0,0.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000462,1-5 scoring scale,OrdinalScale,1.0,0.0,0.0
0001656,grains/tiller,NumericalScale,1.0,0.0,0.0
0001593,g,NumericalScale,1.0,0.0,0.0
0000855,Julian date (JD),TimeScale,0.0,0.0,0.0
0500502,0-1 Absence/Presence,OrdinalScale,1.0,0.0,1.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0500517,1-6 Grade Rating,OrdinalScale,1.0,1.0,6.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500520,1-9 response scale,OrdinalScale,1.0,1.0,9.0
0500523,degrees C,NumericalScale,1.0,0.0,0.0
0500523,degrees C,NumericalScale,1.0,0.0,0.0
0500523,degrees C,NumericalScale,1.0,0.0,0.0
0500523,degrees C,NumericalScale,1.0,0.0,0.0
0000411,cm,NumericalScale,1.0,5.0,90.0
0500501,-1 to 1 standard deviations,NumericalScale,1.0,-1.0,1.0
0500527,spad,NumericalScale,1.0,0.0,0.0
0500508,0-10 response scale,OrdinalScale,1.0,0.0,10.0
0000440,spikelet/spike,NumericalScale,1.0,1.0,50.0
0500520,1-9 response scale,OrdinalScale,1.0,1.0,9.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500519,1-9 Leaf Angle Rating,OrdinalScale,1.0,1.0,9.0
0500527,spad,NumericalScale,1.0,0.0,0.0
0500506,0-10 Glaucousness Rating,OrdinalScale,1.0,0.0,10.0
0000434,day,DurationScale,0.0,40.0,240.0
0000411,cm,NumericalScale,1.0,5.0,90.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000434,day,DurationScale,0.0,40.0,240.0
0500501,-1 to 1 standard deviations,NumericalScale,1.0,-1.0,1.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000804,kg/ha,NumericalScale,0.0,0.0,20000.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500509,0-3 injury scale,OrdinalScale,1.0,0.0,3.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0500526,skcs index,NumericalScale,1.0,0.0,0.0
0500518,1-9 Glaucousness Rating,OrdinalScale,1.0,1.0,9.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0500502,0-1 Absence/Presence,OrdinalScale,1.0,0.0,1.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0500524,grain,NumericalScale,1.0,0.0,0.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500515,1-4 Growth Habit Rating,OrdinalScale,1.0,1.0,4.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0001593,g,NumericalScale,1.0,0.0,0.0
0500525,mg,NumericalScale,1.0,0.0,0.0
0000804,kg/ha,NumericalScale,0.0,0.0,20000.0
0001593,g,NumericalScale,1.0,0.0,0.0
0000428,mm,NumericalScale,1.0,2.0,40.0
0001033,g/1000 grain,NumericalScale,1.0,20.0,70.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0500520,1-9 response scale,OrdinalScale,1.0,1.0,9.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0500507,0-10 Rating,OrdinalScale,1.0,0.0,10.0
0500501,-1 to 1 standard deviations,NumericalScale,1.0,-1.0,1.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000855,Julian date (JD),TimeScale,0.0,0.0,0.0
0000855,Julian date (JD),TimeScale,0.0,0.0,0.0
0500517,1-6 Grade Rating,OrdinalScale,1.0,1.0,6.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500517,1-6 Grade Rating,OrdinalScale,1.0,1.0,6.0
0000410,%,NumericalScale,1.0,0.0,100.0
0001593,g,NumericalScale,1.0,0.0,0.0
0000425,ppm,NumericalScale,1.0,1.0,15.0
0500511,0-4 Glaucousness Rating,OrdinalScale,1.0,0.0,4.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500514,0-9 Stakman Scale Rating,OrdinalScale,1.0,0.0,9.0
0500514,0-9 Stakman Scale Rating,OrdinalScale,1.0,0.0,9.0
0500514,0-9 Stakman Scale Rating,OrdinalScale,1.0,0.0,9.0
0500514,0-9 Stakman Scale Rating,OrdinalScale,1.0,0.0,9.0
0500514,0-9 Stakman Scale Rating,OrdinalScale,1.0,0.0,9.0
0500514,0-9 Stakman Scale Rating,OrdinalScale,1.0,0.0,9.0
0500504,0-1 Rating,NumericalScale,1.0,0.0,1.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000450,0-9 density scale,OrdinalScale,1.0,0.0,0.0
0500503,0-1 Absorbance Units,NumericalScale,1.0,0.0,1.0
0500505,0-1 response,NumericalScale,1.0,0.0,1.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0500510,0-4 disease rating with qualifiers,OrdinalScale,0.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0500512,0-5 Rating,OrdinalScale,1.0,0.0,5.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500513,0-9 Response Scale,OrdinalScale,1.0,0.0,9.0
0500501,-1 to 1 standard deviations,NumericalScale,1.0,-1.0,1.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0000446,0-9 percentage scale,OrdinalScale,1.0,0.0,0.0
0500516,1-5 Color Rating,OrdinalScale,1.0,1.0,5.0
0001593,g,NumericalScale,1.0,0.0,0.0
0500518,1-9 Glaucousness Rating,OrdinalScale,1.0,1.0,9.0
0500502,0-1 Absence/Presence,OrdinalScale,1.0,0.0,1.0
0500501,-1 to 1 standard deviations,NumericalScale,1.0,-1.0,1.0
0000410,%,NumericalScale,1.0,0.0,100.0
0500521,1-9 Thickness Rating,OrdinalScale,1.0,1.0,9.0
0500522,5-25 5 Stem Solidness Rating,OrdinalScale,1.0,5.0,25.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000410,%,NumericalScale,1.0,0.0,100.0
0000283,kg/ha,NumericalScale,0.0,0.0,0.0
1030002,1 to 5 note,OrdinalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030003,g/m_,NumericalScale,0.0,0.0,0.0
1030003,g/m_,NumericalScale,0.0,0.0,0.0
1030005,B-NB,NumericalScale,0.0,0.0,0.0
1030003,g/m_,NumericalScale,0.0,0.0,0.0
1030013,dd,DurationScale,0.0,0.0,0.0
1030013,dd,DurationScale,0.0,0.0,0.0
1030007,jj/mm/aa ,TimeScale,0.0,0.0,0.0
1030008,jj/mm/aa,TimeScale,0.0,0.0,0.0
1030008,jj/mm/aa,TimeScale,0.0,0.0,0.0
1030008,jj/mm/aa,TimeScale,0.0,0.0,0.0
1030012,d,DurationScale,0.0,0.0,0.0
1030013,dd,DurationScale,0.0,0.0,0.0
1030008,jj/mm/aa,TimeScale,0.0,0.0,0.0
1030012,d,DurationScale,0.0,0.0,0.0
1030008,jj/mm/aa ,TimeScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030012,d,DurationScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030003,g/m_,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000283,kg/ha,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
1030010,g,NumericalScale,0.0,0.0,0.0
1030011, q/ha,NumericalScale,0.0,0.0,0.0
1030011, q/ha,NumericalScale,0.0,0.0,0.0
1030010,g,NumericalScale,0.0,0.0,0.0
0000080,m_,NumericalScale,0.0,0.0,0.0
1030017,mm,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030008,jj/mm/aa,DateScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030012,d,DurationScale,0.0,0.0,0.0
1030013,dd,DurationScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030008,jj/mm/aa ,TimeScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030003,g/m_,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000283,kg/ha,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000283,kg/ha,NumericalScale,0.0,0.0,0.0
0000189,count unit,NumericalScale,0.0,0.0,0.0
0000283,kg/ha,NumericalScale,0.0,0.0,0.0
0000283,kg/ha,NumericalScale,0.0,0.0,0.0
1030003,g/m_,NumericalScale,0.0,0.0,0.0
1030014,kg biomasse/kg d'N,NumericalScale,0.0,0.0,0.0
1030099,%/Kg,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030014,kg biomasse/kg d'N,NumericalScale,0.0,0.0,0.0
1030015,% de proteines/kg N/ha,NumericalScale,0.0,0.0,0.0
1030016,mm_,NumericalScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
1030017,mm,NumericalScale,0.0,0.0,0.0
1030017,mm,NumericalScale,0.0,0.0,0.0
1030017,mm,NumericalScale,0.0,0.0,0.0
1030018,plants/m_,NumericalScale,0.0,0.0,0.0
1030018,plants/m_,NumericalScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
0000283,kg/ha,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
1030012,d ,DurationScale,0.0,0.0,0.0
0000009,kg,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030019,kg/hl,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030010,g,NumericalScale,0.0,0.0,0.0
1030010,g,NumericalScale,0.0,0.0,0.0
1030010,g,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
1030020,°C,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
1030010,g,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030022,surface verte globale du couvert note de 1 a 10,OrdinalScale,0.0,1.0,10.0
1030109,N.A,nanScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000015,cm,NumericalScale,0.0,0.0,0.0
1030012,d,DurationScale,0.0,0.0,0.0
1030100,kg/hl,nanScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
0000098,ml,NumericalScale,0.0,0.0,0.0
0000190,ratio,NumericalScale,0.0,0.0,0.0
0000098,ml,NumericalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030101,mn,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030102,Scale from 2 to 5,OrdinalScale,0.0,0.0,0.0
1030102,Scale from 2 to 5,OrdinalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
0000187,%,NumericalScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030109,N.A,nanScale,0.0,0.0,0.0
1030006,1 to 9 note,OrdinalScale,0.0,1.0,9.0
