"doc_id","relation_id","relation_type","left_role","left_id","right_role","right_id"
"32481135","E5C61626EF8B1551FE9D24B1F438C6790DB5589E","variety_has_phenotype","variety","8440F98E303543551CA90F28ACC39C5D241F9169","phenotype","44C1F861D6C34762EEE600ED706ED1DFEA90A98E"
"32481135","E9A8433F7D88F0B8687DE0F3ED5420B13D10ABF9","variety_has_phenotype","variety","8440F98E303543551CA90F28ACC39C5D241F9169","phenotype","8A67B671A414A93155ADD8BB70EDD1794667D08D"
"32481135","FE970C3DCFFC594C8D6360D19779325CB702465B","variety_has_phenotype","variety","8440F98E303543551CA90F28ACC39C5D241F9169","phenotype","166121C950ED35EB82DB3229C97DC42A75838171"
"22718510","72EC5FFB4D26124DA8E370BDC2FC90F0F845271B","variety_has_phenotype","variety","611B37D546EA1002C1703CD532BB2EE5A78846A3","phenotype","99E3081445FB4CD2100FDA965FA8C93B486120FD"
"22718510","61959F3F17CA404A3739AE5833BB0557EA2D1AF1","variety_has_phenotype","variety","611B37D546EA1002C1703CD532BB2EE5A78846A3","phenotype","CD8AF9DE6C4A10C40DFDF138DB859AE6F1262968"
"22718510","A7EB349ED8CA8ACE4AC687584BD3EED8F10AD632","variety_has_phenotype","variety","171201B5110ADDCE6411BD6203240201312DEAFD","phenotype","99E3081445FB4CD2100FDA965FA8C93B486120FD"
"22718510","D7F60389FA7AE1E19D21B06D63C84A9B29E1ABEE","variety_has_phenotype","variety","171201B5110ADDCE6411BD6203240201312DEAFD","phenotype","CD8AF9DE6C4A10C40DFDF138DB859AE6F1262968"
"22718510","2603013C56F3BAF10DB77ED661F4A1AB17484EFA","variety_has_phenotype","variety","35DC3C5D24040B0AC048D0FC2121027B461B533E","phenotype","99E3081445FB4CD2100FDA965FA8C93B486120FD"
"22718510","3AFDA7E940CABBE124F8CA6982ABF98D3798DC27","variety_has_phenotype","variety","35DC3C5D24040B0AC048D0FC2121027B461B533E","phenotype","CD8AF9DE6C4A10C40DFDF138DB859AE6F1262968"
"22718510","745D683D709C6223084141C921556F977C2B105F","variety_has_phenotype","variety","0A3BD266503711ECE56B4A33FAD58497B8952057","phenotype","99E3081445FB4CD2100FDA965FA8C93B486120FD"
"22718510","47DE1F5BA0F10BB925A58364C42E42D5D32C1C7B","variety_has_phenotype","variety","0A3BD266503711ECE56B4A33FAD58497B8952057","phenotype","CD8AF9DE6C4A10C40DFDF138DB859AE6F1262968"
"27659842","A4FEA29B53F3E50AD43DCB37EEC83A16D6A8E312","variety_has_phenotype","variety","AFCB371DEAC4178C0455631B90D235930AAEB74A","phenotype","6DF6CDB9744F2169685B1E21DF363CA0BD9F4044"
"27659842","8D9BA9C1E362272645CAC357A7A8DD1357DF8CE8","variety_has_phenotype","variety","AFCB371DEAC4178C0455631B90D235930AAEB74A","phenotype","122E176AEDDAB1F1ECA7F5D7F5054A7FB2D8247F"
"27659842","043BCED7E09D63F471E81D2D88FA08B1813FB8A0","variety_has_phenotype","variety","AFCB371DEAC4178C0455631B90D235930AAEB74A","phenotype","35FFAC532B27221A0783E79CFAF5971CBDFAE845"
"27659842","D832163CED1B8240A6886CFAEE29CDB9C172BA32","variety_has_phenotype","variety","AFCB371DEAC4178C0455631B90D235930AAEB74A","phenotype","E3C9425347C1ADEC91D185AD6EB31DFD55AEE8AC"
"27659842","4ECB0E81159C6042F33549D3209E5BCF1EED0F6D","variety_has_phenotype","variety","AFCB371DEAC4178C0455631B90D235930AAEB74A","phenotype","D91B13AC91808EDEF82DA26CEDFEF2100BFD72C8"
"27659842","225B8AAA1600A1B977D21DDF0FE48D17AA52316A","variety_has_phenotype","variety","AFCB371DEAC4178C0455631B90D235930AAEB74A","phenotype","169EA7A765EFF58C5E671DDC9324D7058F0B0DE8"
"24973883","BF1826220AA168738A64B439DAFC40CF336EC856","variety_has_phenotype","variety","8F6BF0E2D44423311F6946694A696C3AE7BAE02D","phenotype","1A6F1A4FC1FC5866DCD8F5A6E97FE9F6B327E059"
