doc_id,section_name,entity_id,entity_type,start_offset,end_offset,surface_form,reference,label
24104565,articletitle,4D08C2C02C480CE86DD1BDE1F5ECB381A7259C26,taxon,28,31,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,D95FA206707665679A6207204B2403F9E3622DC2,taxon,0,3,Rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,34578199B157393F5097052BB76BBA6C2E159D6D,taxon,5,19,Secale cereale,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,09630E6A78150A3F0ABDAAC6804C524692131F4F,taxon,43,48,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
24104565,abstracttext,178C9DF6CE9FD085A147FEF83291000D13FF397E,taxon,50,67,Triticum aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
24104565,abstracttext,0138AA68553238516D65DCE3D280A9779BF4BB12,taxon,73,79,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
24104565,abstracttext,7A03164BBF03F066D5B851FD4AF04EFD8BD6EC4E,taxon,81,96,Hordeum vulgare,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
24104565,abstracttext,6AA8FA3704E63C24E77177CE6012FE7476B8150D,gene,127,129,Gb,"http://ns.inria.fr/d2kab/gene/33DEC0C3A6888697FBCB834DC81E015DDBA5D102",Gb
24104565,abstracttext,9BBE63C8428002FD2CF4A2927672B59B399897B3,taxon,179,182,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,9B0B3393344DDD24CBA3EAC9D69457E4126A1725,taxon,342,345,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,7FC19608D1AAE9D0438A1575B0F716D495CD38E2,taxon,529,552,Brachypodium distachyon,"http://purl.obolibrary.org/obo/NCBITaxon_15368",Brachypodium distachyon
24104565,abstracttext,BF4537B8B6F357F795FD974F72577727D91AD6C6,taxon,554,558,rice,"http://purl.obolibrary.org/obo/NCBITaxon_4530",Oryza sativa
24104565,abstracttext,344A5673E90917E6A1338946AD38FE162A61CD6A,taxon,560,572,Oryza sativa,"http://purl.obolibrary.org/obo/NCBITaxon_4530",Oryza sativa
24104565,abstracttext,B585DD496C1AAD71DACFD6BA5692392C8AC37F78,taxon,579,586,sorghum,"http://purl.obolibrary.org/obo/NCBITaxon_4558",Sorghum bicolor
24104565,abstracttext,C7705F3B6EF817C191C2673680E1279F23E3FC61,taxon,588,603,Sorghum bicolor,"http://purl.obolibrary.org/obo/NCBITaxon_4558",Sorghum bicolor
24104565,abstracttext,15B657A64F69A99A4BE8F848EA72A553659385D3,taxon,671,674,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,1099DB680C46745F920B70231B056CBEA0B53A2A,taxon,675,681,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
24104565,abstracttext,C6518408E0D95D990D2DCD2A7C3AED5BD3B3CA38,taxon,768,771,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,27F28C3B393FA14E1D1E1B796AF44CE0106C3EA1,taxon,776,782,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
24104565,abstracttext,A7DDF79AFB9967AB4B42255BDC21994AF4C21ADA,taxon,885,888,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,31CB50FB07B88C8F4D9EBE3075D780273FF6A513,taxon,924,933,Triticeae,"http://purl.obolibrary.org/obo/NCBITaxon_147389",Triticeae
24104565,abstracttext,7844631FFC3EBA74413417EC9996CE57FB30AE49,taxon,1095,1098,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
24104565,abstracttext,B5B78C23A9E169DCA9C924A11C10653B1CCFB903,taxon,1283,1286,rye,"http://purl.obolibrary.org/obo/NCBITaxon_4550",Secale cereale
25818702,articletitle,14ABD4913813C51EA509FFC3196AE6E657D0C4FC,taxon,4,10,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
25818702,abstracttext,29FCF22E1402B402145A62BDC10EA14274500703,taxon,345,354,Triticeae,"http://purl.obolibrary.org/obo/NCBITaxon_147389",Triticeae
25818702,abstracttext,899FFE77844A248CFC3978387D2405DDE5C94F72,taxon,369,375,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
25818702,abstracttext,D3C8F522D2400CF136A8D59BF7FC04176CE47828,taxon,377,392,Hordeum vulgare,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
25818702,abstracttext,392781A30EC821A0399F9582735667D957584923,taxon,398,403,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
25818702,abstracttext,341045715AE75E7800CF18B34E9AB67ED15A90E8,taxon,405,422,Triticum aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
25818702,abstracttext,FDAE6F520D1359DD1C73C64FAEEE048F490FB7E5,taxon,452,458,barley,"http://purl.obolibrary.org/obo/NCBITaxon_4513",Hordeum vulgare
25818702,abstracttext,2CC7AB36669C4E9E80173A770400F720AAD68AB7,taxon,765,776,Arabidopsis,"http://purl.obolibrary.org/obo/NCBITaxon_3701",Arabidopsis
25818702,abstracttext,5573D97F92EA01D9826A6C1103B49CA6CFD6F5E3,taxon,778,798,Arabidopsis thaliana,"http://purl.obolibrary.org/obo/NCBITaxon_3702",Arabidopsis thaliana
