,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14,L15,W15
525,400845,3361135,Mur13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400845.0,,12.0,8.0,"REPLICATE>BLOCK>PLOT:400845,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,3464.2360223756,250.6128986534,"61,9461105814","63,401277574",8.6818223119,283,NA,138,"-1,45516699260",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,401003,3361340,Mur13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401003.0,,20.0,18.0,"REPLICATE>BLOCK>PLOT:401003,REPLICATE>BLOCK:32,REPLICATE:2",watered,3090.5273119806,241.3805714286,"63,401277574","64,8642032369",7.4599324858,295,NA,165,"-1,46292566290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,402391,3360346,Mur13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402391.0,,11.0,21.0,"REPLICATE>BLOCK>PLOT:402391,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,3269.5699362366,269.4652728561,"60,5685845381","63,401277574",8.8103555499,250,NA,125,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,402279,3360221,Mur13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402279.0,,7.0,17.0,"REPLICATE>BLOCK>PLOT:402279,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,2843.8228438228,234.722521678,"60,5685845381","61,9461105814",6.6750926911,263,NA,130,"-1,37752604330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,402854,3360860,Mur13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402854.0,,28.0,3.0,"REPLICATE>BLOCK>PLOT:402854,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,2920.7403308123,237.7456,"60,5685845381","63,401277574",6.9439316239,295,NA,158,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,3058water_regimewatered,3340135,Mur13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,296.319954564,62.5824196195,64.1961999173,287.4957127552,3146.2522982829,,153.4736514095,,,2013,17.0098944444,20.8801481481,15.4182551651,335.527,224.398,893.372,-31.6833333333,-20.7083333333,32.620500343,35.386317629,28.6653812447,,,,,,,,,,,,,,,,,,
531,3058water_regimerainfed,3339889,Mur13,127457,https://doi.org/10.15454/OJMQGR,HMV5325_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,296.3243911143,60.6248562421,62.9042921865,270.8898809987,3006.5111210597,,139.4827616648,,,2013,17.0098944444,20.6934126984,14.7568522194,335.527,225.609,942.793,-106.9642857143,-158.2755102041,32.620500343,35.3007116002,28.121375053,,,,,,,,,,,,,,,,,,
532,402701,3360690,Mur13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402701.0,,23.0,7.0,"REPLICATE>BLOCK>PLOT:402701,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,2916.588683012,234.3248,"60,5685845381","67,7330179755",6.8342905983,253,NA,128,"-7,16443343740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,402619,3360599,Mur13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402619.0,,20.0,22.0,"REPLICATE>BLOCK>PLOT:402619,REPLICATE>BLOCK:20,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,3188.9406889407,225.8375620128,"63,401277574","67,7330179755",7.2018259059,258,NA,138,"-4,33174040150",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,400925,3361237,Mur13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400925.0,,16.0,12.0,"REPLICATE>BLOCK>PLOT:400925,REPLICATE>BLOCK:16,REPLICATE:2",watered,3089.2801977139,207.9714957983,"63,401277574","67,7330179755",6.4248222366,248,NA,118,"-4,33174040150",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,400708,3361005,Mur13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400708.0,,6.0,19.0,"REPLICATE>BLOCK>PLOT:400708,REPLICATE>BLOCK:30,REPLICATE:1",watered,3102.0031020031,215.6436569809,"64,8642032369","69,2778139489",6.6892729288,240,NA,132,"-4,41361071200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,402382,3360336,Mur13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402382.0,,11.0,12.0,"REPLICATE>BLOCK>PLOT:402382,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,2143.4504193125,272.2781251465,"60,5685845381","67,7330179755",5.8361466151,253,NA,115,"-7,16443343740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,3059water_regimewatered,3340136,Mur13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,254.3190066262,64.3200673872,68.6129621342,255.9188686381,3150.7340896815,,127.8914110317,,,2013,17.2494070513,21.1497569444,14.8741229298,378.371,270.691,834.405,-38.0833333333,-18.2055555556,32.7249136571,35.8155755752,28.0360877059,,,,,,,,,,,,,,,,,,
538,3059water_regimerainfed,3339890,Mur13,127458,https://doi.org/10.15454/HZM5Q3,B113_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,274.8229903023,61.659105511,67.9126966099,250.1445634439,2605.2275961137,,124.7451171927,,,2013,17.2494070513,21.1497569444,14.2514287707,378.371,321.829,846.573,-128.1145833333,-157.2555555556,32.7249136571,35.8155755752,27.3892917968,,,,,,,,,,,,,,,,,,
539,400880,3361192,Mur13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400880.0,,14.0,15.0,"REPLICATE>BLOCK>PLOT:400880,REPLICATE>BLOCK:26,REPLICATE:2",watered,2691.2725874664,241.3805714286,"60,5685845381","64,8642032369",6.4962091503,248,NA,133,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,400681,3360940,Mur13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400681.0,,4.0,4.0,"REPLICATE>BLOCK>PLOT:400681,REPLICATE>BLOCK:4,REPLICATE:1",watered,3081.5745101459,244.784691708,"60,5685845381","64,8642032369",7.5432226644,237,NA,120,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,402352,3360302,Mur13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402352.0,,10.0,19.0,"REPLICATE>BLOCK>PLOT:402352,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,2581.1965811966,213.8613276636,"60,5685845381","64,8642032369",5.5201812782,235,NA,118,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,402493,3360459,Mur13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402493.0,,15.0,15.0,"REPLICATE>BLOCK>PLOT:402493,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,2573.4606026577,233.8689852355,"60,5685845381","63,401277574",6.0185261969,225,NA,115,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,402849,3360855,Mur13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402849.0,,28.0,8.0,"REPLICATE>BLOCK>PLOT:402849,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,2989.8876052722,233.4696,"60,5685845381","66,243252045",6.9804786325,250,NA,120,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,3060water_regimewatered,3340137,Mur13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,288.9452052408,60.247762548,64.7788571045,238.3435897206,2957.066772412,,127.3435805763,,,2013,17.2644070048,20.2576111111,15.2851300221,255.57,300.156,869.402,-28.46875,-19.9973404255,32.742815454,35.1275334448,28.5029266375,,,,,,,,,,,,,,,,,,
545,3060water_regimerainfed,3339891,Mur13,127459,https://doi.org/10.15454/DTTZ23,LH145_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,268.4033325936,60.15962768,64.4652747315,234.5597297454,2663.6026384691,,117.5523481444,,,2013,17.2644070048,20.0849122807,14.6283582161,255.57,276.186,918.365,-96.8473684211,-158.1770833333,32.742815454,34.9460819271,27.9969128916,,,,,,,,,,,,,,,,,,
546,402212,3360147,Mur13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402212.0,,5.0,4.0,"REPLICATE>BLOCK>PLOT:402212,REPLICATE>BLOCK:5,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2153.0632217655,224.0624,"64,8642032369","69,2778139489",4.8242051282,248,NA,170,"-4,41361071200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,402628,3360609,Mur13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402628.0,,20.0,13.0,"REPLICATE>BLOCK>PLOT:402628,REPLICATE>BLOCK:20,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2414.2524142524,262.8892242794,"63,401277574","69,2778139489",6.346809444,268,NA,183,"-5,87653637490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,400874,3361199,Mur13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400874.0,,14.0,21.0,"REPLICATE>BLOCK>PLOT:400874,REPLICATE>BLOCK:26,REPLICATE:2",watered,2407.6080414109,237.2044369748,"64,8642032369","64,8642032369",5.7109530992,265,NA,130,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,400674,3360948,Mur13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400674.0,,4.0,11.0,"REPLICATE>BLOCK>PLOT:400674,REPLICATE>BLOCK:16,REPLICATE:1",watered,2223.9665096808,244.784691708,"63,401277574","70,9031411312",5.4439295644,273,NA,147,"-7,50186355720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,402396,3360351,Mur13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402396.0,,11.0,26.0,"REPLICATE>BLOCK>PLOT:402396,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,2230.2800080578,254.0672572644,"63,401277574","69,2778139489",5.6664112458,265,NA,160,"-5,87653637490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,3061water_regimewatered,3340138,Mur13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,285.603554865,64.0712791435,67.9083597317,272.9703428389,2355.5880833365,,140.6878956084,,,2013,17.1804055556,21.0217973856,15.1005487422,355.118,270.691,821.58,-37.1470588235,-18.2055555556,32.6212428414,35.786229015,28.2119447327,,,,,,,,,,,,,,,,,,
552,3061water_regimerainfed,3339892,Mur13,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,287.1404909861,64.0752846629,69.4866011013,265.7047358459,2308.1644514074,,173.4052485555,,,2013,17.1804055556,21.0724382716,14.1332456236,355.118,294.362,822.902,-127.6388888889,-156.7159090909,32.6212428414,35.9121378176,27.2252410943,,,,,,,,,,,,,,,,,,
553,400875,3361198,Mur13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400875.0,,14.0,20.0,"REPLICATE>BLOCK>PLOT:400875,REPLICATE>BLOCK:26,REPLICATE:2",watered,2025.9575815131,225.5112605042,"63,401277574","66,243252045",4.5687624794,240,NA,133,"-2,84197447100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,400778,3361066,Mur13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400778.0,,9.0,10.0,"REPLICATE>BLOCK>PLOT:400778,REPLICATE>BLOCK:21,REPLICATE:1",watered,2592.9127052723,222.3044649185,"66,243252045","66,243252045",5.7641607153,255,NA,140,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,402504,3360471,Mur13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402504.0,,15.0,26.0,"REPLICATE>BLOCK>PLOT:402504,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,2258.8522588523,239.5246869832,"63,401277574","64,8642032369",5.4105088024,245,NA,125,"-1,46292566290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,402841,3360846,Mur13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402841.0,,28.0,16.0,"REPLICATE>BLOCK>PLOT:402841,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,2527.5200372477,219.3588657136,"64,8642032369","66,243252045",5.5443392844,260,NA,128,"-1,37904880810",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,402263,3360203,Mur13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402263.0,,7.0,1.0,"REPLICATE>BLOCK>PLOT:402263,REPLICATE>BLOCK:7,REPLICATE:1",rainfed,NA,201.8272,"63,401277574","64,8642032369",NA,220,NA,118,"-1,46292566290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,3062water_regimewatered,3340139,Mur13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,267.353987325,64.7878212961,66.0206318072,245.2726615321,2198.0593143676,,134.5464017933,,,2013,17.0098944444,21.0463194444,15.5123821891,335.527,222.869,860.558,-33.0859375,-19.9973404255,32.620500343,35.5856172947,28.711473361,,,,,,,,,,,,,,,,,,
559,3062water_regimerainfed,3339893,Mur13,127461,https://doi.org/10.15454/WFCPMD,PB116_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,258.792256967,63.9028092312,65.1268482798,242.2185667477,2314.5892977038,,124.6394818308,,,2013,17.0098944444,21.0463194444,14.4419831533,335.527,222.869,894.395,-114.25,-157.9787234043,32.620500343,35.5856172947,27.6745153566,,,,,,,,,,,,,,,,,,
560,400755,3361047,Mur13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400755.0,,8.0,14.0,"REPLICATE>BLOCK>PLOT:400755,REPLICATE>BLOCK:20,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2897.5653975654,219.8066619419,"66,243252045","67,7330179755",6.369041778,253,NA,113,"-1,48976593050",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,400959,3361294,Mur13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400959.0,,18.0,20.0,"REPLICATE>BLOCK>PLOT:400959,REPLICATE>BLOCK:30,REPLICATE:2",watered,3294.4832944833,229.687394958,"63,401277574","69,2778139489",7.5670128564,258,NA,153,"-5,87653637490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,402184,3360116,Mur13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402184.0,,4.0,25.0,"REPLICATE>BLOCK>PLOT:402184,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,2674.8971193416,230.9702338767,"60,5685845381","63,401277574",6.1782161325,233,NA,125,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,402354,3360305,Mur13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402354.0,,10.0,17.0,"REPLICATE>BLOCK>PLOT:402354,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,2725.3668763103,226.1871572533,"60,5685845381","66,243252045",6.1644298623,243,NA,123,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,402807,3360808,Mur13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402807.0,,27.0,5.0,"REPLICATE>BLOCK>PLOT:402807,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,2994.6904946905,225.7728,"60,5685845381","66,243252045",6.7611965812,258,NA,135,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,3063water_regimewatered,3340140,Mur13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,265.9510979487,64.6301247734,68.4256200788,252.4215471742,3070.9586794273,,132.1024406382,,,2013,17.0332233796,20.7426388889,15.1005487422,293.562,270.691,821.58,-33.825,-18.2055555556,32.4349955727,35.619903744,28.2119447327,,,,,,,,,,,,,,,,,,
566,3063water_regimerainfed,3339894,Mur13,127462,https://doi.org/10.15454/WFMW08,W602S_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,274.2284209524,60.2039993262,65.1911187565,245.3234064591,2793.8103481838,,128.2169120109,,,2013,17.0332233796,20.7440123457,14.495365221,293.562,300.156,894.395,-107.2222222222,-157.9787234043,32.4349955727,35.4569049568,27.8390293186,,,,,,,,,,,,,,,,,,
567,402748,3360742,Mur13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402748.0,,24.0,1.0,"REPLICATE>BLOCK>PLOT:402748,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2766.1227661228,235.18,"60,5685845381","66,243252045",6.5053675214,230,NA,125,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,400852,3361151,Mur13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400852.0,,13.0,1.0,"REPLICATE>BLOCK>PLOT:400852,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,1982.4311490978,299.7363571935,"60,5685845381","67,7330179755",5.9420669102,283,NA,138,"-7,16443343740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,401035,3361360,Mur13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401035.0,,21.0,15.0,"REPLICATE>BLOCK>PLOT:401035,REPLICATE>BLOCK:33,REPLICATE:2",watered,2709.6494487799,230.5226218487,"66,243252045","66,243252045",6.2463549522,263,NA,118,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,402344,3360293,Mur13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402344.0,,10.0,27.0,"REPLICATE>BLOCK>PLOT:402344,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,2523.1021540985,231.8256791873,"60,5685845381","67,7330179755",5.8491987053,240,NA,135,"-7,16443343740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,402139,3360066,Mur13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402139.0,,2.0,16.0,"REPLICATE>BLOCK>PLOT:402139,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,2685.7200770244,215.9447199438,"60,5685845381","64,8642032369",5.7996706988,258,NA,133,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,3064water_regimerainfed,3339895,Mur13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,262.8990935275,60.4489272969,66.2625151855,244.7861139617,2592.0425448941,,131.9864349335,,,2013,16.932806713,20.8353703704,14.3674522219,313.813,324.716,869.835,-114.1111111111,-157.6739130435,32.4894218269,35.6595921671,27.5392633833,,,,,,,,,,,,,,,,,,
573,3064water_regimewatered,3340141,Mur13,127463,https://doi.org/10.15454/OJB9O0,N6_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,314.1423580992,63.2026434338,66.8015823693,265.294261017,2361.9037012117,,126.0605001587,,,2013,16.932806713,20.8353703704,14.9913504228,313.813,272.928,857.667,-33.4791666667,-19.1657608696,32.4894218269,35.6595921671,28.1902073844,,,,,,,,,,,,,,,,,,
574,402400,3360356,Mur13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402400.0,,12.0,25.0,"REPLICATE>BLOCK>PLOT:402400,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2504.2984226658,293.4177415545,"60,5685845381","64,8642032369",7.3480558736,255,NA,145,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,401024,3361348,Mur13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401024.0,,21.0,4.0,"REPLICATE>BLOCK>PLOT:401024,REPLICATE>BLOCK:9,REPLICATE:2",watered,2520.9630887864,264.7669243697,"59,2242133829","69,2778139489",6.6746764347,268,NA,125,"-10,05360056600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,400658,3360930,Mur13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400658.0,,3.0,16.0,"REPLICATE>BLOCK>PLOT:400658,REPLICATE>BLOCK:27,REPLICATE:1",watered,2260.3658967295,302.2341601701,"60,5685845381","64,8642032369",6.8315978848,257,NA,152,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,402816,3360818,Mur13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402816.0,,27.0,14.0,"REPLICATE>BLOCK>PLOT:402816,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2241.4345180916,296.1771455355,"60,5685845381","64,8642032369",6.6386167747,265,NA,145,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,402486,3360451,Mur13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402486.0,,15.0,8.0,"REPLICATE>BLOCK>PLOT:402486,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,2500.3189182294,286.492,"60,5685845381","64,8642032369",7.1632136752,243,NA,150,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,3065water_regimewatered,3340142,Mur13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,342.4075447007,60.0478523742,67.2001085659,261.8569770964,2502.157196092,,137.1153462606,,,2013,17.0098944444,20.9515686275,14.9913504228,335.527,324.716,857.667,-34.5661764706,-19.1657608696,32.620500343,35.6533102517,28.1902073844,,,,,,,,,,,,,,,,,,
580,3065water_regimerainfed,3339896,Mur13,127464,https://doi.org/10.15454/HOMOXO,F918_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,343.1052517512,59.9531706977,64.6550202382,246.9187169527,2369.8341561111,,143.0209990895,,,2013,17.0098944444,20.8801481481,14.5738223668,335.527,276.186,918.365,-110.7,-158.1770833333,32.620500343,35.386317629,27.8324950221,,,,,,,,,,,,,,,,,,
581,401043,3361390,Mur13,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401043.0,,22.0,20.0,"REPLICATE>BLOCK>PLOT:401043,REPLICATE>BLOCK:34,REPLICATE:1,REPLICATE:2",watered,3167.7723985416,238.8748907563,"66,243252045","70,9031411312",7.5670128564,263,NA,145,"-4,65988908620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,402159,3360088,Mur13,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402159.0,,3.0,5.0,"REPLICATE>BLOCK>PLOT:402159,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2755.9741845456,209.524,"67,7330179755","69,2778139489",5.7744273504,265,NA,140,"-1,54479597340",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,402412,3360369,Mur13,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402412.0,,12.0,13.0,"REPLICATE>BLOCK>PLOT:402412,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2737.7668811932,214.2376470588,"66,243252045","69,2778139489",5.8653273482,255,NA,135,"-3,03456190390",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,400770,3361056,Mur13,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400770.0,,9.0,2.0,"REPLICATE>BLOCK>PLOT:400770,REPLICATE>BLOCK:9,REPLICATE:1",watered,3266.1782661783,233.1282778172,"66,243252045","69,2778139489",7.6143851424,273,NA,155,"-3,03456190390",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,402666,3360651,Mur13,127465,https://doi.org/10.15454/U7YFIU,B106_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402666.0,,21.0,26.0,"REPLICATE>BLOCK>PLOT:402666,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,2758.0772261623,241.2355776045,"64,8642032369","70,9031411312",6.6534635273,270,NA,158,"-6,03893789430",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
