,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14,L15,W15
779,400838,3361143,Mur13,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400838.0,,12.0,15.0,"REPLICATE>BLOCK>PLOT:400838,REPLICATE>BLOCK:36,REPLICATE:1",watered,4152.6984989883,235.6260807938,"67,7330179755","69,2778139489",9.7848407203,253,NA,143,"-1,54479597340",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,402560,3360533,Mur13,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402560.0,,18.0,27.0,"REPLICATE>BLOCK>PLOT:402560,REPLICATE>BLOCK:18,REPLICATE:3",rainfed,3154.2531542532,251.5009213324,"64,8642032369","67,7330179755",7.9329757441,273,NA,155,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,402693,3360681,Mur13,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402693.0,,22.0,2.0,"REPLICATE>BLOCK>PLOT:402693,REPLICATE>BLOCK:22,REPLICATE:1",rainfed,3626.0036260036,253.9944,"63,401277574","69,2778139489",9.2098461538,233,NA,138,"-5,87653637490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,3100water_regimewatered,3340172,Mur13,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,287.6744221877,66.638088278,68.4779924999,254.3004930825,4252.6008444652,,147.1532376895,,,2013,17.2080298354,21.4842592593,14.6881915325,403.736,225.253,846.573,-38.9,-18.2055555556,32.7235415391,36.0240895154,27.8998432839,,,,,,,,,,,,,,,,,,
783,3100water_regimerainfed,3339926,Mur13,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,283.173408869,64.4434598254,68.6326052864,250.0380026689,3370.0481215342,,148.2663391011,,,2013,17.2080298354,21.4842592593,14.2514287707,403.736,270.691,846.573,-131.7666666667,-157.2555555556,32.7235415391,36.0240895154,27.3892917968,,,,,,,,,,,,,,,,,,
784,402729,3360721,Mur13,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402729.0,,24.0,20.0,"REPLICATE>BLOCK>PLOT:402729,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2184.2355175689,269.4652728561,"60,5685845381","66,243252045",5.8857561972,245,NA,113,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,400894,3361200,Mur13,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400894.0,,15.0,1.0,"REPLICATE>BLOCK>PLOT:400894,REPLICATE>BLOCK:2,REPLICATE:2",watered,2794.2143326759,217.1589915966,"60,5685845381","63,401277574",6.0678876679,263,NA,130,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,400697,3360974,Mur13,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400697.0,,5.0,13.0,"REPLICATE>BLOCK>PLOT:400697,REPLICATE>BLOCK:17,REPLICATE:1",watered,2079.7720797721,249.7802976612,"60,5685845381","63,401277574",5.1948608915,230,NA,118,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,402272,3360213,Mur13,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402272.0,,7.0,10.0,"REPLICATE>BLOCK>PLOT:402272,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,2269.3781314471,247.525568315,"57,7285289574","63,401277574",5.6172911171,235,NA,120,"-5,67274861660",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,402580,3360556,Mur13,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402580.0,,18.0,7.0,"REPLICATE>BLOCK>PLOT:402580,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,2230.82298554,271.9536,"59,2242133829","63,401277574",6.0668034188,230,NA,125,"-4,17706419110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,3101water_regimewatered,3340173,Mur13,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,274.7396126912,60.9065814233,63.4995791375,244.8691869101,2421.5211668644,,123.4184924427,,,2013,17.0589673913,20.349691358,15.4182551651,271.224,250.037,893.372,-28.0972222222,-20.7083333333,32.4738561543,35.0661321744,28.6653812447,,,,,,,,,,,,,,,,,,
790,3101water_regimerainfed,3339927,Mur13,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,298.2392403106,59.3774086149,64.2850392687,237.2789027028,2090.0945186671,,116.9297854755,,,2013,17.0589673913,20.349691358,14.6755552963,271.224,276.186,918.365,-100.1944444444,-158.1770833333,32.4738561543,35.0661321744,28.1523074349,,,,,,,,,,,,,,,,,,
791,402172,3360102,Mur13,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402172.0,,3.0,18.0,"REPLICATE>BLOCK>PLOT:402172,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2327.6959447172,200.5810639794,"60,5685845381","66,243252045",4.6689172921,235,NA,123,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,401023,3361347,Mur13,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401023.0,,21.0,3.0,"REPLICATE>BLOCK>PLOT:401023,REPLICATE>BLOCK:9,REPLICATE:2",watered,2026.9585486977,211.3124033613,"64,8642032369","67,7330179755",4.2832148244,260,NA,130,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,400780,3361068,Mur13,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400780.0,,9.0,12.0,"REPLICATE>BLOCK>PLOT:400780,REPLICATE>BLOCK:21,REPLICATE:1",watered,3441.0034410034,256.4411055989,"60,5685845381","66,243252045",8.8241472678,263,NA,128,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,402557,3360530,Mur13,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402557.0,,17.0,25.0,"REPLICATE>BLOCK>PLOT:402557,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,3145.7739791073,246.3682494685,"60,5685845381","66,243252045",7.7501882846,288,NA,148,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,402856,3360862,Mur13,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402856.0,,28.0,1.0,"REPLICATE>BLOCK>PLOT:402856,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,3263.1021003114,220.6416,"60,5685845381","66,243252045",7.1997606838,255,NA,110,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,3102water_regimewatered,3340174,Mur13,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,283.6230021239,62.9074871513,67.2448320519,254.1214460305,2783.6252561892,,127.2176561264,,,2013,17.2644070048,20.2184656085,14.9913504228,255.57,272.928,857.667,-29.8869047619,-19.1657608696,32.742815454,35.2041460219,28.1902073844,,,,,,,,,,,,,,,,,,
797,3102water_regimerainfed,3339928,Mur13,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,264.1323765159,60.2190702114,65.972271368,260.5325398473,2953.7371021535,,126.9638681482,,,2013,17.2644070048,20.2576111111,14.4419831533,255.57,300.156,894.395,-100.38,-157.9787234043,32.742815454,35.1275334448,27.6745153566,,,,,,,,,,,,,,,,,,
798,402176,3360107,Mur13,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402176.0,,3.0,22.0,"REPLICATE>BLOCK>PLOT:402176,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2076.6827995744,213.0058823529,"60,5685845381","66,243252045",4.4234565209,225,NA,133,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,402747,3360741,Mur13,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402747.0,,24.0,2.0,"REPLICATE>BLOCK>PLOT:402747,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,3165.5587211143,230.904,"63,401277574","66,243252045",7.3094017094,255,NA,128,"-2,84197447100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,401029,3361354,Mur13,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401029.0,,21.0,9.0,"REPLICATE>BLOCK>PLOT:401029,REPLICATE>BLOCK:21,REPLICATE:2",watered,3383.1908831909,200.4544537815,"63,401277574","66,243252045",6.7817568053,273,NA,168,"-2,84197447100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,400662,3360934,Mur13,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400662.0,,3.0,20.0,"REPLICATE>BLOCK>PLOT:400662,REPLICATE>BLOCK:27,REPLICATE:1",watered,3186.5153816373,238.9564847626,"60,5685845381","64,8642032369",7.6143851424,235,NA,112,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,402461,3360423,Mur13,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402461.0,,14.0,18.0,"REPLICATE>BLOCK>PLOT:402461,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,3018.5863519197,215.0911835013,"60,5685845381","66,243252045",6.4927131094,235,NA,113,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,3103water_regimewatered,3340175,Mur13,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,260.5149141794,62.2447038804,65.6157397888,256.1498370236,3297.9005156924,,138.517727939,,,2013,17.0589673913,20.5175438596,15.2851300221,271.224,248.368,869.402,-29.4671052632,-19.9973404255,32.4738561543,35.2508153379,28.5029266375,,,,,,,,,,,,,,,,,,
804,3103water_regimerainfed,3339929,Mur13,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,263.8630353689,61.3695086383,66.1388499786,251.0935446437,2865.077067023,,125.4573495102,,,2013,17.0589673913,20.5175438596,14.4419831533,271.224,274.007,894.395,-103.7368421053,-157.9787234043,32.4738561543,35.2508153379,27.6745153566,,,,,,,,,,,,,,,,,,
805,401039,3361365,Mur13,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401039.0,,21.0,19.0,"REPLICATE>BLOCK>PLOT:401039,REPLICATE>BLOCK:33,REPLICATE:2",watered,3337.4033374033,263.0964705882,"64,8642032369","66,243252045",8.78059039,255,NA,135,"-1,37904880810",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,400779,3361067,Mur13,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400779.0,,9.0,11.0,"REPLICATE>BLOCK>PLOT:400779,REPLICATE>BLOCK:21,REPLICATE:1",watered,3294.4351829801,268.9301204819,"66,243252045","66,243252045",8.8597285068,273,NA,158,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,402831,3360835,Mur13,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402831.0,,28.0,26.0,"REPLICATE>BLOCK>PLOT:402831,REPLICATE>BLOCK:28,REPLICATE:3",rainfed,3437.9793995179,266.8989369242,"63,401277574","66,243252045",9.175930469,275,NA,138,"-2,84197447100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,402546,3360518,Mur13,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402546.0,,17.0,14.0,"REPLICATE>BLOCK>PLOT:402546,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,2790.026675377,268.0104429341,"60,5685845381","64,8642032369",7.4775628507,250,NA,125,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,402255,3360195,Mur13,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402255.0,,6.0,8.0,"REPLICATE>BLOCK>PLOT:402255,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,2185.7923497268,260.836,"60,5685845381","64,8642032369",5.7013333333,218,NA,115,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,3104water_regimewatered,3340176,Mur13,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,317.299505601,65.7119186815,66.2722718973,259.4703459266,3226.7683258226,,145.0604126791,,,2013,17.0589673913,20.4634444444,14.9913504228,271.224,226.499,857.667,-30.90625,-19.1657608696,32.4738561543,35.3250944491,28.1902073844,,,,,,,,,,,,,,,,,,
811,3104water_regimerainfed,3339930,Mur13,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,315.6080232627,61.2811340117,65.1322062981,247.2944073724,2855.4653351096,,124.4594874671,,,2013,17.0589673913,20.5175438596,14.4818317809,271.224,274.007,894.395,-103.7368421053,-157.9787234043,32.4738561543,35.2508153379,27.6656177871,,,,,,,,,,,,,,,,,,
812,400864,3361165,Mur13,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400864.0,,13.0,12.0,"REPLICATE>BLOCK>PLOT:400864,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",watered,3050.540028032,259.7555630252,"63,401277574","69,2778139489",7.9239474251,265,NA,130,"-5,87653637490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,400745,3361029,Mur13,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400745.0,,7.0,19.0,"REPLICATE>BLOCK>PLOT:400745,REPLICATE>BLOCK:31,REPLICATE:1",watered,3894.2854642513,243.9520907158,"64,8642032369","66,243252045",9.5001908085,260,NA,133,"-1,37904880810",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,402673,3360659,Mur13,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402673.0,,22.0,22.0,"REPLICATE>BLOCK>PLOT:402673,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,3436.8242199568,284.0078431373,"63,401277574","66,243252045",9.7608503395,265,NA,143,"-2,84197447100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,402360,3360311,Mur13,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402360.0,,10.0,11.0,"REPLICATE>BLOCK>PLOT:402360,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,3198.1453550081,261.1821513944,"64,8642032369","67,7330179755",8.3529848429,258,NA,128,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,402533,3360503,Mur13,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402533.0,,17.0,1.0,"REPLICATE>BLOCK>PLOT:402533,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,3629.9042323139,283.9264,"60,5685845381","67,7330179755",10.3062564103,253,NA,123,"-7,16443343740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,3105water_regimewatered,3340177,Mur13,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,302.0067484325,64.3187793665,67.8768476257,261.81270968,3540.1791132031,,134.2192167267,,,2013,16.932806713,20.8979824561,14.8741229298,313.813,270.691,834.405,-35,-18.2055555556,32.4894218269,35.7531603739,28.0360877059,,,,,,,,,,,,,,,,,,
818,3105water_regimerainfed,3339931,Mur13,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,318.3559974277,62.6466972026,66.9729054735,260.5156841843,3300.785408538,,130.2857054233,,,2013,16.932806713,20.8353703704,14.4089829019,313.813,272.928,869.835,-114.1111111111,-157.6739130435,32.4894218269,35.6595921671,27.5322239669,,,,,,,,,,,,,,,,,,
819,401046,3361387,Mur13,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401046.0,,22.0,17.0,"REPLICATE>BLOCK>PLOT:401046,REPLICATE>BLOCK:34,REPLICATE:1,REPLICATE:2",watered,2907.0546311926,266.4373781513,"67,7330179755","69,2778139489",7.7454801408,270,NA,138,"-1,54479597340",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,400848,3361132,Mur13,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400848.0,,12.0,5.0,"REPLICATE>BLOCK>PLOT:400848,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,3446.8263976461,253.9433026223,"70,9031411312","74,1427977433",8.7529847898,273,NA,133,"-3,23965661210",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,402102,3360023,Mur13,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402102.0,,1.0,2.0,"REPLICATE>BLOCK>PLOT:402102,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,3180.6080986409,260.836,"66,243252045","69,2778139489",8.2961709402,265,NA,135,"-3,03456190390",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,402781,3360779,Mur13,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402781.0,,26.0,22.0,"REPLICATE>BLOCK>PLOT:402781,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,2776.4167891556,268.6098275455,"69,2778139489","74,1427977433",7.4577283493,273,NA,138,"-4,86498379440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,402496,3360462,Mur13,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402496.0,,15.0,18.0,"REPLICATE>BLOCK>PLOT:402496,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,2748.2342594883,265.4498336067,"66,243252045","72,5235219063",7.2951832689,248,NA,128,"-6,28026986130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,3106water_regimewatered,3340178,Mur13,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,315.0466842245,69.057574466,71.6553919536,268.85221537,3149.2485953612,,132.39496731,,,2013,17.3938734568,21.6585763889,14.4446274037,428.072,249.354,799.197,-41.6770833333,-16.4282945736,33.2200438183,36.3522588598,27.5519278783,,,,,,,,,,,,,,,,,,
825,3106water_regimerainfed,3339932,Mur13,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,315.2503172195,66.9448299484,71.9328358753,261.8142906799,2733.0655595424,,132.4416392625,,,2013,17.3938734568,21.6585763889,14.0132442531,428.072,272.629,799.197,-141.3645833333,-156.0736434109,33.2200438183,36.3522588598,27.0526025483,,,,,,,,,,,,,,,,,,
826,402732,3360725,Mur13,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402732.0,,24.0,17.0,"REPLICATE>BLOCK>PLOT:402732,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2230.82298554,271.424588704,"60,5685845381","63,401277574",6.0550021132,245,NA,118,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,402402,3360358,Mur13,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402402.0,,12.0,23.0,"REPLICATE>BLOCK>PLOT:402402,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2351.8614122641,254.922702575,"61,9461105814","63,401277574",5.995428673,240,NA,115,"-1,45516699260",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,400922,3361240,Mur13,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400922.0,,16.0,15.0,"REPLICATE>BLOCK>PLOT:400922,REPLICATE>BLOCK:28,REPLICATE:2",watered,2607.9995868516,276.4601008403,"60,5685845381","63,401277574",7.2100782877,250,NA,135,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,400775,3361062,Mur13,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400775.0,,9.0,7.0,"REPLICATE>BLOCK>PLOT:400775,REPLICATE>BLOCK:9,REPLICATE:1",watered,2604.8026048026,262.2693125443,"57,7285289574","60,5685845381",6.8315978848,238,NA,113,"-2,84005558070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,402581,3360557,Mur13,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402581.0,,18.0,6.0,"REPLICATE>BLOCK>PLOT:402581,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,2674.2998441112,271.9536,"59,2242133829","63,401277574",7.2728547009,245,NA,145,"-4,17706419110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,3107water_regimewatered,3340179,Mur13,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,318.0850834409,59.7323226752,61.9979509831,238.730166625,2615.7096547565,,124.56489878,,,2013,17.2565265152,19.7661403509,15.7705849142,233.414,251.758,908.956,-25.2763157895,-21.306122449,32.7165368467,34.7742999684,28.9975534835,,,,,,,,,,,,,,,,,,
832,3107water_regimerainfed,3339933,Mur13,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,305.8494153326,60.4527790946,63.2118035037,240.5509544116,2425.6616234064,,123.5714536787,,,2013,17.2565265152,19.9525555556,14.6283582161,233.414,276.186,918.365,-93.615,-158.1770833333,32.7165368467,34.8648250716,27.9969128916,,,,,,,,,,,,,,,,,,
833,400795,3361097,Mur13,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400795.0,,10.0,16.0,"REPLICATE>BLOCK>PLOT:400795,REPLICATE>BLOCK:34,REPLICATE:1,REPLICATE:2",watered,2797.2027972028,228.9652728561,"56,2409360064","59,2242133829",6.404623017,258,NA,133,"-2,98327737650",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,401059,3361372,Mur13,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401059.0,,22.0,4.0,"REPLICATE>BLOCK>PLOT:401059,REPLICATE>BLOCK:10,REPLICATE:2",watered,2726.7508610792,223.8408067227,"56,2409360064","59,2242133829",6.1035811248,263,NA,120,"-2,98327737650",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,402394,3360349,Mur13,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402394.0,,11.0,24.0,"REPLICATE>BLOCK>PLOT:402394,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,2391.8867202449,229.2593432554,"57,7285289574","60,5685845381",5.4836237862,220,NA,113,"-2,84005558070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,402842,3360847,Mur13,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402842.0,,28.0,15.0,"REPLICATE>BLOCK>PLOT:402842,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,2311.3505603778,219.3588657136,"57,7285289574","60,5685845381",5.0701523719,250,NA,115,"-2,84005558070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,402646,3360629,Mur13,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402646.0,,21.0,6.0,"REPLICATE>BLOCK>PLOT:402646,REPLICATE>BLOCK:21,REPLICATE:1",rainfed,2082.754790336,236.8904,"57,7285289574","60,5685845381",4.9338461538,243,NA,138,"-2,84005558070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,3108water_regimewatered,3340180,Mur13,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,272.8177574441,56.5080417562,59.2250936198,258.5530041943,2657.0066862983,,123.8943695692,,,2013,17.8535039683,19.3048538012,15.683361337,191.818,256.838,961.338,-23.7236842105,-21.9607843137,32.9634868335,34.6842202582,28.9406509687,,,,,,,,,,,,,,,,,,
839,3108water_regimerainfed,3339934,Mur13,127502,https://doi.org/10.15454/MWWCXA,D09_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,260.8713205866,57.5228199382,60.4824321089,234.6494536454,2323.8041841311,,120.3677323733,,,2013,17.8535039683,19.3276111111,14.8838966887,191.818,280.272,962.897,-80.175,-158.25,32.9634868335,34.6331397516,28.3540675915,,,,,,,,,,,,,,,,,,
