,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L9,L10,L11,L12,L13,W9,W10,W11,W12,W13,L14,W14,L8,W8
57,8,3355461,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,89,83,97,82,76,7,7,7,7,7,,,,
58,3,3355456,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,73,81,79,79,71,7,8,8,7,7,,,,
59,6,3355459,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,80,82,83,81,70,7,7,8,7,7,,,,
60,9,3355462,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,78,82,78,74,67,8,7,8,7,7,,,,
61,5,3355458,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,80,79,77,70,61,7,8,7,7,7,,,,
62,2,3355455,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,80,82,88,78,73,7,8,8,8,7,,,,
63,4,3355457,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,83,85,82,75,66,8,8,8,8,8,,,,
64,1,3355451,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,76,82,79,79,74,7,8,8,8,8,,,,
65,7,3355460,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:YCXGDTM1086028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,76,97,76,73,62,7,10,8,7,7,,,,
66,10,3355445,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,99,108,103,101,94,9,10,10,9,9,,,,
67,8,3355443,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,95,102,107,105,95,9,10,11,10,9,,,,
68,3,3355439,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,93,97,101,98,95,9,10,11,10,9,,,,
69,3,3355476,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,98,102,103,97,,10,10,10,9,90,8,,
70,6,3355432,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,97,104,111,105,102,9,10,10,10,10,,,,
71,9,3355478,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,90,99,100,102,,8,9,10,10,93,10,,
72,2,3355475,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,103,106,100,93,,9,9,8,8,83,7,,
73,5,3355431,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,102,109,112,163,100,9,10,9,9,9,,,,
74,4,3355477,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,,99,101,105,96,,9,10,10,9,92,9,,
75,1,3355430,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,91,101,100,97,90,9,10,10,9,9,,,,
76,7,3355433,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,96,104,111,105,101,9,10,10,10,10,,,,
77,5,3355441,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,75,87,103,99,94,6,7,8,7,7,,,,
78,2,3355438,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,103,110,107,100,88,9,9,10,9,8,,,,
79,4,3355440,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,95,105,107,102,82,9,9,10,10,9,,,,
80,1,3355434,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,96,102,102,104,98,9,9,10,10,9,,,,
81,7,3355480,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,100,108,112,103,,9,10,10,9,96,9,,
82,10,3355484,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,,96,100,97,97,,9,9,8,9,97,8,,
83,8,3355426,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,95,101,96,92,,8,8,8,8,,,,80,7
84,3,3355447,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,82,90,93,93,85,8,8,9,9,9,,,,
85,6,3355449,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,90,96,92,98,86,8,8,8,8,8,,,,
86,9,3355450,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,94,100,96,93,90,9,9,9,8,8,,,,
87,5,3355482,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,17,,90,92,90,84,,9,9,9,8,72,8,,
88,2,3355481,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,18,,62,96,94,97,,9,8,8,8,79,8,,
89,4,3355448,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,18,93,96,94,97,73,8,8,7,8,7,,,,
90,1,3355446,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,18,84,89,93,86,81,7,8,9,8,8,,,,
91,7,3355483,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:YCXGDTM1045020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,86,91,9,94,,8,10,7,8,85,9,,
92,10,3355479,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,102,107,107,103,,9,10,9,9,92,9,,
93,8,3355422,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:YCXGDTM1071038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,113,103,107,96,,8,8,8,8,,,,103,7
94,6,3355442,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,16,100,108,109,104,93,9,9,9,8,8,,,,
95,9,3355444,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:YCXGDTM1091051,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,,,,,,,,,,2013,,,,,,,,,,,,17,97,103,107,81,95,9,10,11,9,10,,,,
96,3001water_regimewatered,3338047,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,315.9562257278,69.2512954927,,282.7234192799,3557.704367132,338.7260528047,147.8472497707,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
97,3001water_regimerainfed,3337801,Gra13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,280.5061865267,70.752276834,77.1564539011,183.3261017103,2640.6226747164,228.6283134751,84.6758267741,,,2013,16.0915019763,15.2488737374,13.1530027548,299.344,497.465,1214.241,-217.325,-41.7757575758,37.9996570513,37.4958667554,33.151757667,,,,,,,,,,,,,,,
98,YCXGDTM1089031,3355509,Gra13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1089031,,89.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1089031,REPLICATE>BLOCK:61,REPLICATE:5",rainfed,2620.7839562443,269.4102941176,"65,0109583653","69,2512954927",7.0606617647,170,205,80,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
99,YCXGDTM1081026,3355507,Gra13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1081026,,81.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1081026,REPLICATE>BLOCK:41,REPLICATE:4",rainfed,2699.2753623188,284.7941176471,"63,6921554831","67,8477662825",7.687377451,175,210,70,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
100,YCXGDTM1083038,3355504,Gra13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1083038,,83.0,38.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1083038,REPLICATE>BLOCK:2,REPLICATE:2",watered,3173.7588652482,275.7794117647,NA,NA,8.7525735294,280,330,115,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
101,YCXGDTM1070048,3355502,Gra13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1070048,,70.0,48.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1070048,REPLICATE>BLOCK:18,REPLICATE:1",watered,3462.9133154602,271.5220588235,NA,NA,9.4025735294,280,330,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
102,YCXGDTM1043020,3355506,Gra13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1043020,,43.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1043020,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,2342.3066772235,307.2061764706,"66,4276631668","70,752276834",7.1957107843,170,110,80,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3002water_regimewatered,3338048,Gra13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,283.9077408114,64.945905259,,280.6111714847,3268.1929607498,332.9843837967,130.9482105216,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3002water_regimerainfed,3337802,Gra13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,291.4737043173,64.990223012,69.4844982123,165.0038137426,2571.0817674566,173.8177430142,76.2020959972,,,2013,16.1778063241,15.1493575758,13.7298795996,275.159,441.411,1316.129,-227.1633333333,-55.7217261905,38.0754898213,37.6676852534,33.9953247538,,,,,,,,,,,,,,,
105,YCXGDTM1095025,3355519,Gra13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1095025,,95.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1095025,REPLICATE>BLOCK:34,REPLICATE:5",rainfed,2455.8941459503,291.9447058824,"67,8477662825","72,2486439239",7.1698529412,170,220,70,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
106,YCXGDTM1085020,3355517,Gra13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1085020,,85.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1085020,REPLICATE>BLOCK:14,REPLICATE:4",rainfed,2297.9183563125,288.6670588235,"67,8477662825","72,2486439239",6.6333333333,200,250,95,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
107,YCXGDTM1049032,3355515,Gra13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1049032,,49.0,32.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1049032,REPLICATE>BLOCK:66,REPLICATE:3",rainfed,2464.7380541163,263.6152941176,"67,8477662825","72,2486439239",6.4974264706,195,240,90,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
108,YCXGDTM1090040,3355513,Gra13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1090040,,90.0,40.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1090040,REPLICATE>BLOCK:6,REPLICATE:2",watered,2980.9220985692,294.89,NA,NA,8.7904411765,270,330,110,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
109,YCXGDTM1067040,3355511,Gra13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1067040,,67.0,40.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1067040,REPLICATE>BLOCK:6,REPLICATE:1",watered,3402.076318743,277.4329411765,NA,NA,9.4384803922,270,330,110,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
110,3003water_regimewatered,3338049,Gra13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,302.8698178995,67.8672951176,,280.0825123051,3217.7445257273,339.1499373135,126.6370793336,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3003water_regimerainfed,3337803,Gra13,127402,https://doi.org/10.15454/5GN11W,Oh43_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,301.1971174377,67.3699200343,72.1294195934,185.1896589641,2336.3903105871,233.1925733926,82.9040469504,,,2013,16.2113068182,15.2681088664,13.2639393939,277.962,440.351,1329.39,-228.0401234568,-48.9406779661,38.1667586401,37.6815531078,33.3623135931,,,,,,,,,,,,,,,
112,YCXGDTM1089019,3355529,Gra13,127403,https://doi.org/10.15454/EW2AP2,W64A_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1089019,,89.0,19.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1089019,REPLICATE>BLOCK:5,REPLICATE:5",rainfed,2014.2180094787,258.475,"67,8477662825","72,2486439239",5.20625,165,215,95,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
