,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L11,L13,W11,W13,Check
474,WD1001,3350736,Deb12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1001,,1.0,1.0,"REPLICATE>BLOCK>PLOT:WD1001,REPLICATE>BLOCK:1,REPLICATE:1",rainfed,1728.3950617284,321.9209411765,"66,8932531126","71,0427983458",5.56406565,215,265,90,"-4,14954523320",2012,,,,,,,,,,,,,,,,,
475,WW2124,3350589,Deb12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2124,,24.0,19.0,"REPLICATE>BLOCK>PLOT:WW2124,REPLICATE>BLOCK:18,REPLICATE:2",watered,2176.1273893563,333.6155294118,"68,1215767585","69,553958451",7.2598989107,241,293,124,"-1,43238169250",2012,,,,,,,,,,,,,,,,,
476,WW1010,3350170,Deb12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1010,,1.0,10.0,"REPLICATE>BLOCK>PLOT:WW1010,REPLICATE>BLOCK:2,REPLICATE:1",watered,2147.1334348047,312.9123529412,"69,553958451","71,0427983458",6.7186457516,254,310,123,"-1,48883989480",2012,,,,,,,,,,,,,,,,,
477,3066water_regimewatered,3336389,Deb12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,375.7628358315,68.9909543018,70.2395663713,248.4789937984,2114.7910440619,302.8675441444,122.4142103828,,,2012,20.6817422225,18.6150919887,17.4492640831,203.308,193.617,986.457,-20.3333333333,-40.6560846561,36.1373843799,32.2100391035,30.4433514593,,,,,,
478,3066water_regimerainfed,3336143,Deb12,127465,https://doi.org/10.15454/U7YFIU,B106_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,357.5193506478,70.2455647316,73.8731949523,215.9362319447,1595.1928100584,268.2528579068,112.6184716843,,,2012,20.6817422225,18.812017638,17.3292257753,203.308,218.203,944.291,-55.3484848485,-132.8333333333,36.1373843799,32.4303206448,30.2100303273,,,,,,
479,WD3220,3351566,Deb12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3220,,49.0,10.0,"REPLICATE>BLOCK>PLOT:WD3220,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,1300.6433663711,251.5237647059,"76,2782631063","79,2289192837",3.2714271605,199,252,110,"-2,95065617740",2012,,,,,,,,,,,,,,,,,
480,WD2028,3351057,Deb12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2028,,20.0,7.0,"REPLICATE>BLOCK>PLOT:WD2028,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,1920.2279202279,286.4588235294,"71,0427983458","73,3721410878",5.5006623094,209,260,91,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
481,WD1096,3350846,Deb12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1096,,9.0,12.0,"REPLICATE>BLOCK>PLOT:WD1096,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,1650.1579098478,304.7030588235,"69,553958451","72,4142076817",5.0280816267,201,259,109,"-2,86024923070",2012,,,,,,,,,,,,,,,,,
482,WW2176,3350648,Deb12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2176,,29.0,8.0,"REPLICATE>BLOCK>PLOT:WW2176,REPLICATE>BLOCK:26,REPLICATE:2",watered,1539.3623072033,317.7307058824,"69,553958451","71,0427983458",4.8910267248,233,284,138,"-1,48883989480",2012,,,,,,,,,,,,,,,,,
483,WW1143,3350322,Deb12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1143,,11.0,17.0,"REPLICATE>BLOCK>PLOT:WW1143,REPLICATE>BLOCK:21,REPLICATE:1",watered,1989.2351701295,289.2188235294,"68,1215767585","69,553958451",5.7532425563,238,299,128,"-1,43238169250",2012,,,,,,,,,,,,,,,,,
484,3067water_regimewatered,3336390,Deb12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,346.6237994975,68.5621066101,69.7402440667,235.9214802692,1783.0858404888,292.3852332571,133.7266029298,,,2012,20.2848873989,18.5751257819,17.4875134291,257.174,175.113,1004.961,-22.5208333333,-40.3645833333,35.7546380938,31.960156741,30.4779473287,,,,,,
485,3067water_regimerainfed,3336144,Deb12,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,321.6826356129,71.3809488291,74.1327307527,206.7935783863,1706.3371578097,260.6722388958,105.5028127282,,,2012,20.2848873989,18.8769359471,17.3292257753,257.174,197.268,944.291,-56.8947368421,-132.8333333333,35.7546380938,32.2782245827,30.2100303273,,,,,,
486,WD1046,3350789,Deb12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1046,,7.0,4.0,"REPLICATE>BLOCK>PLOT:WD1046,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1855.7919621749,273.0423529412,"63,4177441029","65,7698661507",5.0670980392,155,205,95,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
487,WW1038,3350202,Deb12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1038,,2.0,17.0,"REPLICATE>BLOCK>PLOT:WW1038,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,2404.7097654638,346.6676470588,"64,6744337149","63,4177441029",8.3363507625,209,270,119,"1,25668961200",2012,,,,,,,,,,,,,,,,,
488,WD2089,3351127,Deb12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2089,,23.0,5.0,"REPLICATE>BLOCK>PLOT:WD2089,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2004.7741598598,295.7192941176,"64,6744337149","66,8932531126",5.9285039942,198,252,95,"-2,21881939770",2012,,,,,,,,,,,,,,,,,
489,WD3073,3351398,Deb12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3073,,40.0,10.0,"REPLICATE>BLOCK>PLOT:WD3073,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,2260.1493865862,286.0491764706,"65,7698661507","68,1215767585",6.4651387073,201,261,119,"-2,35171060780",2012,,,,,,,,,,,,,,,,,
490,WW2033,3350485,Deb12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2033,,20.0,12.0,"REPLICATE>BLOCK>PLOT:WW2033,REPLICATE>BLOCK:5,REPLICATE:2",watered,2282.8801826875,308.2656470588,"63,4177441029","64,6744337149",7.0373353667,218,277,98,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
491,3069water_regimewatered,3336391,Deb12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,365.587752327,64.4648003709,64.58805555,214.0622376471,2391.3108084547,273.4217985421,106.3499774196,,,2012,20.6300116828,18.5116414781,17.6469314405,150.555,197.095,1061.693,-20.8070175439,-39.446969697,35.9072756089,32.462420743,30.7747068206,,,,,,
492,3069water_regimerainfed,3336145,Deb12,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,313.8125332996,64.5984957894,66.6660090129,188.9371033294,2063.2082647444,243.4063403528,104.9602020437,,,2012,20.6300116828,18.6036982931,17.6172529894,150.555,216.024,1050.102,-54.0666666667,-127.5555555556,35.9072756089,32.562161232,30.6697212734,,,,,,
493,WD3203,3351546,Deb12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3203,,48.0,14.0,"REPLICATE>BLOCK>PLOT:WD3203,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,1473.1634707994,281.0047058824,"66,8932531126","69,553958451",4.1396586783,200,253,110,"-2,66070533840",2012,,,,,,,,,,,,,,,,,
494,WD2124,3351167,Deb12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2124,,24.0,19.0,"REPLICATE>BLOCK>PLOT:WD2124,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,1513.7879312334,302.7974117647,"64,6744337149","66,8932531126",4.5837106754,204,250,120,"-2,21881939770",2012,,,,,,,,,,,,,,,,,
495,WD1181,3350943,Deb12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1181,,13.0,13.0,"REPLICATE>BLOCK>PLOT:WD1181,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,1003.6442064555,315.0875294118,"63,4177441029","65,7698661507",3.1623577342,220,265,100,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
496,WW2242,3350724,Deb12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2242,,32.0,11.0,"REPLICATE>BLOCK>PLOT:WW2242,REPLICATE>BLOCK:35,REPLICATE:2",watered,2162.663195677,281.3317647059,"65,7698661507","66,8932531126",6.084258533,226,272,111,"-1,12338696190",2012,,,,,,,,,,,,,,,,,
497,WW1028,3350190,Deb12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1028,,2.0,7.0,"REPLICATE>BLOCK>PLOT:WW1028,REPLICATE>BLOCK:4,REPLICATE:1",watered,2037.4302115279,285.5922352941,"65,7698661507","65,7698661507",5.8187424837,240,292,117,"0,00000000000",2012,,,,,,,,,,,,,,,,,
498,3070water_regimewatered,3336392,Deb12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,310.3485818289,65.9644317427,66.7735406776,234.6921765992,2112.503317587,282.6403624204,114.4121629779,,,2012,20.5698601677,18.8013576817,17.6053030354,134.887,174.728,1042.764,-21.5079365079,-39.8076923077,35.7320595447,32.8509138335,30.7180526098,,,,,,
499,3070water_regimerainfed,3336146,Deb12,127468,https://doi.org/10.15454/CV1BWK,EA1163_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,314.6518007978,64.6808483733,67.3788886561,213.0371116697,1406.8320297018,264.816553301,110.743013626,,,2012,20.5698601677,18.9349569026,17.5559389962,134.887,220.403,1011.362,-52.9696969697,-130.4867724868,35.7320595447,33.0205810048,30.6786053687,,,,,,
500,WD3188,3351529,Deb12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3188,,47.0,20.0,"REPLICATE>BLOCK>PLOT:WD3188,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,2208.3834079901,310.6436470588,"63,4177441029","65,7698661507",6.8602027596,187,232,110,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
501,WD2206,3351261,Deb12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2206,,30.0,17.0,"REPLICATE>BLOCK>PLOT:WD2206,REPLICATE>BLOCK:30,REPLICATE:2",rainfed,2428.9803067196,258.842,"66,8932531126","68,1215767585",6.2872212055,180,232,92,"-1,22832364590",2012,,,,,,,,,,,,,,,,,
502,WD1105,3350856,Deb12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1105,,9.0,21.0,"REPLICATE>BLOCK>PLOT:WD1105,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,2221.4179434592,283.0901176471,"63,4177441029","64,6744337149",6.2886146696,199,249,112,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
503,WW2201,3350677,Deb12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2201,,30.0,12.0,"REPLICATE>BLOCK>PLOT:WW2201,REPLICATE>BLOCK:29,REPLICATE:2",watered,3109.4650205761,269.5411764706,"63,4177441029","64,6744337149",8.3812885984,215,268,123,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
504,WW1220,3350410,Deb12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1220,,17.0,10.0,"REPLICATE>BLOCK>PLOT:WW1220,REPLICATE>BLOCK:32,REPLICATE:1",watered,3129.234734173,267.5096470588,"64,6744337149","64,6744337149",8.371004793,220,274,123,"0,00000000000",2012,,,,,,,,,,,,,,,,,
505,3072water_regimerainfed,3336147,Deb12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,310.6832451965,64.7514200008,65.8348303381,184.3226760468,2314.6092489126,233.9795846764,103.8150541817,,,2012,20.7253172489,18.3917124889,17.6172529894,166.61,196.845,1050.102,-54.9122807018,-127.5555555556,36.0868136984,32.1876657448,30.6697212734,,,,,,
506,3072water_regimewatered,3336393,Deb12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,298.072186911,64.6326128954,65.2295960928,214.8158466115,3141.5926711056,268.793108443,122.0048413292,,,2012,20.7253172489,18.3917124889,17.6172529894,166.61,216.024,1050.102,-19.2543859649,-39.696969697,36.0868136984,32.1876657448,30.6697212734,,,,,,
507,WD2038,3351069,Deb12,127470,https://doi.org/10.15454/21XOCO,B108_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2038,,20.0,17.0,"REPLICATE>BLOCK>PLOT:WD2038,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,1659.2447775244,308.6651764706,"71,0427983458","71,0427983458",5.1215108206,222,275,130,"0,00000000000",2012,,,,,,,,,,,,,,,,,
508,WD3168,3351506,Deb12,127470,https://doi.org/10.15454/21XOCO,B108_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3168,,44.0,21.0,"REPLICATE>BLOCK>PLOT:WD3168,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,2240.8842951479,233.5355294118,"71,0427983458","73,3721410878",5.2332610022,227,270,120,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
509,WD1028,3350768,Deb12,127470,https://doi.org/10.15454/21XOCO,B108_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1028,,2.0,7.0,"REPLICATE>BLOCK>PLOT:WD1028,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,1684.3906612884,275.5874117647,"69,553958451","72,4142076817",4.6419686275,221,270,99,"-2,86024923070",2012,,,,,,,,,,,,,,,,,
510,WW2052,3350507,Deb12,127470,https://doi.org/10.15454/21XOCO,B108_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2052,,21.0,10.0,"REPLICATE>BLOCK>PLOT:WW2052,REPLICATE>BLOCK:8,REPLICATE:2",watered,1462.2931827233,302.2864705882,"68,1215767585","66,8932531126",4.4203144517,238,293,128,"1,22832364590",2012,,,,,,,,,,,,,,,,,
511,WW1171,3350354,Deb12,127470,https://doi.org/10.15454/21XOCO,B108_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1171,,13.0,3.0,"REPLICATE>BLOCK>PLOT:WW1171,REPLICATE>BLOCK:25,REPLICATE:1",watered,2139.2020039363,302.1388235294,"68,1215767585","69,553958451",6.4633597676,242,293,120,"-1,43238169250",2012,,,,,,,,,,,,,,,,,
512,3074water_regimewatered,3336394,Deb12,127470,https://doi.org/10.15454/21XOCO,B108_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,344.1481856607,68.3424060065,68.7505004222,239.7697266507,1721.1318314772,292.924779721,124.7721024959,,,2012,20.6124860241,18.3647009751,17.4875134291,219.894,175.113,1004.961,-21.1851851852,-40.3645833333,36.0591633307,32.0095682685,30.4779473287,,,,,,
513,3074water_regimerainfed,3336148,Deb12,127470,https://doi.org/10.15454/21XOCO,B108_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,301.1466012494,70.633161865,72.3978477864,218.3599437165,1858.6591588604,269.1109265979,113.812652652,,,2012,20.6124860241,18.538362259,17.3915736655,219.894,194.743,967.751,-55.9333333333,-131.5502645503,36.0591633307,32.1652268382,30.2827512949,,,,,,
514,WW1129,3350306,Deb12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1129,,11.0,3.0,"REPLICATE>BLOCK>PLOT:WW1129,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2215.4817652902,316.2296470588,"65,7698661507","64,6744337149",7.006010167,212,268,118,"1,09543243580",2012,,,,,,,,,,,,,,,,,
515,WD1089,3350838,Deb12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1089,,9.0,5.0,"REPLICATE>BLOCK>PLOT:WD1089,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,1238.5387336654,315.9677647059,"63,4177441029","65,7698661507",3.9133831518,165,208,100,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
516,WD3080,3351406,Deb12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3080,,40.0,17.0,"REPLICATE>BLOCK>PLOT:WD3080,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,1621.7899402865,312.5774117647,"64,6744337149","66,8932531126",5.0693490196,190,238,119,"-2,21881939770",2012,,,,,,,,,,,,,,,,,
517,WD2250,3351311,Deb12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2250,,32.0,19.0,"REPLICATE>BLOCK>PLOT:WD2250,REPLICATE>BLOCK:36,REPLICATE:2",rainfed,1707.3170731707,342.8661176471,"63,4177441029","65,7698661507",5.8538117647,194,247,112,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
518,WW2207,3350684,Deb12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2207,,30.0,18.0,"REPLICATE>BLOCK>PLOT:WW2207,REPLICATE>BLOCK:30,REPLICATE:2",watered,2122.1125614631,317.7542352941,"63,4177441029","64,6744337149",6.7431025418,223,269,127,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
519,3075water_regimewatered,3336395,Deb12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,349.1429050249,64.8226408975,64.7054813337,216.314956658,2142.8399377201,267.5470797124,123.9048711364,,,2012,20.5698601677,18.7237866769,17.6469314405,134.887,177.916,1061.693,-21.7833333333,-39.446969697,35.7320595447,32.770597999,30.7747068206,,,,,,
520,3075water_regimerainfed,3336149,Deb12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,349.4939966271,63.1438683275,65.9293057533,186.6628146703,1554.6314582387,236.2056026783,109.8287911134,,,2012,20.5698601677,18.8013576817,17.6172529894,134.887,231.348,1050.102,-53.0317460317,-127.5555555556,35.7320595447,32.8509138335,30.6697212734,,,,,,
521,WW2048,3350502,Deb12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2048,,21.0,6.0,"REPLICATE>BLOCK>PLOT:WW2048,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1353.214686548,330.4205882353,"65,7698661507","66,8932531126",4.4712999274,210,261,107,"-1,12338696190",2012,,,,,,,,,,,,,,,,,
522,WD3014,3351330,Deb12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3014,,33.0,14.0,"REPLICATE>BLOCK>PLOT:WD3014,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,1642.6611796982,286.6065882353,"64,6744337149","66,8932531126",4.7079751634,185,232,100,"-2,21881939770",2012,,,,,,,,,,,,,,,,,
523,WD2212,3351268,Deb12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2212,,31.0,2.0,"REPLICATE>BLOCK>PLOT:WD2212,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,1406.4391188574,314.748,"65,7698661507","68,1215767585",4.4267389978,175,220,80,"-2,35171060780",2012,,,,,,,,,,,,,,,,,
524,WD1126,3350880,Deb12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1126,,10.0,21.0,"REPLICATE>BLOCK>PLOT:WD1126,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,2186.1268047709,223.5058823529,"63,4177441029","65,7698661507",4.8861220044,200,245,105,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
525,WW1124,3350300,Deb12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1124,,10.0,19.0,"REPLICATE>BLOCK>PLOT:WW1124,REPLICATE>BLOCK:18,REPLICATE:1",watered,1766.2633539608,346.7942352941,"65,7698661507","69,553958451",6.1252994916,212,270,103,"-3,78409230030",2012,,,,,,,,,,,,,,,,,
526,3076water_regimewatered,3336396,Deb12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,391.1878020737,65.6830952295,67.8874342381,213.4282133153,1630.9226576809,267.8647537235,105.2204031085,,,2012,20.7253172489,18.5591538915,17.5538177963,166.61,220.403,1026.544,-19.15,-40.0435897436,36.0868136984,32.4074620376,30.578738653,,,,,,
527,3076water_regimerainfed,3336150,Deb12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,304.1839678751,65.2601978831,67.7550409106,182.8432306439,1679.1262957625,228.1450922341,92.2631277706,,,2012,20.7253172489,18.5591538915,17.5538177963,166.61,220.403,1026.544,-54.75,-128.7230769231,36.0868136984,32.4074620376,30.578738653,,,,,,
528,WD3133,3351466,Deb12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3133,,43.0,7.0,"REPLICATE>BLOCK>PLOT:WD3133,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1607.8953204702,313.8028235294,"63,4177441029","65,7698661507",5.045620915,204,260,100,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
529,WD2106,3351146,Deb12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2106,,24.0,1.0,"REPLICATE>BLOCK>PLOT:WD2106,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,1520.0825263718,343.2841176471,"63,4177441029","65,7698661507",5.2182018882,188,260,119,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
530,WD1208,3350974,Deb12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1208,,14.0,19.0,"REPLICATE>BLOCK>PLOT:WD1208,REPLICATE>BLOCK:30,REPLICATE:1",rainfed,1677.8748034394,342.6924705882,"63,4177441029","65,7698661507",5.7499506173,200,259,101,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
531,WW1176,3350359,Deb12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1176,,13.0,8.0,"REPLICATE>BLOCK>PLOT:WW1176,REPLICATE>BLOCK:26,REPLICATE:1",watered,1518.6246418338,325.1448235294,"64,6744337149","64,6744337149",4.9377294118,232,288,119,"0,00000000000",2012,,,,,,,,,,,,,,,,,
532,WW2228,3350708,Deb12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2228,,31.0,18.0,"REPLICATE>BLOCK>PLOT:WW2228,REPLICATE>BLOCK:33,REPLICATE:2",watered,1816.7749922625,333.1942352941,"63,4177441029","64,6744337149",6.0533895425,217,274,112,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
533,3077water_regimewatered,3336397,Deb12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,352.4467408551,64.3942969291,64.9091551713,225.2571563238,1653.5008630441,282.2675929768,116.8238600038,,,2012,20.6738928004,18.5116414781,17.6633457704,152.167,197.095,1053.849,-20.8070175439,-39.5512820513,35.8698646075,32.462420743,30.8275840054,,,,,,
534,3077water_regimerainfed,3336151,Deb12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,360.0545093195,63.6536419276,65.6667549047,197.8832470888,1551.4635675242,260.2681164191,106.2629557036,,,2012,20.6738928004,18.6036982931,17.6053030354,152.167,216.024,1042.764,-54.0666666667,-128.3743589744,35.8698646075,32.562161232,30.7180526098,,,,,,
535,WD3139,3351473,Deb12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3139,,43.0,13.0,"REPLICATE>BLOCK>PLOT:WD3139,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,1736.5172189734,259.5087058824,"71,0427983458","77,6345701728",4.5064133624,239,293,140,"-6,59177182700",2012,,,,,,,,,,,,,,,,,
