,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L11,L13,W11,W13,Check
834,3123water_regimewatered,3336441,Deb12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,296.8862677622,67.2575843219,69.192366134,212.5819551991,1651.0077387319,260.8350872729,116.1823754408,,,2012,20.6817422225,18.5476114501,17.4875134291,203.308,199.836,1004.961,-20.2456140351,-40.3645833333,36.1373843799,32.1864892089,30.4779473287,,,,,,
835,3123water_regimerainfed,3336195,Deb12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,233.8848807057,71.1011688782,73.9966670337,184.9018502203,1379.3792728895,232.3216178906,102.0131430084,,,2012,20.6817422225,18.812017638,17.3224514829,203.308,197.268,933.041,-55.3484848485,-134.7388888889,36.1373843799,32.4303206448,30.3522780902,,,,,,
836,WD3117,3351448,Deb12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3117,,42.0,12.0,"REPLICATE>BLOCK>PLOT:WD3117,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,1118.3202667388,278.4807058824,"63,4177441029","65,7698661507",3.1143061728,211,268,110,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
837,WD2149,3351196,Deb12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2149,,28.0,2.0,"REPLICATE>BLOCK>PLOT:WD2149,REPLICATE>BLOCK:22,REPLICATE:2",rainfed,1663.8951877047,234.6811764706,"63,4177441029","65,7698661507",3.9048488017,218,270,105,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
838,WD1009,3350747,Deb12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1009,,1.0,9.0,"REPLICATE>BLOCK>PLOT:WD1009,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,2159.9794238683,239.4352941176,"65,7698661507","65,7698661507",5.1717530864,200,260,109,"0,00000000000",2012,,,,,,,,,,,,,,,,,
839,WW2251,3350734,Deb12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2251,,32.0,20.0,"REPLICATE>BLOCK>PLOT:WW2251,REPLICATE>BLOCK:36,REPLICATE:2",watered,2359.8013757915,249.9576470588,"64,6744337149","65,7698661507",5.8985039942,236,291,126,"-1,09543243580",2012,,,,,,,,,,,,,,,,,
840,WW1236,3350428,Deb12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1236,,18.0,5.0,"REPLICATE>BLOCK>PLOT:WW1236,REPLICATE>BLOCK:34,REPLICATE:1",watered,1577.6815776816,284.9181176471,"66,8932531126","68,1215767585",4.4951006536,241,297,128,"-1,22832364590",2012,,,,,,,,,,,,,,,,,
841,3124water_regimewatered,3336442,Deb12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,290.0913478353,65.0678096294,66.052454683,239.1129814056,2024.2474301298,293.8507348325,125.9455267024,,,2012,20.1191349288,19.2387076531,17.6053030354,106.699,196.845,1042.764,-22.6594202899,-39.8076923077,35.1807016802,33.4988632185,30.7180526098,,,,,,
842,3124water_regimerainfed,3336196,Deb12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,247.2411502591,65.0668662715,65.9177909738,212.9690109853,1632.6086916205,268.8554660537,110.9681986056,,,2012,20.1191349288,19.2387076531,17.6129576534,106.699,196.845,991.645,-50.5652173913,-133.0555555556,35.1807016802,33.4988632185,30.8672849375,,,,,,
843,WD1128,3350883,Deb12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1128,,11.0,2.0,"REPLICATE>BLOCK>PLOT:WD1128,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2276.9182684795,268.8974117647,"76,2782631063","77,6345701728",6.1225742919,220,275,128,"-1,35630706650",2012,,,,,,,,,,,,,,,,,
844,WD3218,3351563,Deb12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3218,,49.0,8.0,"REPLICATE>BLOCK>PLOT:WD3218,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,2107.5837742504,287.5270588235,"79,2289192837","82,5582968728",6.0598736383,215,270,128,"-3,32937758910",2012,,,,,,,,,,,,,,,,,
845,WD2014,3351041,Deb12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2014,,19.0,14.0,"REPLICATE>BLOCK>PLOT:WD2014,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,2028.331750554,267.7327058824,"76,2782631063","77,6345701728",5.43050748,220,280,130,"-1,35630706650",2012,,,,,,,,,,,,,,,,,
846,WW2110,3350573,Deb12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2110,,24.0,5.0,"REPLICATE>BLOCK>PLOT:WW2110,REPLICATE>BLOCK:16,REPLICATE:2",watered,1630.8085273603,321.8692941176,"76,2782631063","77,6345701728",5.2490718954,248,309,151,"-1,35630706650",2012,,,,,,,,,,,,,,,,,
847,WW1138,3350316,Deb12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1138,,11.0,12.0,"REPLICATE>BLOCK>PLOT:WW1138,REPLICATE>BLOCK:20,REPLICATE:1",watered,1919.1288666944,300.0870588235,"74,7259909955","76,2782631063",5.7590573711,250,305,146,"-1,55227211080",2012,,,,,,,,,,,,,,,,,
848,3125water_regimewatered,3336443,Deb12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,367.3863720187,75.0768985719,76.4546342083,249.0546016817,1839.4422999814,307.0552540653,150.6327736953,,,2012,20.6817422225,18.910907588,17.2676313374,203.308,173.935,922.566,-21.2608695652,-41.1721311475,36.1373843799,32.550339536,30.1283791009,,,,,,
849,3125water_regimerainfed,3336197,Deb12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,316.8684653994,76.6836684852,78.8504440124,219.1675731817,2150.3512496745,275.9375437601,128.3723223445,,,2012,20.6817422225,19.1905755215,17.0009999678,203.308,207.656,887.31,-55.1066666667,-136.8757062147,36.1373843799,32.8643929665,29.7869477332,,,,,,
850,WD2133,3351177,Deb12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2133,,27.0,7.0,"REPLICATE>BLOCK>PLOT:WD2133,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1724.0479916536,257.0367058824,"71,0427983458","73,3721410878",4.4314361656,204,251,107,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
851,WW2089,3350549,Deb12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2089,,23.0,5.0,"REPLICATE>BLOCK>PLOT:WW2089,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,1901.3112491373,292.7927058824,"68,1215767585","69,553958451",5.5669006536,232,291,112,"-1,43238169250",2012,,,,,,,,,,,,,,,,,
852,WD3077,3351402,Deb12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3077,,40.0,14.0,"REPLICATE>BLOCK>PLOT:WD3077,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,1800.4115226337,263.6047058824,"71,0427983458","73,3721410878",4.7459694989,202,255,105,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
853,WD1170,3350931,Deb12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1170,,13.0,2.0,"REPLICATE>BLOCK>PLOT:WD1170,REPLICATE>BLOCK:25,REPLICATE:1",rainfed,2496.8071519796,264.9917647059,"66,8932531126","69,553958451",6.6163333333,220,270,110,"-2,66070533840",2012,,,,,,,,,,,,,,,,,
854,WW1250,3350444,Deb12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1250,,18.0,19.0,"REPLICATE>BLOCK>PLOT:WW1250,REPLICATE>BLOCK:36,REPLICATE:1",watered,2207.5249853028,305.5623529412,"66,8932531126","68,1215767585",6.7453652869,238,292,127,"-1,22832364590",2012,,,,,,,,,,,,,,,,,
855,3126water_regimewatered,3336444,Deb12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,329.6470000668,67.7599638158,68.8073303116,236.7757578164,2097.1420283542,293.1500493316,123.2519341196,,,2012,20.7253172489,18.7133511966,17.4731247533,166.61,199.836,997.623,-19.1666666667,-40.4894179894,36.0868136984,32.6275535314,30.5247689624,,,,,,
856,3126water_regimerainfed,3336198,Deb12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,282.3612543719,69.8207699777,72.0263771057,207.0686457424,1887.1815391675,257.5193403199,108.0250633837,,,2012,20.7253172489,18.8340435981,17.4031972876,166.61,194.743,963.839,-54.4057971014,-132.4301075269,36.0868136984,32.7091709605,30.3783277598,,,,,,
857,WD3199,3351542,Deb12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3199,,48.0,10.0,"REPLICATE>BLOCK>PLOT:WD3199,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,1162.3734461105,253.096,"73,3721410878","76,2782631063",2.9419206972,192,241,89,"-2,90612201850",2012,,,,,,,,,,,,,,,,,
858,WD2171,3351221,Deb12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2171,,29.0,3.0,"REPLICATE>BLOCK>PLOT:WD2171,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2712.2507122507,233.5105882353,"71,0427983458","73,3721410878",6.3333925926,199,270,109,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
859,WD1135,3350891,Deb12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1135,,11.0,9.0,"REPLICATE>BLOCK>PLOT:WD1135,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,2023.3404630568,292.1132941176,"64,6744337149","66,8932531126",5.9104464779,209,260,108,"-2,21881939770",2012,,,,,,,,,,,,,,,,,
860,WW2075,3350533,Deb12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2075,,22.0,12.0,"REPLICATE>BLOCK>PLOT:WW2075,REPLICATE>BLOCK:11,REPLICATE:2",watered,2027.8632957055,350.2941176471,"68,1215767585","68,1215767585",7.1034858388,229,285,117,"0,00000000000",2012,,,,,,,,,,,,,,,,,
861,WW1111,3350285,Deb12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1111,,10.0,6.0,"REPLICATE>BLOCK>PLOT:WW1111,REPLICATE>BLOCK:16,REPLICATE:1",watered,2086.4197530864,304.6235294118,"66,8932531126","69,553958451",6.3557254902,227,280,100,"-2,66070533840",2012,,,,,,,,,,,,,,,,,
862,3127water_regimerainfed,3336199,Deb12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,291.2721247137,68.7348451154,71.1312367986,197.6771892949,1944.9390189935,250.65901322,100.7039915442,,,2012,20.6300116828,18.9351750401,17.4371022864,150.555,193.617,990.369,-53.7971014493,-130.3072916667,35.9072756089,32.9353776848,30.3482523814,,,,,,
863,3127water_regimewatered,3336445,Deb12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,368.4201246511,67.6890635666,68.7319629105,230.0243206193,2142.6728884648,283.9634565152,108.1989581589,,,2012,20.6300116828,18.8914456227,17.4875134291,150.555,199.836,1004.961,-20.3636363636,-40.3645833333,35.9072756089,32.948009075,30.4779473287,,,,,,
864,WD1057,3350801,Deb12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1057,,7.0,15.0,"REPLICATE>BLOCK>PLOT:WD1057,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2593.4267600934,287.9905882353,"65,7698661507","69,553958451",7.4688249818,210,265,120,"-3,78409230030",2012,,,,,,,,,,,,,,,,,
865,WW1086,3350257,Deb12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1086,,9.0,2.0,"REPLICATE>BLOCK>PLOT:WW1086,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,2168.6466340554,329.7535294118,"68,1215767585","71,0427983458",7.1511888163,228,269,136,"-2,92122158730",2012,,,,,,,,,,,,,,,,,
866,WD3185,3351526,Deb12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3185,,47.0,17.0,"REPLICATE>BLOCK>PLOT:WD3185,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,1589.5061728395,259.28,"73,3721410878","74,7259909955",4.1212716049,185,230,100,"-1,35384990770",2012,,,,,,,,,,,,,,,,,
867,WD2134,3351178,Deb12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2134,,27.0,8.0,"REPLICATE>BLOCK>PLOT:WD2134,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,1833.5475328115,292.3485882353,"71,0427983458","73,3721410878",5.3603503268,191,240,112,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
868,WW2070,3350527,Deb12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2070,,22.0,7.0,"REPLICATE>BLOCK>PLOT:WW2070,REPLICATE>BLOCK:10,REPLICATE:2",watered,1908.4054113994,305.1581176471,"68,1215767585","69,553958451",5.8236540305,219,271,128,"-1,43238169250",2012,,,,,,,,,,,,,,,,,
869,3128water_regimewatered,3336446,Deb12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,351.8524353617,67.7981719681,69.8639909074,224.3842417492,2038.1517009015,270.8704678329,132.8682135954,,,2012,20.6817422225,18.5476114501,17.4731247533,203.308,199.836,997.623,-20.2456140351,-40.4894179894,36.1373843799,32.1864892089,30.5247689624,,,,,,
870,3128water_regimerainfed,3336200,Deb12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,295.9524709516,70.3949732079,72.3782678074,196.8045525296,2012.3516758985,246.8750491824,110.3317876269,,,2012,20.6817422225,18.6955831038,17.3869546202,203.308,194.743,956.501,-55.5079365079,-133.3825136612,36.1373843799,32.3178858524,30.4250514213,,,,,,
871,WD2058,3351092,Deb12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2058,,21.0,16.0,"REPLICATE>BLOCK>PLOT:WD2058,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1723.1733243818,295.4077647059,"69,553958451","72,4142076817",5.0903877996,216,270,120,"-2,86024923070",2012,,,,,,,,,,,,,,,,,
872,WD3164,3351502,Deb12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3164,,44.0,17.0,"REPLICATE>BLOCK>PLOT:WD3164,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,1664.7431189452,312.9241176471,"71,0427983458","74,7259909955",5.209382716,210,265,135,"-3,68319264970",2012,,,,,,,,,,,,,,,,,
873,WD1034,3350775,Deb12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1034,,2.0,13.0,"REPLICATE>BLOCK>PLOT:WD1034,REPLICATE>BLOCK:5,REPLICATE:1",rainfed,1736.8459729571,290.6202352941,"72,4142076817","74,7259909955",5.0476258533,219,261,120,"-2,31178331380",2012,,,,,,,,,,,,,,,,,
874,WW2155,3350624,Deb12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2155,,28.0,8.0,"REPLICATE>BLOCK>PLOT:WW2155,REPLICATE>BLOCK:23,REPLICATE:2",watered,2090.7636031093,281.8418823529,"69,553958451","71,0427983458",5.8926474946,241,296,145,"-1,48883989480",2012,,,,,,,,,,,,,,,,,
875,WW1075,3350244,Deb12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1075,,8.0,12.0,"REPLICATE>BLOCK>PLOT:WW1075,REPLICATE>BLOCK:11,REPLICATE:1",watered,1916.7404036574,255.7372941176,"71,0427983458","73,3721410878",4.9018200436,260,312,156,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
876,3129water_regimewatered,3336447,Deb12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,310.0992155283,70.5041372204,71.7365865598,252.2401342174,2085.99943476,305.6963883576,150.283700949,,,2012,20.6538886775,18.8124505385,17.4031972876,181.77,194.743,963.839,-20.1893939394,-40.9301075269,36.0886621565,32.5380069987,30.3783277598,,,,,,
877,3129water_regimerainfed,3336201,Deb12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,341.7088166526,71.2944545268,74.3188500958,215.4297479371,1747.4645650456,265.8412533023,123.1168416567,,,2012,20.6538886775,18.9187415088,17.3292257753,181.77,197.268,944.291,-54.8550724638,-132.8333333333,36.0886621565,32.6359828373,30.2100303273,,,,,,
878,WW2045,3350499,Deb12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2045,,21.0,3.0,"REPLICATE>BLOCK>PLOT:WW2045,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1890.6259693529,343.1228235294,"68,1215767585","69,553958451",6.4871692084,239,281,127,"-1,43238169250",2012,,,,,,,,,,,,,,,,,
879,WD3078,3351403,Deb12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3078,,40.0,15.0,"REPLICATE>BLOCK>PLOT:WD3078,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,1675.8404079983,347.3983529412,"68,1215767585","71,0427983458",5.8218419753,201,250,95,"-2,92122158730",2012,,,,,,,,,,,,,,,,,
880,WD2033,3351063,Deb12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2033,,20.0,12.0,"REPLICATE>BLOCK>PLOT:WD2033,REPLICATE>BLOCK:5,REPLICATE:2",rainfed,1999.9286376936,303.3809411765,"68,1215767585","71,0427983458",6.0674023239,216,270,115,"-2,92122158730",2012,,,,,,,,,,,,,,,,,
881,WD1069,3350815,Deb12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1069,,8.0,6.0,"REPLICATE>BLOCK>PLOT:WD1069,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,1698.0575569882,272.3176470588,"74,7259909955","77,6345701728",4.6241103849,185,230,95,"-2,90857917730",2012,,,,,,,,,,,,,,,,,
882,WW1064,3350231,Deb12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1064,,8.0,1.0,"REPLICATE>BLOCK>PLOT:WW1064,REPLICATE>BLOCK:10,REPLICATE:1",watered,2309.9237671187,315.1044705882,"71,0427983458","73,3721410878",7.2786730574,240,285,128,"-2,32934274200",2012,,,,,,,,,,,,,,,,,
883,3130water_regimewatered,3336448,Deb12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,383.684215961,69.2415866433,71.6457962583,241.6202672981,2117.5978369593,284.3736882831,123.84793065,,,2012,20.6538886775,18.7413574496,17.4492640831,181.77,193.617,986.457,-20.0238095238,-40.6560846561,36.0886621565,32.4457777686,30.4433514593,,,,,,
884,3130water_regimerainfed,3336202,Deb12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,352.2194624874,69.4569666639,72.3359081184,206.7961767795,1768.9918199991,256.2880006286,103.454552179,,,2012,20.6538886775,18.8124505385,17.3915736655,181.77,216.235,967.751,-54.9848484848,-131.5502645503,36.0886621565,32.5380069987,30.2827512949,,,,,,
885,WD3156,3351493,Deb12,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3156,,44.0,9.0,"REPLICATE>BLOCK>PLOT:WD3156,REPLICATE>BLOCK:23,REPLICATE:3",rainfed,1086.4891108337,324.2112941176,"63,4177441029","65,7698661507",3.5225204067,195,245,105,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
886,WD2068,3351103,Deb12,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2068,,22.0,5.0,"REPLICATE>BLOCK>PLOT:WD2068,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,1480.8031474698,336.5501176471,"63,4177441029","65,7698661507",4.9836447349,195,250,115,"-2,35212204780",2012,,,,,,,,,,,,,,,,,
887,WD1236,3351006,Deb12,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD1236,,18.0,5.0,"REPLICATE>BLOCK>PLOT:WD1236,REPLICATE>BLOCK:34,REPLICATE:1",rainfed,1664.5257974738,323.1232941176,"63,4177441029","64,6744337149",5.3784705882,210,260,115,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
888,WW2230,3350710,Deb12,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2230,,31.0,20.0,"REPLICATE>BLOCK>PLOT:WW2230,REPLICATE>BLOCK:33,REPLICATE:2",watered,1264.6710637578,332.9229411765,"63,4177441029","64,6744337149",4.2103801017,233,282,114,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
889,WW1155,3350335,Deb12,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1155,,12.0,8.0,"REPLICATE>BLOCK>PLOT:WW1155,REPLICATE>BLOCK:23,REPLICATE:1",watered,1536.2503025902,372.816,"63,4177441029","64,6744337149",5.7273869281,228,277,132,"-1,25668961200",2012,,,,,,,,,,,,,,,,,
890,3131water_regimewatered,3336449,Deb12,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,watered,387.7519259948,63.1564704673,64.0554361051,231.7373360642,1351.8255555557,281.7855125609,123.9438029178,,,2012,20.7253172489,18.2827644173,17.6633457704,166.61,212.419,1053.849,-19.4351851852,-39.5512820513,36.0868136984,32.0615788126,30.8275840054,,,,,,
891,3131water_regimerainfed,3336203,Deb12,127525,https://doi.org/10.15454/3VKPVB,W153R_H,Syngenta Debrecen 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,352.7890834765,62.4814969479,64.5618636892,200.2748250389,1430.472532159,252.8717498238,112.8905393109,,,2012,20.7253172489,18.2827644173,17.6469314405,166.61,212.419,1061.693,-55.1296296296,-127.202020202,36.0868136984,32.0615788126,30.7747068206,,,,,,
892,WW2059,3350515,Deb12,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW2059,,21.0,17.0,"REPLICATE>BLOCK>PLOT:WW2059,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2481.9331526649,290.0677647059,"68,1215767585","69,553958451",7.1992880174,252,304,133,"-1,43238169250",2012,,,,,,,,,,,,,,,,,
893,WW1045,3350210,Deb12,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WW1045,,7.0,3.0,"REPLICATE>BLOCK>PLOT:WW1045,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2189.6986592327,328.5416470588,"69,553958451","71,0427983458",7.1940720407,246,300,116,"-1,48883989480",2012,,,,,,,,,,,,,,,,,
894,WD3147,3351482,Deb12,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD3147,,43.0,21.0,"REPLICATE>BLOCK>PLOT:WD3147,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,1593.0134680135,313.28,"72,4142076817","73,3721410878",4.9905925926,210,260,111,"-0,95793340610",2012,,,,,,,,,,,,,,,,,
895,WD2238,3351297,Deb12,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2012,REPLICATE>BLOCK>PLOT,,,WD2238,,32.0,7.0,"REPLICATE>BLOCK>PLOT:WD2238,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2123.5341924997,281.996,"72,4142076817","74,7259909955",5.9882814815,208,271,118,"-2,31178331380",2012,,,,,,,,,,,,,,,,,
