observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,ASI_D20deg(MIPO:0000026),ASI_D20deg(MIPO:0000026).date,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,ear_height(MIPO:0000007),ear_height(MIPO:0000007).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
123039,3346922,Cam12,Syngenta Campagnola 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,123039,,17,10,"REPLICATE>BLOCK>PLOT:123039,REPLICATE>BLOCK:30,REPLICATE:2",watered,2012,"-7,94112011450",,"78,4377444101",,NA,,5.4594061625,,NA,,"70,4966242956",,110,,210,,245,
233210,3345750,Cam12,Syngenta Campagnola 2012,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,REPLICATE>BLOCK>PLOT,,,233210,,2,51,"REPLICATE>BLOCK>PLOT:233210,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2012,"-11,08017740500",,"81,5768017006",,NA,,3.735892935,,NA,,"70,4966242956",,80,,145,,180,
113039,3346633,Cam12,Syngenta Campagnola 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,113039,,4,4,"REPLICATE>BLOCK>PLOT:113039,REPLICATE>BLOCK:13,REPLICATE:1",watered,2012,"-4,73767994550",,"76,8285955506",,NA,,6.0838169935,,NA,,"72,0909156051",,105,,210,,245,
213039,3346123,Cam12,Syngenta Campagnola 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,213039,,12,12,"REPLICATE>BLOCK>PLOT:213039,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,2012,"-12,44211510610",,"86,1419677247",,NA,,1.8168727046,,NA,,"73,6998526186",,70,,140,,170,
233209,3345838,Cam12,Syngenta Campagnola 2012,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,REPLICATE>BLOCK>PLOT,,,233209,,5,44,"REPLICATE>BLOCK>PLOT:233209,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,2012,"-11,08137189510",,"80,0134329032",,NA,,3.8156626206,,NA,,"68,9320610081",,80,,155,,190,
123078,3346958,Cam12,Syngenta Campagnola 2012,127474,https://doi.org/10.15454/GF4RQE,EP55_H,REPLICATE>BLOCK>PLOT,,,123078,,17,2,"REPLICATE>BLOCK>PLOT:123078,REPLICATE>BLOCK:29,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,"-3,20322832300",,"73,6998526186",,NA,,3.5593352007,,NA,,"70,4966242956",,120,,215,,245,
223209,3346026,Cam12,Syngenta Campagnola 2012,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,REPLICATE>BLOCK>PLOT,,,223209,,10,39,"REPLICATE>BLOCK>PLOT:223209,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,2012,"-7,70422331460",,"86,1419677247",,NA,,4.5259259259,,NA,,"78,4377444101",,75,,140,,180,
113256,3346845,Cam12,Syngenta Campagnola 2012,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,REPLICATE>BLOCK>PLOT,,,113256,,5,15,"REPLICATE>BLOCK>PLOT:113256,REPLICATE>BLOCK:19,REPLICATE:1",watered,2012,"-3,15885459700",,"72,0909156051",,NA,,6.271611578,,NA,,"68,9320610081",,100,,210,,250,
223009,3346106,Cam12,Syngenta Campagnola 2012,127408,https://doi.org/10.15454/MN1MDA,B84_H,REPLICATE>BLOCK>PLOT,,,223009,,11,53,"REPLICATE>BLOCK>PLOT:223009,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2012,"-15,60216360360",,"87,6930792087",,NA,,2.6477435419,,NA,,"72,0909156051",,70,,140,,170,
123009,3346864,Cam12,Syngenta Campagnola 2012,127408,https://doi.org/10.15454/MN1MDA,B84_H,REPLICATE>BLOCK>PLOT,,,123009,,16,19,"REPLICATE>BLOCK>PLOT:123009,REPLICATE>BLOCK:27,REPLICATE:2",watered,2012,"-7,94112011450",,"78,4377444101",,NA,,6.8855399938,,NA,,"70,4966242956",,120,,230,,270,
