observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,ASI_D20deg(MIPO:0000026),ASI_D20deg(MIPO:0000026).date,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,ear_height(MIPO:0000007),ear_height(MIPO:0000007).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
401907,3358470,Kar12,KWS Karlsruhe 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,401907,,3,50,"REPLICATE>BLOCK>PLOT:401907,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,2012,"-1,48311967790",,"70,6080789845",,4466.966966967,,11.1066666667,,248.64,,"69,1249593066",,130,,250,,295,
401225,3357719,Kar12,KWS Karlsruhe 2012,127542,https://doi.org/10.15454/VQ9W36,F888_H,REPLICATE>BLOCK>PLOT,,,401225,,14,25,"REPLICATE>BLOCK>PLOT:401225,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2012,"1,66461336670",,"63,8763017097",,4403.29218107,,10.0146405229,,227.4352941176,,"65,5409150764",,150,,245,,300,
401226,3357720,Kar12,KWS Karlsruhe 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,401226,,14,26,"REPLICATE>BLOCK>PLOT:401226,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2012,"0,00000000000",,"69,1249593066",,5214.7399925178,,12.6270941176,,242.1423529412,,"69,1249593066",,145,,260,,305,
400385,3357554,Kar12,KWS Karlsruhe 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,400385,,5,8,"REPLICATE>BLOCK>PLOT:400385,REPLICATE>BLOCK:18,REPLICATE:1",watered,2012,"-0,96083417600",,"66,5017492524",,3530.0925925926,,8.9347058824,,253.1011764706,,"65,5409150764",,140,,260,,310,
401734,3358284,Kar12,KWS Karlsruhe 2012,127474,https://doi.org/10.15454/GF4RQE,EP55_H,REPLICATE>BLOCK>PLOT,,,401734,,13,43,"REPLICATE>BLOCK>PLOT:401734,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,2012,"-1,82129514340",,"64,6808710156",,3026.5339966833,,6.9469281046,,229.5341176471,,"62,8595758722",,160,,240,,295,
400203,3357345,Kar12,KWS Karlsruhe 2012,127541,https://doi.org/10.15454/LBNZ4P,F874_H,REPLICATE>BLOCK>PLOT,,,400203,,11,22,"REPLICATE>BLOCK>PLOT:400203,REPLICATE>BLOCK:8,REPLICATE:2",watered,2012,"-1,13913000550",,"58,7292946948",,3526.3987391647,,8.9616993464,,254.1317647059,,"57,5901646893",,130,,220,,265,
401387,3357898,Kar12,KWS Karlsruhe 2012,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,REPLICATE>BLOCK>PLOT,,,401387,,9,30,"REPLICATE>BLOCK>PLOT:401387,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,2012,"-0,80456930590",,"64,6808710156",,5032.2061191626,,12.1405228758,,241.2564705882,,"63,8763017097",,160,,270,,310,
401551,3358080,Kar12,KWS Karlsruhe 2012,127541,https://doi.org/10.15454/LBNZ4P,F874_H,REPLICATE>BLOCK>PLOT,,,401551,,5,10,"REPLICATE>BLOCK>PLOT:401551,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,2012,"-1,75635065990",,"57,5901646893",,3593.6927026036,,9.5309803922,,265.2141176471,,"55,8338140294",,125,,225,,270,
401251,3357748,Kar12,KWS Karlsruhe 2012,127541,https://doi.org/10.15454/LBNZ4P,F874_H,REPLICATE>BLOCK>PLOT,,,401251,,13,22,"REPLICATE>BLOCK>PLOT:401251,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2012,"-1,93975118300",,"59,5299158723",,3445.622300746,,8.4203712418,,244.3788235294,,"57,5901646893",,130,,240,,285,
401394,3357906,Kar12,KWS Karlsruhe 2012,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,REPLICATE>BLOCK>PLOT,,,401394,,9,23,"REPLICATE>BLOCK>PLOT:401394,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,2012,"-0,96083417600",,"66,5017492524",,4075.5919854281,,8.8213071895,,216.4423529412,,"65,5409150764",,140,,245,,295,
