observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,ASI_D20deg(MIPO:0000026),ASI_D20deg(MIPO:0000026).date,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,ear_height(MIPO:0000007),ear_height(MIPO:0000007).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
YCXGDTM1067029,3356581,Gra13,Biogemma Graneros 2013,127570,https://doi.org/10.15454/JBNGJT,Lo1026_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1067029,,67,29,"REPLICATE>BLOCK>PLOT:YCXGDTM1067029,REPLICATE>BLOCK:52,REPLICATE:4",rainfed,2013,"-3,88294609960",,"76,1315900235",,2581.9088319088,,6.9656862745,,269.7882352941,,"72,2486439239",,80,,175,,215,
YCXGDTM1106024,3356583,Gra13,Biogemma Graneros 2013,127570,https://doi.org/10.15454/JBNGJT,Lo1026_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1106024,,106,24,"REPLICATE>BLOCK>PLOT:YCXGDTM1106024,REPLICATE>BLOCK:32,REPLICATE:5",rainfed,2013,"-4,34738531190",,"73,5986808046",,3350.9341998375,,9.2933823529,,277.3370588235,,"69,2512954927",,85,,200,,240,
YCXGDTM1067025,3355973,Gra13,Biogemma Graneros 2013,127462,https://doi.org/10.15454/WFMW08,W602S_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1067025,,67,25,"REPLICATE>BLOCK>PLOT:YCXGDTM1067025,REPLICATE>BLOCK:33,REPLICATE:4",rainfed,2013,"-2,67387399950",,"74,9225179234",,3067.2402804334,,7.8037990196,,254.4241176471,,"72,2486439239",,90,,185,,230,
YCXGDTM1057049,3355700,Gra13,Biogemma Graneros 2013,127423,https://doi.org/10.15454/M33T8W,LH38_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1057049,,57,49,"REPLICATE>BLOCK>PLOT:YCXGDTM1057049,REPLICATE>BLOCK:19,REPLICATE:1",watered,2013,,,NA,,3192.2043010753,,10.1810661765,,318.9352941176,,NA,,125,,255,,305,
YCXGDTM1053018,3356575,Gra13,Biogemma Graneros 2013,127569,https://doi.org/10.15454/TW76QX,Lo1016_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1053018,,53,18,"REPLICATE>BLOCK>PLOT:YCXGDTM1053018,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,2013,"-2,32232425210",,"83,0619790019",,2207.2806302635,,6.1256127451,,277.5185294118,,"80,7396547498",,90,,175,,220,
YCXGDTM1052030,3355972,Gra13,Biogemma Graneros 2013,127462,https://doi.org/10.15454/WFMW08,W602S_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1052030,,52,30,"REPLICATE>BLOCK>PLOT:YCXGDTM1052030,REPLICATE>BLOCK:58,REPLICATE:3",rainfed,2013,"-4,32461366720",,"70,752276834",,2379.2529145848,,8.1176470588,,341.1847058824,,"66,4276631668",,110,,200,,240,
YCXGDTM1096026,3356413,Gra13,Biogemma Graneros 2013,127537,https://doi.org/10.15454/QPSSQO,F7058_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1096026,,96,26,"REPLICATE>BLOCK>PLOT:YCXGDTM1096026,REPLICATE>BLOCK:39,REPLICATE:5",rainfed,2013,"-4,34738531190",,"73,5986808046",,2443.1818181818,,6.4341911765,,263.3529411765,,"69,2512954927",,75,,155,,200,
YCXGDTM1084019,3356412,Gra13,Biogemma Graneros 2013,127537,https://doi.org/10.15454/QPSSQO,F7058_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1084019,,84,19,"REPLICATE>BLOCK>PLOT:YCXGDTM1084019,REPLICATE>BLOCK:9,REPLICATE:4",rainfed,2013,"-2,67387399950",,"74,9225179234",,2488.7604367373,,6.3823529412,,256.4470588235,,"72,2486439239",,95,,180,,225,
YCXGDTM1100026,3356577,Gra13,Biogemma Graneros 2013,127569,https://doi.org/10.15454/TW76QX,Lo1016_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1100026,,100,26,"REPLICATE>BLOCK>PLOT:YCXGDTM1100026,REPLICATE>BLOCK:40,REPLICATE:5",rainfed,2013,"-4,17024108940",,"74,9225179234",,2639.0127862028,,6.9520833333,,263.435,,"70,752276834",,80,,160,,210,
YCXGDTM1102038,3355971,Gra13,Biogemma Graneros 2013,127462,https://doi.org/10.15454/WFMW08,W602S_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1102038,,102,38,"REPLICATE>BLOCK>PLOT:YCXGDTM1102038,REPLICATE>BLOCK:4,REPLICATE:2",watered,2013,,,NA,,3784.1395195788,,9.3352941176,,246.6952941176,,NA,,125,,260,,320,
YCXGDTM1045028,3356411,Gra13,Biogemma Graneros 2013,127537,https://doi.org/10.15454/QPSSQO,F7058_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1045028,,45,28,"REPLICATE>BLOCK>PLOT:YCXGDTM1045028,REPLICATE>BLOCK:47,REPLICATE:3",rainfed,2013,"-4,32461366720",,"70,752276834",,2500,,6.0955882353,,243.8235294118,,"66,4276631668",,70,,185,,235,
YCXGDTM1087046,3356410,Gra13,Biogemma Graneros 2013,127537,https://doi.org/10.15454/QPSSQO,F7058_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1087046,,87,46,"REPLICATE>BLOCK>PLOT:YCXGDTM1087046,REPLICATE>BLOCK:15,REPLICATE:2",watered,2013,,,NA,,4438.1247845571,,10.6660539216,,240.3279411765,,NA,,120,,270,,320,
YCXGDTM1095043,3356568,Gra13,Biogemma Graneros 2013,127568,https://doi.org/10.15454/NFXR4L,LH65_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1095043,,95,43,"REPLICATE>BLOCK>PLOT:YCXGDTM1095043,REPLICATE>BLOCK:11,REPLICATE:2",watered,2013,,,NA,,4522.1169036335,,10.9167892157,,241.4088235294,,NA,,140,,280,,340,
YCXGDTM1052020,3356569,Gra13,Biogemma Graneros 2013,127568,https://doi.org/10.15454/NFXR4L,LH65_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1052020,,52,20,"REPLICATE>BLOCK>PLOT:YCXGDTM1052020,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,2013,"-3,49668659630",,"78,4192045197",,2495.0099800399,,7.5588235294,,302.9576470588,,"74,9225179234",,100,,190,,230,
YCXGDTM1074030,3356570,Gra13,Biogemma Graneros 2013,127568,https://doi.org/10.15454/NFXR4L,LH65_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1074030,,74,30,"REPLICATE>BLOCK>PLOT:YCXGDTM1074030,REPLICATE>BLOCK:58,REPLICATE:4",rainfed,2013,"-5,75091452210",,"73,5986808046",,3647.859922179,,10.2849264706,,281.9441176471,,"67,8477662825",,70,,160,,200,
YCXGDTM1053021,3355545,Gra13,Biogemma Graneros 2013,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1053021,,53,21,"REPLICATE>BLOCK>PLOT:YCXGDTM1053021,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,2013,"-4,32461366720",,"70,752276834",,2688.1720430108,,6.8735294118,,255.6952941176,,"66,4276631668",,110,,200,,250,
YCXGDTM1068047,3355970,Gra13,Biogemma Graneros 2013,127462,https://doi.org/10.15454/WFMW08,W602S_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1068047,,68,47,"REPLICATE>BLOCK>PLOT:YCXGDTM1068047,REPLICATE>BLOCK:17,REPLICATE:1",watered,2013,,,NA,,3618.8419705694,,9.0832720588,,250.9994117647,,NA,,130,,280,,330,
YCXGDTM1068037,3356409,Gra13,Biogemma Graneros 2013,127537,https://doi.org/10.15454/QPSSQO,F7058_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1068037,,68,37,"REPLICATE>BLOCK>PLOT:YCXGDTM1068037,REPLICATE>BLOCK:1,REPLICATE:1",watered,2013,,,NA,,3965.4356060606,,10.1238970588,,255.3035294118,,NA,,115,,260,,320,
YCXGDTM1058044,3356562,Gra13,Biogemma Graneros 2013,127567,https://doi.org/10.15454/MR6MIM,LH60_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1058044,,58,44,"REPLICATE>BLOCK>PLOT:YCXGDTM1058044,REPLICATE>BLOCK:11,REPLICATE:1",watered,2013,,,NA,,3171.6417910448,,9.5625,,301.5,,NA,,135,,290,,350,
YCXGDTM1099026,3356418,Gra13,Biogemma Graneros 2013,127538,https://doi.org/10.15454/7L8N8B,F7057_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1099026,,99,26,"REPLICATE>BLOCK>PLOT:YCXGDTM1099026,REPLICATE>BLOCK:40,REPLICATE:5",rainfed,2013,"-4,40087764140",,"72,2486439239",,2597.0579314528,,6.9087622549,,266.0226470588,,"67,8477662825",,75,,165,,200,
YCXGDTM1049027,3356564,Gra13,Biogemma Graneros 2013,127567,https://doi.org/10.15454/MR6MIM,LH60_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1049027,,49,27,"REPLICATE>BLOCK>PLOT:YCXGDTM1049027,REPLICATE>BLOCK:43,REPLICATE:3",rainfed,2013,"-4,17024108940",,"74,9225179234",,2454.9367769707,,6.8079656863,,277.3173529412,,"70,752276834",,85,,190,,230,
YCXGDTM1094026,3355981,Gra13,Biogemma Graneros 2013,127463,https://doi.org/10.15454/OJB9O0,N6_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1094026,,94,26,"REPLICATE>BLOCK>PLOT:YCXGDTM1094026,REPLICATE>BLOCK:39,REPLICATE:5",rainfed,2013,"-4,17024108940",,"74,9225179234",,2639.1554702495,,6.5595588235,,248.5476470588,,"70,752276834",,80,,175,,215,
YCXGDTM1092019,3356566,Gra13,Biogemma Graneros 2013,127567,https://doi.org/10.15454/MR6MIM,LH60_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1092019,,92,19,"REPLICATE>BLOCK>PLOT:YCXGDTM1092019,REPLICATE>BLOCK:6,REPLICATE:5",rainfed,2013,"-2,22654793760",,"81,8903368318",,2805.6795634921,,8.2514705882,,294.0988235294,,"79,6637888942",,90,,185,,230,
YCXGDTM1072019,3356417,Gra13,Biogemma Graneros 2013,127538,https://doi.org/10.15454/7L8N8B,F7057_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1072019,,72,19,"REPLICATE>BLOCK>PLOT:YCXGDTM1072019,REPLICATE>BLOCK:7,REPLICATE:4",rainfed,2013,"-4,40087764140",,"72,2486439239",,2496.8789013733,,6.4862745098,,259.7752941176,,"67,8477662825",,80,,175,,220,
YCXGDTM1063031,3356416,Gra13,Biogemma Graneros 2013,127538,https://doi.org/10.15454/7L8N8B,F7057_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1063031,,63,31,"REPLICATE>BLOCK>PLOT:YCXGDTM1063031,REPLICATE>BLOCK:65,REPLICATE:3",rainfed,2013,"-4,40087764140",,"72,2486439239",,2663.3522727273,,6.8492647059,,257.1670588235,,"67,8477662825",,90,,185,,220,
YCXGDTM1070049,3356557,Gra13,Biogemma Graneros 2013,127566,https://doi.org/10.15454/JWCMJS,LH59_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1070049,,70,49,"REPLICATE>BLOCK>PLOT:YCXGDTM1070049,REPLICATE>BLOCK:20,REPLICATE:1",watered,2013,,,NA,,3398.7915407855,,10.3367647059,,304.1305882353,,NA,,145,,280,,330,
YCXGDTM1101040,3356558,Gra13,Biogemma Graneros 2013,127566,https://doi.org/10.15454/JWCMJS,LH59_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1101040,,101,40,"REPLICATE>BLOCK>PLOT:YCXGDTM1101040,REPLICATE>BLOCK:7,REPLICATE:2",watered,2013,,,NA,,3314.0154543032,,9.815870098,,296.1926470588,,NA,,120,,250,,310,
YCXGDTM1084037,3356415,Gra13,Biogemma Graneros 2013,127538,https://doi.org/10.15454/7L8N8B,F7057_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1084037,,84,37,"REPLICATE>BLOCK>PLOT:YCXGDTM1084037,REPLICATE>BLOCK:1,REPLICATE:2",watered,2013,,,NA,,3676.4705882353,,10.0869485294,,274.365,,NA,,115,,255,,300,
YCXGDTM1085030,3356560,Gra13,Biogemma Graneros 2013,127566,https://doi.org/10.15454/JWCMJS,LH59_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1085030,,85,30,"REPLICATE>BLOCK>PLOT:YCXGDTM1085030,REPLICATE>BLOCK:60,REPLICATE:4",rainfed,2013,"-4,24033712740",,"69,2512954927",,1813.0018130018,,5.4970588235,,303.2020588235,,"65,0109583653",,75,,170,,210,
YCXGDTM1103019,3356561,Gra13,Biogemma Graneros 2013,127566,https://doi.org/10.15454/JWCMJS,LH59_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1103019,,103,19,"REPLICATE>BLOCK>PLOT:YCXGDTM1103019,REPLICATE>BLOCK:8,REPLICATE:5",rainfed,2013,"-4,40087764140",,"72,2486439239",,2247.375328084,,6.6737132353,,296.9558823529,,"67,8477662825",,95,,185,,230,
YCXGDTM1061044,3356414,Gra13,Biogemma Graneros 2013,127538,https://doi.org/10.15454/7L8N8B,F7057_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1061044,,61,44,"REPLICATE>BLOCK>PLOT:YCXGDTM1061044,REPLICATE>BLOCK:12,REPLICATE:1",watered,2013,,,NA,,4247.572815534,,10.6544117647,,250.8352941176,,NA,,115,,260,,320,
YCXGDTM1097041,3355543,Gra13,Biogemma Graneros 2013,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1097041,,97,41,"REPLICATE>BLOCK>PLOT:YCXGDTM1097041,REPLICATE>BLOCK:8,REPLICATE:2",watered,2013,,,NA,,3655.6251865115,,9.4517156863,,258.5526470588,,NA,,140,,280,,330,
YCXGDTM1079037,3356552,Gra13,Biogemma Graneros 2013,127565,https://doi.org/10.15454/WNQFKH,LH39_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1079037,,79,37,"REPLICATE>BLOCK>PLOT:YCXGDTM1079037,REPLICATE>BLOCK:2,REPLICATE:1",watered,2013,,,NA,,2626.751167445,,9.2415441176,,351.8241176471,,NA,,130,,270,,310,
YCXGDTM1073032,3355980,Gra13,Biogemma Graneros 2013,127463,https://doi.org/10.15454/OJB9O0,N6_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1073032,,73,32,"REPLICATE>BLOCK>PLOT:YCXGDTM1073032,REPLICATE>BLOCK:67,REPLICATE:4",rainfed,2013,"-4,34738531190",,"73,5986808046",,1796.673126615,,4.0573529412,,225.8258823529,,"69,2512954927",,65,,145,,180,
YCXGDTM1101048,3355977,Gra13,Biogemma Graneros 2013,127463,https://doi.org/10.15454/OJB9O0,N6_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1101048,,101,48,"REPLICATE>BLOCK>PLOT:YCXGDTM1101048,REPLICATE>BLOCK:19,REPLICATE:2",watered,2013,,,NA,,3703.2636248416,,9.2125,,248.7670588235,,NA,,150,,280,,350,
YCXGDTM1109029,3356424,Gra13,Biogemma Graneros 2013,127539,https://doi.org/10.15454/IFDAIO,F7082_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1109029,,109,29,"REPLICATE>BLOCK>PLOT:YCXGDTM1109029,REPLICATE>BLOCK:55,REPLICATE:5",rainfed,2013,"-4,32461366720",,"70,752276834",,3278.9507357646,,8.3205882353,,253.7576470588,,"66,4276631668",,95,,195,,245,
YCXGDTM1094023,3356556,Gra13,Biogemma Graneros 2013,127565,https://doi.org/10.15454/WNQFKH,LH39_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1094023,,94,23,"REPLICATE>BLOCK>PLOT:YCXGDTM1094023,REPLICATE>BLOCK:25,REPLICATE:5",rainfed,2013,"-2,82363232590",,"69,2512954927",,2549.9131944444,,7.2314338235,,283.5952941176,,"66,4276631668",,65,,175,,220,
YCXGDTM1071022,3356422,Gra13,Biogemma Graneros 2013,127539,https://doi.org/10.15454/IFDAIO,F7082_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1071022,,71,22,"REPLICATE>BLOCK>PLOT:YCXGDTM1071022,REPLICATE>BLOCK:20,REPLICATE:4",rainfed,2013,"-4,24033712740",,"69,2512954927",,2849.6611213802,,7.4634803922,,261.9076470588,,"65,0109583653",,85,,170,,210,
YCXGDTM1052018,3355978,Gra13,Biogemma Graneros 2013,127463,https://doi.org/10.15454/OJB9O0,N6_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1052018,,52,18,"REPLICATE>BLOCK>PLOT:YCXGDTM1052018,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,2013,"-4,34738531190",,"73,5986808046",,2120.4966771599,,4.7489583333,,223.955,,"69,2512954927",,90,,165,,190,
YCXGDTM1060025,3356421,Gra13,Biogemma Graneros 2013,127539,https://doi.org/10.15454/IFDAIO,F7082_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1060025,,60,25,"REPLICATE>BLOCK>PLOT:YCXGDTM1060025,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,2013,"-4,24033712740",,"69,2512954927",,2463.768115942,,6.7666666667,,274.6470588235,,"65,0109583653",,100,,190,,240,
YCXGDTM1094050,3356548,Gra13,Biogemma Graneros 2013,127564,https://doi.org/10.15454/LYOFZO,LH123Ht_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1094050,,94,50,"REPLICATE>BLOCK>PLOT:YCXGDTM1094050,REPLICATE>BLOCK:21,REPLICATE:2",watered,2013,,,NA,,3903.4132171387,,12.3150735294,,315.495,,NA,,160,,310,,365,
YCXGDTM1058028,3356549,Gra13,Biogemma Graneros 2013,127564,https://doi.org/10.15454/LYOFZO,LH123Ht_H,REPLICATE>BLOCK>PLOT,,,YCXGDTM1058028,,58,28,"REPLICATE>BLOCK>PLOT:YCXGDTM1058028,REPLICATE>BLOCK:50,REPLICATE:3",rainfed,2013,"-3,88294609960",,"76,1315900235",,2687.6335470086,,7.675122549,,285.5717647059,,"72,2486439239",,110,,210,,255,
