observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,Check(EIPO:0000004),Check(EIPO:0000004).date,L11(MIPO:0000020),L11(MIPO:0000020).date,L13(MIPO:0000020),L13(MIPO:0000020).date,TnbL(MIPO:0000019),TnbL(MIPO:0000019).date,W11(MIPO:0000021),W11(MIPO:0000021).date,W13(MIPO:0000021),W13(MIPO:0000021).date
NA,3350138,Deb12,Syngenta Debrecen 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,NA,,,"REPLICATE>BLOCK>PLOT>PLANT:NA,REPLICATE>BLOCK>PLOT:WW1132,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,96.74,,95.35,,16.33333333,,8.93,,9.19,
NA,3350146,Deb12,Syngenta Debrecen 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,NA,,,"REPLICATE>BLOCK>PLOT>PLANT:NA,REPLICATE>BLOCK>PLOT:WD1087,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2012,Yes,,94.51,,93.6,,16.6,,9.02,,9.04,
NA,3350150,Deb12,Syngenta Debrecen 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,NA,,,"REPLICATE>BLOCK>PLOT>PLANT:NA,REPLICATE>BLOCK>PLOT:WD2040,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,93.02,,90.37,,17,,8.94,,9.2,
NA,3350154,Deb12,Syngenta Debrecen 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,NA,,,"REPLICATE>BLOCK>PLOT>PLANT:NA,REPLICATE>BLOCK>PLOT:WD3045,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2012,Yes,,92.5,,89.4,,17,,9.16,,9.17,
NA,3350142,Deb12,Syngenta Debrecen 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,NA,,,"REPLICATE>BLOCK>PLOT>PLANT:NA,REPLICATE>BLOCK>PLOT:WW2061,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2012,Yes,,99.08,,97.43,,16.6,,9.06,,9.33,
