observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,ASI_D20deg(MIPO:0000026),ASI_D20deg(MIPO:0000026).date,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,ear_height(MIPO:0000007),ear_height(MIPO:0000007).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
WD3139,3352340,Deb13,Syngenta Debrecen 2013,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,WD3139,,31,13,"REPLICATE>BLOCK>PLOT:WD3139,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,"0,00000000000",,"77,8867322419",,2236.0487401007,,5.8505042017,,261.6447529412,,"77,8867322419",,100,,219,,270,
WD2087,3351992,Deb13,Syngenta Debrecen 2013,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,REPLICATE>BLOCK>PLOT,,,WD2087,,17,3,"REPLICATE>BLOCK>PLOT:WD2087,REPLICATE>BLOCK:5,REPLICATE:2",rainfed,2013,"0,00000000000",,"77,8867322419",,3166.5852184411,,7.6068571429,,240.22272,,"77,8867322419",,110,,215,,261,
WD3235,3352450,Deb13,Syngenta Debrecen 2013,127640,https://doi.org/10.15454/RGRUUB,UH_P148_H,REPLICATE>BLOCK>PLOT,,,WD3235,,36,18,"REPLICATE>BLOCK>PLOT:WD3235,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,2013,"0,00000000000",,"68,5100680312",,1211.4664271372,,2.9156048946,,240.6674117647,,"68,5100680312",,93,,190,,238,
WD1097,3351714,Deb13,Syngenta Debrecen 2013,127474,https://doi.org/10.15454/GF4RQE,EP55_H,REPLICATE>BLOCK>PLOT,,,WD1097,,5,13,"REPLICATE>BLOCK>PLOT:WD1097,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2013,"-1,61980276450",,"74,4667327846",,3088.3634261855,,7.6476780186,,247.6288235294,,"72,8469300201",,135,,230,,275,
WD1095,3351712,Deb13,Syngenta Debrecen 2013,127639,https://doi.org/10.15454/MMGFWL,UH_P115_H,REPLICATE>BLOCK>PLOT,,,WD1095,,5,11,"REPLICATE>BLOCK>PLOT:WD1095,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2013,"0,00000000000",,"68,5100680312",,2921.2843245038,,6.5585096565,,224.5077482353,,"68,5100680312",,98,,218,,281,
WD3238,3352453,Deb13,Syngenta Debrecen 2013,127652,https://doi.org/10.15454/WPUFWH,F816_H,REPLICATE>BLOCK>PLOT,,,WD3238,,36,15,"REPLICATE>BLOCK>PLOT:WD3238,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,2013,"-3,15100892520",,"74,4667327846",,1347.0812962379,,3.4879876161,,258.9292588235,,"71,3157238594",,98,,208,,255,
WD3166,3352371,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,WD3166,,32,3,"REPLICATE>BLOCK>PLOT:WD3166,REPLICATE>BLOCK:8,REPLICATE:3",rainfed,2013,"-1,69445493110",,"76,1611877157",,2669.4556704791,,6.0497549757,,226.6287858824,,"74,4667327846",,121,,212,,260,
WD2034,3351931,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,WD2034,,14,9,"REPLICATE>BLOCK>PLOT:WD2034,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,2013,"0,00000000000",,"74,4667327846",,3036.4759183329,,7.061003096,,232.5394070588,,"74,4667327846",,102,,218,,270,
WD1072,3351686,Deb13,Syngenta Debrecen 2013,127638,https://doi.org/10.15454/VELLIH,UH_P104_H,REPLICATE>BLOCK>PLOT,,,WD1072,,4,13,"REPLICATE>BLOCK>PLOT:WD1072,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,2013,"0,00000000000",,"67,0231849239",,2436.4307851576,,5.877468082,,241.2327129412,,"67,0231849239",,95,,224,,274,
WD1246,3351884,Deb13,Syngenta Debrecen 2013,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,REPLICATE>BLOCK>PLOT,,,WD1246,,12,7,"REPLICATE>BLOCK>PLOT:WD1246,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,2013,"-1,61980276450",,"74,4667327846",,2640.1859686144,,6.8652534277,,260.0291611765,,"72,8469300201",,102,,220,,275,
