observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,ASI_D20deg(MIPO:0000026),ASI_D20deg(MIPO:0000026).date,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,ear_height(MIPO:0000007),ear_height(MIPO:0000007).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
123977,3341655,Deb11,Syngenta Debrecen 2011,127473,https://doi.org/10.15454/WZXITF,PHH93_H,REPLICATE>BLOCK>PLOT,,,123977,,10,2,"REPLICATE>BLOCK>PLOT:123977,REPLICATE>BLOCK:4,REPLICATE:2",watered,2011,"-1,56819306190",,"63,4495521759",,1855.7587122988,,5.6944807553,,306.8545882353,,"61,881359114",,138,,254,,310,
223901,3341713,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,223901,,6,6,"REPLICATE>BLOCK>PLOT:223901,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2011,"-1,56819306190",,"63,4495521759",,3025.0584767719,,8.2561568627,,272.9255294118,,"61,881359114",,135,,262,,325,
213901,3341688,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,213901,,3,6,"REPLICATE>BLOCK>PLOT:213901,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,2011,"-1,56819306190",,"63,4495521759",,2908.5169445497,,7.558530138,,259.8757470588,,"61,881359114",,135,,254,,301,
123901,3341659,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,123901,,11,2,"REPLICATE>BLOCK>PLOT:123901,REPLICATE>BLOCK:5,REPLICATE:2",watered,2011,"-1,56819306190",,"63,4495521759",,3698.8589567785,,10.157254902,,274.6050882353,,"61,881359114",,145,,262,,310,
113901,3341605,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,113901,,3,5,"REPLICATE>BLOCK>PLOT:113901,REPLICATE>BLOCK:3,REPLICATE:1",watered,2011,"-1,56819306190",,"63,4495521759",,3322.5484482493,,8.5886884532,,258.4970117647,,"61,881359114",,132,,242,,285,
233001,3341775,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,233001,,15,5,"REPLICATE>BLOCK>PLOT:233001,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,2011,"0,00000000000",,"64,9999630852",,2499.6072045821,,6.0087145969,,240.3863529412,,"64,9999630852",,125,,239,,291,
223001,3341736,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,223001,,10,3,"REPLICATE>BLOCK>PLOT:223001,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,2011,"0,00000000000",,"63,4495521759",,2957.1259654115,,7.9227494553,,267.9205941176,,"63,4495521759",,135,,260,,310,
213001,3341692,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,213001,,4,6,"REPLICATE>BLOCK>PLOT:213001,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,2011,"-1,55041090930",,"64,9999630852",,2580.5095876018,,7.0719244735,,274.0514705882,,"63,4495521759",,120,,242,,298,
123001,3341633,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,123001,,7,7,"REPLICATE>BLOCK>PLOT:123001,REPLICATE>BLOCK:2,REPLICATE:2",watered,2011,"-1,55041090930",,"64,9999630852",,2563.1318076389,,6.8070777052,,265.5765764706,,"63,4495521759",,130,,238,,289,
113001,3341596,Deb11,Syngenta Debrecen 2011,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT,,,113001,,2,4,"REPLICATE>BLOCK>PLOT:113001,REPLICATE>BLOCK:2,REPLICATE:1",watered,2011,"-1,55041090930",,"64,9999630852",,2223.2383274907,,6.2859317357,,282.7376470588,,"63,4495521759",,126,,250,,295,
