observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,Check(EIPO:0000004),Check(EIPO:0000004).date,L10(MIPO:0000020),L10(MIPO:0000020).date,L11(MIPO:0000020),L11(MIPO:0000020).date,L12(MIPO:0000020),L12(MIPO:0000020).date,L13(MIPO:0000020),L13(MIPO:0000020).date,L14(MIPO:0000020),L14(MIPO:0000020).date,L8(MIPO:0000020),L8(MIPO:0000020).date,L9(MIPO:0000020),L9(MIPO:0000020).date,TnbL(MIPO:0000019),TnbL(MIPO:0000019).date,W10(MIPO:0000021),W10(MIPO:0000021).date,W11(MIPO:0000021),W11(MIPO:0000021).date,W12(MIPO:0000021),W12(MIPO:0000021).date,W13(MIPO:0000021),W13(MIPO:0000021).date,W14(MIPO:0000021),W14(MIPO:0000021).date,W8(MIPO:0000021),W8(MIPO:0000021).date,W9(MIPO:0000021),W9(MIPO:0000021).date
10,3364532,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2013,Yes,,,,94.5,,,,83,,,,,,90.5,,16,,,,11,,,,10,,,,,,10,
9,3364581,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401718,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,94,,,,78,,,,,,89,,16,,,,9,,,,9,,,,,,9.5,
8,3364530,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2013,Yes,,,,97.5,,,,85,,,,,,89,,15,,,,10.5,,,,9,,,,,,9,
6,3364528,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2013,Yes,,,,92,,,,81,,,,,,82,,16,,,,9,,,,9,,,,,,8.5,
6,3364576,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401718,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,,,97.5,,,,83,,,,,,84,,,,16,,9,,,,8.5,,,,,,8.5,,,
7,3364529,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2013,Yes,,,,99,,,,78,,,,,,87,,15,,,,9.5,,,,9,,,,,,9,
5,3364569,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,,,94,,,,90,,,,,,90,,16,,,,9,,,,8.5,,,,,,9,
4,3364527,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2013,Yes,,,,87,,,,81,,,,,,81,,16,,,,8,,,,9,,,,,,9,
8,3364580,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401718,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,97,,,,82,,,,,,87,,16,,,,9.5,,,,8.5,,,,,,9,
10,3364582,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401718,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,92,,,,79,,,,,,92,,16,,,,9.5,,,,9,,,,,,8.5,
1,3364526,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2013,Yes,,,,94,,,,79,,,,,,92,,15,,,,9.5,,,,9,,,,,,9,
9,3364566,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,96,,,,91,,,,,,79,,,,16,,9,,,,9,,,,,,8,,,
6,3364551,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,91,,,,87,,,,,,73,,,,15,,10,,,,10.5,,,,,,8,,,
7,3364544,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,,,90.5,,,,87.5,,,,,,79,,16,,,,9.5,,,,9.5,,,,,,8,
10,3364541,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,91,,,,82,,,,,,80,,,,,,10,,,,9,,,,,,7.5,,,
10,3364558,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,,,93,,,,81,,,,,,83,,15,,,,10.5,,,,10,,,,,,8,
2,3364553,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,,,93,,,,87.5,,,,,,81,,16,,,,10,,,,9.5,,,,,,9.5,
1,3364559,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,91,,,,82,,,,,,79,,,,15,,9.5,,,,9.5,,,,,,8,,,
1,3364534,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,91.5,,,,88,,,,,,72,,,,15,,9.5,,,,8.5,,,,,,7,,,
7,3364570,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,,,111,,,,79,,,,,,89,,16,,,,10,,,,9.5,,,,,,9.5,
4,3364555,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,,,91.5,,,,85,,,,,,80,,16,,,,10.5,,,,10.5,,,,,,8.5,
4,3364568,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,,,96,,,,81,,,,,,91,,15,,,,9,,,,9.5,,,,,,10,
8,3364552,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,90,,,,86,,,,,,70,,,,,,10,,,,9.5,,,,,,7.5,,,
4,3364542,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,,,96,,,,89,,,,,,82,,16,,,,9.5,,,,9.5,,,,,,8,
1,3364550,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,91,,,,86,,,,,,83,,,,15,,9,,,,8.5,,,,,,7.5,,,
2,3364538,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,92,,,,82,,,,,,73,,,,15,,10,,,,9.5,,,,,,8,,,
5,3364543,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,,,90,,,,78,,,,,,79,,15,,,,9.5,,,,8,,,,,,8,
6,3364571,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,93,,,,92,,,,80,,,,,,17,,9,,,,10,,,,9.5,,,,,
9,3364557,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,,,88,,,,84,,,,,,81,,16,,,,9.5,,,,9,,,,,,8,
5,3364556,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,,,91,,,,82,,,,,,86,,16,,,,10,,,,9,,,,,,8,
3,3364564,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,96,,,,91,,,,,,82,,,,16,,9,,,,10,,,,,,9.5,,,
9,3364546,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,,,86,,,,75,,,,,,81,,16,,,,8,,,,8,,,,,,7.5,
2,3364563,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,92,,,,86,,,,,,78,,,,15,,10.5,,,,10.5,,,,,,9,,,
3,3364539,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,89,,,,81,,,,,,70,,,,15,,9.5,,,,9,,,,,,7.5,,,
10,3364517,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,2013,Yes,,,,91,,,,81,,,,,,86,,16,,,,10.5,,,,10,,,,,,9,
5,3364590,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,101,,,,90,,,,,,90,,16,,,,9,,,,9,,,,,,8.5,
8,3364493,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,2013,,,,,90,,,,72.5,,,,,,94,,15,,,,10,,,,8.5,,,,,,9.5,
5,3364504,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,91,,,,81,,,,,,88,,16,,,,10.5,,,,9,,,,,,9,
