observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3255water_regimewatered,3335029,Cam12,Syngenta Campagnola 2012,127649,https://doi.org/10.15454/MUP3UY,Wf9_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.2530963553,,727.6332674527,,70.4554852492,,75.1418833366,,-19,,-25.847826087,,67.73,,1219.225,,300.872,,36.4726920779,,33.9804461063,,36.2949373838,,20.0961815536,,19.2389347235,,20.6980540661,,215.6930645392,,97.2631541775,
3173water_regimerainfed,3334702,Cam12,Syngenta Campagnola 2012,127567,https://doi.org/10.15454/MR6MIM,LH60_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,145.9516368711,,932.7814686154,,69.3237178953,,82.4233965629,,-13.056547619,,-82.8641975309,,89.396,,1125.738,,428.658,,36.6234866441,,33.2715906302,,36.5356169682,,20.4811845949,,19.2064573992,,20.0477253792,,183.6133310461,,78.0286199457,
3169water_regimerainfed,3334698,Cam12,Syngenta Campagnola 2012,127563,https://doi.org/10.15454/T2QBKI,IDT_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,130.6157233881,,213.8771130596,,71.8260983564,,85.8937882051,,-12.8395061728,,-78.4540229885,,89.396,,1053.827,,449.35,,36.6234866441,,33.3450736581,,36.5391811272,,20.4811845949,,19.1858718524,,20.2165755346,,159.9884070911,,61.7122394422,
3167water_regimewatered,3334942,Cam12,Syngenta Campagnola 2012,127561,https://doi.org/10.15454/GILEFF,I261_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,174.3463451274,,727.7021009497,,70.4261782419,,77.9122743032,,-19.0527777778,,-25.1733333333,,67.73,,1185.252,,343.003,,36.4726920779,,33.7309133568,,36.3104990471,,20.0961815536,,19.301762702,,20.397352247,,207.1055979153,,96.6037475862,
3179water_regimewatered,3334954,Cam12,Syngenta Campagnola 2012,127573,https://doi.org/10.15454/YW6ASO,Lo1056_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,216.1423794293,,1995.1259178519,,71.4788127184,,79.0972873838,,-19.0254237288,,-24.2348484848,,116.299,,1210.447,,332.16,,36.8936122487,,33.356389688,,36.2621306749,,20.726301914,,19.1923880677,,19.7246601058,,250.5490081815,,112.1030390264,
3180water_regimerainfed,3334709,Cam12,Syngenta Campagnola 2012,127574,https://doi.org/10.15454/AOK4RM,Lo1063_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,139.8909708678,,1329.683825831,,74.3643944229,,83.4669786324,,-13.056547619,,-82.4733333333,,116.299,,1139.027,,356.658,,36.8936122487,,33.1325952108,,36.5042591762,,20.726301914,,19.1407419069,,19.7971333255,,173.2840066113,,74.3419006541,
3160water_regimerainfed,3334691,Cam12,Syngenta Campagnola 2012,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,145.7292676289,,1200.9471325922,,71.9023947469,,82.4459103945,,-13.056547619,,-82.8641975309,,89.396,,1099.597,,403.58,,36.6234866441,,33.4496615166,,36.5356169682,,20.4811845949,,19.2926518775,,20.0477253792,,180.9811159806,,81.7568514997,
3158water_regimewatered,3334935,Cam12,Syngenta Campagnola 2012,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,198.0920197931,,1691.1311478943,,68.3294736339,,72.1693241311,,-18.8888888889,,-26.4772727273,,67.73,,1252.801,,299.767,,36.4726920779,,33.7692122264,,36.5421415505,,20.0961815536,,19.2582888117,,20.6831007497,,234.66680976,,106.5468035545,
3219water_regimewatered,3334993,Cam12,Syngenta Campagnola 2012,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,178.3068072131,,531.9690580226,,69.9328044053,,79.4418582654,,-18.9626436782,,-24.7738095238,,58.039,,1128.99,,378.004,,36.2183065647,,33.8505895028,,36.5231803931,,19.88559752,,19.3484774988,,20.2910643377,,210.9044145866,,82.5423398515,
3154water_regimewatered,3334931,Cam12,Syngenta Campagnola 2012,127548,https://doi.org/10.15454/AYJM3H,F354_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,181.4770165011,,1121.9471893276,,68.093111167,,72.150930441,,-18.8888888889,,-26.4772727273,,67.904,,1267.139,,299.767,,36.328073218,,33.692130053,,36.5421415505,,19.9721336925,,19.1980683593,,20.6831007497,,217.8540359675,,90.5312262011,
3151water_regimewatered,3334928,Cam12,Syngenta Campagnola 2012,127545,https://doi.org/10.15454/V1LWRV,FP1_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,203.9723632178,,1230.9416675622,,67.8998181175,,71.8487833788,,-18.6510416667,,-26.6319444444,,42.984,,1304.895,,273.814,,36.0115111356,,33.6038720667,,36.8628788486,,19.6260420623,,19.1963226333,,20.8720759362,,244.5763363961,,105.6198446497,
3038water_regimerainfed,3334576,Cam12,Syngenta Campagnola 2012,127437,https://doi.org/10.15454/GYTVRS,Os426_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,133.4002730799,,677.2429427541,,73.037699926,,84.4882496185,,-12.9575757576,,-80.3277777778,,67.73,,1067.157,,404.175,,36.4726920779,,33.573198829,,36.5693839737,,20.0961815536,,19.2511444702,,20.3331733927,,159.8195115955,,70.6838250612,
3099water_regimewatered,3334877,Cam12,Syngenta Campagnola 2012,127493,https://doi.org/10.15454/2D05EV,NC358_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,214.6428927211,,917.4129685818,,71.6519277876,,81.0087924662,,-18.8538011696,,-24.7333333333,,102.311,,1151.315,,378.003,,36.6046189341,,33.3399323474,,36.5015783549,,20.5688045465,,19.2368778051,,19.907839117,,253.3614361733,,103.9221638838,
3040water_regimerainfed,3334578,Cam12,Syngenta Campagnola 2012,127439,https://doi.org/10.15454/J1WKMB,F7001_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,136.5259719249,,571.721737956,,71.3332230351,,84.0024053572,,-12.9575757576,,-80.3888888889,,101.969,,1075.315,,427.862,,36.8577470362,,33.3921514511,,36.563371727,,20.5727244541,,19.2435236512,,20.0433050146,,173.0835304585,,78.337853053,
3143water_regimerainfed,3334674,Cam12,Syngenta Campagnola 2012,127537,https://doi.org/10.15454/QPSSQO,F7058_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,131.8460387389,,919.3810317935,,69.2468516798,,80.1940970711,,-13.1724137931,,-87.3518518519,,67.73,,1150.251,,378.004,,36.4726920779,,33.5918298907,,36.4490979527,,20.0961815536,,19.334425003,,20.2387757153,,167.1463054651,,64.8445710046,
3141water_regimewatered,3334918,Cam12,Syngenta Campagnola 2012,127535,https://doi.org/10.15454/UUGPLJ,F618_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,225.2217945082,,1736.3642011057,,69.825878316,,74.0781137062,,-19,,-25.6458333333,,58.039,,1253.524,,300.872,,36.2183065647,,33.6388854887,,36.3877902546,,19.88559752,,19.1551965446,,20.739920861,,264.2330087482,,110.9092735435,
3136water_regimerainfed,3334667,Cam12,Syngenta Campagnola 2012,127530,https://doi.org/10.15454/2BEETM,F04701_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,138.0535948974,,222.7914360505,,73.9767316863,,86.7978070843,,-12.8395061728,,-78.4540229885,,89.396,,1053.827,,402.428,,36.6234866441,,33.3450736581,,36.5391811272,,20.4811845949,,19.1858718524,,20.2165755346,,169.6713528187,,75.7923663131,
3024water_regimewatered,3334808,Cam12,Syngenta Campagnola 2012,127423,https://doi.org/10.15454/M33T8W,LH38_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,178.4059529716,,1211.6216914838,,69.6964090543,,76.6418801312,,-19.0464480874,,-25.4444444444,,67.904,,1207.477,,320.778,,36.328073218,,33.7792928068,,36.2829224865,,19.9721336925,,19.2415939235,,20.6109729845,,216.1147259963,,93.0548503703,
3057water_regimewatered,3334840,Cam12,Syngenta Campagnola 2012,127456,https://doi.org/10.15454/6FDQYP,F712_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,241.1231532892,,1911.4871546577,,70.3062966957,,75.3843416395,,-19.0464480874,,-24.6916666667,,115.87,,1233.618,,320.778,,37.0610469041,,33.6045710776,,36.1636437691,,20.9215393485,,19.1631253626,,20.0942978335,,279.5217935709,,120.3663652945,
3126water_regimewatered,3334904,Cam12,Syngenta Campagnola 2012,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,205.5585465416,,776.7248270435,,70.4756108832,,76.9313616857,,-19.0527777778,,-25.2569444444,,77.708,,1177.094,,343.003,,36.7456107774,,33.903245735,,36.1783914415,,20.3471009675,,19.3096932895,,20.2783133525,,240.6992053684,,117.7136165807,
3103water_regimewatered,3334881,Cam12,Syngenta Campagnola 2012,127497,https://doi.org/10.15454/7OOY7F,A375_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,204.5592877139,,1731.5971823779,,68.9464581136,,72.9142938159,,-18.8888888889,,-26.4772727273,,67.73,,1267.139,,275.454,,36.4726920779,,33.692130053,,36.5421415505,,20.0961815536,,19.1980683593,,20.6831007497,,249.1650345491,,110.1290659406,
3119water_regimerainfed,3334651,Cam12,Syngenta Campagnola 2012,127513,https://doi.org/10.15454/7R7CML,EC334_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,119.7630931284,,475.7539423561,,70.3089087319,,84.1436679739,,-12.9575757576,,-79.7634408602,,58.039,,1075.315,,452.94,,36.2183065647,,33.3921514511,,36.6324169515,,19.88559752,,19.2435236512,,20.3773567395,,151.4562116634,,60.1337431969,
3105water_regimewatered,3334883,Cam12,Syngenta Campagnola 2012,127499,https://doi.org/10.15454/3XPQEN,B110_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,212.5717712918,,1878.9034503646,,68.9461852769,,74.9694786959,,-19,,-25.9603174603,,89.396,,1241.721,,300.872,,36.6234866441,,33.7332269274,,36.2438797271,,20.4811845949,,19.171561712,,20.4589571745,,244.8811703119,,101.5926484956,
3106water_regimewatered,3334884,Cam12,Syngenta Campagnola 2012,127500,https://doi.org/10.15454/RYTRV5,C103_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,207.1271568955,,547.2711352196,,72.2813312174,,80.8158772504,,-18.8538011696,,-22.0757575758,,143.723,,1125.174,,354.316,,37.0113151737,,33.5173462901,,36.4506551432,,20.8950700884,,19.3226698443,,19.6595574382,,244.4141483401,,96.4483211679,
3107water_regimerainfed,3334639,Cam12,Syngenta Campagnola 2012,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,130.9190327629,,476.83886526,,69.0434887043,,79.0913547143,,-13.2062146893,,-89.1172839506,,58.216,,1142.44,,357.238,,36.1236045155,,33.980680517,,36.4373164973,,19.8583732994,,19.4290747089,,20.3119546085,,162.9166559539,,61.1230149616,
3107water_regimewatered,3334885,Cam12,Syngenta Campagnola 2012,127501,https://doi.org/10.15454/UIVO1U,CR1Ht_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,180.1227448855,,716.847332599,,68.7332603203,,71.2864770999,,-18.6510416667,,-27.2651515152,,58.216,,1257.493,,273.814,,36.1236045155,,34.0122858628,,36.7522800688,,19.8583732994,,19.2833643704,,20.749392236,,210.6863074473,,96.0696634553,
3232water_regimerainfed,3334760,Cam12,Syngenta Campagnola 2012,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,133.4167832274,,618.9154152782,,72.0517669483,,82.8586033098,,-13.056547619,,-82.7916666667,,77.708,,1113.935,,403.58,,36.7456107774,,33.3690868908,,36.4515236471,,20.3471009675,,19.2251948183,,20.1589800851,,163.8612944784,,71.2309238747,
3075water_regimewatered,3334855,Cam12,Syngenta Campagnola 2012,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,178.2468713451,,1071.3786611994,,68.0268514196,,72.8711684347,,-18.8888888889,,-26.4772727273,,67.904,,1231.54,,299.767,,36.328073218,,34.0139564148,,36.5421415505,,19.9721336925,,19.2690198917,,20.6831007497,,213.9200281625,,102.3316179511,
3227water_regimewatered,3335001,Cam12,Syngenta Campagnola 2012,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,186.0791712217,,655.5282681789,,72.8685850895,,79.9273787189,,-18.9626436782,,-24.9333333333,,89.396,,1150.251,,329.239,,36.6234866441,,33.5918298907,,36.4185423666,,20.4811845949,,19.334425003,,20.0011920582,,226.3498742579,,108.1879044603,
3111water_regimewatered,3334889,Cam12,Syngenta Campagnola 2012,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,208.2544282697,,1577.9378377272,,69.0734691156,,75.2828291614,,-19.0464480874,,-25.0833333333,,49.939,,1178.9,,320.778,,35.9932068992,,34.0827529926,,36.4632731847,,19.7897205358,,19.3227999627,,20.6768322055,,237.2704780499,,107.9495325949,
3124water_regimerainfed,3334656,Cam12,Syngenta Campagnola 2012,127518,https://doi.org/10.15454/VGU01X,EP77_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,129.3649758495,,453.778378366,,68.6153707168,,78.9599972286,,-13.2062146893,,-85.9540229885,,43.161,,1171.017,,381.551,,35.9177244196,,33.6725941321,,36.5505681476,,19.609612948,,19.3404650341,,20.4436540588,,162.2441834376,,67.6508533891,
3064water_regimewatered,3334847,Cam12,Syngenta Campagnola 2012,127463,https://doi.org/10.15454/OJB9O0,N6_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,200.3036418324,,1453.8371821473,,70.5238362139,,77.1565673012,,-19.0527777778,,-25.2173913043,,89.396,,1211.393,,317.925,,36.6234866441,,33.5550451155,,36.2652343748,,20.4811845949,,19.2203705216,,20.1528984051,,235.1257603741,,98.0247208119,
3003water_regimerainfed,3334541,Cam12,Syngenta Campagnola 2012,127402,https://doi.org/10.15454/5GN11W,Oh43_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,116.761246449,,620.9780968064,,71.5872962011,,84.1164408507,,-12.9575757576,,-80.3277777778,,67.904,,1089.653,,427.862,,36.328073218,,33.3112048162,,36.5693839737,,19.9721336925,,19.1757709656,,20.3331733927,,147.1137972661,,60.6569523401,
3207water_regimerainfed,3334735,Cam12,Syngenta Campagnola 2012,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,142.2571265294,,965.9269568965,,71.8395715137,,80.8870019061,,-13.1228070175,,-85.4038461538,,89.396,,1154.626,,378.003,,36.6234866441,,33.267200417,,36.4903021498,,20.4811845949,,19.197799237,,20.0040308252,,178.1308192639,,80.3470357143,
3139water_regimerainfed,3334670,Cam12,Syngenta Campagnola 2012,127533,https://doi.org/10.15454/PQQBMH,F05404_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,134.7152270362,,570.9973271167,,71.9726341835,,82.56526752,,-13.056547619,,-82.7916666667,,77.708,,1099.597,,403.58,,36.7456107774,,33.4496615166,,36.4515236471,,20.3471009675,,19.2926518775,,20.1589800851,,166.8295047136,,72.6679885145,
3062water_regimerainfed,3334599,Cam12,Syngenta Campagnola 2012,127461,https://doi.org/10.15454/WFCPMD,PB116_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,128.330408922,,365.3486729437,,71.7073489104,,78.7466769934,,-13.2062146893,,-91.4782608696,,102.311,,1171.017,,332.16,,36.6046189341,,33.6725941321,,36.3223328939,,20.5688045465,,19.3404650341,,19.9084326478,,164.6080632241,,68.4186120138,
3206water_regimerainfed,3334734,Cam12,Syngenta Campagnola 2012,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,134.4290856958,,1575.8888878948,,72.3518129452,,84.5564603906,,-12.9575757576,,-80.3888888889,,101.969,,1101.456,,404.175,,36.8577470362,,33.2130797591,,36.563371727,,20.5727244541,,19.1575206328,,20.0433050146,,165.4828798629,,74.1504879439,
3098water_regimerainfed,3334630,Cam12,Syngenta Campagnola 2012,127492,https://doi.org/10.15454/GEYWPP,EP29_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,142.8283037205,,1075.1778813668,,70.1990731584,,81.8831334288,,-13.1228070175,,-85.2345679012,,77.885,,1151.315,,403.081,,36.6159487209,,33.3399323474,,36.4047725878,,20.246567466,,19.2368778051,,20.1210243925,,173.2335701289,,73.2855257427,
3150water_regimewatered,3334927,Cam12,Syngenta Campagnola 2012,127544,https://doi.org/10.15454/VSJSVC,F922_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,219.0714574947,,1424.7430067963,,68.9653588675,,71.345775146,,-18.6510416667,,-27.7833333333,,77.885,,1293.092,,249.501,,36.6159487209,,33.6950628534,,36.5272836823,,20.246567466,,19.2128060507,,20.5764743168,,255.8168853775,,107.9379860632,
3152water_regimerainfed,3334683,Cam12,Syngenta Campagnola 2012,127546,https://doi.org/10.15454/FLADQ9,F218_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,131.19291847,,474.984291844,,68.9207948675,,79.1384441246,,-13.2062146893,,-85.9540229885,,43.161,,1171.017,,381.551,,35.9177244196,,33.6725941321,,36.5505681476,,19.609612948,,19.3404650341,,20.4436540588,,164.2973946596,,70.4227997947,
3186water_regimewatered,3334961,Cam12,Syngenta Campagnola 2012,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,203.5316944607,,1792.2958568816,,68.8863160235,,71.5628343794,,-18.6510416667,,-27.7833333333,,77.885,,1293.092,,273.814,,36.6159487209,,33.6950628534,,36.5272836823,,20.246567466,,19.2128060507,,20.5764743168,,238.1452284607,,106.9278879674,
3222water_regimerainfed,3334750,Cam12,Syngenta Campagnola 2012,127616,https://doi.org/10.15454/VZN8H6,FR697_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,126.0455539936,,206.6789899517,,73.3271377502,,82.6425218263,,-13.056547619,,-82.7916666667,,77.708,,1099.597,,379.893,,36.7456107774,,33.4496615166,,36.4515236471,,20.3471009675,,19.2926518775,,20.1589800851,,156.9557143143,,64.0642342041,
3075water_regimerainfed,3334609,Cam12,Syngenta Campagnola 2012,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,131.2397069273,,423.8003093775,,68.7726699925,,80.3817896118,,-13.1724137931,,-87.3518518519,,67.904,,1128.99,,402.317,,36.328073218,,33.8505895028,,36.4490979527,,19.9721336925,,19.3484774988,,20.2387757153,,162.3095933403,,67.8719512336,
3087water_regimewatered,3334867,Cam12,Syngenta Campagnola 2012,127483,https://doi.org/10.15454/OTWCEI,EC136_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,201.5933994229,,1653.1647448746,,68.920397471,,71.496978143,,-18.6510416667,,-26.9710144928,,49.762,,1304.895,,273.814,,36.0860302343,,33.6038720667,,36.8383355806,,19.8147643067,,19.1963226333,,20.7703503375,,236.2592740472,,101.7172012899,
3246water_regimerainfed,3334774,Cam12,Syngenta Campagnola 2012,127640,https://doi.org/10.15454/RGRUUB,UH_P148_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,124.2999345528,,725.1299719575,,67.3218982883,,78.0691169638,,-13.2062146893,,-87.7023809524,,49.939,,1171.017,,404.135,,35.9932068992,,33.6725941321,,36.5192536525,,19.7897205358,,19.3404650341,,20.3447929643,,157.9205591142,,64.6473791372,
3164water_regimerainfed,3334693,Cam12,Syngenta Campagnola 2012,127558,https://doi.org/10.15454/C4VEF0,I233_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,133.152022079,,789.6912000402,,76.2887658234,,86.5970656726,,-12.8395061728,,-78.5333333333,,77.885,,1093.257,,378.431,,36.6159487209,,33.0246357714,,36.4605752221,,20.246567466,,19.0358884468,,20.3147849215,,169.5084080477,,77.0384740925,
3066water_regimewatered,3334849,Cam12,Syngenta Campagnola 2012,127465,https://doi.org/10.15454/U7YFIU,B106_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.9332808866,,803.187714801,,70.4703023006,,78.6305801885,,-19.0254237288,,-24.8043478261,,101.969,,1185.355,,357.238,,36.8577470362,,33.5923042224,,36.3223328939,,20.5727244541,,19.275349763,,19.9084326478,,240.3268050668,,107.4148419637,
3201water_regimerainfed,3334729,Cam12,Syngenta Campagnola 2012,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,137.1604056836,,1171.612947638,,73.962020086,,81.7151351576,,-13.1228070175,,-84.8035714286,,67.73,,1139.512,,331.081,,36.4726920779,,33.4369730682,,36.5146407662,,20.0961815536,,19.2557977708,,20.2329265826,,171.7709621971,,69.2612133681,
3199water_regimerainfed,3334727,Cam12,Syngenta Campagnola 2012,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,146.263461867,,1029.7969893855,,72.158227839,,84.6178047945,,-12.9575757576,,-80.0128205128,,116.299,,1101.456,,404.175,,36.8936122487,,33.2130797591,,36.5217021122,,20.726301914,,19.1575206328,,19.8929925701,,178.4311272829,,76.3196120141,
3230water_regimewatered,3335004,Cam12,Syngenta Campagnola 2012,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,178.5595699847,,1292.0446480102,,69.2711069886,,76.3714015519,,-19.0464480874,,-25.5434782609,,77.885,,1207.477,,320.778,,36.6159487209,,33.7792928068,,36.143872091,,20.246567466,,19.2415939235,,20.4960463441,,213.2751238116,,103.5443577937,
3196water_regimerainfed,3334724,Cam12,Syngenta Campagnola 2012,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,132.0690654179,,1203.6849215997,,72.895363921,,83.848269415,,-12.9575757576,,-80.3888888889,,102.311,,1104.767,,404.175,,36.6046189341,,33.1400570275,,36.563371727,,20.5688045465,,19.1184608152,,20.0433050146,,167.3341366273,,70.2608540124,
3240water_regimerainfed,3334768,Cam12,Syngenta Campagnola 2012,127634,https://doi.org/10.15454/KENKPI,UH_P060_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,129.4174850686,,291.5547349091,,68.4974456737,,81.8686462324,,-13.1228070175,,-84.0459770115,,57.865,,1125.174,,427.394,,36.3647597512,,33.5173462901,,36.5839085427,,20.0116196805,,19.3226698443,,20.2836138433,,158.9985192613,,58.6965896779,
3040water_regimewatered,3334824,Cam12,Syngenta Campagnola 2012,127439,https://doi.org/10.15454/J1WKMB,F7001_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,218.5990789292,,1639.7550396466,,69.440882609,,74.0327767914,,-19,,-25.75,,101.969,,1253.524,,300.872,,36.8577470362,,33.6388854887,,36.2456538622,,20.5727244541,,19.1551965446,,20.3614638567,,255.940291565,,101.3330133655,
3002water_regimewatered,3334786,Cam12,Syngenta Campagnola 2012,127401,https://doi.org/10.15454/AQWE02,PH207_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,192.3600824173,,1504.1417343233,,67.8711289455,,70.5260725433,,-18.3666666667,,-28.9333333333,,67.73,,1305.71,,246.858,,36.4726920779,,33.7901080478,,36.7452543167,,20.0961815536,,19.2853244947,,20.7296052691,,222.8946859987,,106.3228845416,
3191water_regimerainfed,3334719,Cam12,Syngenta Campagnola 2012,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,136.8853441893,,707.4888308619,,70.7539697883,,82.4994052292,,-13.056547619,,-81.8055555556,,58.039,,1113.935,,403.58,,36.2183065647,,33.3690868908,,36.6215716662,,19.88559752,,19.2251948183,,20.313619508,,173.3450397498,,78.4264055296,
3190water_regimewatered,3334964,Cam12,Syngenta Campagnola 2012,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,218.0211628072,,2130.5765787669,,69.0050831112,,72.0951496803,,-18.6510416667,,-27.1764705882,,115.87,,1304.895,,249.501,,37.0610469041,,33.6038720667,,36.6182053491,,20.9215393485,,19.1963226333,,20.1180221818,,254.6624011536,,113.7363459999,
3110water_regimerainfed,3334642,Cam12,Syngenta Campagnola 2012,127504,https://doi.org/10.15454/CFMQSJ,DK78010_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,127.8964346044,,560.7688567482,,73.0532697855,,82.9578107602,,-13.056547619,,-82.8641975309,,89.396,,1099.597,,379.893,,36.6234866441,,33.4496615166,,36.5356169682,,20.4811845949,,19.2926518775,,20.0477253792,,157.3889413889,,63.1340908338,
3241water_regimerainfed,3334769,Cam12,Syngenta Campagnola 2012,127635,https://doi.org/10.15454/RQFY2B,UH_P064_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,148.2305735045,,1122.9859581101,,68.9568428329,,79.4663542675,,-13.1724137931,,-83.5944444444,,43.161,,1164.589,,378.004,,35.9177244196,,33.5115472784,,36.6269327287,,19.609612948,,19.2684008821,,20.4197664911,,180.4072527614,,72.0523329261,
3214water_regimerainfed,3334742,Cam12,Syngenta Campagnola 2012,127608,https://doi.org/10.15454/67FHQJ,N22_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,104.3984459541,,546.4337119674,,72.8350737968,,86.3711985272,,-12.8395061728,,-78.4540229885,,89.396,,1045.669,,425.663,,36.6234866441,,33.5283917069,,36.5391811272,,20.4811845949,,19.1926446887,,20.2165755346,,136.0751237944,,52.197248478,
3013water_regimerainfed,3334551,Cam12,Syngenta Campagnola 2012,127412,https://doi.org/10.15454/CNJTVT,A347_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,125.7929132751,,687.9395164495,,71.2340009437,,80.4872916951,,-13.1724137931,,-87.3518518519,,67.904,,1176.392,,352.926,,36.328073218,,33.4148469592,,36.4490979527,,19.9721336925,,19.2495766263,,20.2387757153,,158.374218052,,69.3338431378,
