observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3115water_regimewatered,3334893,Cam12,Syngenta Campagnola 2012,127509,https://doi.org/10.15454/HPRD42,EC151_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,186.6097523243,,1672.6217599209,,69.7310462831,,74.7093827852,,-19,,-25.1403508772,,116.299,,1241.721,,300.872,,36.8936122487,,33.7332269274,,36.1719102912,,20.726301914,,19.171561712,,20.1725183454,,223.8807598887,,110.2284776855,
3051water_regimewatered,3334834,Cam12,Syngenta Campagnola 2012,127450,https://doi.org/10.15454/ETLUFX,PHG83_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.6353061389,,564.3056401077,,68.6758341925,,78.2203647906,,-19.0254237288,,-24.2348484848,,116.299,,1185.355,,381.551,,36.8936122487,,33.5923042224,,36.2621306749,,20.726301914,,19.275349763,,19.7246601058,,222.617699726,,102.8383988064,
3118water_regimewatered,3334896,Cam12,Syngenta Campagnola 2012,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,206.1480165982,,1698.2091857682,,67.9414089956,,72.8434143224,,-18.8888888889,,-26.6583333333,,89.396,,1252.801,,299.767,,36.6234866441,,33.7692122264,,36.5132514277,,20.4811845949,,19.2582888117,,20.4305536818,,234.5920425924,,105.5660853823,
3052water_regimewatered,3334835,Cam12,Syngenta Campagnola 2012,127451,https://doi.org/10.15454/N0XW6Z,N25_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,182.0008125328,,437.0721648333,,69.9681699659,,81.868348928,,-18.8538011696,,-24.9423076923,,89.396,,1096.597,,403.081,,36.6234866441,,33.8279398291,,36.4903021498,,20.4811845949,,19.4133434154,,20.0040308252,,214.8219454683,,106.6595472635,
3005water_regimewatered,3334789,Cam12,Syngenta Campagnola 2012,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,189.8863849873,,578.7724331194,,68.0771909309,,76.9021802122,,-19.0527777778,,-25.1733333333,,67.904,,1185.252,,367.316,,36.328073218,,33.7309133568,,36.3104990471,,19.9721336925,,19.301762702,,20.397352247,,225.3337214988,,97.9117348316,
3120water_regimerainfed,3334652,Cam12,Syngenta Campagnola 2012,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,129.9618484604,,419.9427385208,,71.0100972272,,83.7840585351,,-12.9575757576,,-80.5654761905,,89.396,,1054.054,,427.862,,36.6234866441,,33.657299571,,36.5506940591,,20.4811845949,,19.255209279,,20.1277878187,,167.9212249847,,70.7217504931,
3121water_regimewatered,3334899,Cam12,Syngenta Campagnola 2012,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,168.8204433463,,812.5786525801,,67.2489765408,,74.5969797314,,-19,,-25.1858974359,,43.161,,1241.721,,347.769,,35.9177244196,,33.7332269274,,36.517919114,,19.609612948,,19.171561712,,20.8538959208,,190.1860079457,,77.4508054947,
3021water_regimewatered,3334805,Cam12,Syngenta Campagnola 2012,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,228.382248169,,1675.789131015,,68.9687100844,,77.1984024985,,-19.0527777778,,-24.9924242424,,101.969,,1185.252,,343.003,,36.8577470362,,33.7309133568,,36.2678178907,,20.5727244541,,19.301762702,,20.050356354,,263.9498175767,,122.0156739923,
3021water_regimerainfed,3334559,Cam12,Syngenta Campagnola 2012,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,132.9595447984,,566.2673135332,,72.5073219921,,85.3587796766,,-12.9575757576,,-80.3888888889,,101.969,,1075.315,,404.175,,36.8577470362,,33.3921514511,,36.563371727,,20.5727244541,,19.2435236512,,20.0433050146,,163.9897952091,,70.4077391182,
3054water_regimewatered,3334837,Cam12,Syngenta Campagnola 2012,127453,https://doi.org/10.15454/P7GP0D,F748_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,185.4614674312,,1213.537734943,,69.5548718368,,72.0751913753,,-18.6510416667,,-27.5634920635,,67.73,,1270.596,,249.501,,36.4726920779,,33.9340100539,,36.6679407252,,20.0961815536,,19.2794217093,,20.7039891452,,233.8142022319,,108.4226713568,
3125water_regimewatered,3334903,Cam12,Syngenta Campagnola 2012,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,214.7867284125,,1515.2018297223,,71.2205924205,,79.0727073362,,-19.0254237288,,-24.8043478261,,101.969,,1185.355,,332.16,,36.8577470362,,33.5923042224,,36.3223328939,,20.5727244541,,19.275349763,,19.9084326478,,252.2389898456,,126.5409544094,
3006water_regimewatered,3334790,Cam12,Syngenta Campagnola 2012,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.570255241,,728.4248175935,,69.7391718744,,74.0839989903,,-19,,-25.6458333333,,58.039,,1189.98,,300.872,,36.2183065647,,34.1866249604,,36.3877902546,,19.88559752,,19.3039891518,,20.739920861,,240.2015635338,,105.9314188802,
3006water_regimerainfed,3334544,Cam12,Syngenta Campagnola 2012,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,144.5529189669,,325.0435968242,,70.5411147951,,83.9471098401,,-12.9575757576,,-79.7634408602,,58.039,,1054.054,,427.862,,36.2183065647,,33.657299571,,36.6324169515,,19.88559752,,19.255209279,,20.3773567395,,182.6608406195,,79.4789190279,
3127water_regimerainfed,3334659,Cam12,Syngenta Campagnola 2012,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,138.9524598733,,609.5518680815,,70.5121352887,,85.3884828432,,-12.8395061728,,-78.5333333333,,77.708,,1053.827,,449.35,,36.7456107774,,33.3450736581,,36.4605752221,,20.3471009675,,19.1858718524,,20.3147849215,,174.8032047791,,73.2317677393,
3072water_regimewatered,3334853,Cam12,Syngenta Campagnola 2012,127469,https://doi.org/10.15454/FVLUWO,LH82_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,191.3303818104,,1890.6883633456,,68.1260487021,,71.6410401886,,-18.6510416667,,-27.7833333333,,77.885,,1293.092,,273.814,,36.6159487209,,33.6950628534,,36.5272836823,,20.246567466,,19.2128060507,,20.5764743168,,229.9645272163,,97.0702826736,
3128water_regimewatered,3334906,Cam12,Syngenta Campagnola 2012,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,212.5685086146,,1682.4161268525,,70.4058773258,,72.9475951492,,-18.8888888889,,-26.4736842105,,101.969,,1252.801,,275.454,,36.8577470362,,33.7692122264,,36.5292963963,,20.5727244541,,19.2582888117,,20.3264342162,,244.3856194866,,121.7532283485,
3023water_regimerainfed,3334561,Cam12,Syngenta Campagnola 2012,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,137.8044504443,,839.7829795645,,69.7700139629,,82.9870508694,,-13.056547619,,-82.8641975309,,89.396,,1099.597,,428.658,,36.6234866441,,33.4496615166,,36.5356169682,,20.4811845949,,19.2926518775,,20.0477253792,,170.1148116653,,65.0320483141,
3023water_regimewatered,3334807,Cam12,Syngenta Campagnola 2012,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,222.767364709,,1162.8841544269,,67.3858608123,,74.8279099867,,-19,,-25.9603174603,,89.396,,1227.383,,325.185,,36.6234866441,,33.812047028,,36.2438797271,,20.4811845949,,19.2322779556,,20.4589571745,,258.3996035007,,103.7490099333,
3132water_regimewatered,3334910,Cam12,Syngenta Campagnola 2012,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,215.8829993406,,1568.1612778475,,70.4408944869,,76.0280827869,,-19.0464480874,,-25.2936507937,,102.311,,1221.815,,320.778,,36.6046189341,,33.6997952668,,36.2342693854,,20.5688045465,,19.1798477944,,20.2779707258,,256.61081074,,111.129490037,
3059water_regimerainfed,3334596,Cam12,Syngenta Campagnola 2012,127458,https://doi.org/10.15454/HZM5Q3,B113_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,127.6639673938,,747.9391799211,,71.5011330376,,82.5939683002,,-13.056547619,,-82.4733333333,,115.87,,1129.049,,403.58,,37.0610469041,,33.198791158,,36.5042591762,,20.9215393485,,19.1672456286,,19.7971333255,,160.1752411244,,64.9284650409,
3134water_regimewatered,3334911,Cam12,Syngenta Campagnola 2012,127528,https://doi.org/10.15454/OAENUW,F04401_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,227.8475789266,,1884.4777114554,,69.705187194,,71.5815406186,,-18.6510416667,,-27.7407407407,,102.311,,1293.092,,249.501,,36.6046189341,,33.6950628534,,36.6753484804,,20.5688045465,,19.2128060507,,20.3309892035,,260.0817303068,,109.4391513541,
3007water_regimerainfed,3334545,Cam12,Syngenta Campagnola 2012,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,137.2426820402,,524.2898115287,,70.1117055759,,84.1463680362,,-12.9575757576,,-80.3277777778,,67.73,,1054.054,,452.94,,36.4726920779,,33.657299571,,36.5693839737,,20.0961815536,,19.255209279,,20.3331733927,,173.365850581,,77.4706802033,
3039water_regimerainfed,3334577,Cam12,Syngenta Campagnola 2012,127438,https://doi.org/10.15454/CCDUCG,PHG39_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,146.2447088885,,952.9845762446,,72.9983764131,,86.1470193978,,-12.8395061728,,-78.2083333333,,101.969,,1068.165,,425.663,,36.8577470362,,33.2635717963,,36.5509948451,,20.5727244541,,19.1179535785,,20.1382809633,,177.0764148923,,78.1732178064,
3137water_regimewatered,3334914,Cam12,Syngenta Campagnola 2012,127531,https://doi.org/10.15454/G6TRI1,F04702_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,194.0496250169,,707.4609780567,,70.307030853,,71.6229490024,,-18.6510416667,,-27.8684210526,,89.396,,1278.754,,249.501,,36.6234866441,,33.77108575,,36.6507720879,,20.4811845949,,19.2723767493,,20.4403489049,,225.5582858736,,107.0613038778,
3025water_regimewatered,3334809,Cam12,Syngenta Campagnola 2012,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,214.5187926819,,979.1269483194,,73.6009749204,,78.3822889804,,-19.0254237288,,-25.0733333333,,77.885,,1162.859,,308.473,,36.6159487209,,33.8467079658,,36.2321223024,,20.246567466,,19.3491242611,,20.1386252628,,252.8031889539,,111.8518226862,
3060water_regimerainfed,3334597,Cam12,Syngenta Campagnola 2012,127459,https://doi.org/10.15454/DTTZ23,LH145_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,131.2334672211,,827.5454551732,,67.0581167593,,78.8901813958,,-13.2062146893,,-89.1172839506,,58.039,,1162.859,,404.135,,36.2183065647,,33.8467079658,,36.4373164973,,19.88559752,,19.3491242611,,20.3119546085,,165.0455432076,,70.6306743271,
3140water_regimerainfed,3334671,Cam12,Syngenta Campagnola 2012,127534,https://doi.org/10.15454/AIXVTG,F608_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,147.56989977,,352.6024347889,,69.3585973348,,81.4832206454,,-13.1228070175,,-84.8035714286,,67.73,,1125.174,,403.081,,36.4726920779,,33.5173462901,,36.5146407662,,20.0961815536,,19.3226698443,,20.2329265826,,179.4983776653,,76.5025060172,
3141water_regimerainfed,3334672,Cam12,Syngenta Campagnola 2012,127535,https://doi.org/10.15454/UUGPLJ,F618_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,140.7747787477,,793.441224442,,71.8746652868,,82.4210779514,,-13.056547619,,-81.8055555556,,58.039,,1113.935,,403.58,,36.2183065647,,33.3690868908,,36.6215716662,,19.88559752,,19.2251948183,,20.313619508,,170.6208107245,,70.0671389639,
3142water_regimewatered,3334919,Cam12,Syngenta Campagnola 2012,127536,https://doi.org/10.15454/ML81EC,F7019_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,198.3771209426,,1302.9132466565,,67.3112205704,,71.2691569337,,-18.6510416667,,-27.5634920635,,67.904,,1270.596,,296.398,,36.328073218,,33.9340100539,,36.6679407252,,19.9721336925,,19.2794217093,,20.7039891452,,238.0426783605,,103.8956436814,
3008water_regimerainfed,3334546,Cam12,Syngenta Campagnola 2012,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,136.4930950003,,957.8363459521,,70.8366191194,,82.4849466347,,-13.056547619,,-82.7692307692,,101.969,,1113.935,,403.58,,36.8577470362,,33.3690868908,,36.5482023507,,20.5727244541,,19.2251948183,,19.9569139119,,167.5831857033,,74.3295478893,
3209water_regimerainfed,3334737,Cam12,Syngenta Campagnola 2012,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,147.5884970616,,1227.7672672388,,72.5005251951,,82.5448002997,,-13.056547619,,-82.7692307692,,102.311,,1125.738,,379.893,,36.6046189341,,33.2715906302,,36.5482023507,,20.5688045465,,19.2064573992,,19.9569139119,,183.22681143,,79.4866612948,
3209water_regimewatered,3334983,Cam12,Syngenta Campagnola 2012,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,207.6998410402,,1990.5006803403,,68.9442052927,,72.726531766,,-18.8888888889,,-26.4736842105,,102.311,,1282.253,,275.454,,36.6046189341,,33.5294174286,,36.5292963963,,20.5688045465,,19.1465066314,,20.3264342162,,249.7327889044,,109.6745033073,
3016water_regimerainfed,3334554,Cam12,Syngenta Campagnola 2012,127415,https://doi.org/10.15454/DPMMOI,F1890_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,134.9495565922,,773.1284714788,,70.6768008598,,79.4316628947,,-13.1724137931,,-86.4761904762,,58.039,,1150.251,,352.926,,36.2183065647,,33.5918298907,,36.5231803931,,19.88559752,,19.334425003,,20.2910643377,,167.0790078924,,70.9130164975,
3065water_regimerainfed,3334602,Cam12,Syngenta Campagnola 2012,127464,https://doi.org/10.15454/HOMOXO,F918_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,131.4503042525,,1213.7114685052,,70.5486055275,,83.7417528464,,-13.056547619,,-82.8641975309,,89.396,,1091.439,,403.58,,36.6234866441,,33.6286836926,,36.5356169682,,20.4811845949,,19.3009531459,,20.0477253792,,162.6814545162,,69.1171724817,
3146water_regimerainfed,3334677,Cam12,Syngenta Campagnola 2012,127540,https://doi.org/10.15454/DU6APM,F752_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,126.817498146,,397.7531393868,,72.0271456533,,84.2054267382,,-12.9575757576,,-80.5654761905,,89.396,,1075.315,,427.862,,36.6234866441,,33.3921514511,,36.5506940591,,20.4811845949,,19.2435236512,,20.1277878187,,160.1279774192,,67.7627954295,
3204water_regimewatered,3334978,Cam12,Syngenta Campagnola 2012,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,228.5239046006,,1634.8437501715,,71.1685825455,,78.1140047345,,-19.0254237288,,-24.8043478261,,102.311,,1171.017,,332.16,,36.6046189341,,33.6725941321,,36.3223328939,,20.5688045465,,19.3404650341,,19.9084326478,,262.3845062091,,117.2150043592,
3042water_regimewatered,3334826,Cam12,Syngenta Campagnola 2012,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,218.2199684939,,1708.3736036338,,68.7208453221,,71.7438377216,,-18.6510416667,,-27.7407407407,,101.969,,1308.206,,273.814,,36.8577470362,,33.5344988184,,36.6753484804,,20.5727244541,,19.1615468754,,20.3309892035,,246.1629657043,,115.6831531048,
3066water_regimerainfed,3334603,Cam12,Syngenta Campagnola 2012,127465,https://doi.org/10.15454/U7YFIU,B106_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,126.2321234887,,403.9248400972,,71.8456699844,,83.2684964757,,-13.056547619,,-82.7692307692,,101.969,,1091.439,,403.58,,36.8577470362,,33.6286836926,,36.5482023507,,20.5727244541,,19.3009531459,,19.9569139119,,157.6454918271,,72.0584673748,
3148water_regimewatered,3334925,Cam12,Syngenta Campagnola 2012,127542,https://doi.org/10.15454/VQ9W36,F888_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.8367550393,,746.6994745083,,68.9356141784,,78.0990703173,,-19.0254237288,,-25,,67.73,,1162.859,,357.238,,36.4726920779,,33.8467079658,,36.3570822747,,20.0961815536,,19.3491242611,,20.2584583571,,224.5227553857,,100.9527237991,
3198water_regimewatered,3334972,Cam12,Syngenta Campagnola 2012,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,225.526930271,,1922.3505376995,,70.4884641114,,75.7189708489,,-19.0464480874,,-25.5434782609,,77.708,,1221.815,,320.778,,36.7456107774,,33.6997952668,,36.143872091,,20.3471009675,,19.1798477944,,20.4960463441,,271.7432750464,,114.2302477502,
3149water_regimewatered,3334926,Cam12,Syngenta Campagnola 2012,127543,https://doi.org/10.15454/TML7FA,F908_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,218.3472040176,,1156.991208743,,67.8492462927,,70.5888608609,,-18.6510416667,,-27.7833333333,,77.885,,1278.754,,273.814,,36.6159487209,,33.77108575,,36.5272836823,,20.246567466,,19.2723767493,,20.5764743168,,250.9305475517,,106.872167484,
3067water_regimerainfed,3334604,Cam12,Syngenta Campagnola 2012,127466,https://doi.org/10.15454/U4PWL3,AS5707_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,150.3426308564,,527.2026085675,,71.8643534636,,85.5738570243,,-12.8395061728,,-77.3653846154,,125.24,,1068.165,,449.35,,37.0483366126,,33.2635717963,,36.4999866716,,20.9305602872,,19.1179535785,,19.9538630154,,184.0704782313,,81.4048657956,
3028water_regimerainfed,3334566,Cam12,Syngenta Campagnola 2012,127427,https://doi.org/10.15454/KSZLK9,F838_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,133.0293465086,,993.4733623895,,74.2920088602,,84.1234317751,,-12.9575757576,,-80.0128205128,,116.299,,1101.456,,380.94,,36.8936122487,,33.2130797591,,36.5217021122,,20.726301914,,19.1575206328,,19.8929925701,,162.9567329857,,73.912948092,
3009water_regimerainfed,3334547,Cam12,Syngenta Campagnola 2012,127408,https://doi.org/10.15454/MN1MDA,B84_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,140.4242105747,,1036.5750645037,,71.0720227685,,86.5348768576,,-12.8395061728,,-78.4540229885,,89.396,,1053.827,,449.35,,36.6234866441,,33.3450736581,,36.5391811272,,20.4811845949,,19.1858718524,,20.2165755346,,172.9760737914,,73.9828335304,
3069water_regimerainfed,3334605,Cam12,Syngenta Campagnola 2012,127467,https://doi.org/10.15454/VVTTBY,Lp5_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,138.7519708836,,611.3577124812,,72.4948055369,,83.1743985869,,-13.056547619,,-82.4597701149,,67.73,,1099.597,,379.893,,36.4726920779,,33.4496615166,,36.5559911621,,20.0961815536,,19.2926518775,,20.2657147619,,174.081029113,,69.4335623176,
3014water_regimerainfed,3334552,Cam12,Syngenta Campagnola 2012,127413,https://doi.org/10.15454/JBBAWF,EP52_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,123.8740953815,,793.5224188589,,71.4666257592,,80.7606889073,,-13.1228070175,,-82.8944444444,,49.762,,1125.174,,378.003,,36.0860302343,,33.5173462901,,36.6554968193,,19.8147643067,,19.3226698443,,20.3152076676,,165.9478615559,,71.4036684322,
3091water_regimewatered,3334871,Cam12,Syngenta Campagnola 2012,127487,https://doi.org/10.15454/D6A8VZ,PHK76_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,228.4632183669,,1322.9805097976,,69.676647797,,72.0805043073,,-18.6510416667,,-27.7833333333,,77.885,,1293.092,,249.501,,36.6159487209,,33.6950628534,,36.5272836823,,20.246567466,,19.2128060507,,20.5764743168,,259.8708043475,,112.9900179958,
3090water_regimewatered,3334870,Cam12,Syngenta Campagnola 2012,127486,https://doi.org/10.15454/7XVPGB,EA3076_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,239.8418833371,,1258.7053919981,,69.5026098739,,74.209530544,,-19,,-25.9603174603,,89.054,,1253.524,,300.872,,36.8902145368,,33.6388854887,,36.2438797271,,20.4809195003,,19.1551965446,,20.4589571745,,271.7100269226,,118.7732267359,
3212water_regimewatered,3334986,Cam12,Syngenta Campagnola 2012,127606,https://doi.org/10.15454/HDJP0L,N16_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,207.4291764746,,1491.5177582133,,72.277955571,,78.9312282805,,-19.0254237288,,-24.8043478261,,101.969,,1200.469,,308.473,,36.8577470362,,33.422956321,,36.3223328939,,20.5727244541,,19.2184820098,,19.9084326478,,249.7048244245,,109.9467311909,
3213water_regimerainfed,3334741,Cam12,Syngenta Campagnola 2012,127607,https://doi.org/10.15454/7CWQV7,N192_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,131.5824468767,,384.711989803,,69.004119032,,78.3059051586,,-13.2062146893,,-87.7023809524,,49.939,,1162.859,,357.238,,35.9932068992,,33.8467079658,,36.5192536525,,19.7897205358,,19.3491242611,,20.3447929643,,162.6414515752,,67.4361857635,
3216water_regimerainfed,3334744,Cam12,Syngenta Campagnola 2012,127610,https://doi.org/10.15454/VFUIV5,NK807_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,135.6635305185,,635.3698225326,,70.7114167471,,79.0172164824,,-13.2062146893,,-89.1172839506,,58.039,,1162.859,,332.16,,36.2183065647,,33.8467079658,,36.4373164973,,19.88559752,,19.3491242611,,20.3119546085,,169.5140443507,,74.4936542352,
3155water_regimerainfed,3334686,Cam12,Syngenta Campagnola 2012,127549,https://doi.org/10.15454/B39W9G,H99_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,117.1017230632,,614.2011721441,,71.1752228563,,82.7310210041,,-13.056547619,,-81.8055555556,,58.039,,1113.935,,403.58,,36.2183065647,,33.3690868908,,36.6215716662,,19.88559752,,19.2251948183,,20.313619508,,150.1683099378,,59.9021420287,
3218water_regimerainfed,3334746,Cam12,Syngenta Campagnola 2012,127612,https://doi.org/10.15454/PAY7DB,NS701_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,130.0333465296,,286.542644595,,71.4486209194,,83.1505367814,,-13.056547619,,-82.8641975309,,89.396,,1091.439,,403.58,,36.6234866441,,33.6286836926,,36.5356169682,,20.4811845949,,19.3009531459,,20.0477253792,,163.4795586216,,64.0208465073,
3156water_regimerainfed,3334687,Cam12,Syngenta Campagnola 2012,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,150.8456341045,,931.6291247189,,68.3832605121,,80.2126617332,,-13.1724137931,,-86.4761904762,,58.039,,1176.392,,402.317,,36.2183065647,,33.4148469592,,36.5231803931,,19.88559752,,19.2495766263,,20.2910643377,,187.6436768062,,75.7699241895,
3223water_regimerainfed,3334751,Cam12,Syngenta Campagnola 2012,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,157.7189852765,,1353.8652978338,,74.1235558609,,84.1778661489,,-12.9575757576,,-80.5654761905,,89.396,,1101.456,,380.94,,36.6234866441,,33.2130797591,,36.5506940591,,20.4811845949,,19.1575206328,,20.1277878187,,189.4468735927,,83.6986658893,
3074water_regimerainfed,3334608,Cam12,Syngenta Campagnola 2012,127470,https://doi.org/10.15454/21XOCO,B108_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,138.1732357503,,636.0955759902,,72.8150813318,,83.832001945,,-12.9575757576,,-80.0128205128,,115.87,,1089.653,,404.175,,37.0610469041,,33.3112048162,,36.5217021122,,20.9215393485,,19.1757709656,,19.8929925701,,171.5470971571,,67.4879015425,
3010water_regimewatered,3334794,Cam12,Syngenta Campagnola 2012,127409,https://doi.org/10.15454/WBSYN7,F894_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,216.2514624426,,1715.9276055606,,71.2291813615,,76.131067207,,-19.0464480874,,-24.6916666667,,116.299,,1233.618,,295.7,,36.8936122487,,33.6045710776,,36.1636437691,,20.726301914,,19.1631253626,,20.0942978335,,266.2250779689,,113.4135053686,
3030water_regimerainfed,3334568,Cam12,Syngenta Campagnola 2012,127429,https://doi.org/10.15454/LFK19C,B89_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,107.8236951097,,135.8258222848,,69.0650334034,,81.8512146944,,-13.1228070175,,-81.4139784946,,43.161,,1096.597,,403.081,,35.9177244196,,33.8279398291,,36.6803960836,,19.609612948,,19.4133434154,,20.4086449914,,138.3278005489,,54.1143773489,
3036water_regimerainfed,3334574,Cam12,Syngenta Campagnola 2012,127435,https://doi.org/10.15454/OVKBUY,F7081_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,131.859176333,,980.0723264285,,70.4555609524,,80.8456822327,,-13.1228070175,,-85.2345679012,,77.885,,1139.512,,403.081,,36.6159487209,,33.4369730682,,36.4047725878,,20.246567466,,19.2557977708,,20.1210243925,,169.2626769748,,76.1244287829,
3160water_regimewatered,3334937,Cam12,Syngenta Campagnola 2012,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,221.6631425197,,2203.3111193891,,68.8188821897,,72.8674703496,,-18.8888888889,,-26.6583333333,,89.396,,1252.801,,299.767,,36.6234866441,,33.7692122264,,36.5132514277,,20.4811845949,,19.2582888117,,20.4305536818,,258.9367053196,,123.120454161,
