,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,Koreliitkt,2824631,BTH_Le_Moulon_2007_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
1,2,2824491,BTH_Le_Moulon_2007_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
2,Koreliitkfi,2824630,BTH_Le_Moulon_2007_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
3,1,2824490,BTH_Le_Moulon_2007_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
4,2,2824489,BTH_Le_Moulon_2007_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
5,1,2824488,BTH_Le_Moulon_2007_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
6,1,2824584,BTH_Le_Moulon_2007_SetB2,27831,https://doi.org/10.15454/BPSJCE,RE06061,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
7,RE06061itkt,2824679,BTH_Le_Moulon_2007_SetB2,27831,https://doi.org/10.15454/BPSJCE,RE06061,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
8,RE06061itkfi,2824678,BTH_Le_Moulon_2007_SetB2,27831,https://doi.org/10.15454/BPSJCE,RE06061,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
9,2,2824587,BTH_Le_Moulon_2007_SetB2,27831,https://doi.org/10.15454/BPSJCE,RE06061,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
10,1,2824586,BTH_Le_Moulon_2007_SetB2,27831,https://doi.org/10.15454/BPSJCE,RE06061,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
11,2,2824585,BTH_Le_Moulon_2007_SetB2,27831,https://doi.org/10.15454/BPSJCE,RE06061,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
12,2,2824571,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
13,1,2824570,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
14,2,2824569,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
15,1,2824568,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
16,AO07218itkfi,2824670,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
17,AO07218itkt,2824671,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
18,1,2824468,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
19,2,2824471,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
20,2,2824469,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
21,1,2824470,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
22,AO07302itkfi,2824620,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
23,AO07302itkt,2824621,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
24,AO07311itkfi,2824664,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
25,2,2824557,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
26,1,2824556,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
27,2,2824559,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
28,AO07311itkt,2824665,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
29,1,2824558,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
30,2,2824521,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
31,RE06083itkfi,2824646,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
32,1,2824520,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
33,RE06083itkt,2824647,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
34,2,2824523,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
35,1,2824522,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
36,1,2824496,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
37,CF06166itkt,2824635,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
38,CF06166itkfi,2824634,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
39,2,2824499,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
40,1,2824498,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
41,2,2824497,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
42,2,2824435,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
43,2,2824433,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
44,EM06072itkt,2824603,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
45,1,2824434,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
46,EM06072itkfi,2824602,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
47,1,2824432,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
48,2,2824455,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,BTH_Le_Moulon_2007_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
49,1,2824454,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
50,1,2824452,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,BTH_Le_Moulon_2007_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
51,CF06183itkt,2824613,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,BTH_Le_Moulon_2007_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
