,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI08011,2839933,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,RE07004,2839930,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27843,https://doi.org/10.15454/KB5WU7,RE07004,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,RE07083,2839939,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27836,https://doi.org/10.15454/RTDUJV,RE07083,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,RE07025,2839931,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27835,https://doi.org/10.15454/GZMJBE,RE07025,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,AO09009,2839902,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27778,https://doi.org/10.15454/H1V79U,AO09009,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,CF07097,2839917,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27791,https://doi.org/10.15454/VCEDFU,CF07097,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,AO09011,2839928,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27780,https://doi.org/10.15454/RVET6J,AO09011,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,AO09008,2839912,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27777,https://doi.org/10.15454/KBQRVN,AO09008,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,AO09007,2839903,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27776,https://doi.org/10.15454/4JXOGF,AO09007,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,CF07008,2839940,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27787,https://doi.org/10.15454/SLLTW8,CF07008,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,AO09010,2839929,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27779,https://doi.org/10.15454/NTANDH,AO09010,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,AO09002,2839919,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27771,https://doi.org/10.15454/DLZRR4,AO09002,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,CF07002,2839938,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27786,https://doi.org/10.15454/I30U5V,CF07002,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,AO09005,2839909,BTH_Rennes_2009_SetA2_PIETIN-VERSE,27774,https://doi.org/10.15454/SE9ESL,AO09005,BTH_Rennes_2009_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
