,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI10006,2851228,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,DI10007,2851227,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,RE09055,2851236,BTH_Rennes_2010_SetB2_PIETIN-VERSE,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,Barok,2851197,BTH_Rennes_2010_SetB2_PIETIN-VERSE,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,CF09182,2851211,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48586,https://doi.org/10.15454/TEBGJY,CF09182,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,CF09176,2851226,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49359,https://doi.org/10.15454/HRZCLT,CF09176,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,Premio,2851201,BTH_Rennes_2010_SetB2_PIETIN-VERSE,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,RE09038,2851203,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49325,gnpis_pui:holding-921_taxon-4898_accession-49325,RE09038,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,CF09164,2851208,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49662,gnpis_pui:holding-921_taxon-4898_accession-49662,CF09164,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,RE09033,2851235,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,RE09036,2851199,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48544,gnpis_pui:holding-921_taxon-4898_accession-48544,RE09036,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,CF09172,2851222,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48708,gnpis_pui:holding-921_taxon-4898_accession-48708,CF09172,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,AO10023,2851206,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48559,gnpis_pui:holding-921_taxon-4898_accession-48559,AO10023,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,Apache,2851213,BTH_Rennes_2010_SetB2_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,EM09310,2851212,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48345,gnpis_pui:holding-921_taxon-4898_accession-48345,EM09310,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,CF09122,2851215,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49265,gnpis_pui:holding-921_taxon-4898_accession-49265,CF09122,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,CF09198,2851233,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48921,gnpis_pui:holding-921_taxon-4898_accession-48921,CF09198,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,Attlass,2851229,BTH_Rennes_2010_SetB2_PIETIN-VERSE,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,Caphorn,2851216,BTH_Rennes_2010_SetB2_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
19,AO10016,2851200,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49175,gnpis_pui:holding-921_taxon-4898_accession-49175,AO10016,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
20,CF09169,2851209,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48637,https://doi.org/10.15454/PVGZIK,CF09169,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
21,DI10011,2851202,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49216,https://doi.org/10.15454/HTBFFE,DI10011,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
22,AO10021,2851224,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
23,EM09318,2851214,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48847,https://doi.org/10.15454/BPR93C,EM09318,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
24,AO10020,2851223,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48598,gnpis_pui:holding-921_taxon-4898_accession-48598,AO10020,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
25,Bermude,2851205,BTH_Rennes_2010_SetB2_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
26,RE09034,2851198,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48900,gnpis_pui:holding-921_taxon-4898_accession-48900,RE09034,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
27,CF09133,2851210,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48903,gnpis_pui:holding-921_taxon-4898_accession-48903,CF09133,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
28,DI10010,2851207,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49025,gnpis_pui:holding-921_taxon-4898_accession-49025,DI10010,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
29,EM09221,2851232,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49495,https://doi.org/10.15454/CZHVWO,EM09221,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
30,EM09222,2851231,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48955,https://doi.org/10.15454/A78B2Q,EM09222,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
31,AO10019,2851217,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49053,gnpis_pui:holding-921_taxon-4898_accession-49053,AO10019,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
32,EM09225,2851230,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49109,gnpis_pui:holding-921_taxon-4898_accession-49109,EM09225,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
33,AO10017,2851204,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49185,gnpis_pui:holding-921_taxon-4898_accession-49185,AO10017,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
34,RE09061,2851218,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49193,gnpis_pui:holding-921_taxon-4898_accession-49193,RE09061,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
35,AO10018,2851219,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49584,gnpis_pui:holding-921_taxon-4898_accession-49584,AO10018,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
36,DI10008,2851221,BTH_Rennes_2010_SetB2_PIETIN-VERSE,49226,gnpis_pui:holding-921_taxon-4898_accession-49226,DI10008,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
37,DI10009,2851220,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48858,gnpis_pui:holding-921_taxon-4898_accession-48858,DI10009,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
38,AO10022,2851225,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48862,gnpis_pui:holding-921_taxon-4898_accession-48862,AO10022,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
39,EM09307,2851234,BTH_Rennes_2010_SetB2_PIETIN-VERSE,48864,gnpis_pui:holding-921_taxon-4898_accession-48864,EM09307,BTH_Rennes_2010_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
