,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI12011,2873959,BTH_Chaux_des_Prés_2013_SetA2,61907,https://doi.org/10.15454/M9DOGT,DI12011,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
1,EM11537,2873926,BTH_Chaux_des_Prés_2013_SetA2,49307,https://doi.org/10.15454/S10U8Z,EM11537,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
2,Koreli,2873942,BTH_Chaux_des_Prés_2013_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
3,Barok,2873947,BTH_Chaux_des_Prés_2013_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
4,RE11035,2873938,BTH_Chaux_des_Prés_2013_SetA2,49509,https://doi.org/10.15454/GGHC1S,RE11035,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
5,RE11059,2873936,BTH_Chaux_des_Prés_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
6,RE11091,2873935,BTH_Chaux_des_Prés_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
7,RE11094,2873934,BTH_Chaux_des_Prés_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
8,RE11095,2873933,BTH_Chaux_des_Prés_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
9,RE11096,2873932,BTH_Chaux_des_Prés_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
10,RE11098,2873927,BTH_Chaux_des_Prés_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
11,Apache,2873945,BTH_Chaux_des_Prés_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
12,Attlass,2873958,BTH_Chaux_des_Prés_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
13,Grapeli,2873953,BTH_Chaux_des_Prés_2013_SetA2,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,BTH_Chaux_des_Prés_2013_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
