,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,CF11079,2866953,BTH_Chaux_des_Prés_2012_SetB1,61349,https://doi.org/10.15454/78QONX,CF11079,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
1,CF11041,2866982,BTH_Chaux_des_Prés_2012_SetB1,61302,https://doi.org/10.15454/YCKCWW,CF11041,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
2,CF11075,2866958,BTH_Chaux_des_Prés_2012_SetB1,61332,https://doi.org/10.15454/BH8LXP,CF11075,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
3,AO12001,2866990,BTH_Chaux_des_Prés_2012_SetB1,61241,https://doi.org/10.15454/TKI8XQ,AO12001,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
4,CF11003,2866987,BTH_Chaux_des_Prés_2012_SetB1,61253,https://doi.org/10.15454/0HUC0X,CF11003,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
5,CF11032,2866992,BTH_Chaux_des_Prés_2012_SetB1,61285,https://doi.org/10.15454/MAOLEE,CF11032,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
6,CF11103,2866979,BTH_Chaux_des_Prés_2012_SetB1,61385,https://doi.org/10.15454/99NTYT,CF11103,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
7,CF11094,2866961,BTH_Chaux_des_Prés_2012_SetB1,61366,https://doi.org/10.15454/WFSIHH,CF11094,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
8,AO12002,2866991,BTH_Chaux_des_Prés_2012_SetB1,61415,https://doi.org/10.15454/J8DODQ,AO12002,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
9,AO12003,2866955,BTH_Chaux_des_Prés_2012_SetB1,61590,https://doi.org/10.15454/1HGYCF,AO12003,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
10,DI12001,2866973,BTH_Chaux_des_Prés_2012_SetB1,61742,https://doi.org/10.15454/38GFUU,DI12001,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
11,DI12002,2866972,BTH_Chaux_des_Prés_2012_SetB1,61758,https://doi.org/10.15454/OKI00H,DI12002,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
12,DI12003,2866971,BTH_Chaux_des_Prés_2012_SetB1,61774,https://doi.org/10.15454/PDTNHE,DI12003,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
13,RE10091,2866976,BTH_Chaux_des_Prés_2012_SetB1,62038,https://doi.org/10.15454/4GF0WY,RE10091,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
14,EM11149,2866957,BTH_Chaux_des_Prés_2012_SetB1,62095,https://doi.org/10.15454/BHSE0Q,EM11149,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
15,EM11359,2866977,BTH_Chaux_des_Prés_2012_SetB1,62111,https://doi.org/10.15454/CSGOVX,EM11359,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
16,DI12007,2866967,BTH_Chaux_des_Prés_2012_SetB1,61832,https://doi.org/10.15454/HYWSTF,DI12007,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
17,DI12006,2866968,BTH_Chaux_des_Prés_2012_SetB1,61817,https://doi.org/10.15454/3PVIBR,DI12006,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
18,Premio,2866956,BTH_Chaux_des_Prés_2012_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
19,Apache,2866978,BTH_Chaux_des_Prés_2012_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
20,Attlass,2866985,BTH_Chaux_des_Prés_2012_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
21,CF11029,2866975,BTH_Chaux_des_Prés_2012_SetB1,48631,https://doi.org/10.15454/LPOUIM,CF11029,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
22,CF11051,2866959,BTH_Chaux_des_Prés_2012_SetB1,49515,https://doi.org/10.15454/XTUZ9D,CF11051,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
23,DI12005,2866969,BTH_Chaux_des_Prés_2012_SetB1,48497,https://doi.org/10.15454/KIPU5T,DI12005,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
24,EM11389,2866954,BTH_Chaux_des_Prés_2012_SetB1,48373,https://doi.org/10.15454/QK5GLN,EM11389,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
25,EM11441,2866974,BTH_Chaux_des_Prés_2012_SetB1,49367,https://doi.org/10.15454/28ALS0,EM11441,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
26,RE11007,2866986,BTH_Chaux_des_Prés_2012_SetB1,49642,https://doi.org/10.15454/TAMDIS,RE11007,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
27,AO12008,2866962,BTH_Chaux_des_Prés_2012_SetB1,60732,https://doi.org/10.15454/JKQ6L6,AO12008,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
28,AO12009,2866980,BTH_Chaux_des_Prés_2012_SetB1,60749,https://doi.org/10.15454/K6ABP7,AO12009,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
29,AO12012,2866989,BTH_Chaux_des_Prés_2012_SetB1,60799,https://doi.org/10.15454/H3MSSG,AO12012,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
30,RE11010,2866966,BTH_Chaux_des_Prés_2012_SetB1,60870,https://doi.org/10.15454/RYT1LE,RE11010,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
31,RE11013,2866965,BTH_Chaux_des_Prés_2012_SetB1,60900,https://doi.org/10.15454/CKLKVS,RE11013,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
32,RE11016,2866963,BTH_Chaux_des_Prés_2012_SetB1,60933,https://doi.org/10.15454/7NVDSE,RE11016,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
33,RE11015,2866964,BTH_Chaux_des_Prés_2012_SetB1,60917,https://doi.org/10.15454/2YDIBV,RE11015,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
34,RE11029,2866988,BTH_Chaux_des_Prés_2012_SetB1,60949,https://doi.org/10.15454/2CCYP2,RE11029,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
35,EM11366,2866984,BTH_Chaux_des_Prés_2012_SetB1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
36,EM11400,2866983,BTH_Chaux_des_Prés_2012_SetB1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
37,DI12004,2866970,BTH_Chaux_des_Prés_2012_SetB1,49069,https://doi.org/10.15454/EHYGRO,DI12004,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
38,Altigo,2866981,BTH_Chaux_des_Prés_2012_SetB1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
39,Bermude,2866960,BTH_Chaux_des_Prés_2012_SetB1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,BTH_Chaux_des_Prés_2012_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
