,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,AO13026itkfi,2879932,BTH_Rennes_2013_TECH,61020,https://doi.org/10.15454/NT4S5Q,AO13026,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
1,AO13029itkfi,2879938,BTH_Rennes_2013_TECH,61078,https://doi.org/10.15454/7M8X2M,AO13029,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
2,AO13031itkfi,2879945,BTH_Rennes_2013_TECH,61106,https://doi.org/10.15454/3H61CU,AO13031,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
3,AO13042itkfi,2879958,BTH_Rennes_2013_TECH,61269,https://doi.org/10.15454/CHX9GO,AO13042,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
4,RE12080itkfi,2879972,BTH_Rennes_2013_TECH,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
5,CF10185itkfi,2880001,BTH_Rennes_2013_TECH,62036,https://doi.org/10.15454/BSSAED,CF10185,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
6,AO13003itkfi,2879936,BTH_Rennes_2013_TECH,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
7,DI13002itkfi,2879952,BTH_Rennes_2013_TECH,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
8,EM12040itkfi,2879964,BTH_Rennes_2013_TECH,61883,https://doi.org/10.15454/ZJTOW0,EM12040,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
9,CF10064itkfi,2879939,BTH_Rennes_2013_TECH,61942,https://doi.org/10.15454/W1DFLD,CF10064,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
10,EM11537itkfi,2879930,BTH_Rennes_2013_TECH,49307,https://doi.org/10.15454/S10U8Z,EM11537,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
11,AO13013itkfi,2879979,BTH_Rennes_2013_TECH,60800,https://doi.org/10.15454/Z0VQYE,AO13013,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
12,AO13015itkfi,2879981,BTH_Rennes_2013_TECH,60834,https://doi.org/10.15454/KQGENR,AO13015,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
13,AO13045itkfi,2880003,BTH_Rennes_2013_TECH,61318,https://doi.org/10.15454/WK73B3,AO13045,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
14,CF09117itkfi,2879996,BTH_Rennes_2013_TECH,48349,https://doi.org/10.15454/DXR4XS,CF09117,BTH_Rennes_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
