,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Koreli,2834077,BTH_Chaux_des_Prés_2008_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
1,RE07114,2834070,BTH_Chaux_des_Prés_2008_SetB3,27270,https://doi.org/10.15454/JKW4SM,RE07114,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
2,RE07093,2834084,BTH_Chaux_des_Prés_2008_SetB3,27307,https://doi.org/10.15454/CSESMY,RE07093,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
3,RE07115,2834065,BTH_Chaux_des_Prés_2008_SetB3,48742,gnpis_pui:holding-921_taxon-4898_accession-48742,RE07115,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
4,AO08515,2834096,BTH_Chaux_des_Prés_2008_SetB3,49033,gnpis_pui:holding-921_taxon-4898_accession-49033,AO08515,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
5,CF07292,2834069,BTH_Chaux_des_Prés_2008_SetB3,48492,gnpis_pui:holding-921_taxon-4898_accession-48492,CF07292,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
6,DI08017,2834066,BTH_Chaux_des_Prés_2008_SetB3,48701,gnpis_pui:holding-921_taxon-4898_accession-48701,DI08017,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
7,DI08018,2834071,BTH_Chaux_des_Prés_2008_SetB3,49132,gnpis_pui:holding-921_taxon-4898_accession-49132,DI08018,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
8,RE07098,2834078,BTH_Chaux_des_Prés_2008_SetB3,49623,gnpis_pui:holding-921_taxon-4898_accession-49623,RE07098,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
9,DI08015,2834068,BTH_Chaux_des_Prés_2008_SetB3,49358,gnpis_pui:holding-921_taxon-4898_accession-49358,DI08015,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
10,Apache,2834081,BTH_Chaux_des_Prés_2008_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
11,CF07296,2834072,BTH_Chaux_des_Prés_2008_SetB3,49527,gnpis_pui:holding-921_taxon-4898_accession-49527,CF07296,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
12,RE07092,2834083,BTH_Chaux_des_Prés_2008_SetB3,49499,gnpis_pui:holding-921_taxon-4898_accession-49499,RE07092,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
13,Sankara,2834088,BTH_Chaux_des_Prés_2008_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
14,Toisondor,2834064,BTH_Chaux_des_Prés_2008_SetB3,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
15,Lyrik,2834100,BTH_Chaux_des_Prés_2008_SetB3,27737,https://doi.org/10.15454/7VD1UN,LYRIK,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
16,Caphorn,2834089,BTH_Chaux_des_Prés_2008_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
17,CF07311,2834067,BTH_Chaux_des_Prés_2008_SetB3,27837,https://doi.org/10.15454/CYACZC,CF07311,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
18,RE07095,2834086,BTH_Chaux_des_Prés_2008_SetB3,27266,https://doi.org/10.15454/PYG05B,RE07095,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
19,CF06199,2834091,BTH_Chaux_des_Prés_2008_SetB3,48761,gnpis_pui:holding-921_taxon-4898_accession-48761,CF06199,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
20,RE07089,2834099,BTH_Chaux_des_Prés_2008_SetB3,48646,https://doi.org/10.15454/TXCHAY,RE07089,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
21,Mendel,2834082,BTH_Chaux_des_Prés_2008_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
22,CF07259,2834080,BTH_Chaux_des_Prés_2008_SetB3,48398,gnpis_pui:holding-921_taxon-4898_accession-48398,CF07259,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
23,AO08817,2834090,BTH_Chaux_des_Prés_2008_SetB3,48597,gnpis_pui:holding-921_taxon-4898_accession-48597,AO08817,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
24,AO08813,2834079,BTH_Chaux_des_Prés_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
25,DI08016,2834101,BTH_Chaux_des_Prés_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
26,CF07267,2834098,BTH_Chaux_des_Prés_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
27,CF07208,2834097,BTH_Chaux_des_Prés_2008_SetB3,49017,gnpis_pui:holding-921_taxon-4898_accession-49017,CF07208,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
28,DI08022,2834092,BTH_Chaux_des_Prés_2008_SetB3,49223,gnpis_pui:holding-921_taxon-4898_accession-49223,DI08022,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
29,CF07315,2834076,BTH_Chaux_des_Prés_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
30,RE07113,2834074,BTH_Chaux_des_Prés_2008_SetB3,48963,gnpis_pui:holding-921_taxon-4898_accession-48963,RE07113,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
31,DI08023,2834093,BTH_Chaux_des_Prés_2008_SetB3,49693,gnpis_pui:holding-921_taxon-4898_accession-49693,DI08023,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
32,RE07100,2834073,BTH_Chaux_des_Prés_2008_SetB3,48772,gnpis_pui:holding-921_taxon-4898_accession-48772,RE07100,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
33,RE07112,2834075,BTH_Chaux_des_Prés_2008_SetB3,48859,gnpis_pui:holding-921_taxon-4898_accession-48859,RE07112,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
34,CF07278,2834085,BTH_Chaux_des_Prés_2008_SetB3,48863,gnpis_pui:holding-921_taxon-4898_accession-48863,CF07278,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
35,DI08021,2834095,BTH_Chaux_des_Prés_2008_SetB3,49426,gnpis_pui:holding-921_taxon-4898_accession-49426,DI08021,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
36,DI08020,2834094,BTH_Chaux_des_Prés_2008_SetB3,49557,gnpis_pui:holding-921_taxon-4898_accession-49557,DI08020,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
37,RE07096,2834087,BTH_Chaux_des_Prés_2008_SetB3,48483,gnpis_pui:holding-921_taxon-4898_accession-48483,RE07096,BTH_Chaux_des_Prés_2008_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
