,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Barok,2805829,BTH_Rennes_2005_SetA2_PIETIN-VERSE,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,DI9714,2805835,BTH_Rennes_2005_SetA2_PIETIN-VERSE,25900,https://doi.org/10.15454/FRB0LL,DI9714,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,EM03206,2805862,BTH_Rennes_2005_SetA2_PIETIN-VERSE,26809,https://doi.org/10.15454/NO762C,EM03206,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,EM01343,2805849,BTH_Rennes_2005_SetA2_PIETIN-VERSE,26804,https://doi.org/10.15454/OU9OPJ,EM01343,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,LM03017,2805854,BTH_Rennes_2005_SetA2_PIETIN-VERSE,48364,gnpis_pui:holding-921_taxon-4898_accession-48364,LM03017,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,EM00264,2805857,BTH_Rennes_2005_SetA2_PIETIN-VERSE,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,LM03001,2805832,BTH_Rennes_2005_SetA2_PIETIN-VERSE,48818,gnpis_pui:holding-921_taxon-4898_accession-48818,LM03001,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,Apache,2805852,BTH_Rennes_2005_SetA2_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,LM03022,2805833,BTH_Rennes_2005_SetA2_PIETIN-VERSE,48608,gnpis_pui:holding-921_taxon-4898_accession-48608,LM03022,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,Skerzzo,2805859,BTH_Rennes_2005_SetA2_PIETIN-VERSE,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,Charger,2805848,BTH_Rennes_2005_SetA2_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,Caphorn,2805846,BTH_Rennes_2005_SetA2_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,DI04018,2805842,BTH_Rennes_2005_SetA2_PIETIN-VERSE,49604,https://doi.org/10.15454/WZ0QO7,DI04018,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,DI05030,2805834,BTH_Rennes_2005_SetA2_PIETIN-VERSE,48477,https://doi.org/10.15454/NU9M2G,DI05030,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,CF03287,2805853,BTH_Rennes_2005_SetA2_PIETIN-VERSE,49533,https://doi.org/10.15454/QOR8WX,CF03287,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,CF03226,2805840,BTH_Rennes_2005_SetA2_PIETIN-VERSE,26798,https://doi.org/10.15454/YF5PYW,CF03226,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,CF03341,2805850,BTH_Rennes_2005_SetA2_PIETIN-VERSE,26799,https://doi.org/10.15454/PNFUBY,CF03341,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,DI04015,2805838,BTH_Rennes_2005_SetA2_PIETIN-VERSE,26801,https://doi.org/10.15454/5TSZZX,DI04015,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,DI04022,2805861,BTH_Rennes_2005_SetA2_PIETIN-VERSE,26802,https://doi.org/10.15454/KBHSGY,DI04022,BTH_Rennes_2005_SetA2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
