,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI02008,2780940,BTH_Rennes_2002_SetB1_PIETIN-VERSE,26800,https://doi.org/10.15454/VY4RPB,DI02008,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,RE01015,2780911,BTH_Rennes_2002_SetB1_PIETIN-VERSE,26095,https://doi.org/10.15454/RSFKAG,RE01015,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,DI02005,2780937,BTH_Rennes_2002_SetB1_PIETIN-VERSE,48580,gnpis_pui:holding-921_taxon-4898_accession-48580,DI02005,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,DI02009,2780941,BTH_Rennes_2002_SetB1_PIETIN-VERSE,48570,gnpis_pui:holding-921_taxon-4898_accession-48570,DI02009,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,DI02006,2780934,BTH_Rennes_2002_SetB1_PIETIN-VERSE,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,RE01020,2780950,BTH_Rennes_2002_SetB1_PIETIN-VERSE,49034,gnpis_pui:holding-921_taxon-4898_accession-49034,RE01020,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,DI02002,2780931,BTH_Rennes_2002_SetB1_PIETIN-VERSE,49036,gnpis_pui:holding-921_taxon-4898_accession-49036,DI02002,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,RE01018,2780917,BTH_Rennes_2002_SetB1_PIETIN-VERSE,49331,gnpis_pui:holding-921_taxon-4898_accession-49331,RE01018,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,DI02007,2780935,BTH_Rennes_2002_SetB1_PIETIN-VERSE,48514,gnpis_pui:holding-921_taxon-4898_accession-48514,DI02007,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,DI02004,2780936,BTH_Rennes_2002_SetB1_PIETIN-VERSE,48439,gnpis_pui:holding-921_taxon-4898_accession-48439,DI02004,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,EM01100,2780948,BTH_Rennes_2002_SetB1_PIETIN-VERSE,48812,gnpis_pui:holding-921_taxon-4898_accession-48812,EM01100,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,CF01043,2780951,BTH_Rennes_2002_SetB1_PIETIN-VERSE,48822,gnpis_pui:holding-921_taxon-4898_accession-48822,CF01043,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,RE01023,2780922,BTH_Rennes_2002_SetB1_PIETIN-VERSE,48939,gnpis_pui:holding-921_taxon-4898_accession-48939,RE01023,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,EM01063,2780945,BTH_Rennes_2002_SetB1_PIETIN-VERSE,49119,gnpis_pui:holding-921_taxon-4898_accession-49119,EM01063,BTH_Rennes_2002_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
