,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Ressor,2775833,BTH_Chaux_des_Prés_2002_SetA1,49154,https://doi.org/10.15454/X4XFZS,Ressor,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
1,CF99005,2775834,BTH_Chaux_des_Prés_2002_SetA1,75767,https://doi.org/10.15454/BZFZDO,CF99005,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
2,RE99113,2775823,BTH_Chaux_des_Prés_2002_SetA1,26003,https://doi.org/10.15454/6DEZEC,RE99113,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
3,RE99009,2775840,BTH_Chaux_des_Prés_2002_SetA1,26000,https://doi.org/10.15454/VOIVEZ,RE99009,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
4,CF00193,2775811,BTH_Chaux_des_Prés_2002_SetA1,25895,https://doi.org/10.15454/WTZMDS,CF00193,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
5,CF00189,2775821,BTH_Chaux_des_Prés_2002_SetA1,25896,https://doi.org/10.15454/RWJVRH,CF00189,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
6,CF99105,2775839,BTH_Chaux_des_Prés_2002_SetA1,25897,https://doi.org/10.15454/J6YB10,CF99105,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
7,RE99102,2775818,BTH_Chaux_des_Prés_2002_SetA1,26002,https://doi.org/10.15454/4NCDUP,RE99102,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
8,DI9714,2775817,BTH_Chaux_des_Prés_2002_SetA1,25900,https://doi.org/10.15454/FRB0LL,DI9714,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
9,AO-STRU97/1370,2775814,BTH_Chaux_des_Prés_2002_SetA1,48892,gnpis_pui:holding-921_taxon-4898_accession-48892,AO-STRU97/1370,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
10,Apache,2775828,BTH_Chaux_des_Prés_2002_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
11,Charger,2775831,BTH_Chaux_des_Prés_2002_SetA1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
12,Voltige,2775825,BTH_Chaux_des_Prés_2002_SetA1,26052,https://doi.org/10.15454/FS69PT,VOLTIGE,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
13,EM99012,2775843,BTH_Chaux_des_Prés_2002_SetA1,25901,https://doi.org/10.15454/VOT84X,EM99012,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
14,DI00008,2775820,BTH_Chaux_des_Prés_2002_SetA1,26858,https://doi.org/10.15454/PRC5QN,DI00008,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
15,EM00018,2775835,BTH_Chaux_des_Prés_2002_SetA1,26109,https://doi.org/10.15454/S5ERQF,EM00018,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
16,RE99017,2775841,BTH_Chaux_des_Prés_2002_SetA1,26001,https://doi.org/10.15454/9GS2A7,RE99017,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
17,DI00010,2775838,BTH_Chaux_des_Prés_2002_SetA1,26106,https://doi.org/10.15454/MAUZZM,DI00010,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
18,EM00002,2775812,BTH_Chaux_des_Prés_2002_SetA1,26108,https://doi.org/10.15454/MTMO4R,EM00002,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
19,DI00024,2775815,BTH_Chaux_des_Prés_2002_SetA1,26107,https://doi.org/10.15454/IJHBYL,DI00024,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
20,Rytmic,2775827,BTH_Chaux_des_Prés_2002_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
21,EM99017,2775844,BTH_Chaux_des_Prés_2002_SetA1,28764,https://doi.org/10.15454/QT2EUR,EM99017,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
22,RE9819,2775813,BTH_Chaux_des_Prés_2002_SetA1,28766,https://doi.org/10.15454/B2UDRG,RE9819,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
23,Soissons,2775842,BTH_Chaux_des_Prés_2002_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
24,Isengrain,2775837,BTH_Chaux_des_Prés_2002_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
25,EM00302,2775830,BTH_Chaux_des_Prés_2002_SetA1,26864,https://doi.org/10.15454/XVZVZD,EM00302,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
26,AO-STRU98/1436,2775822,BTH_Chaux_des_Prés_2002_SetA1,48944,gnpis_pui:holding-921_taxon-4898_accession-48944,AO-STRU98/1436,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
27,EM99006,2775829,BTH_Chaux_des_Prés_2002_SetA1,28759,https://doi.org/10.15454/1BMHCN,EM99006,BTH_Chaux_des_Prés_2002_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
